Year,State,Primary_Type,Poll_Source,Date,Date_Start,Date_End,Sample,MoE,Candidate,Party,Pct,Incumbent,Date_Original
2024,Arizona,Democratic Primary,Emerson College,2023-08-02 to 2023-08-04,2023-08-02,2023-08-04,571 (LV),,Ruben Gallego,D,48%,False,"August 2–4, 2023"
2024,Arizona,Democratic Primary,Data for Progress,2022-01-21 to 2022-01-24,2022-01-21,2022-01-24,673 (LV),4.0,Ruben Gallego,D,74%,False,"January 21–24, 2022"
2024,Arizona,Democratic Primary,Data for Progress,2021-11-01 to 2021-11-08,2021-11-01,2021-11-08,229 (RV),6.5,Ruben Gallego,D,47%,False,"November 1–8, 2021"
2024,Arizona,Democratic Primary,Data for Progress,2021-10-08 to 2021-10-10,2021-10-08,2021-10-10,467 (LV),5.0,Ruben Gallego,D,23%,False,"October 8–10, 2021"
2024,Arizona,Democratic Primary,Emerson College,2023-08-02 to 2023-08-04,2023-08-02,2023-08-04,571 (LV),,Alexander Keller,D,6%,False,"August 2–4, 2023"
2024,Arizona,Democratic Primary,Data for Progress,2021-10-08 to 2021-10-10,2021-10-08,2021-10-10,467 (LV),5.0,Kate Gallego,D,9%,False,"October 8–10, 2021"
2024,Arizona,Democratic Primary,Data for Progress,2021-10-08 to 2021-10-10,2021-10-08,2021-10-10,467 (LV),5.0,Regina Romero,D,9%,False,"October 8–10, 2021"
2024,Arizona,Democratic Primary,Data for Progress,2022-01-21 to 2022-01-24,2022-01-21,2022-01-24,673 (LV),4.0,Kyrsten Sinema,D,16%,True,"January 21–24, 2022"
2024,Arizona,Democratic Primary,Data for Progress,2021-11-01 to 2021-11-08,2021-11-01,2021-11-08,229 (RV),6.5,Kyrsten Sinema,D,24%,True,"November 1–8, 2021"
2024,Arizona,Democratic Primary,Data for Progress,2021-10-08 to 2021-10-10,2021-10-08,2021-10-10,467 (LV),5.0,Kyrsten Sinema,D,19%,True,"October 8–10, 2021"
2024,Arizona,Democratic Primary,Data for Progress,2021-10-08 to 2021-10-10,2021-10-08,2021-10-10,467 (LV),5.0,Greg Stanton,D,13%,False,"October 8–10, 2021"
2024,Arizona,Republican Primary,Noble Predictive Insights,2024-07-22 to 2024-07-23,2024-07-22,2024-07-23,438 (LV),4.7,Kari Lake,R,49%,False,"July 22–23, 2024"
