Year,State,Primary_Type,Poll_Source,Date,Date_Start,Date_End,Sample,MoE,Candidate,Party,Pct,Incumbent,Date_Original
2013,Massachusetts (special),General,UMass Lowell-Boston Herald,2013-03-02 to 2013-03-05,2013-03-02,2013-03-05,309 RV,4.0,Ed Markey,D,47%,False,"March 2–5, 2013"
2013,Massachusetts (special),General,WBUR,2013-03-19 to 2013-03-21,2013-03-19,2013-03-21,610 LV,4.1,Ed Markey,D,44%,False,"March 19–21, 2013"
2013,Massachusetts (special),General,WNEU,2013-04-11 to 2013-04-18,2013-04-11,2013-04-18,480 LV,4.5,Ed Markey,D,51%,False,"April 11–18, 2013"
2013,Massachusetts (special),General,Emerson College,2013-05-01,2013-05-01,2013-05-01,797 RV,2.5,Ed Markey,D,42%,False,"May 1, 2013"
2013,Massachusetts (special),General,Public Policy Polling,2013-05-01 to 2013-05-02,2013-05-01,2013-05-02,"1,539 LV",2.5,Ed Markey,D,44%,False,"May 1–2, 2013"
2013,Massachusetts (special),General,WBUR,2013-05-05 to 2013-05-06,2013-05-05,2013-05-06,497 LV,4.4,Ed Markey,D,41%,False,"May 5–6, 2013"
2013,Massachusetts (special),General,Suffolk,2013-05-04 to 2013-05-07,2013-05-04,2013-05-07,500 LV,4.4,Ed Markey,D,52%,False,"May 4–7, 2013"
2013,Massachusetts (special),General,Public Policy Polling,2013-05-13 to 2013-05-15,2013-05-13,2013-05-15,880 LV,3.3,Ed Markey,D,48%,False,"May 13–15, 2013"
2013,Massachusetts (special),General,Emerson College,2013-05-20 to 2013-05-22,2013-05-20,2013-05-22,867 LV,3.26,Ed Markey,D,45%,False,"May 20–22, 2013"
2013,Massachusetts (special),General,New England College,2013-06-01 to 2013-06-02,2013-06-01,2013-06-02,734 RV,3.62,Ed Markey,D,52%,False,"June 1–2, 2013"
2013,Massachusetts (special),General,UMass Amherst-YouGov America,2013-05-30 to 2013-06-04,2013-05-30,2013-06-04,357 RV,5.4,Ed Markey,D,51%,False,"May 30 – June 4, 2013"
2013,Massachusetts (special),General,Public Policy Polling,2013-06-03 to 2013-06-04,2013-06-03,2013-06-04,560 LV,5.4,Ed Markey,D,47%,False,"June 3–4, 2013"
2013,Massachusetts (special),General,WBUR,2013-06-06 to 2013-06-09,2013-06-06,2013-06-09,500 LV,3.4,Ed Markey,D,43%,False,"June 6–9, 2013"
2013,Massachusetts (special),General,Suffolk University,2013-06-06 to 2013-06-09,2013-06-06,2013-06-09,500 LV,3.4,Ed Markey,D,44%,False,"June 6–9, 2013"
2013,Massachusetts (special),General,Harper Polling,2013-06-10 to 2013-06-11,2013-06-10,2013-06-11,498 RV,4.39,Ed Markey,D,49%,False,"June 10–11, 2013"
2013,Massachusetts (special),General,Boston Globe,2013-06-11 to 2013-06-14,2013-06-11,2013-06-14,508 LV,4.3,Ed Markey,D,54%,False,"June 11–14, 2013"
2013,Massachusetts (special),General,UMass Lowell-Boston Herald,2013-06-15 to 2013-06-19,2013-06-15,2013-06-19,608 RV,4.0,Ed Markey,D,56%,False,"June 15–19, 2013"
2013,Massachusetts (special),General,WNEU,2013-06-16 to 2013-06-20,2013-06-16,2013-06-20,566 LV,4.1,Ed Markey,D,49%,False,"June 16–20, 2013"
2013,Massachusetts (special),General,Emerson College,2013-06-19 to 2013-06-20,2013-06-19,2013-06-20,"1,422 RV",2.5,Ed Markey,D,51%,False,"June 19–20, 2013"
2013,Massachusetts (special),General,Suffolk University,2013-06-19 to 2013-06-22,2013-06-19,2013-06-22,500 LV,4.4,Ed Markey,D,52%,False,"June 19–22, 2013"
2013,Massachusetts (special),General,UMass Lowell-Boston Herald,2013-03-02 to 2013-03-05,2013-03-02,2013-03-05,309 RV,4.0,Ed Markey,D,48%,False,"March 2–5, 2013"
2013,Massachusetts (special),General,WNEU,2013-04-11 to 2013-04-18,2013-04-11,2013-04-18,480 LV,4.5,Ed Markey,D,52%,False,"April 11–18, 2013"
2013,Massachusetts (special),General,David Paleologos Suffolk,2013-01-16 to 2013-01-19,2013-01-16,2013-01-19,435 RV,3.6,Ed Markey,D,31%,False,"January 16–19, 2013"
