Year,State,Election,Election_Type,Row_Type,Incumbent,party,candidate,votes,percentage
1932,Arizona,"United States Senate election in Arizona, 1932",General,Winning,True,Democratic Party (United States),Carl T. Hayden,"74,310",66.67%
1932,Arizona,"United States Senate election in Arizona, 1932",General,Candidate,False,Republican Party (United States),Ralph H. Cameron,"35,737",32.06%
1932,Arizona,"United States Senate election in Arizona, 1932",General,Candidate,False,Socialist Party (United States),Lester B. Woolever,"1,110",1.00%
1932,Arizona,"United States Senate election in Arizona, 1932",General,Candidate,False,Communist Party (United States),Edward Haustgen,306,0.27%
1932,Arkansas,1932 U.S. Senate election in Arkansas,General,Winning,True,Democratic Party (United States),Hattie Caraway,"187,994",89.71%
1932,Arkansas,1932 U.S. Senate election in Arkansas,General,Candidate,False,Republican Party (United States),John H. White,"21,558",10.29%
1932,Arkansas,1932 U.S. Senate election in Arkansas,General,Total,False,,,"209,552",100.00%
1932,California,1932 United States Senate election in California,General,Winning,False,Democratic Party (United States),William Gibbs McAdoo,"943,164",43.39%
1932,California,1932 United States Senate election in California,General,Candidate,False,Republican Party (United States),Tallant Tubbs,"669,676",30.81%
1932,California,1932 United States Senate election in California,General,Candidate,False,Prohibition Party (United States),Robert P. Shuler,"560,088",25.77%
1932,California,1932 United States Senate election in California,General,Candidate,False,Socialist Party USA,George Ross Kirkpatrick (write-in),466,0.02%
1932,California,1932 United States Senate election in California,General,Total,False,,,"1,061,727",100.00%
1932,Colorado (special),1932 United States Senate election in Colorado,General,Winning,False,Democratic Party (United States),Alva B. Adams,"226,516",51.91%
1932,Colorado (special),1932 United States Senate election in Colorado,General,Candidate,False,Republican Party (United States),Karl C. Schuyler,"198,519",45.50%
1932,Colorado (special),1932 United States Senate election in Colorado,General,Candidate,False,Socialist Party (United States),Carle Whitehead,"8,632",1.98%
1932,Colorado (special),1932 United States Senate election in Colorado,General,Candidate,False,Farmer-Labor Party,H. H. Marrs,"1,814",0.42%
1932,Colorado (special),1932 United States Senate election in Colorado,General,Candidate,False,Communist Party USA,Raymond D. D. Richardson,858,0.20%
1932,Colorado (special),1932 United States Senate special election in Colorado,General,Winning,False,Republican Party (United States),Karl C. Schuyler,"207,540",48.76%
1932,Colorado (special),1932 United States Senate special election in Colorado,General,Candidate,True,Democratic Party (United States),Walter Walker,"206,475",48.51%
1932,Colorado (special),1932 United States Senate special election in Colorado,General,Candidate,False,Socialist Party (United States),Carle Whitehead,"11,619",2.73%
1932,Colorado,1932 United States Senate election in Colorado,General,Winning,False,Democratic Party (United States),Alva B. Adams,"226,516",51.91%
1932,Colorado,1932 United States Senate election in Colorado,General,Candidate,False,Republican Party (United States),Karl C. Schuyler,"198,519",45.50%
