Year,State,Election,Election_Type,Row_Type,Incumbent,party,candidate,votes,percentage
1934,Arizona,Democratic primary results,Primary,Winning,True,Democratic Party (United States),Henry F. Ashurst,"36,646",40.7%
1934,Arizona,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Sidney P. Osborn,"24,065",26.7%
1934,Arizona,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Renz L. Jennings,"16,743",18.6%
1934,Arizona,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),William Coxon,"8,653",9.6%
1934,Arizona,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Charles H. Rutherford,"4,026",4.5%
1934,Arizona,Democratic primary results,Primary,Total,False,,,"90,133",100.0
1934,California,Primary election results,Primary,Winning,True,Republican Party (United States),Hiram Johnson,"526,899",71.06%
1934,California,Primary election results,Primary,Candidate,False,Democratic Party (United States),Richmond A. Rust,"214,638",28.95%
1934,California,Primary election results,Primary,Total,False,,,"741,537",100.00%
1934,California,Primary election results,Primary,Winning,True,Republican Party (United States),Hiram Johnson,"655,648",87.33%
1934,California,Primary election results,Primary,Candidate,False,Democratic Party (United States),Clarence A. Henning,"50,075",6.67%
1934,California,Primary election results,Primary,Candidate,False,Democratic Party (United States),Carl A. Johnson,"45,077",6.00%
1934,California,Primary election results,Primary,Total,False,,,"750,800",100.00%
1934,Florida,1934 Democratic U.S. Senate primary,Primary,Winning,True,Democratic Party (United States),Park Trammell,"81,321",38.02%
1934,Florida,1934 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Claude Pepper,"79,396",37.12%
1934,Florida,1934 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Charles A. Mitchell,"30,455",14.24%
1934,Florida,1934 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),James F. Sikes,"14,558",6.81%
1934,Florida,1934 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Hortense K. Wells,"8,167",3.82%
1934,Florida,1934 Democratic U.S. Senate primary,Primary,Total,False,,,"213,897",100.00%
1934,Maine,1934 Republican U.S. Senate primary,Primary,Winning,True,Republican Party (United States),Frederick Hale,"61,141",76.70%
1934,Maine,1934 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Louis A. Jack,"18,578",23.30%
1934,Maine,1934 Republican U.S. Senate primary,Primary,Total,False,,,"79,719",100.00%
1934,Maine,1934 Democratic U.S. Senate primary,Primary,Winning,False,Democratic Party (United States),F. Harold Dubord,"15,743",54.03%
1934,Maine,1934 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Paul C. Thurston,"10,153",34.84%
1934,Maine,1934 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Clinton C. Stevens,"3,243",11.13%
1934,Maine,1934 Democratic U.S. Senate primary,Primary,Total,False,,,"29,139",100.00%
1934,Maryland,1934 Republican U.S. Senate primary,Primary,Winning,False,Republican Party (US),Joseph I. France,"34,644",38.70%
1934,Maryland,1934 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (US),John Philip Hill,"28,032",31.31%
1934,Maryland,1934 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (US),C. Wilbur Miller,"26,855",30.00%
1934,Maryland,1934 Republican U.S. Senate primary,Primary,Total,False,,,"89,531",100.00%
1934,Maryland,1934 Democratic U.S. Senate primary,Primary,Winning,False,Democratic Party (US),George L. P. Radcliffe,"150,072",71.44%
1934,Maryland,1934 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (US),William Milnes Maloy,"59,989",28.56%
1934,Maryland,1934 Democratic U.S. Senate primary,Primary,Total,False,,,"210,061",100.00%
1934,Massachusetts,1934 Democratic U.S. Senate primary,Primary,Winning,True,Democratic Party (United States),David I. Walsh,"270,242",66.79%
1934,Massachusetts,1934 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Edward P. Barry,"102,863",25.42%
1934,Massachusetts,1934 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),William Donahoe,"31,474",7.78%
1934,Massachusetts,1934 Democratic U.S. Senate primary,Primary,Write-in,False,,,12,0.00%
1934,Massachusetts,1934 Democratic U.S. Senate primary,Primary,Total,False,,,"404,591",100.00%
1934,Massachusetts,1934 Democratic U.S. Senate primary,Primary,Winning,False,Republican Party (United States),Robert M. Washburn,"295,849",99.99%
1934,Massachusetts,1934 Democratic U.S. Senate primary,Primary,Write-in,False,,,20,0.01%
1934,Massachusetts,1934 Democratic U.S. Senate primary,Primary,Total,False,,,"295,869",100.00%
1934,Michigan,1934 Democratic U.S. Senate primary,Primary,Winning,False,Democratic Party (US),Frank Picard,"101,052",42.92%
1934,Michigan,1934 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (US),Ray Schneider,"60,042",25.50%
1934,Michigan,1934 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (US),Claude Carney,"44,138",18.75%
1934,Michigan,1934 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (US),Alva Cummins,"30,195",12.82%
1934,Michigan,1934 Democratic U.S. Senate primary,Primary,Total,False,,,"235,427",100.00%
1934,Minnesota,Democratic primary election results,Primary,Winning,False,Democratic Party of Minnesota,Einar Hoidale,"169,651",71.37%
1934,Minnesota,Democratic primary election results,Primary,Candidate,False,Democratic Party of Minnesota,Lewis Lohmann,"68,066",28.63%
1934,Minnesota,Democratic primary election results,Primary,Total,False,,,"237,717",100.00%
1934,Minnesota,Farmer–Labor primary election results,Primary,Winning,True,Farmer–Labor Party,Henrik Shipstead,"198,151",73.57%
1934,Minnesota,Farmer–Labor primary election results,Primary,Candidate,False,Farmer–Labor Party,Francis H. Shoemaker,"71,172",26.43%
1934,Minnesota,Farmer–Labor primary election results,Primary,Total,False,,,"269,323",100.00%
1934,Minnesota,Republican primary election results,Primary,Winning,False,Republican Party of Minnesota,N. J. Holmberg,"85,534",54.68%
1934,Minnesota,Republican primary election results,Primary,Candidate,False,Republican Party of Minnesota,Tom Davis,"70,879",45.32%
1934,Minnesota,Republican primary election results,Primary,Total,False,,,"156,413",100.00%
1934,Mississippi,1934 United States Senate Democratic primary,Primary,Winning,True,Democratic Party (United States),Hubert Stephens,"64,035",37.32%
1934,Mississippi,1934 United States Senate Democratic primary,Primary,Candidate,False,Democratic Party (United States),Theodore Bilbo,"63,752",37.16%
1934,Mississippi,1934 United States Senate Democratic primary,Primary,Candidate,False,Democratic Party (United States),Ross A. Collins,"42,209",24.60%
1934,Mississippi,1934 United States Senate Democratic primary,Primary,Candidate,False,Democratic Party (United States),Frank H. Harper,"1,586",0.92%
1934,Mississippi,1934 United States Senate Democratic primary,Primary,Total,False,,,"171,582",100.00%
1934,Missouri,1934 Democratic U.S. Senate primary,Primary,Winning,False,Democratic Party (United States),Harry S. Truman,"276,850",41.42%
1934,Missouri,1934 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),John J. Cochran,"236,257",35.35%
