Year,State,Primary_Type,Poll_Source,Date,Date_Start,Date_End,Sample,MoE,Candidate,Party,Pct,Incumbent,Date_Original
1984,Massachusetts,General,The Boston Globe,1984-10,1984-10-01,1984-10-31,,5.0,John Kerry,D,50%,False,October 1984
1984,Massachusetts,General,The Boston Globe,1984-10,1984-10-01,1984-10-31,,5.0,Ray Shamie,R,40%,False,October 1984
