Year,State,Election,Election_Type,Row_Type,Incumbent,party,candidate,votes,percentage
1944,Arizona,Democratic primary results,Primary,Winning,True,Democratic Party (United States),Carl T. Hayden,"48,812",64.54%
1944,Arizona,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Joe Conway,"22,764",30.10%
1944,Arizona,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Henderson Stockton,"4,059",5.37%
1944,Arizona,Democratic primary results,Primary,Total,False,,,"75,635",100.00
1944,Arkansas,1944 Democratic U.S. Senate primary,Primary,Winning,False,Democratic Party (United States),J. William Fulbright,"67,168",36.33%
1944,Arkansas,1944 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Homer Martin Adkins,"49,795",26.93%
1944,Arkansas,1944 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),T. H. Barton,"43,053",23.28%
1944,Arkansas,1944 Democratic U.S. Senate primary,Primary,Candidate,True,Democratic Party (United States),Hattie Caraway,"24,881",13.46%
1944,Arkansas,1944 Democratic U.S. Senate primary,Primary,Total,False,,,"184,897",100.00%
1944,Arkansas,1944 Democratic U.S. Senate primary,Primary,Winning,False,Democratic Party (United States),J. William Fulbright,"117,121",57.90%
1944,Arkansas,1944 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Homer Martin Adkins,"85,163",42.10%
1944,Arkansas,1944 Democratic U.S. Senate primary,Primary,Total,False,,,"202,284",100.00%
1944,California,1944 Democratic U.S. Senate primary results,Primary,Winning,False,Democratic Party (United States),Sheridan Downey (inc.),"510,069",54.75%
1944,California,1944 Democratic U.S. Senate primary results,Primary,Candidate,False,Republican Party (United States),Frederick F. Houser (cross-filing),"132,376",14.21%
1944,California,1944 Democratic U.S. Senate primary results,Primary,Candidate,False,Republican Party (United States),William G. Bonelli (cross-filing),"60,080",6.45%
1944,California,1944 Democratic U.S. Senate primary results,Primary,Candidate,False,Republican Party (United States),Philip Bancroft (cross-filing),"53,094",5.70%
1944,California,1944 Democratic U.S. Senate primary results,Primary,Candidate,False,Republican Party (United States),Charles G. Johnson (cross-filing),"45,325",4.87%
1944,California,1944 Democratic U.S. Senate primary results,Primary,Candidate,False,Democratic Party (United States),Irene M. Dockweiler,"39,364",4.23%
1944,California,1944 Democratic U.S. Senate primary results,Primary,Candidate,False,Democratic Party (United States),John S. Crowder,"9,292",1.00%
1944,California,1944 Democratic U.S. Senate primary results,Primary,Candidate,False,Republican Party (United States),Roland C. Casad (cross-filing),"4,106",0.44%
1944,California,1944 Democratic U.S. Senate primary results,Primary,Total,False,,,"931,630",100.00
1944,California,1944 Republican U.S. Senate primary,Primary,Winning,False,Republican Party (United States),Frederick F. Houser,"315,828",43.99%
1944,California,1944 Republican U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Sheridan Downey (inc.) (cross-filing),"119,412",16.63%
1944,California,1944 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Philip Bancroft,"106,463",14.83%
1944,California,1944 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),William G. Bonelli,"54,078",7.53%
1944,California,1944 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Charles G. Johnson,"48,014",6.69%
1944,California,1944 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Alonzo J. Riggs,"3,446",0.48%
1944,California,1944 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Roland C. Casad,"2,629",0.37%
1944,California,1944 Republican U.S. Senate primary,Primary,Total,False,,,"717,950",100.00
1944,California,1944 Prohibition U.S. Senate primary,Primary,Winning,False,Republican Party (United States),Frederick F. Houser,196,50.78%
1944,California,1944 Prohibition U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Sheridan Downey (inc.) (cross-filing),190,49.22%
1944,California,1944 Prohibition U.S. Senate primary,Primary,Total,False,,,386,100.00%
1944,Colorado,Democratic primary results,Primary,Winning,False,Democratic Party (United States),Barney L. Whatley,"31,625",100.00
1944,Colorado,Democratic primary results,Primary,Total,False,,,"31,625",100.00
1944,Colorado,Republican primary results,Primary,Winning,False,Republican Party (United States),Eugene D. Millikin (inc.),"40,868",100.00
1944,Colorado,Republican primary results,Primary,Total,False,,,"40,868",100.00
1944,Florida,Democratic primary results,Primary,Winning,True,Democratic Party (United States),Claude Pepper,"194,445",51.27
