Year,State,Election,Election_Type,Row_Type,Incumbent,party,candidate,votes,percentage
1948,Alabama,1948 Democratic U.S. Senate primary,Primary,Winning,False,Democratic Party (United States),John Sparkman (inc.),"235,464",75.73%
1948,Alabama,1948 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Phil Hamm,"61,308",19.72%
1948,Alabama,1948 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Thomas H. Maxwell,"6,702",2.16%
1948,Alabama,1948 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Wallace Pruitt,"4,483",1.44%
1948,Alabama,1948 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Thomas F. Harlin,"2,972",0.96%
1948,Alabama,1948 Democratic U.S. Senate primary,Primary,Total,False,,,"310,929",100.00%
1948,Colorado,1948 U.S. Senate Democratic primary,Primary,Winning,True,Democratic Party (United States),Edwin C. Johnson,"84,919",71.86%
1948,Colorado,1948 U.S. Senate Democratic primary,Primary,Candidate,False,Democratic Party (United States),Eugene Cervi,"33,262",28.15%
1948,Colorado,1948 U.S. Senate Democratic primary,Primary,Total,False,,,"118,181",100.00%
1948,Colorado,1948 U.S. Senate Republican primary,Primary,Winning,False,Republican Party (United States),Will Nicholson,"48,716",53.09%
1948,Colorado,1948 U.S. Senate Republican primary,Primary,Candidate,False,Republican Party (United States),John C. Vivian,"43,052",46.91%
1948,Colorado,1948 U.S. Senate Republican primary,Primary,Total,False,,,"91,768",100.00%
1948,Illinois,Democratic primary,Primary,Winning,False,Democratic Party (United States),Paul H. Douglas,"597,717",100
1948,Illinois,Democratic primary,Primary,Total,False,,,"597,717",100
1948,Illinois,Republican primary,Primary,Winning,True,Republican Party (United States),C. Wayland Brooks,"380,143",83.88
1948,Illinois,Republican primary,Primary,Candidate,False,Republican Party (United States),William J. Baker,"73,036",16.12
1948,Illinois,Republican primary,Primary,Write-in,False,,,1,0.00
1948,Illinois,Republican primary,Primary,Total,False,,,"453,179",100
1948,Iowa,1948 Republican U.S. Senate primary,Primary,Winning,True,Republican Party (United States),George A. Wilson,"185,215",68.44%
1948,Iowa,1948 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),John N. Calhoun,"85,402",31.56%
1948,Iowa,1948 Republican U.S. Senate primary,Primary,Total,False,,,"270,617",100.00%
1948,Iowa,1948 Democratic U.S. Senate primary,Primary,Winning,False,Democratic Party (United States),Guy Gillette,"51,576",79.04%
1948,Iowa,1948 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Ernest Seemann,"13,680",20.96%
1948,Iowa,1948 Democratic U.S. Senate primary,Primary,Total,False,,,"65,256",100.00%
1948,Kansas,Democratic primary results,Primary,Winning,False,Democratic Party (United States),George McGill,"46,597",69.65%
1948,Kansas,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),E. K. Dean,"20,301",30.35%
1948,Kansas,Democratic primary results,Primary,Total,False,,,"66,898",100.00%
1948,Kansas,Republican primary results,Primary,Winning,False,Republican Party (United States),Andrew F. Schoeppel,"159,359",76.95%
1948,Kansas,Republican primary results,Primary,Candidate,False,Republican Party (United States),Harold H. Malone,"47,748",23.05%
1948,Kansas,Republican primary results,Primary,Total,False,,,"207,107",100.00%
1948,Kansas,Prohibition primary results,Primary,Winning,False,Prohibition Party (United States),C. Floyd Hester,573,100.00%
1948,Kansas,Prohibition primary results,Primary,Total,False,,,573,100.00%
1948,Kentucky,Democratic primary results,Primary,Winning,False,Democratic Party (United States),Virgil Chapman,102860,50.06
1948,Kentucky,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),"John Y. Brown, Sr.",90740,44.16
1948,Kentucky,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Milton Whiteworth,10852,5.28
1948,Kentucky,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),D. E. McQueary,1010,0.49
1948,Kentucky,Democratic primary results,Primary,Total,False,,,205462,100.00
1948,Louisiana,1948 United States Senate Democratic primary,Primary,Winning,True,Democratic Party (United States),Allen J. Ellender,"284,293",61.70%
1948,Louisiana,1948 United States Senate Democratic primary,Primary,Candidate,False,Democratic Party (United States),James R. Domengeaux,"119,459",25.92%
1948,Louisiana,1948 United States Senate Democratic primary,Primary,Candidate,False,Democratic Party (United States),Charles S. Gerth,"57,047",12.38%
1948,Louisiana,1948 United States Senate Democratic primary,Primary,Total,False,,,"460,799",100.00%
1948,Maine,1948 Republican U.S. Senate primary,Primary,Winning,False,Republican Party (United States),Margaret Chase Smith,"63,786",51.90%
1948,Maine,1948 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Horace Hildreth,"30,949",25.18%
