Year,State,Primary_Type,Poll_Source,Date,Date_Start,Date_End,Sample,MoE,Candidate,Party,Pct,Incumbent,Date_Original
2018,Arizona,Republican Primary,Data Orbital,2018-08-21 to 2018-08-22,2018-08-21,2018-08-22,600,4.0,Joe Arpaio,R,18%,False,"August 21–22, 2018"
2018,Arizona,Republican Primary,OH Predictive Insights,2018-08-14 to 2018-08-15,2018-08-14,2018-08-15,578,4.1,Joe Arpaio,R,13%,False,"August 14–15, 2018"
2018,Arizona,Republican Primary,OH Predictive Insights,2018-07-23 to 2018-07-25,2018-07-23,2018-07-25,576,4.1,Joe Arpaio,R,15%,False,"July 23–25, 2018"
2018,Arizona,Republican Primary,Gravis Marketing,2018-06-27 to 2018-07-02,2018-06-27,2018-07-02,501,4.4,Joe Arpaio,R,24%,False,"June 27 – July 2, 2018"
2018,Arizona,Republican Primary,Emerson College,2018-06-21 to 2018-06-22,2018-06-21,2018-06-22,305,5.9,Joe Arpaio,R,18%,False,"June 21–22, 2018"
2018,Arizona,Republican Primary,Data Orbital,2018-06-19 to 2018-06-21,2018-06-19,2018-06-21,550,4.2,Joe Arpaio,R,17%,False,"June 19–21, 2018"
2018,Arizona,Republican Primary,Marist College,2018-06-17 to 2018-06-21,2018-06-17,2018-06-21,371,6.7,Joe Arpaio,R,21%,False,"June 17–21, 2018"
2018,Arizona,Republican Primary,OH Predictive Insights,2018-06-11 to 2018-06-12,2018-06-11,2018-06-12,600,4.0,Joe Arpaio,R,14%,False,"June 11–12, 2018"
2018,Arizona,Republican Primary,Remington (R),2018-05-23 to 2018-05-24,2018-05-23,2018-05-24,"2,011",2.3,Joe Arpaio,R,25%,False,"May 23–24, 2018"
2018,Arizona,Republican Primary,Magellan Strategies (R),2018-04-11 to 2018-04-15,2018-04-11,2018-04-15,755,3.6,Joe Arpaio,R,26%,False,"April 11–12 and 15, 2018"
2018,Arizona,Republican Primary,OH Predictive Insights,2018-04-10 to 2018-04-11,2018-04-10,2018-04-11,302,5.6,Joe Arpaio,R,22%,False,"April 10–11, 2018"
2018,Arizona,Republican Primary,Data Orbital,2018-01-11 to 2018-01-15,2018-01-11,2018-01-15,500,4.4,Joe Arpaio,R,22%,False,"January 11–15, 2018"
