Year,State,Election,Election_Type,Row_Type,Incumbent,party,candidate,votes,percentage
1928,Arizona,"United States Senate election in Arizona, 1928",General,Winning,True,Democratic Party (United States),Henry F. Ashurst,"47,013",54.25%
1928,Arizona,"United States Senate election in Arizona, 1928",General,Candidate,False,Republican Party (United States),Ralph H. Cameron,"39,651",45.75%
1928,California,1928 United States Senate election in California,General,Winning,True,Republican Party (United States),Hiram Johnson,"1,148,397",74.11%
1928,California,1928 United States Senate election in California,General,Candidate,False,Democratic Party (United States),Minor Moore,"282,411",18.23%
1928,California,1928 United States Senate election in California,General,Candidate,False,Prohibition Party (United States),Charles H. Randall,"92,106",5.94%
1928,California,1928 United States Senate election in California,General,Candidate,False,Socialist Party USA,Lena Morrow Lewis,"26,624",1.72%
1928,California,1928 United States Senate election in California,General,Total,False,,,"1,549,538",100.00%
1928,Connecticut,1928 U.S. Senate election in Connecticut,General,Winning,False,Republican Party (US),Frederic C. Walcott,"296,958",53.86%
1928,Connecticut,1928 U.S. Senate election in Connecticut,General,Candidate,False,Democratic Party (US),Augustine Lonergan,"251,429",45.14%
1928,Connecticut,1928 U.S. Senate election in Connecticut,General,Candidate,False,Socialist Party of America,Martin F. Plunkett,"3,014",0.55%
1928,Connecticut,1928 U.S. Senate election in Connecticut,General,Total,False,,,"551,401",100.00%
1928,Delaware,1928 U.S. Senate election in Delaware,General,Winning,False,Republican Party (United States),John G. Townsend Jr.,"63,725",60.95%
1928,Delaware,1928 U.S. Senate election in Delaware,General,Candidate,True,Democratic Party (United States),Thomas F. Bayard Jr.,"40,828",39.05%
1928,Delaware,1928 U.S. Senate election in Delaware,General,Total,False,,,"104,553",100.00%
1928,Florida,1928 U.S. Senate election in Florida,General,Winning,True,Democratic Party (United States),Park Trammell,"153,816",68.53%
1928,Florida,1928 U.S. Senate election in Florida,General,Candidate,False,Republican Party (United States),Barclay Warburton,"70,633",31.47%
1928,Florida,1928 U.S. Senate election in Florida,General,Total,False,,,"224,449",100.00%
1928,Idaho (special),1928 United States Senate special election in Idaho,General,Winning,True,Republican Party (US),John Thomas,"90,922",62.56
1928,Idaho (special),1928 United States Senate special election in Idaho,General,Candidate,False,Democratic Party (US),Chase Clark,"53,399",36.74
1928,Idaho (special),1928 United States Senate special election in Idaho,General,Candidate,False,Socialist Party of America,C. J. Lundt,"1,016",0.70
1928,Illinois (special),1928 United States Senate special election in Illinois,General,Winning,False,Republican Party (United States),Otis F. Glenn,"1,594,031",54.46
1928,Illinois (special),1928 United States Senate special election in Illinois,General,Candidate,False,Democratic Party (United States),A. J. Cermak,"1,315,338",44.94
1928,Illinois (special),1928 United States Senate special election in Illinois,General,Candidate,False,Socialist Party of America,George Ross Kirkpatrick,"13,002",0.44
1928,Illinois (special),1928 United States Senate special election in Illinois,General,Candidate,False,Workers Party of America,Max Bedacht,"3,177",0.11
1928,Illinois (special),1928 United States Senate special election in Illinois,General,Candidate,False,Socialist Labor Party (United States),G. A. Jenning,"1,463",0.05
1928,Indiana,1928 U.S. Senate election in Indiana,General,Winning,True,Republican Party (United States),Arthur R. Robinson,"782,144",55.30%
1928,Indiana,1928 U.S. Senate election in Indiana,General,Candidate,False,Democratic Party (United States),Albert Stump,"623,996",44.12%
1928,Indiana,1928 U.S. Senate election in Indiana,General,Candidate,False,Prohibition Party (United States),William H. Harris,"4,033",0.29%
1928,Indiana,1928 U.S. Senate election in Indiana,General,Candidate,False,Socialist Party USA,Philip K. Reinbold,"3,346",0.24%
1928,Indiana,1928 U.S. Senate election in Indiana,General,Candidate,False,Socialist Labor Party (United States),Charles Ginsberg,443,0.03%
1928,Indiana,1928 U.S. Senate election in Indiana,General,Candidate,False,Communist Party USA,William F. Jackson,327,0.02%
1928,Indiana,1928 U.S. Senate election in Indiana,General,Total,False,,,"1,414,440",100.00%
1928,Maine,1928 U.S. Senate election in Maine,General,Winning,True,Republican Party (United States),Frederick Hale,"145,501",69.64%
1928,Maine,1928 U.S. Senate election in Maine,General,Candidate,False,Democratic Party (United States),Herbert E. Holmes,"63,429",30.36%
1928,Maine,1928 U.S. Senate election in Maine,General,Total,False,,,"208,930",100.00%
1928,Maryland,1928 U.S. Senate election in Maryland,General,Winning,False,Republican Party (United States),Phillips Lee Goldsborough,"256,224",54.05%
1928,Maryland,1928 U.S. Senate election in Maryland,General,Candidate,False,Democratic Party (United States),William Cabell Bruce (inc.),"214,447",45.24%
1928,Maryland,1928 U.S. Senate election in Maryland,General,Candidate,False,Socialist Party (United States),William A. Toole,"2,026",0.43%
1928,Maryland,1928 U.S. Senate election in Maryland,General,Total,False,,,"474,067",100.00%
1928,Massachusetts,1928 U.S. Senate election in Massachusetts,General,Winning,True,Democratic Party (United States),David I. Walsh,"818,055",53.65
1928,Massachusetts,1928 U.S. Senate election in Massachusetts,General,Candidate,False,Republican Party (United States),Benjamin Loring Young,"693,563",45.48
1928,Massachusetts,1928 U.S. Senate election in Massachusetts,General,Candidate,False,Socialist Party of America,Alfred Baker Lewis,"7,675",0.50
1928,Massachusetts,1928 U.S. Senate election in Massachusetts,General,Candidate,False,Workers Party of America,John J. Ballam,"5,621",0.37
1928,Massachusetts,1928 U.S. Senate election in Massachusetts,General,Total,False,,,"1,524,914",100.00%
1928,Michigan,1928 U.S. Senate election in Michigan,General,Winning,True,Republican Party (US),Arthur H. Vandenberg,"977,893",71.79%
1928,Michigan,1928 U.S. Senate election in Michigan,General,Candidate,False,Democratic Party (US),John W. Bailey,"376,592",27.65%
1928,Michigan,1928 U.S. Senate election in Michigan,General,Candidate,False,Socialist Party (US),William L. Kreighoff,"2,796",0.21%
1928,Michigan,1928 U.S. Senate election in Michigan,General,Candidate,False,Communist Party (US),Ben A. Faulkner,"2,249",0.17%
1928,Michigan,1928 U.S. Senate election in Michigan,General,Candidate,False,Prohibition Party (US),Duly McCone,"1,927",0.14%
1928,Michigan,1928 U.S. Senate election in Michigan,General,Candidate,False,Socialist Labor Party,David Boyd,689,0.05%
1928,Michigan,1928 U.S. Senate election in Michigan,General,Total,False,,,"1,362,146",100.00%
1928,Michigan,1928 U.S. Senate special election in Michigan,General,Winning,False,Republican Party (US),Arthur H. Vandenberg,"974,203",72.03%
1928,Michigan,1928 U.S. Senate special election in Michigan,General,Candidate,False,Democratic Party (US),John W. Bailey,"375,673",27.78%
1928,Michigan,1928 U.S. Senate special election in Michigan,General,Candidate,False,Socialist Party (US),Francis W. Elliott,"2,682",0.20%
1928,Michigan,1928 U.S. Senate special election in Michigan,General,Total,False,,,"1,352,558",100.00%
1928,Michigan (special),1928 U.S. Senate election in Michigan,General,Winning,True,Republican Party (US),Arthur H. Vandenberg,"977,893",71.79%
1928,Michigan (special),1928 U.S. Senate election in Michigan,General,Candidate,False,Democratic Party (US),John W. Bailey,"376,592",27.65%
1928,Michigan (special),1928 U.S. Senate election in Michigan,General,Candidate,False,Socialist Party (US),William L. Kreighoff,"2,796",0.21%
1928,Michigan (special),1928 U.S. Senate election in Michigan,General,Candidate,False,Communist Party (US),Ben A. Faulkner,"2,249",0.17%
1928,Michigan (special),1928 U.S. Senate election in Michigan,General,Candidate,False,Prohibition Party (US),Duly McCone,"1,927",0.14%
1928,Michigan (special),1928 U.S. Senate election in Michigan,General,Candidate,False,Socialist Labor Party,David Boyd,689,0.05%
1928,Michigan (special),1928 U.S. Senate election in Michigan,General,Total,False,,,"1,362,146",100.00%
1928,Michigan (special),1928 U.S. Senate special election in Michigan,General,Winning,False,Republican Party (US),Arthur H. Vandenberg,"974,203",72.03%
1928,Michigan (special),1928 U.S. Senate special election in Michigan,General,Candidate,False,Democratic Party (US),John W. Bailey,"375,673",27.78%
1928,Michigan (special),1928 U.S. Senate special election in Michigan,General,Candidate,False,Socialist Party (US),Francis W. Elliott,"2,682",0.20%
1928,Michigan (special),1928 U.S. Senate special election in Michigan,General,Total,False,,,"1,352,558",100.00%
1928,Minnesota,General election results,General,Winning,True,Farmer–Labor Party,Henrik Shipstead,"665,169",65.38%
1928,Minnesota,General election results,General,Candidate,False,Republican Party of Minnesota,Arthur E. Nelson,"342,992",33.71%
1928,Minnesota,General election results,General,Candidate,False,Workers (Communist) Party,Vincent R. Dunne,"9,280",0.91%
1928,Minnesota,General election results,General,Total,False,,,"1,017,441",100.00%
1928,Missouri,1928 U.S. Senate election in Missouri,General,Winning,False,Republican Party (United States),Roscoe C. Patterson,"787,499",51.91%
1928,Missouri,1928 U.S. Senate election in Missouri,General,Candidate,False,Democratic Party (United States),Charles M. Hay,"726,322",47.88%
1928,Missouri,1928 U.S. Senate election in Missouri,General,Candidate,False,Socialist Party of America,Charles H. Harrison,"2,845",0.19%
1928,Missouri,1928 U.S. Senate election in Missouri,General,Candidate,False,Socialist Labor Party of America,William Wesley Cox,257,0.02%
1928,Missouri,1928 U.S. Senate election in Missouri,General,Total,False,,,"1,516,923",100.00%
1928,Montana,"United States Senate election in Montana, 1928",General,Winning,False,Democratic Party (United States),Burton K. Wheeler (inc.),"103,655",53.20%
1928,Montana,"United States Senate election in Montana, 1928",General,Candidate,False,Republican Party (United States),Joseph M. Dixon,"91,185",46.80%
1928,Nebraska,1928 United States Senate election in Nebraska,General,Winning,False,Republican Party (United States),Robert B. Howell (inc.),"324,014",61.28%
1928,Nebraska,1928 United States Senate election in Nebraska,General,Candidate,False,Democratic Party (United States),Richard Lee Metcalfe,"204,737",38.72%
