Year,State,Election,Election_Type,Row_Type,Incumbent,party,candidate,votes,percentage
1932,Arizona,Democratic primary results,Primary,Winning,True,Democratic Party (United States),Carl T. Hayden,"38,924",48.5%
1932,Arizona,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Harlow W. Akers,"30,802",38.3%
1932,Arizona,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),William J. Fellows,"6,449",8.0%
1932,Arizona,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Walter H. Colyar,"4,161",5.2%
1932,Arizona,Democratic primary results,Primary,Total,False,,,"80,336",100.0
1932,Arizona,Republican primary results,Primary,Winning,False,Republican Party (United States),Ralph H. Cameron,"10,350",59.3%
1932,Arizona,Republican primary results,Primary,Candidate,False,Republican Party (United States),Hoval A. Smith,"7,105",40.7%
1932,Arizona,Republican primary results,Primary,Total,False,,,"17,455",100.0
1932,Arkansas,1932 Democratic U.S. Senate primary,Primary,Winning,True,Democratic Party (United States),Hattie Caraway,"127,702",44.73%
1932,Arkansas,1932 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),O. L. Bodenhamer,"63,858",22.37%
1932,Arkansas,1932 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Vincent M. Miles,"30,423",10.66%
1932,Arkansas,1932 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Charles H. Brough,"26,207",9.18%
1932,Arkansas,1932 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),William F. Kirby,"21,448",7.51%
1932,Arkansas,1932 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),W. G. Hutton,"8,922",3.13%
1932,Arkansas,1932 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Melbourne M. Martin,"6,961",2.44%
1932,Arkansas,1932 Democratic U.S. Senate primary,Primary,Total,False,,,"285,521",100.00%
1932,California,1932 Republican Senate primary,Primary,Winning,False,Republican Party (United States),Tallant Tubbs,"217,047",25.06%
1932,California,1932 Republican Senate primary,Primary,Candidate,True,Republican Party (United States),Samuel M. Shortridge,"206,450",23.83%
1932,California,1932 Republican Senate primary,Primary,Candidate,False,Prohibition Party (United States),Robert P. Shuler (cross-filing),"198,619",22.93%
1932,California,1932 Republican Senate primary,Primary,Candidate,False,Republican Party (United States),Joe Crail,"187,999",21.70%
1932,California,1932 Republican Senate primary,Primary,Candidate,False,Republican Party (United States),Leo V. Youngworth,"56,110",6.48%
1932,California,1932 Republican Senate primary,Primary,Total,False,,,"866,225",100.00%
1932,California,1932 Democratic Senate primary,Primary,Winning,False,Democratic Party (United States),William Gibbs McAdoo,"269,746",52.55%
1932,California,1932 Democratic Senate primary,Primary,Candidate,False,Democratic Party (United States),Justus S. Wardell,"116,845",22.76%
1932,California,1932 Democratic Senate primary,Primary,Candidate,False,Prohibition Party (United States),Robert P. Shuler (cross-filing),"86,259",16.81%
1932,California,1932 Democratic Senate primary,Primary,Candidate,False,Democratic Party (United States),M. J. McCarthy,"18,702",3.64%
1932,California,1932 Democratic Senate primary,Primary,Candidate,False,Democratic Party (United States),P. M. Abbott,"13,836",2.70%
1932,California,1932 Democratic Senate primary,Primary,Candidate,False,Democratic Party (United States),Annie Hale,"7,910",1.54%
1932,California,1932 Democratic Senate primary,Primary,Total,False,,,"513,298",100.00%
1932,Colorado (special),Democratic primary results,Primary,Winning,False,Democratic Party (United States),Alva B. Adams,"65,701",52.71
1932,Colorado (special),Democratic primary results,Primary,Candidate,False,Democratic Party (United States),John T. Barnett,"58,938",47.29
1932,Colorado (special),Democratic primary results,Primary,Total,False,,,"124,639",100.00
1932,Colorado (special),Republican primary,Primary,Winning,False,Republican Party (United States),Karl C. Schuyler,"66,179",58.43%
1932,Colorado (special),Republican primary,Primary,Candidate,False,Republican Party (United States),Nate C. Warren,"47,080",41.57%
1932,Colorado (special),Republican primary,Primary,Total,False,,,"113,259",100.00%
1932,Colorado,Democratic primary results,Primary,Winning,False,Democratic Party (United States),Alva B. Adams,"65,701",52.71
1932,Colorado,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),John T. Barnett,"58,938",47.29
1932,Colorado,Democratic primary results,Primary,Total,False,,,"124,639",100.00
1932,Colorado,Republican primary,Primary,Winning,False,Republican Party (United States),Karl C. Schuyler,"66,179",58.43%
1932,Colorado,Republican primary,Primary,Candidate,False,Republican Party (United States),Nate C. Warren,"47,080",41.57%
1932,Colorado,Republican primary,Primary,Total,False,,,"113,259",100.00%
1932,Florida,Democratic Party primary results,Primary,Winning,True,Democratic Party (United States),Duncan U. Fletcher,unopposed,
1932,Idaho,Democratic primary results,Primary,Winning,False,Democratic Party (United States),James P. Pope,"14,910",37.53
1932,Idaho,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),W. Orr Chapman,"8,494",21.38
1932,Idaho,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),G. P. Mix,"7,455",18.77
1932,Idaho,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Harry S. Kessler,"4,647",11.70
1932,Idaho,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Owen T. Stratton,"4,219",10.62
1932,Idaho,Democratic primary results,Primary,Total,False,,,"39,725",
1932,Idaho,Republican primary results,Primary,Winning,True,Republican Party (United States),John Thomas,"32,812",66.65
1932,Idaho,Republican primary results,Primary,Candidate,False,Republican Party (United States),J. Wesley Holden,"16,418",33.35
1932,Idaho,Republican primary results,Primary,Total,False,,,"49,230",
1932,Illinois,Democratic primary,Primary,Winning,False,Democratic Party (United States),William H. Dieterich,"342,360",51.04
1932,Illinois,Democratic primary,Primary,Candidate,False,Democratic Party (United States),Scott W. Lucas,"144,028",21.47
1932,Illinois,Democratic primary,Primary,Candidate,False,Democratic Party (United States),Clarence H. Kavanaugh,"38,055",5.67
1932,Illinois,Democratic primary,Primary,Candidate,False,Democratic Party (United States),Thomas F. O'Donnell,"34,330",5.12
1932,Illinois,Democratic primary,Primary,Candidate,False,Democratic Party (United States),Edward Sullivan,"33,242",4.96
1932,Illinois,Democratic primary,Primary,Candidate,False,Democratic Party (United States),John B. Monroe,"21,411",3.19
1932,Illinois,Democratic primary,Primary,Candidate,False,Democratic Party (United States),Emmet Kennedy,"20,677",3.08
1932,Illinois,Democratic primary,Primary,Candidate,False,Democratic Party (United States),William Young,"20,462",3.05
1932,Illinois,Democratic primary,Primary,Candidate,False,Democratic Party (United States),Thomas A. Cummings,"16,213",2.42
1932,Illinois,Democratic primary,Primary,Total,False,,,"670,778",100
1932,Illinois,Republican primary,Primary,Winning,True,Republican Party (United States),Otis F. Glenn,"572,382",53.62
1932,Illinois,Republican primary,Primary,Candidate,False,Republican Party (United States),Newton Jenkins,"405,387",37.98
1932,Illinois,Republican primary,Primary,Candidate,False,Republican Party (United States),T.B. Wright,"89,677",8.40
1932,Illinois,Republican primary,Primary,Total,False,,,"1,067,446",100
1932,Iowa,1932 Republican U.S. Senate primary,Primary,Winning,False,Republican Party (United States),Henry Ames Field,"197,263",45.19%
1932,Iowa,1932 Republican U.S. Senate primary,Primary,Candidate,True,Republican Party (United States),Smith W. Brookhart,"145,902",33.42%
1932,Iowa,1932 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Glenn C. Haynes,"43,050",9.86%
1932,Iowa,1932 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),George Cosson,"29,687",6.80%
1932,Iowa,1932 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Louis Cook,"12,103",2.77%
1932,Iowa,1932 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),L.E. Eickelberg,"8,513",1.95%
1932,Iowa,1932 Republican U.S. Senate primary,Primary,Write-in,False,,,44,0.01%
1932,Iowa,1932 Republican U.S. Senate primary,Primary,Total,False,,,"436,562",100.00%
1932,Iowa,1932 Democratic U.S. Senate primary,Primary,Winning,False,Democratic Party (United States),Louis Murphy,"51,537",38.72%
1932,Iowa,1932 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Daniel F. Steck,"32,439",24.37%
1932,Iowa,1932 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Nelson G. Kraschel,"18,208",13.68%
1932,Iowa,1932 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Charles F. Lytle,"17,876",13.43%
1932,Iowa,1932 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Fred P. Hagemann,"13,046",9.80%
1932,Iowa,1932 Democratic U.S. Senate primary,Primary,Total,False,,,"133,106",100.00%
1932,Kansas,Democratic primary results,Primary,Winning,False,Democratic Party (United States),George McGill (inc.),"92,474",67.46%
1932,Kansas,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Chauncey B. Little,"44,613",32.54%
1932,Kansas,Democratic primary results,Primary,Total,False,,,"137,087",100.00%
1932,Kansas,Republican primary results,Primary,Winning,False,Republican Party (United States),Benjamin S. Paulen,"103,808",36.42%
1932,Kansas,Republican primary results,Primary,Candidate,False,Republican Party (United States),Joe H. Mercer,"61,912",21.72%
1932,Kansas,Republican primary results,Primary,Candidate,False,Republican Party (United States),C. C. Isely,"46,635",16.36%
1932,Kansas,Republican primary results,Primary,Candidate,False,Republican Party (United States),James F. Getty,"34,872",12.24%
1932,Kansas,Republican primary results,Primary,Candidate,False,Republican Party (United States),Tom Harley,"17,731",6.22%
1932,Kansas,Republican primary results,Primary,Candidate,False,Republican Party (United States),E. P. Fuller,"10,318",3.62%
1932,Kansas,Republican primary results,Primary,Candidate,False,Republican Party (United States),D. E. Dunne,"9,734",3.42%
1932,Kansas,Republican primary results,Primary,Total,False,,,"285,010",100.00%
1932,Kansas,Socialist primary results,Primary,Winning,False,Socialist Party (United States),E. Haldeman-Julius,189,100.00%
1932,Kansas,Socialist primary results,Primary,Total,False,,,189,100.00%
1932,Kentucky,Democratic primary results,Primary,Winning,True,Democratic Party (United States),Alben W. Barkley,124775,66.58
1932,Kentucky,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),George B. Martin,55556,29.64
1932,Kentucky,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),J. E. Wright,7089,3.78
1932,Kentucky,Democratic primary results,Primary,Total,False,,,187420,100.00
1932,Louisiana,1932 United States Senate Democratic primary,Primary,Winning,False,Democratic Party (United States),John H. Overton,"181,464",59.23%
1932,Louisiana,1932 United States Senate Democratic primary,Primary,Candidate,True,Democratic Party (United States),Edwin S. Broussard,"124,935",40.78%
1932,Louisiana,1932 United States Senate Democratic primary,Primary,Total,False,,,"306,399",100.00%
1932,Maryland,1932 Republican U.S. Senate primary,Primary,Winning,False,Republican Party (United States),Wallace Williams,"24,150",58.66%
1932,Maryland,1932 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Linwood Clark,"17,021",41.34%
1932,Maryland,1932 Republican U.S. Senate primary,Primary,Total,False,,,"41,171",100.00%
1932,Missouri,"Democratic primary August 2, 1932",Primary,Winning,False,Democratic Party (United States),Bennett Champ Clark,"268,667",43.99
1932,Missouri,"Democratic primary August 2, 1932",Primary,Candidate,False,Democratic Party (United States),Charles M. Howell,"173,266",28.37
1932,Missouri,"Democratic primary August 2, 1932",Primary,Candidate,False,Democratic Party (United States),Charles M. Hay,"151,188",24.76
1932,Missouri,"Democratic primary August 2, 1932",Primary,Candidate,False,Democratic Party (United States),James W. Byrnes,"11,776",1.93
1932,Missouri,"Democratic primary August 2, 1932",Primary,Candidate,False,Democratic Party (United States),Robert H. Merryman,"5,819",0.95
1932,Missouri,"Democratic primary August 2, 1932",Primary,Total,False,,,"610,716",100
1932,Missouri,"Republican primary August 2, 1932",Primary,Winning,False,Republican Party (United States),Henry Kiel,"172,447",50.42
1932,Missouri,"Republican primary August 2, 1932",Primary,Candidate,False,Republican Party (United States),Dewey Jackson Short,"71,936",21.03
1932,Missouri,"Republican primary August 2, 1932",Primary,Candidate,False,Republican Party (United States),Robert J. Kratky,"38,664",11.30
1932,Missouri,"Republican primary August 2, 1932",Primary,Candidate,False,Republican Party (United States),B. F. Beazell,"34,705",10.15
1932,Missouri,"Republican primary August 2, 1932",Primary,Candidate,False,Republican Party (United States),Blodgett Priest,"12,533",3.66
1932,Missouri,"Republican primary August 2, 1932",Primary,Candidate,False,Republican Party (United States),Pearl Abernathy,"11,753",3.44
1932,Missouri,"Republican primary August 2, 1932",Primary,Total,False,,,"342,038",100
1932,Missouri,"Prohibition primary August 2, 1932",Primary,Winning,False,Prohibition Party,Herman P. Faris,21,100
1932,Missouri,"Prohibition primary August 2, 1932",Primary,Total,False,,,21,100
1932,Missouri,"Socialist primary August 2, 1932",Primary,Winning,False,Socialist Party of America,J. G. Hodges,535,100
1932,Missouri,"Socialist primary August 2, 1932",Primary,Total,False,,,535,100
1932,Missouri,"Socialist Labour primary August 2, 1932",Primary,Winning,False,Socialist Labor Party of America,Karl L. Oberhue,38,100
1932,Missouri,"Socialist Labour primary August 2, 1932",Primary,Total,False,,,38,100
1932,New Hampshire,1932 Republican U.S. Senate primary,Primary,Winning,True,Republican Party (US),George H. Moses,"45,443",100.00%
1932,New Hampshire,1932 Republican U.S. Senate primary,Primary,Total,False,,,"45,443",100.00%
1932,New Hampshire,1932 Democratic U.S. Senate primary,Primary,Winning,False,Democratic Party (US),Fred H. Brown,"14,598",57.13%
1932,New Hampshire,1932 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (US),Timothy F. O'Connor,"8,239",32.24%
1932,New Hampshire,1932 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (US),Joseph A. Coutremarsh,"2,715",10.63%
1932,New Hampshire,1932 Democratic U.S. Senate primary,Primary,Total,False,,,"25,552",100.00%
1932,North Carolina,1932 Democratic Senate primary,Primary,Winning,False,Democratic Party (United States),Robert Rice Reynolds,"315,316",42.33%
1932,North Carolina,1932 Democratic Senate primary,Primary,Winning,True,Democratic Party (United States),Cameron A. Morrison,"135,632",38.08%
1932,North Carolina,1932 Democratic Senate primary,Primary,Candidate,False,Democratic Party (United States),Thomas C. Bowie,"36,414",10.22%
1932,North Carolina,1932 Democratic Senate primary,Primary,Candidate,False,Democratic Party (United States),Frank D. Grist,"29,038",8.15%
1932,North Carolina,1932 Democratic Senate primary,Primary,Candidate,False,Democratic Party (United States),Arthur Simmons,"4,341",1.22%
1932,North Carolina,1932 Democratic Senate primary,Primary,Total,False,,,"356,188",100.00%
1932,North Carolina,1932 Republican Senate primary,Primary,Winning,False,Republican Party (United States),Jacob F. Newell,"29,906",86.50%
1932,North Carolina,1932 Republican Senate primary,Primary,Candidate,False,Republican Party (United States),George W. DePriest,"4,668",13.50%
1932,North Carolina,1932 Republican Senate primary,Primary,Total,False,,,"34,574",100.00%
1932,North Dakota,Democratic primary,Primary,Winning,False,Democratic Party (United States),P. W. Lanier,"16,354",62.47%
1932,North Dakota,Democratic primary,Primary,Candidate,False,Democratic Party (United States),Halvor L. Halvorson,"9,825",37.53%
1932,North Dakota,Democratic primary,Primary,Total,False,,,"26,179",100.00%
1932,North Dakota,Republican primary,Primary,Winning,False,Republican Party (United States),Gerald Nye (inc.),"134,009",67.94%
1932,North Dakota,Republican primary,Primary,Candidate,False,Republican Party (United States),George F. Shafer,"63,232",32.06%
1932,North Dakota,Republican primary,Primary,Total,False,,,"197,241",100.00%
1932,Oklahoma,Democratic primary,Primary,Winning,False,Democratic Party (United States),Elmer Thomas (inc.),"145,452",42.07%
1932,Oklahoma,Democratic primary,Primary,Winning,False,Democratic Party (United States),Gomer Smith,"76,249",22.06%
1932,Oklahoma,Democratic primary,Primary,Candidate,False,Democratic Party (United States),R. M. McCool,"54,934",15.89%
1932,Oklahoma,Democratic primary,Primary,Candidate,False,Democratic Party (United States),Albert C. Hunt,"31,440",9.09%
1932,Oklahoma,Democratic primary,Primary,Candidate,False,Democratic Party (United States),Lee Wade,"18,050",5.22%
1932,Oklahoma,Democratic primary,Primary,Candidate,False,Democratic Party (United States),Moses E. Harris,"12,977",3.75%
1932,Oklahoma,Democratic primary,Primary,Candidate,False,Democratic Party (United States),D. O. Witmer,"6,618",1.91%
1932,Oklahoma,Democratic primary,Primary,Total,False,,,"345,720",100.00%
1932,Oklahoma,Democratic primary runoff,Primary,Winning,False,Democratic Party (United States),Elmer Thomas (inc.),"251,248",60.86%
1932,Oklahoma,Democratic primary runoff,Primary,Candidate,False,Democratic Party (United States),Gomer Smith,"161,594",39.14%
1932,Oklahoma,Democratic primary runoff,Primary,Total,False,,,"412,842",100.00%
1932,Oklahoma,Republican primary,Primary,Winning,False,Republican Party (United States),Wirt Franklin,"30,586",40.96%
1932,Oklahoma,Republican primary,Primary,Winning,False,Republican Party (United States),James A. Harris,"17,298",23.17%
1932,Oklahoma,Republican primary,Primary,Candidate,False,Republican Party (United States),Ulysses S. Stone,"15,427",20.66%
1932,Oklahoma,Republican primary,Primary,Candidate,False,Republican Party (United States),R. F. Bingham,"6,349",8.50%
1932,Oklahoma,Republican primary,Primary,Candidate,False,Republican Party (United States),Rexford B. Cragg,"5,006",6.70%
1932,Oklahoma,Republican primary,Primary,Total,False,,,"74,666",100.00%
1932,Oklahoma,Republican primary runoff,Primary,Winning,False,Republican Party (United States),Wirt Franklin,"42,090",59.04%
1932,Oklahoma,Republican primary runoff,Primary,Candidate,False,Republican Party (United States),James A. Harris,"29,195",40.96%
1932,Oklahoma,Republican primary runoff,Primary,Total,False,,,"71,285",100.00%
1932,South Dakota,Democratic primary,Primary,Winning,False,Democratic Party (United States),Ulysses Simpson Grant Cherry,"17,567",42.60%
1932,South Dakota,Democratic primary,Primary,Candidate,False,Democratic Party (United States),Lewis W. Bicknell,"15,718",38.12%
1932,South Dakota,Democratic primary,Primary,Candidate,False,Democratic Party (United States),"Mark Sheafe, Jr.","7,949",19.28%
1932,South Dakota,Democratic primary,Primary,Total,False,,,"41,234",100.00%
1932,South Dakota,Republican primary,Primary,Winning,False,Republican Party (United States),Peter Norbeck (inc.),"95,498",74.31%
1932,South Dakota,Republican primary,Primary,Candidate,False,Republican Party (United States),Harry F. Brownell,"27,777",21.61%
1932,South Dakota,Republican primary,Primary,Candidate,False,Republican Party (United States),Charles Hartsough,"5,233",4.07%
1932,South Dakota,Republican primary,Primary,Total,False,,,"128,508",100.00%
1932,Vermont,Republican primary results,Primary,Winning,False,Republican Party (United States),Porter H. Dale (inc.),"68,465",99.8%
1932,Vermont,Republican primary results,Primary,Candidate,False,Republican Party (United States),Others,158,0.2%
1932,Vermont,Republican primary results,Primary,Total,False,,,"68,623",100.0%
1932,Vermont,Democratic primary results,Primary,Winning,False,Democratic Party (United States),Fred C. Martin,"4,030",99.7%
1932,Vermont,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Other,14,0.3%
1932,Vermont,Democratic primary results,Primary,Total,False,,,"4,044",100.0%
1932,Washington,1932 U.S. Senate blanket primary,Primary,Winning,True,Republican Party (United States),Wesley Livsey Jones,"118,249",31.40%
1932,Washington,1932 U.S. Senate blanket primary,Primary,Winning,False,Democratic Party (United States),Homer Bone,"98,094",26.04%
1932,Washington,1932 U.S. Senate blanket primary,Primary,Candidate,False,Republican Party (United States),Adam Beeler,"78,966",20.97%
1932,Washington,1932 U.S. Senate blanket primary,Primary,Candidate,False,Democratic Party (United States),Stephen J. Chadwick,"47,817",12.70%
1932,Washington,1932 U.S. Senate blanket primary,Primary,Candidate,False,Democratic Party (United States),Lloyd Black,"20,623",5.48%
1932,Washington,1932 U.S. Senate blanket primary,Primary,Candidate,False,Democratic Party (United States),Edwin J. Brown,"12,898",3.42%
