Year,State,Election,Election_Type,Row_Type,Incumbent,candidate,party,votes,percentage
1922,Arizona,Democratic primary results,Primary,Winning,True,Henry F. Ashurst,Democratic Party (United States),"30,408",100.00
1922,Arizona,Democratic primary results,Primary,Total,False,,,"30,408",
1922,Arizona,Republican primary results,Primary,Winning,False,James P. Boyle,Republican Party (United States),839,100.00
1922,Arizona,Republican primary results,Primary,Total,False,,,839,
1922,California,Primary election results,Primary,Winning,True,Hiram Johnson,Republican Party (United States),"313,539",56.71%
1922,California,Primary election results,Primary,Candidate,False,Charles C. Moore,Republican Party (United States),"239,320",43.29%
1922,California,Primary election results,Primary,Total,False,,,"552,859",100.00%
1922,California,Primary election results,Primary,Winning,False,William J. Pearson,Democratic Party (United States),"85,393",93.00%
1922,California,Primary election results,Primary,Candidate,False,Hiram W. Johnson (incumbent) (write-in),Republican Party (United States),"3,760",4.10%
1922,California,Primary election results,Primary,Candidate,False,Charles C. Moore (write-in),Republican Party (United States),"2,666",2.90%
1922,California,Primary election results,Primary,Total,False,,,"97,442",100.00%
1922,Indiana,1922 Republican Senate primary,Primary,Winning,False,Albert J. Beveridge,Republican Party (United States),"206,165",52.77%
1922,Indiana,1922 Republican Senate primary,Primary,Candidate,True,Harry Stewart New,Republican Party (United States),"184,505",47.23%
1922,Indiana,1922 Republican Senate primary,Primary,Total,False,,,"390,670",100.00%
1922,Indiana,1922 Democratic Senate primary,Primary,Winning,False,Samuel M. Ralston,Democratic Party (United States),"174,623",65.32%
1922,Indiana,1922 Democratic Senate primary,Primary,Candidate,False,Jesse A. Sanders,Democratic Party (United States),"34,027",12.73%
1922,Indiana,1922 Democratic Senate primary,Primary,Candidate,False,Daniel W. Simms,Democratic Party (United States),"24,428",9.14%
1922,Indiana,1922 Democratic Senate primary,Primary,Candidate,False,Bernard B. Shively,Democratic Party (United States),"22,099",8.27%
1922,Indiana,1922 Democratic Senate primary,Primary,Candidate,False,Charles F. Howard,Democratic Party (United States),"12,152",4.55%
1922,Indiana,1922 Democratic Senate primary,Primary,Total,False,,,"267,329",100.00%
1922,Iowa (special),1922 Republican U.S. Senate primary,Primary,Winning,False,Smith W. Brookhart,Republican Party (United States),"133,102",41.13%
1922,Iowa (special),1922 Republican U.S. Senate primary,Primary,Candidate,False,Clifford Thorne,Republican Party (United States),"52,783",16.31%
1922,Iowa (special),1922 Republican U.S. Senate primary,Primary,Candidate,False,Charles E. Pickett,Republican Party (United States),"51,047",15.77%
1922,Iowa (special),1922 Republican U.S. Senate primary,Primary,Candidate,False,Leslie E. Francis,Republican Party (United States),"38,691",11.96%
1922,Iowa (special),1922 Republican U.S. Senate primary,Primary,Candidate,False,Burton E. Sweet,Republican Party (United States),"35,406",10.94%
1922,Iowa (special),1922 Republican U.S. Senate primary,Primary,Candidate,False,Claude M. Stanley,Republican Party (United States),"12,593",3.89%
1922,Iowa (special),1922 Republican U.S. Senate primary,Primary,Total,False,,,"323,622",100.00%
1922,Maine,1922 Republican U.S. Senate primary,Primary,Winning,True,Frederick Hale,Republican Party (United States),"40,151",59.83%
1922,Maine,1922 Republican U.S. Senate primary,Primary,Candidate,False,Frank E. Guernsey,Republican Party (United States),"18,937",28.22%
1922,Maine,1922 Republican U.S. Senate primary,Primary,Candidate,False,Howard Davies,Republican Party (United States),"8,039",11.95%
1922,Maine,1922 Republican U.S. Senate primary,Primary,Total,False,,,"67,107",100.00%
1922,Maine,1922 Democratic U.S. Senate primary,Primary,Winning,False,Oakley C. Curtis,Democratic Party (United States),"9,004",100.00%
1922,Maine,1922 Democratic U.S. Senate primary,Primary,Total,False,,,"9,004",100.00%
1922,Maryland,1922 Republican U.S. Senate primary,Primary,Winning,False,Joseph I. France (inc.),Republican Party (US),"38,587",59.15%
1922,Maryland,1922 Republican U.S. Senate primary,Primary,Candidate,False,John W. Garrett,Republican Party (US),"26,648",40.85%
1922,Maryland,1922 Republican U.S. Senate primary,Primary,Total,False,,,"65,235",100.00%
1922,Maryland,1922 Republican U.S. Senate primary,Primary,Winning,False,William Cabell Bruce,Democratic Party (US),"41,368",48.15%
1922,Maryland,1922 Republican U.S. Senate primary,Primary,Candidate,False,William I. Norris,Democratic Party (US),"26,261",30.57%
