Year,State,Election,Election_Type,Row_Type,Incumbent,party,candidate,votes,percentage
1958,Arizona,"United States Senate election in Arizona, 1958",General,Winning,True,Republican Party (United States),Barry Goldwater,"164,593",56.06%
1958,Arizona,"United States Senate election in Arizona, 1958",General,Candidate,False,Democratic Party (United States),Ernest McFarland,"129,030",43.94%
1958,California,General election results,General,Winning,False,Democratic Party (United States),Clair Engle,"1,558,622",70.85%
1958,California,General election results,General,Candidate,False,Republican Party (United States),Goodwin Knight (cross-filing),"385,170",17.51%
1958,California,General election results,General,Candidate,False,Republican Party (United States),George Christopher (cross-filing),"221,783",10.08%
1958,California,General election results,General,Candidate,False,Democratic Party (United States),Fritjof Thygeson,"34,316",1.56%
1958,California,General election results,General,Total,False,,,"2,199,891",100.00
1958,California,1958 U.S. Senate election in California,General,Winning,False,Democratic Party (United States),Clair Engle,"2,927,693",57.01%
1958,California,1958 U.S. Senate election in California,General,Candidate,False,Republican Party (United States),Goodwin Knight,"2,204,337",42.93%
1958,California,1958 U.S. Senate election in California,General,Total,False,,,"5,135,221",100.00
1958,Connecticut,"United States Senate election in Connecticut, 1958",General,Winning,False,Democratic Party (US),Thomas J. Dodd,"554,841",57.29%
1958,Connecticut,"United States Senate election in Connecticut, 1958",General,Candidate,True,Republican Party (US),William A. Purtell,"410,622",42.40%
1958,Connecticut,"United States Senate election in Connecticut, 1958",General,Candidate,False,Independent (politician),Vivien Kellems,"3,043",0.31%
1958,Connecticut,"United States Senate election in Connecticut, 1958",General,Total,False,,,"968,506",100.00%
1958,Delaware,General election results,General,Winning,True,Republican Party (United States),John J. Williams,"82,280",53.28%
1958,Delaware,General election results,General,Candidate,False,Democratic Party (United States),Elbert Carvel,"72,152",46.72%
1958,Delaware,General election results,General,Total,False,,,"154,432",100.00%
1958,Florida,General election results,General,Winning,True,Democratic Party (United States),Spessard Holland,"386,113",71.23%
1958,Florida,General election results,General,Candidate,False,Republican Party (United States),Leland Hyzer,"155,956",28.77%
1958,Florida,General election results,General,Total,False,,,"542,069",100.00%
1958,Indiana,General election results,General,Winning,False,Democratic Party (United States),Vance Hartke,"973,636",56.46%
1958,Indiana,General election results,General,Candidate,False,Republican Party (United States),Harold W. Handley,"731,635",42.42%
1958,Indiana,General election results,General,Candidate,False,Prohibition Party (United States),John R. Stelle,"19,327",1.12%
1958,Indiana,General election results,General,Total,False,,,"1,724,598",100.00%
1958,Maine,General election results,General,Winning,False,Democratic Party (United States),Edmund Muskie,"172,704",60.76%
1958,Maine,General election results,General,Candidate,True,Republican Party (United States),Frederick G. Payne,"111,522",39.24%
1958,Maine,General election results,General,Total,False,,,"284,226",100.00%
1958,Maryland,General election results,General,Winning,True,Republican Party (United States),James Glenn Beall,"544,354",54.58%
1958,Maryland,General election results,General,Candidate,False,Democratic Party (United States),"Thomas D'Alesandro, Jr.","452,938",45.42%
1958,Maryland,General election results,General,Total,False,,,"997,292",100.00%
1958,Massachusetts,"United States Senate election in Massachusetts, 1958",General,Winning,True,Democratic Party (United States),John F. Kennedy,"1,362,926",73.20%
1958,Massachusetts,"United States Senate election in Massachusetts, 1958",General,Candidate,False,Republican Party (United States),Vincent J. Celeste,"488,318",26.23%
1958,Massachusetts,"United States Senate election in Massachusetts, 1958",General,Candidate,False,Socialist Labor Party of America,Lawrence Gilfedder,"5,457",0.29%
1958,Massachusetts,"United States Senate election in Massachusetts, 1958",General,Candidate,False,Prohibition Party (United States),Mark R. Shaw,"5,335",0.29%
1958,Massachusetts,"United States Senate election in Massachusetts, 1958",General,Total,False,,,"1,862,036",100.00%
1958,Michigan,General election results,General,Winning,False,Democratic Party (US),Philip Hart,"1,216,966",53.57%
1958,Michigan,General election results,General,Candidate,True,Republican Party (US),Charles E. Potter,"1,046,963",46.09%
1958,Michigan,General election results,General,Candidate,False,Prohibition Party (US),Elmert H. Ormiston,"3,518",0.16%
1958,Michigan,General election results,General,Candidate,False,Socialist Labor Party,James Sim,"3,128",0.14%
1958,Michigan,General election results,General,Candidate,False,Socialist Workers Party (US),Evelyn Sell,"1,068",0.05%
1958,Michigan,General election results,General,Total,False,,,"2,271,643",100.00%
1958,Minnesota,General election results,General,Winning,False,Democratic–Farmer–Labor Party (Minnesota),Eugene J. McCarthy,"608,847",52.95%
1958,Minnesota,General election results,General,Candidate,True,Republican Party (Minnesota),Edward John Thye,"535,629",46.58%
1958,Minnesota,General election results,General,Candidate,False,Socialist Workers Party (US),William M. Curran,"5,407",0.47%
1958,Minnesota,General election results,General,Total,False,,,"1,149,883",100.00%
1958,Mississippi,1958 U.S. Senate election in Mississippi,General,Winning,True,Democratic Party (United States),John C. Stennis,"61,039",100.00%
1958,Missouri,General election results,General,Winning,True,Democratic Party (United States),Stuart Symington,"780,083",66.45%
1958,Missouri,General election results,General,Candidate,False,Republican Party (United States),Hazel Palmer,"393,847",33.55%
1958,Missouri,General election results,General,Total,False,,,"1,173,930",100.00%
1958,Montana,"United States Senate election in Montana, 1958",General,Winning,False,Democratic Party (United States),Mike Mansfield (inc.),"174,910",76.22%
1958,Montana,"United States Senate election in Montana, 1958",General,Candidate,False,Republican Party (United States),Lou W. Welch,"54,573",23.78%
1958,Nebraska,1958 United States Senate election in Nebraska,General,Winning,False,Republican Party (United States),Roman Hruska (inc.),"232,227",55.64%
1958,Nebraska,1958 United States Senate election in Nebraska,General,Candidate,False,Democratic Party (United States),Frank B. Morrison,"185,152",44.36%
1958,Nebraska,1958 United States Senate election in Nebraska,General,Write-in,False,,,6,0.00%
1958,Nebraska,1958 United States Senate election in Nebraska,General,Total,False,,,"417,385",100.00%
1958,Nevada,General election results,General,Winning,False,Democratic Party (United States),Howard Cannon,"48,732",57.65
1958,Nevada,General election results,General,Candidate,True,Republican Party (United States),George W. Malone,"35,760",42.32
1958,New Jersey,General election results,General,Winning,False,Democratic Party (United States),Harrison A. Williams,"966,832",51.39%
1958,New Jersey,General election results,General,Candidate,False,Republican Party (United States),Robert Kean,"882,287",46.90%
1958,New Jersey,General election results,General,Candidate,False,Socialist Workers Party (United States),Daniel Roberts,"11,669",0.62%
1958,New Jersey,General election results,General,Candidate,False,Independent (politician),Henry Krajewski,"6,013",0.32%
1958,New Jersey,General election results,General,Candidate,False,Independent (politician),John J. Winberry,"5,481",0.29%
1958,New Jersey,General election results,General,Candidate,False,Conservative Party (United States),Winifred O. Perry,"3,062",0.16%
1958,New Jersey,General election results,General,Candidate,False,Independent (politician),John M. D'Addetta,"3,024",0.16%
1958,New Jersey,General election results,General,Candidate,False,Socialist Labor Party,Albert Ronis,"2,935",0.16%
1958,New Jersey,General election results,General,Total,False,,,"1,881,303",100.00%
1958,New York,1958 Democratic Convention,General,Winning,False,Democratic Party (United States),Frank Hogan,772,67.60%
1958,New York,1958 Democratic Convention,General,Candidate,False,Democratic Party (United States),Thomas E. Murray Sr.,304,26.62%
1958,New York,1958 Democratic Convention,General,Candidate,False,Democratic Party (United States),Thomas K. Finletter,66,5.78%
1958,New York,1958 Democratic Convention,General,Total,False,,,"1,317",100.00%
1958,New York,1958 United States Senate election in New York,General,Winning,False,Republican Party (United States),Kenneth Keating,"2,842,942",50.75%
1958,New York,1958 United States Senate election in New York,General,Candidate,False,Democratic Party (United States),Frank Hogan,"2,434,899",43.46%
1958,New York,1958 United States Senate election in New York,General,Candidate,False,Liberal Party of New York,Frank Hogan,"275,051",4.91%
1958,New York,1958 United States Senate election in New York,General,Total,False,,,"5,601,979",100.00%
1958,North Carolina (special),1958 U.S. Senate election in North Carolina,General,Winning,True,Democratic Party (United States),B. Everett Jordan,"431,492",69.99%
1958,North Carolina (special),1958 U.S. Senate election in North Carolina,General,Candidate,False,Republican Party (United States),Richard C. Clarke Jr.,"184,977",30.01%
1958,North Carolina (special),1958 U.S. Senate election in North Carolina,General,Total,False,,,"616,469",100.00%
1958,North Dakota,1958 United States Senate election in North Dakota,General,Winning,True,Republican Party (United States),William Langer,"117,070",57.21%
1958,North Dakota,1958 United States Senate election in North Dakota,General,Candidate,False,North Dakota Democratic-NPL Party,Raymond G. Vensel,"84,892",41.49%
1958,North Dakota,1958 United States Senate election in North Dakota,General,Candidate,False,Independent politician,Arthur C. Townley,"1,700",0.83%
1958,North Dakota,1958 United States Senate election in North Dakota,General,Candidate,False,Independent politician,Custer Solem,973,0.48%
1958,North Dakota,1958 United States Senate election in North Dakota,General,Total,False,,,"204,635",100.00%
1958,Ohio,1958 U.S. Senate election in Ohio,General,Winning,False,Democratic Party (United States),Stephen M. Young,"1,652,211",52.46%
1958,Ohio,1958 U.S. Senate election in Ohio,General,Candidate,True,Republican Party (United States),John W. Bricker,"1,497,199",47.54%
1958,Ohio,1958 U.S. Senate election in Ohio,General,Total,False,,,"3,149,410",100.00%
1958,Rhode Island,General election results,General,Winning,True,Democratic Party (US),John Pastore,"222,166",64.49
1958,Rhode Island,General election results,General,Candidate,False,Republican Party (US),Bayard Ewing,"122,353",35.51
1958,Tennessee,1958 U.S. Senate election in Tennessee,General,Winning,True,Democratic Party (United States),Albert Gore Sr.,"317,324",79.00%
