Year,State,Election,Election_Type,Row_Type,Incumbent,candidate,party,votes,percentage
1941,Mississippi (special),1941 U.S. Senate special election in Mississippi,General,Winning,True,Wall Doxey,Democratic Party (US),"59,556",50.35%
1941,Mississippi (special),1941 U.S. Senate special election in Mississippi,General,Candidate,False,Ross A. Collins,Democratic Party (US),"58,738",49.65%
1941,Mississippi (special),1941 U.S. Senate special election in Mississippi,General,Total,False,,,"118,394",100.00%
1941,South Carolina (special),1941 U.S. Senate special election in South Carolina,General,Winning,False,Burnet R. Maybank,Democratic Party (United States),"13,264",100.00%
1941,Texas (special),1941 U.S. Senate special election,General,Winning,False,Pappy O'Daniel,Democratic Party (US),"175,590",30.50%
1941,Texas (special),1941 U.S. Senate special election,General,Candidate,False,Lyndon B. Johnson,Democratic Party (US),"174,279",30.27%
1941,Texas (special),1941 U.S. Senate special election,General,Candidate,False,Gerald Mann,Democratic Party (US),"140,807",24.45%
1941,Texas (special),1941 U.S. Senate special election,General,Candidate,False,Martin Dies Jr.,Democratic Party (US),"80,551",13.99%
1941,Texas (special),1941 U.S. Senate special election,General,Total,False,,,"575,786",100.00%
1941,Texas (special),"Minor candidates |state=autocollapse""",General,Winning,False,Samuel N. Morris,Democratic Party (US),"1,654",0.29%
1941,Texas (special),"Minor candidates |state=autocollapse""",General,Candidate,False,Joseph Thompson,Democratic Party (US),431,0.07%
1941,Texas (special),"Minor candidates |state=autocollapse""",General,Candidate,False,Politte Elvins,Republican Party (US),276,0.05%
1941,Texas (special),"Minor candidates |state=autocollapse""",General,Candidate,False,W. R. Jones,Independent (politician),258,0.05%
1941,Texas (special),"Minor candidates |state=autocollapse""",General,Candidate,False,Joseph C. Bean,Democratic Party (US),242,0.04%
1941,Texas (special),"Minor candidates |state=autocollapse""",General,Candidate,False,W.W. King,Democratic Party (US),238,0.04%
1941,Texas (special),"Minor candidates |state=autocollapse""",General,Candidate,False,Arlon Barton Davis,Democratic Party (US),181,0.03%
1941,Texas (special),"Minor candidates |state=autocollapse""",General,Candidate,False,Guy B. Fisher,Democratic Party (US),141,0.02%
1941,Texas (special),"Minor candidates |state=autocollapse""",General,Candidate,False,John C. Williams,Democratic Party (US),128,0.02%
1941,Texas (special),"Minor candidates |state=autocollapse""",General,Candidate,False,Starl G. Newsome Jr.,Democratic Party (US),98,0.02%
1941,Texas (special),"Minor candidates |state=autocollapse""",General,Candidate,False,W. E. Gilliland,Democratic Party (US),95,0.02%
1941,Texas (special),"Minor candidates |state=autocollapse""",General,Candidate,False,E.A. Calvin,Democratic Party (US),92,0.02%
1941,Texas (special),"Minor candidates |state=autocollapse""",General,Candidate,False,Basil Muse Hatfield,Democratic Party (US),84,0.02%
1941,Texas (special),"Minor candidates |state=autocollapse""",General,Candidate,False,Bubba Hicks,Democratic Party (US),77,0.01%
1941,Texas (special),"Minor candidates |state=autocollapse""",General,Candidate,False,Enoch Fletcher,Republican Party (US),68,0.01%
1941,Texas (special),"Minor candidates |state=autocollapse""",General,Candidate,False,Floyd E. Ryan,Democratic Party (US),61,0.01%
1941,Texas (special),"Minor candidates |state=autocollapse""",General,Candidate,False,Homer Brooks,Communist Party (US),53,0.01%
1941,Texas (special),"Minor candidates |state=autocollapse""",General,Candidate,False,O.F. Heath Sr.,Democratic Party (US),51,0.01%
1941,Texas (special),"Minor candidates |state=autocollapse""",General,Candidate,False,John R. Brinkley,Democratic Party (US),36,0.01%
1941,Texas (special),"Minor candidates |state=autocollapse""",General,Candidate,False,Edwin Waller III,Democratic Party (US),23,0.01%
1941,Texas (special),"Minor candidates |state=autocollapse""",General,Candidate,False,Charles L. Somerville,Democratic Party (US),20,0.00%
1941,Texas (special),"Minor candidates |state=autocollapse""",General,Total,False,,,"4,559",0.79%
