Year,State,Election,Election_Type,Row_Type,Incumbent,party,candidate,votes,percentage
1954,Alabama,General election results,General,Winning,False,Democratic Party (United States),John Sparkman (inc.),"259,348",82.48%
1954,Alabama,General election results,General,Candidate,False,Republican Party (United States),Junius Foy Guin Jr.,"55,110",17.53%
1954,Alabama,General election results,General,Total,False,,,"314,458",100.00%
1954,Arkansas,1954 Democratic U.S. Senate results,General,Winning,False,Democratic Party (United States),John L. McClellan (inc.),"291,058",100.00%
1954,Arkansas,1954 Democratic U.S. Senate results,General,Total,False,,,"291,058",100.00%
1954,Colorado,General election results,General,Winning,False,Republican Party (United States),Gordon Allott,"248,502",51.32%
1954,Colorado,General election results,General,Candidate,False,Democratic Party (United States),John A. Carroll,"235,686",48.68%
1954,Colorado,General election results,General,Total,False,,,"484,188",100.00%
1954,Delaware,Democratic convention results,General,Winning,True,Democratic Party (United States),J. Allen Frear Jr.,125¼,
1954,Delaware,Democratic convention results,General,Candidate,False,Democratic Party (United States),James M. Tunnell Jr.,84¾,
1954,Delaware,Democratic convention results,General,Total,False,,,210,
1954,Georgia,1954 U.S. Senate election in Georgia,General,Winning,True,Democratic Party (United States),Richard Russell Jr.,"333,917",99.99%
1954,Illinois,"United States Senate election in Illinois, 1966",General,Winning,True,Democratic Party (United States),Paul H. Douglas,"1,804,338",53.57
1954,Illinois,"United States Senate election in Illinois, 1966",General,Candidate,False,Republican Party (United States),Joseph T. Meek,"1,563,683",46.43
1954,Illinois,"United States Senate election in Illinois, 1966",General,Total,False,,,"3,368,021",100
1954,Iowa,1954 U.S. Senate election in Iowa,General,Winning,False,Republican Party (United States),Thomas E. Martin,"442,409",52.21%
1954,Iowa,1954 U.S. Senate election in Iowa,General,Candidate,True,Democratic Party (United States),Guy Gillette,"402,712",47.53%
1954,Iowa,1954 U.S. Senate election in Iowa,General,Total,False,,,"847,355",100.00%
1954,Kentucky,1954 U.S. Senate election in Kentucky,General,Winning,False,Democratic Party (United States),Alben Barkley,"434,109",54.46%
1954,Kentucky,1954 U.S. Senate election in Kentucky,General,Candidate,True,Republican Party (United States),John Sherman Cooper,"362,948",45.54%
1954,Kentucky,1954 U.S. Senate election in Kentucky,General,Total,False,,,"797,057",100.00%
1954,Louisiana,1954 United States Senate election,General,Winning,True,Democratic Party (United States),Allen J. Ellender,"207,115",100.00%
1954,Louisiana,1954 United States Senate election,General,Total,False,,,"207,115",100.00%
1954,Maine,1954 U.S. Senate election in Maine,General,Winning,False,Republican Party (United States),Margaret Chase Smith (inc.),"144,530",58.61%
1954,Maine,1954 U.S. Senate election in Maine,General,Candidate,False,Democratic Party (United States),Paul Fullam,"102,075",41.39%
1954,Maine,1954 U.S. Senate election in Maine,General,Total,False,,,"246,605",100.00%
1954,Massachusetts,General election,General,Winning,True,Republican Party (US),Leverett Saltonstall,"956,605",50.54%
1954,Massachusetts,General election,General,Candidate,False,Democratic Party (US),Foster Furcolo,"927,899",49.03%
1954,Massachusetts,General election,General,Candidate,False,Socialist Labor Party of America,Thelma Ingersoll,"5,353",0.28%
1954,Massachusetts,General election,General,Candidate,False,Prohibition Party,Harold J. Ireland,"2,832",0.15%
1954,Massachusetts,General election,General,Total,False,,,"1,892,689",100.00%
1954,Michigan,1954 U.S. Senate election in Michigan,General,Winning,False,Democratic Party (US),Patrick V. McNamara,"1,088,550",50.75%
1954,Michigan,1954 U.S. Senate election in Michigan,General,Candidate,True,Republican Party (US),Homer S. Ferguson,"1,049,420",48.93%
1954,Michigan,1954 U.S. Senate election in Michigan,General,Candidate,False,Prohibition Party (US),Leroy M. Lowell,"4,841",0.23%
1954,Michigan,1954 U.S. Senate election in Michigan,General,Candidate,False,Socialist Labor Party of America,James Sim,"1,126",0.05%
1954,Michigan,1954 U.S. Senate election in Michigan,General,Candidate,False,Socialist Workers Party (US),Rita Shaw,902,0.04%
1954,Michigan,1954 U.S. Senate election in Michigan,General,Write-in,False,,,1,0.00%
1954,Michigan,1954 U.S. Senate election in Michigan,General,Total,False,,,"2,144,840",100.00%
1954,Minnesota,General election results,General,Winning,True,Minnesota Democratic–Farmer–Labor Party,Hubert H. Humphrey,"642,193",56.39%
1954,Minnesota,General election results,General,Candidate,False,Republican Party of Minnesota,Val Bjornson,"479,619",42.11%
1954,Minnesota,General election results,General,Candidate,False,Independent (United States),Frank Patrick Ryan,"12,457",1.09%
1954,Minnesota,General election results,General,Candidate,False,Socialist Workers Party (United States),Vincent R. Dunne,"4,683",0.41%
1954,Minnesota,General election results,General,Total,False,,,"1,138,952",100.00%
1954,Mississippi,1954 U.S. Senate election in Mississippi,General,Winning,True,Democratic Party (United States),James O. Eastland,"100,848",95.57%
1954,Mississippi,1954 U.S. Senate election in Mississippi,General,Candidate,False,Republican Party (United States),James A. White,"4,678",4.43%
1954,Mississippi,1954 U.S. Senate election in Mississippi,General,Total,False,,,"105,526",100.00%
1954,Montana,"United States Senate election in Montana, 1954",General,Winning,True,Democratic Party (United States),James E. Murray,"114,591",50.38%
1954,Montana,"United States Senate election in Montana, 1954",General,Candidate,False,Republican Party (United States),Wesley A. D'Ewart,"112,863",49.62%
1954,Nebraska (special),1954 United States Senate Class I special election in Nebraska,General,Winning,False,Republican Party (United States),Roman Hruska,"250,341",60.88%
1954,Nebraska (special),1954 United States Senate Class I special election in Nebraska,General,Candidate,False,Democratic Party (United States),James F. Green,"160,881",39.12%
1954,Nebraska (special),1954 United States Senate Class I special election in Nebraska,General,Write-in,False,,,3,0.00%
1954,Nebraska (special),1954 United States Senate Class I special election in Nebraska,General,Total,False,,,"411,225",100.00%
1954,New Jersey,1954 United States Senate election in New Jersey,General,Winning,False,Republican Party (United States),Clifford P. Case,"861,528",48.66%
1954,New Jersey,1954 United States Senate election in New Jersey,General,Candidate,False,Democratic Party (United States),Charles R. Howell,"858,158",48.47%
1954,New Jersey,1954 United States Senate election in New Jersey,General,Candidate,False,Independent politician,Henry B. Krajewski,"35,421",2.00%
1954,New Jersey,1954 United States Senate election in New Jersey,General,Candidate,False,Independent politician,"Fred A. Hartley, Jr. (write-in)","7,025",0.40%
1954,New Jersey,1954 United States Senate election in New Jersey,General,Candidate,False,Socialist Labor Party of America,Albert Ronis,"4,832",0.27%
1954,New Jersey,1954 United States Senate election in New Jersey,General,Candidate,False,Socialist Workers Party (US),George Breitman,"3,590",0.20%
1954,New Jersey,1954 United States Senate election in New Jersey,General,Total,False,,,"1,770,554",100.00%
1954,North Carolina,1954 U.S. Senate election in North Carolina,General,Winning,False,Democratic Party (United States),W. Kerr Scott,"408,312",65.90%
1954,North Carolina,1954 U.S. Senate election in North Carolina,General,Candidate,False,Republican Party (United States),Paul C. West,"211,322",34.10%
1954,North Carolina,1954 U.S. Senate election in North Carolina,General,Write-in,False,,,4,0.00%
1954,North Carolina,1954 U.S. Senate election in North Carolina,General,Total,False,,,"619,638",100.00%
