Year,State,Election,Election_Type,Row_Type,Incumbent,candidate,party,votes,percentage
2024,Arizona,2024 United States Senate election in Arizona,General,Winning,False,Ruben Gallego,Democratic Party (United States),"1,676,335",50.06%
2024,Arizona,2024 United States Senate election in Arizona,General,Candidate,False,Kari Lake,Republican Party (United States),"1,595,761",47.65%
2024,Arizona,2024 United States Senate election in Arizona,General,Candidate,False,Eduardo Heredia Quintana,Green Party of the United States,"75,868",2.27%
2024,Arizona,2024 United States Senate election in Arizona,General,Write-in,False,,,850,0.03%
2024,Arizona,2024 United States Senate election in Arizona,General,Total,False,,,"3,348,814",100.0%
2024,Connecticut,2024 United States Senate election in Connecticut,General,Winning,True,Chris Murphy,Democratic Party (United States),"953,646",55.83
2024,Connecticut,2024 United States Senate election in Connecticut,General,Candidate,True,Chris Murphy,Working Families Party,"47,049",2.75
2024,Connecticut,2024 United States Senate election in Connecticut,General,Candidate,False,Matthew Corey,Republican Party (United States),"678,256",39.70
2024,Connecticut,2024 United States Senate election in Connecticut,General,Candidate,False,Justin Paglino,Green Party (United States),"14,422",0.84
2024,Connecticut,2024 United States Senate election in Connecticut,General,Write-in,False,,,7,0.00
2024,Connecticut,2024 United States Senate election in Connecticut,General,Total,False,,,"1,708,259",100.00
2024,Delaware,"United States Senate election in Delaware, 2024",General,Winning,False,Lisa Blunt Rochester,Democratic Party (United States),"283,298",56.59%
2024,Delaware,"United States Senate election in Delaware, 2024",General,Candidate,False,Eric Hansen,Republican Party (United States),"197,753",39.50%
2024,Delaware,"United States Senate election in Delaware, 2024",General,Candidate,False,Michael Katz,Independent Party of Delaware,"19,555",3.91%
2024,Delaware,"United States Senate election in Delaware, 2024",General,Total,False,,,"500,606",100.00%
2024,Florida,2024 United States Senate election in Florida,General,Winning,True,Rick Scott,Republican Party (United States),"5,977,706",55.57%
2024,Florida,2024 United States Senate election in Florida,General,Candidate,False,Debbie Mucarsel-Powell,Democratic Party (United States),"4,603,077",42.79%
2024,Florida,2024 United States Senate election in Florida,General,Candidate,False,Ben Everidge,Independent,"62,683",0.58%
2024,Florida,2024 United States Senate election in Florida,General,Candidate,False,Feena Bonoan,Libertarian Party of Florida,"57,363",0.53%
2024,Florida,2024 United States Senate election in Florida,General,Candidate,False,Tuan TQ Nguyen,Independent,"56,586",0.53%
2024,Florida,2024 United States Senate election in Florida,General,Write-in,False,,,13,0.00%
2024,Florida,2024 United States Senate election in Florida,General,Total,False,,,"10,757,428",100.00%
2024,Hawaii,2024 United States Senate election in Hawaii,General,Winning,True,Mazie Hirono,Democratic Party (US),"324,194",64.61%
