Year,State,Election,Election_Type,Row_Type,Incumbent,candidate,party,votes,percentage
1942,Arkansas,1942 Democratic U.S. Senate primary,Primary,Winning,False,Jack Holt,Democratic Party (United States),"54,185",32.05%
1942,Arkansas,1942 Democratic U.S. Senate primary,Primary,Candidate,False,John L. McClellan,Democratic Party (United States),"53,729",31.78%
1942,Arkansas,1942 Democratic U.S. Senate primary,Primary,Candidate,False,Clyde Ellis,Democratic Party (United States),"34,264",20.26%
1942,Arkansas,1942 Democratic U.S. Senate primary,Primary,Candidate,False,David D. Terry,Democratic Party (United States),"26,911",15.92%
1942,Arkansas,1942 Democratic U.S. Senate primary,Primary,Total,False,,,"169,089",100.00%
1942,Colorado,1942 Democratic U.S. Senate primary,Primary,Winning,True,Edwin C. Johnson,Democratic Party (US),"41,080",61.99%
1942,Colorado,1942 Democratic U.S. Senate primary,Primary,Candidate,False,Benjamin Hilliard,Democratic Party (US),"25,187",38.01%
1942,Colorado,1942 Democratic U.S. Senate primary,Primary,Total,False,,,"66,267",100.00%
1942,Colorado,1942 Republican U.S. Senate primary,Primary,Winning,False,Ralph L. Carr,Republican Party (US),"44,683",100.00%
1942,Colorado,1942 Republican U.S. Senate primary,Primary,Total,False,,,"44,683",100.00%
1942,Colorado (special),Democratic primary results,Primary,Winning,False,James A. Marsh,Democratic Party (United States),"54,606",100.00
1942,Colorado (special),Democratic primary results,Primary,Total,False,,,"54,606",100.00
1942,Colorado (special),Republican primary results,Primary,Winning,False,Eugene D. Millikin (inc.),Republican Party (United States),"41,660",100.00
1942,Colorado (special),Republican primary results,Primary,Total,False,,,"41,660",100.00
1942,Idaho,Democratic primary results,Primary,Winning,False,Glen H. Taylor,Democratic Party (United States),"10,249",31.93
1942,Idaho,Democratic primary results,Primary,Candidate,False,Charles C. Gossett,Democratic Party (United States),"8,197",25.54
1942,Idaho,Democratic primary results,Primary,Candidate,False,James R. Bothwell,Democratic Party (United States),"7,396",23.04
1942,Idaho,Democratic primary results,Primary,Candidate,False,Francis M. Bistline,Democratic Party (United States),"4,550",14.18
1942,Idaho,Democratic primary results,Primary,Candidate,False,Owen T. Stratton,Democratic Party (United States),"1,706",5.31
1942,Idaho,Democratic primary results,Primary,Total,False,,,"32,098",
1942,Idaho,Republican primary results,Primary,Winning,True,John Thomas,Republican Party (United States),"18,947",63.19
1942,Idaho,Republican primary results,Primary,Candidate,False,John C. Sanborn,Republican Party (United States),"5,582",18.62
1942,Idaho,Republican primary results,Primary,Candidate,False,Presley F. Horne,Republican Party (United States),"5,455",18.19
1942,Idaho,Republican primary results,Primary,Total,False,,,"29,984",
1942,Illinois,Democratic primary,Primary,Winning,False,Raymond S. McKeough,Democratic Party (United States),"578,231",63.90
1942,Illinois,Democratic primary,Primary,Candidate,False,Paul Douglas,Democratic Party (United States),"284,210",31.41
1942,Illinois,Democratic primary,Primary,Candidate,False,Lar Daly,Democratic Party (United States),"42,418",4.69
1942,Illinois,Democratic primary,Primary,Write-in,False,,,1,0.00
1942,Illinois,Democratic primary,Primary,Total,False,,,"904,860",100
1942,Illinois,Republican primary,Primary,Winning,True,C. Wayland Brooks,Republican Party (United States),"696,024",80.41
1942,Illinois,Republican primary,Primary,Candidate,False,Warren Wright,Republican Party (United States),"142,025",16.41
1942,Illinois,Republican primary,Primary,Candidate,False,William J. Baker,Republican Party (United States),"27,571",3.19
1942,Illinois,Republican primary,Primary,Write-in,False,,,1,0.00
1942,Illinois,Republican primary,Primary,Total,False,,,"865,621",100
1942,Iowa,1942 Democratic U.S. Senate primary,Primary,Winning,True,Clyde Herring,Democratic Party (United States),"62,176",78.34%
1942,Iowa,1942 Democratic U.S. Senate primary,Primary,Candidate,False,Ernest Seemann,Democratic Party (United States),"17,190",21.66%
1942,Iowa,1942 Democratic U.S. Senate primary,Primary,Total,False,,,"79,366",100.00%
1942,Iowa,1942 Republican U.S. Senate primary,Primary,Winning,False,George A. Wilson,Republican Party (United States),"121,565",51.69%
1942,Iowa,1942 Republican U.S. Senate primary,Primary,Candidate,False,Mark G. Thornburg,Republican Party (United States),"76,818",32.66%
1942,Iowa,1942 Republican U.S. Senate primary,Primary,Candidate,False,James I. Dolliver,Republican Party (United States),"29,874",12.70%
1942,Iowa,1942 Republican U.S. Senate primary,Primary,Candidate,False,G. Scott Davies,Republican Party (United States),"6,919",2.94%
1942,Iowa,1942 Republican U.S. Senate primary,Primary,Total,False,,,"235,176",100.00%
1942,Kansas,Democratic primary results,Primary,Winning,False,George McGill,Democratic Party (United States),"43,193",60.25%
