Year,State,Election,Election_Type,Row_Type,Incumbent,party,candidate,votes,percentage
1950,Arizona,"United States Senate election in Arizona, 1950",General,Winning,True,Democratic Party (United States),Carl T. Hayden,"116,246",62.80%
1950,Arizona,"United States Senate election in Arizona, 1950",General,Candidate,False,Republican Party (United States),Bruce Brockett,"68,846",37.20%
1950,Colorado,1950 United States Senate election in Colorado,General,Winning,False,Republican Party (United States),Eugene Millikin (inc.),"239,724",53.25%
1950,Colorado,1950 United States Senate election in Colorado,General,Candidate,False,Democratic Party (United States),John A. Carroll,"210,442",46.75%
1950,Connecticut (special),1950 United States Senate election in Connecticut,General,Winning,True,Democratic Party (US),William Benton,"431,413",49.18
1950,Connecticut (special),1950 United States Senate election in Connecticut,General,Candidate,False,Republican Party (US),Prescott Bush,"430,311",49.06
1950,Connecticut (special),1950 United States Senate election in Connecticut,General,Candidate,False,Socialist Party of America,John J. Gillespie,"15,441",1.76
1950,Connecticut,1950 U.S. Senate election in Connecticut,General,Winning,True,Democratic Party (US),Brien McMahon,"453,646",51.68%
1950,Connecticut,1950 U.S. Senate election in Connecticut,General,Candidate,False,Republican Party (US),Joseph E. Talbot,"409,053",46.60%
1950,Connecticut,1950 U.S. Senate election in Connecticut,General,Candidate,False,Socialist Party (US),Anthony R. Martino,"15,128",1.72%
1950,Connecticut,1950 U.S. Senate election in Connecticut,General,Total,False,,,"877,827",100.0%
1950,Georgia,1950 U.S. Senate election in Georgia,General,Winning,True,Democratic Party (United States),Walter F. George,"261,290",100.00%
1950,Georgia,1950 U.S. Senate election in Georgia,General,Total,False,,,"261,293",100.00%
1950,Illinois,1950 U.S. Senate election in Illinois,General,Winning,False,Republican Party (United States),Everett McKinley Dirksen,"1,951,984",53.88%
1950,Illinois,1950 U.S. Senate election in Illinois,General,Candidate,True,Democratic Party (United States),Scott W. Lucas,"1,657,630",45.76%
1950,Illinois,1950 U.S. Senate election in Illinois,General,Candidate,False,Prohibition Party,Enoch A. Holtwick,"13,050",0.36%
1950,Illinois,1950 U.S. Senate election in Illinois,General,Write-in,False,,,9,0.00%
1950,Illinois,1950 U.S. Senate election in Illinois,General,Total,False,,,"3,622,673",100
1950,Indiana,1950 United States Senate election in Indiana,General,Winning,True,Republican Party (United States),Homer Capehart,"844,303",52.81%
1950,Indiana,1950 United States Senate election in Indiana,General,Candidate,False,Democratic Party (United States),Alexander M. Campbell,"741,025",46.35%
1950,Indiana,1950 United States Senate election in Indiana,General,Candidate,False,Prohibition Party (United States),Lester N. Abel,"13,396",0.84%
1950,Indiana,1950 United States Senate election in Indiana,General,Total,False,,,"1,598,724",100.00%
1950,Iowa,1950 U.S. Senate election in Iowa,General,Winning,True,Republican Party (United States),Bourke B. Hickenlooper,"470,613",54.82%
1950,Iowa,1950 U.S. Senate election in Iowa,General,Candidate,False,Democratic Party (United States),Albert J. Loveland,"383,766",44.70%
1950,Iowa,1950 U.S. Senate election in Iowa,General,Candidate,False,Prohibition Party (US),Z. Everett Kellum,"3,273",0.38%
