Year,State,Election,Election_Type,Row_Type,Incumbent,party,candidate,votes,percentage
1946,Alabama (special),1946 United States Senate special election in Alabama,General,Winning,False,Democratic Party (US),John Sparkman,"163,217",100.00%
1946,Arizona,"United States Senate election in Arizona, 1946",General,Winning,True,Democratic Party (United States),Ernest McFarland,"80,415",69.18%
1946,Arizona,"United States Senate election in Arizona, 1946",General,Candidate,False,Republican Party (United States),Ward S. Powers,"35,022",30.13%
1946,Arizona,"United States Senate election in Arizona, 1946",General,Candidate,False,Communist Party (United States),Morris Graham,802,0.69%
1946,Connecticut (special),1946 U.S. Senate special election in Connecticut,General,Winning,False,Republican Party (US),Raymond E. Baldwin,"378,707",55.77%
1946,Connecticut (special),1946 U.S. Senate special election in Connecticut,General,Candidate,False,Democratic Party (US),Wilbur L. Cross,"278,188",40.97%
1946,Connecticut (special),1946 U.S. Senate special election in Connecticut,General,Candidate,False,Socialist Party of America,Frederick C. Smedley,"22,164",3.26%
1946,Connecticut (special),1946 U.S. Senate special election in Connecticut,General,Total,False,,,"679,059",100.00%
1946,Connecticut (special),1946 U.S. Senate election in Connecticut,General,Winning,False,Republican Party (US),Raymond E. Baldwin,"381,328",55.84%
1946,Connecticut (special),1946 U.S. Senate election in Connecticut,General,Candidate,False,Democratic Party (US),Joseph M. Tone,"276,424",40.48%
1946,Connecticut (special),1946 U.S. Senate election in Connecticut,General,Candidate,False,Socialist Party of America,Frederick C. Smedley,"22,012",3.22%
1946,Connecticut (special),1946 U.S. Senate election in Connecticut,General,Candidate,False,Socialist Labor Party of America,John W. Aiken,3.156,0.46%
1946,Connecticut (special),1946 U.S. Senate election in Connecticut,General,Total,False,,,"682,920",100.00%
1946,Delaware,1946 U.S. Senate election in Delaware,General,Winning,False,Republican Party (United States),John J. Williams,"62,603",55.15%
1946,Delaware,1946 U.S. Senate election in Delaware,General,Candidate,True,Democratic Party (United States),James M. Tunnell,"50,910",44.85%
1946,Delaware,1946 U.S. Senate election in Delaware,General,Total,False,,,"113,513",100.00%
1946,Florida,General election results,General,Winning,True,Democratic Party (United States),Spessard Holland,"156,232",78.65%
1946,Florida,General election results,General,Candidate,False,Republican Party (United States),J. Harry Schad,"42,408",21.35%
1946,Florida,General election results,General,Total,False,,,"198,640",100.00%
1946,Idaho (special),1946 United States Senate special election in Idaho,General,Winning,False,Republican Party (US),Henry Dworshak,"105,523",58.57
1946,Idaho (special),1946 United States Senate special election in Idaho,General,Candidate,False,Democratic Party (US),George E. Donart,"74,629",41.43
1946,Indiana,1946 Indiana Republican convention,General,Winning,False,Republican Party (United States),William E. Jenner,"1,994",95.07%
1946,Indiana,1946 Indiana Republican convention,General,Candidate,False,Republican Party (United States),Charles M. La Follette,105,4.93%
1946,Indiana,1946 Indiana Republican convention,General,Total,False,,,"2,129",100.00%
1946,Indiana,1946 U.S. Senate election in Indiana,General,Winning,False,Republican Party (United States),William E. Jenner,"739,807",54.91%
1946,Indiana,1946 U.S. Senate election in Indiana,General,Candidate,False,Democratic Party (United States),M. Clifford Townsend,"584,288",43.36%
1946,Indiana,1946 U.S. Senate election in Indiana,General,Candidate,False,Prohibition Party (United States),Elmer D. Riggs,"21,008",1.56%
1946,Indiana,1946 U.S. Senate election in Indiana,General,Candidate,False,Socialist Labor Party (US),John Marion Morris,"1,523",0.11%
1946,Indiana,1946 U.S. Senate election in Indiana,General,Candidate,False,Communist Party USA,Elmer G. Johnson,806,0.06%
1946,Indiana,1946 U.S. Senate election in Indiana,General,Total,False,,,"1,347,432",100.00%
1946,Kentucky (special),1946 U.S. Senate special election in Kentucky,General,Winning,False,Republican Party (US),John Sherman Cooper,"327,652",53.27%
1946,Kentucky (special),1946 U.S. Senate special election in Kentucky,General,Candidate,False,Democratic Party (US),John Young Brown,"285,829",46.47%
1946,Kentucky (special),1946 U.S. Senate special election in Kentucky,General,Candidate,False,Socialist Party (US),W. E. Sandefur,"1,638",0.27%
1946,Kentucky (special),1946 U.S. Senate special election in Kentucky,General,Total,False,,,"615,119",100.00%
1946,Maine,1946 U.S. Senate election in Maine,General,Winning,False,Republican Party (United States),Owen Brewster (inc.),"111,215",63.55%
