year,state,state_code,county,subdivision_type,candidate,party,votes,percentage,total_votes,winning_party
1964,Alabama,AL,Autauga,County,Barry Goldwater,Republican,2969,85.83,3459,Republican
1964,Alabama,AL,Autauga,County,Unpledged electors,Democratic,490,14.17,3459,Republican
1964,Alabama,AL,Baldwin,County,Barry Goldwater,Republican,10870,81.12,13400,Republican
1964,Alabama,AL,Baldwin,County,Unpledged electors,Democratic,2530,18.88,13400,Republican
1964,Alabama,AL,Barbour,County,Barry Goldwater,Republican,3853,79.76,4831,Republican
1964,Alabama,AL,Barbour,County,Unpledged electors,Democratic,978,20.24,4831,Republican
1964,Alabama,AL,Bibb,County,Barry Goldwater,Republican,2623,83.94,3125,Republican
1964,Alabama,AL,Bibb,County,Unpledged electors,Democratic,502,16.06,3125,Republican
1964,Alabama,AL,Blount,County,Barry Goldwater,Republican,4442,64.67,6869,Republican
1964,Alabama,AL,Blount,County,Unpledged electors,Democratic,2427,35.33,6869,Republican
1964,Alabama,AL,Bullock,County,Barry Goldwater,Republican,1516,57.64,2630,Republican
1964,Alabama,AL,Bullock,County,Unpledged electors,Democratic,1114,42.36,2630,Republican
1964,Alabama,AL,Butler,County,Barry Goldwater,Republican,4002,80.44,4975,Republican
1964,Alabama,AL,Butler,County,Unpledged electors,Democratic,973,19.56,4975,Republican
1964,Alabama,AL,Calhoun,County,Barry Goldwater,Republican,10635,63.13,16845,Republican
1964,Alabama,AL,Calhoun,County,Unpledged electors,Democratic,6210,36.87,16845,Republican
1964,Alabama,AL,Chambers,County,Barry Goldwater,Republican,4630,64.42,7187,Republican
1964,Alabama,AL,Chambers,County,Unpledged electors,Democratic,2557,35.58,7187,Republican
1964,Alabama,AL,Cherokee,County,Barry Goldwater,Republican,1893,49.7,3809,Democratic
1964,Alabama,AL,Cherokee,County,Unpledged electors,Democratic,1916,50.3,3809,Democratic
1964,Alabama,AL,Chilton,County,Barry Goldwater,Republican,5202,75.97,6847,Republican
1964,Alabama,AL,Chilton,County,Unpledged electors,Democratic,1645,24.03,6847,Republican
1964,Alabama,AL,Choctaw,County,Barry Goldwater,Republican,2497,85.81,2910,Republican
1964,Alabama,AL,Choctaw,County,Unpledged electors,Democratic,413,14.19,2910,Republican
1964,Alabama,AL,Clarke,County,Barry Goldwater,Republican,4460,82.84,5384,Republican
1964,Alabama,AL,Clarke,County,Unpledged electors,Democratic,924,17.16,5384,Republican
1964,Alabama,AL,Clay,County,Barry Goldwater,Republican,2815,70.13,4014,Republican
1964,Alabama,AL,Clay,County,Unpledged electors,Democratic,1199,29.87,4014,Republican
1964,Alabama,AL,Cleburne,County,Barry Goldwater,Republican,2156,76.24,2828,Republican
1964,Alabama,AL,Cleburne,County,Unpledged electors,Democratic,672,23.76,2828,Republican
1964,Alabama,AL,Coffee,County,Barry Goldwater,Republican,4910,80.19,6123,Republican
1964,Alabama,AL,Coffee,County,Unpledged electors,Democratic,1213,19.81,6123,Republican
1964,Alabama,AL,Colbert,County,Barry Goldwater,Republican,5267,48.59,10840,Democratic
1964,Alabama,AL,Colbert,County,Unpledged electors,Democratic,5573,51.41,10840,Democratic
1964,Alabama,AL,Conecuh,County,Barry Goldwater,Republican,2782,81.32,3421,Republican
1964,Alabama,AL,Conecuh,County,Unpledged electors,Democratic,639,18.68,3421,Republican
1964,Alabama,AL,Coosa,County,Barry Goldwater,Republican,1978,72.77,2718,Republican
1964,Alabama,AL,Coosa,County,Unpledged electors,Democratic,740,27.23,2718,Republican
1964,Alabama,AL,Covington,County,Barry Goldwater,Republican,7554,82.33,9175,Republican
1964,Alabama,AL,Covington,County,Unpledged electors,Democratic,1621,17.67,9175,Republican
1964,Alabama,AL,Crenshaw,County,Barry Goldwater,Republican,3008,78.66,3824,Republican
1964,Alabama,AL,Crenshaw,County,Unpledged electors,Democratic,816,21.34,3824,Republican
1964,Alabama,AL,Cullman,County,Barry Goldwater,Republican,7152,58.33,12262,Republican
