year,state,state_code,county,subdivision_type,candidate,party,votes,percentage,total_votes,winning_party
1952,Alabama,AL,Autauga,County,Adlai Stevenson,Democratic,1505,65.21,2308,Democratic
1952,Alabama,AL,Autauga,County,Dwight D. Eisenhower,Republican,787,34.1,2308,Democratic
1952,Alabama,AL,Autauga,County,Stuart Hamblen,Prohibition,16,0.69,2308,Democratic
1952,Alabama,AL,Baldwin,County,Adlai Stevenson,Democratic,3386,51.17,6617,Democratic
1952,Alabama,AL,Baldwin,County,Dwight D. Eisenhower,Republican,3179,48.04,6617,Democratic
1952,Alabama,AL,Baldwin,County,Stuart Hamblen,Prohibition,52,0.79,6617,Democratic
1952,Alabama,AL,Barbour,County,Adlai Stevenson,Democratic,2250,73.77,3050,Democratic
1952,Alabama,AL,Barbour,County,Dwight D. Eisenhower,Republican,798,26.16,3050,Democratic
1952,Alabama,AL,Barbour,County,Stuart Hamblen,Prohibition,2,0.07,3050,Democratic
1952,Alabama,AL,Bibb,County,Adlai Stevenson,Democratic,1971,71.18,2769,Democratic
1952,Alabama,AL,Bibb,County,Dwight D. Eisenhower,Republican,784,28.31,2769,Democratic
1952,Alabama,AL,Bibb,County,Stuart Hamblen,Prohibition,14,0.51,2769,Democratic
1952,Alabama,AL,Blount,County,Adlai Stevenson,Democratic,3161,64.67,4888,Democratic
1952,Alabama,AL,Blount,County,Dwight D. Eisenhower,Republican,1720,35.19,4888,Democratic
1952,Alabama,AL,Blount,County,Stuart Hamblen,Prohibition,7,0.14,4888,Democratic
1952,Alabama,AL,Bullock,County,Adlai Stevenson,Democratic,918,67.5,1360,Democratic
1952,Alabama,AL,Bullock,County,Dwight D. Eisenhower,Republican,442,32.5,1360,Democratic
1952,Alabama,AL,Bullock,County,Stuart Hamblen,Prohibition,0,0.0,1360,Democratic
1952,Alabama,AL,Butler,County,Adlai Stevenson,Democratic,2440,69.16,3528,Democratic
1952,Alabama,AL,Butler,County,Dwight D. Eisenhower,Republican,1087,30.81,3528,Democratic
1952,Alabama,AL,Butler,County,Stuart Hamblen,Prohibition,1,0.03,3528,Democratic
1952,Alabama,AL,Calhoun,County,Adlai Stevenson,Democratic,8023,71.68,11193,Democratic
1952,Alabama,AL,Calhoun,County,Dwight D. Eisenhower,Republican,3064,27.37,11193,Democratic
1952,Alabama,AL,Calhoun,County,Stuart Hamblen,Prohibition,106,0.95,11193,Democratic
1952,Alabama,AL,Chambers,County,Adlai Stevenson,Democratic,6155,85.61,7190,Democratic
1952,Alabama,AL,Chambers,County,Dwight D. Eisenhower,Republican,990,13.77,7190,Democratic
1952,Alabama,AL,Chambers,County,Stuart Hamblen,Prohibition,45,0.63,7190,Democratic
1952,Alabama,AL,Cherokee,County,Adlai Stevenson,Democratic,2664,82.96,3211,Democratic
1952,Alabama,AL,Cherokee,County,Dwight D. Eisenhower,Republican,539,16.79,3211,Democratic
1952,Alabama,AL,Cherokee,County,Stuart Hamblen,Prohibition,8,0.25,3211,Democratic
1952,Alabama,AL,Chilton,County,Adlai Stevenson,Democratic,2269,46.84,4844,Republican
1952,Alabama,AL,Chilton,County,Dwight D. Eisenhower,Republican,2563,52.91,4844,Republican
1952,Alabama,AL,Chilton,County,Stuart Hamblen,Prohibition,12,0.25,4844,Republican
1952,Alabama,AL,Choctaw,County,Adlai Stevenson,Democratic,1583,72.45,2185,Democratic
1952,Alabama,AL,Choctaw,County,Dwight D. Eisenhower,Republican,593,27.14,2185,Democratic
1952,Alabama,AL,Choctaw,County,Stuart Hamblen,Prohibition,9,0.41,2185,Democratic
