year,state,state_code,county,subdivision_type,candidate,party,votes,percentage,total_votes,winning_party
1936,Alabama,AL,Autauga,County,Franklin D. Roosevelt,Democratic,1525,94.37,1616,Democratic
1936,Alabama,AL,Autauga,County,Alf Landon,Republican,84,5.2,1616,Democratic
1936,Alabama,AL,Autauga,County,Other,Other,7,0.43,1616,Democratic
1936,Alabama,AL,Baldwin,County,Franklin D. Roosevelt,Democratic,2337,78.79,2966,Democratic
1936,Alabama,AL,Baldwin,County,Alf Landon,Republican,433,14.6,2966,Democratic
1936,Alabama,AL,Baldwin,County,Other,Other,196,6.61,2966,Democratic
1936,Alabama,AL,Barbour,County,Franklin D. Roosevelt,Democratic,2386,97.51,2447,Democratic
1936,Alabama,AL,Barbour,County,Alf Landon,Republican,50,2.04,2447,Democratic
1936,Alabama,AL,Barbour,County,Other,Other,11,0.45,2447,Democratic
1936,Alabama,AL,Bibb,County,Franklin D. Roosevelt,Democratic,1868,90.42,2066,Democratic
1936,Alabama,AL,Bibb,County,Alf Landon,Republican,190,9.2,2066,Democratic
1936,Alabama,AL,Bibb,County,Other,Other,8,0.39,2066,Democratic
1936,Alabama,AL,Blount,County,Franklin D. Roosevelt,Democratic,2788,78.23,3564,Democratic
1936,Alabama,AL,Blount,County,Alf Landon,Republican,744,20.88,3564,Democratic
1936,Alabama,AL,Blount,County,Other,Other,32,0.9,3564,Democratic
1936,Alabama,AL,Bullock,County,Franklin D. Roosevelt,Democratic,1188,99.5,1194,Democratic
1936,Alabama,AL,Bullock,County,Alf Landon,Republican,5,0.42,1194,Democratic
1936,Alabama,AL,Bullock,County,Other,Other,1,0.08,1194,Democratic
1936,Alabama,AL,Butler,County,Franklin D. Roosevelt,Democratic,2358,96.32,2448,Democratic
1936,Alabama,AL,Butler,County,Alf Landon,Republican,83,3.39,2448,Democratic
1936,Alabama,AL,Butler,County,Other,Other,7,0.29,2448,Democratic
1936,Alabama,AL,Calhoun,County,Franklin D. Roosevelt,Democratic,4322,87.12,4961,Democratic
1936,Alabama,AL,Calhoun,County,Alf Landon,Republican,581,11.71,4961,Democratic
1936,Alabama,AL,Calhoun,County,Other,Other,58,1.17,4961,Democratic
1936,Alabama,AL,Chambers,County,Franklin D. Roosevelt,Democratic,3626,96.9,3742,Democratic
1936,Alabama,AL,Chambers,County,Alf Landon,Republican,112,2.99,3742,Democratic
1936,Alabama,AL,Chambers,County,Other,Other,4,0.11,3742,Democratic
1936,Alabama,AL,Cherokee,County,Franklin D. Roosevelt,Democratic,2113,84.28,2507,Democratic
1936,Alabama,AL,Cherokee,County,Alf Landon,Republican,375,14.96,2507,Democratic
1936,Alabama,AL,Cherokee,County,Other,Other,19,0.76,2507,Democratic
1936,Alabama,AL,Chilton,County,Franklin D. Roosevelt,Democratic,2565,63.26,4055,Democratic
1936,Alabama,AL,Chilton,County,Alf Landon,Republican,1469,36.23,4055,Democratic
1936,Alabama,AL,Chilton,County,Other,Other,21,0.52,4055,Democratic
1936,Alabama,AL,Choctaw,County,Franklin D. Roosevelt,Democratic,1507,95.32,1581,Democratic
1936,Alabama,AL,Choctaw,County,Alf Landon,Republican,74,4.68,1581,Democratic
1936,Alabama,AL,Choctaw,County,Other,Other,0,0.0,1581,Democratic
1936,Alabama,AL,Clarke,County,Franklin D. Roosevelt,Democratic,2673,97.73,2735,Democratic
1936,Alabama,AL,Clarke,County,Alf Landon,Republican,60,2.19,2735,Democratic
1936,Alabama,AL,Clarke,County,Other,Other,2,0.07,2735,Democratic
1936,Alabama,AL,Clay,County,Franklin D. Roosevelt,Democratic,2138,71.84,2976,Democratic
1936,Alabama,AL,Clay,County,Alf Landon,Republican,699,23.49,2976,Democratic
1936,Alabama,AL,Clay,County,Other,Other,139,4.67,2976,Democratic
1936,Alabama,AL,Cleburne,County,Franklin D. Roosevelt,Democratic,1212,68.63,1766,Democratic
1936,Alabama,AL,Cleburne,County,Alf Landon,Republican,543,30.75,1766,Democratic
1936,Alabama,AL,Cleburne,County,Other,Other,11,0.62,1766,Democratic
1936,Alabama,AL,Coffee,County,Franklin D. Roosevelt,Democratic,3178,96.16,3305,Democratic
1936,Alabama,AL,Coffee,County,Alf Landon,Republican,110,3.33,3305,Democratic
1936,Alabama,AL,Coffee,County,Other,Other,17,0.51,3305,Democratic
1936,Alabama,AL,Colbert,County,Franklin D. Roosevelt,Democratic,3365,92.75,3628,Democratic
1936,Alabama,AL,Colbert,County,Alf Landon,Republican,251,6.92,3628,Democratic
1936,Alabama,AL,Colbert,County,Other,Other,12,0.33,3628,Democratic
1936,Alabama,AL,Conecuh,County,Franklin D. Roosevelt,Democratic,2195,95.6,2296,Democratic
1936,Alabama,AL,Conecuh,County,Alf Landon,Republican,89,3.88,2296,Democratic
1936,Alabama,AL,Conecuh,County,Other,Other,12,0.52,2296,Democratic
1936,Alabama,AL,Coosa,County,Franklin D. Roosevelt,Democratic,1346,83.24,1617,Democratic
1936,Alabama,AL,Coosa,County,Alf Landon,Republican,239,14.78,1617,Democratic
1936,Alabama,AL,Coosa,County,Other,Other,32,1.98,1617,Democratic
1936,Alabama,AL,Covington,County,Franklin D. Roosevelt,Democratic,4265,95.93,4446,Democratic
1936,Alabama,AL,Covington,County,Alf Landon,Republican,167,3.76,4446,Democratic
1936,Alabama,AL,Covington,County,Other,Other,14,0.31,4446,Democratic
1936,Alabama,AL,Crenshaw,County,Franklin D. Roosevelt,Democratic,2371,95.95,2471,Democratic
1936,Alabama,AL,Crenshaw,County,Alf Landon,Republican,96,3.89,2471,Democratic
1936,Alabama,AL,Crenshaw,County,Other,Other,4,0.16,2471,Democratic
1936,Alabama,AL,Cullman,County,Franklin D. Roosevelt,Democratic,3779,68.75,5497,Democratic
1936,Alabama,AL,Cullman,County,Alf Landon,Republican,1703,30.98,5497,Democratic
1936,Alabama,AL,Cullman,County,Other,Other,15,0.27,5497,Democratic
1936,Alabama,AL,Dale,County,Franklin D. Roosevelt,Democratic,2404,92.5,2599,Democratic
1936,Alabama,AL,Dale,County,Alf Landon,Republican,193,7.43,2599,Democratic
1936,Alabama,AL,Dale,County,Other,Other,2,0.08,2599,Democratic
