year,state,state_code,county,subdivision_type,candidate,party,votes,percentage,total_votes,winning_party
1928,Alabama,AL,Autauga,County,Al Smith,Democratic,883,56.39,1566,Democratic
1928,Alabama,AL,Autauga,County,Herbert Hoover,Republican,683,43.61,1566,Democratic
1928,Alabama,AL,Autauga,County,Norman Thomas,Socialist,0,0.0,1566,Democratic
1928,Alabama,AL,Baldwin,County,Al Smith,Democratic,1317,48.44,2719,Republican
1928,Alabama,AL,Baldwin,County,Herbert Hoover,Republican,1388,51.05,2719,Republican
1928,Alabama,AL,Baldwin,County,Norman Thomas,Socialist,14,0.51,2719,Republican
1928,Alabama,AL,Barbour,County,Al Smith,Democratic,1507,63.48,2374,Democratic
1928,Alabama,AL,Barbour,County,Herbert Hoover,Republican,845,35.59,2374,Democratic
1928,Alabama,AL,Barbour,County,Norman Thomas,Socialist,23,0.97,2374,Democratic
1928,Alabama,AL,Bibb,County,Al Smith,Democratic,1188,54.02,2199,Democratic
1928,Alabama,AL,Bibb,County,Herbert Hoover,Republican,1003,45.61,2199,Democratic
1928,Alabama,AL,Bibb,County,Norman Thomas,Socialist,8,0.36,2199,Democratic
1928,Alabama,AL,Blount,County,Al Smith,Democratic,1607,47.94,3352,Republican
1928,Alabama,AL,Blount,County,Herbert Hoover,Republican,1745,52.06,3352,Republican
1928,Alabama,AL,Blount,County,Norman Thomas,Socialist,0,0.0,3352,Republican
1928,Alabama,AL,Bullock,County,Al Smith,Democratic,699,73.73,948,Democratic
1928,Alabama,AL,Bullock,County,Herbert Hoover,Republican,249,26.27,948,Democratic
1928,Alabama,AL,Bullock,County,Norman Thomas,Socialist,0,0.0,948,Democratic
1928,Alabama,AL,Butler,County,Al Smith,Democratic,1235,63.86,1934,Democratic
1928,Alabama,AL,Butler,County,Herbert Hoover,Republican,699,36.14,1934,Democratic
1928,Alabama,AL,Butler,County,Norman Thomas,Socialist,0,0.0,1934,Democratic
1928,Alabama,AL,Calhoun,County,Al Smith,Democratic,2117,45.48,4655,Republican
1928,Alabama,AL,Calhoun,County,Herbert Hoover,Republican,2537,54.5,4655,Republican
1928,Alabama,AL,Calhoun,County,Norman Thomas,Socialist,1,0.02,4655,Republican
1928,Alabama,AL,Chambers,County,Al Smith,Democratic,999,36.58,2731,Republican
1928,Alabama,AL,Chambers,County,Herbert Hoover,Republican,1732,63.42,2731,Republican
1928,Alabama,AL,Chambers,County,Norman Thomas,Socialist,0,0.0,2731,Republican
1928,Alabama,AL,Cherokee,County,Al Smith,Democratic,894,37.05,2413,Republican
1928,Alabama,AL,Cherokee,County,Herbert Hoover,Republican,1515,62.78,2413,Republican
1928,Alabama,AL,Cherokee,County,Norman Thomas,Socialist,4,0.17,2413,Republican
1928,Alabama,AL,Chilton,County,Al Smith,Democratic,1402,30.52,4593,Republican
1928,Alabama,AL,Chilton,County,Herbert Hoover,Republican,3186,69.37,4593,Republican
1928,Alabama,AL,Chilton,County,Norman Thomas,Socialist,5,0.11,4593,Republican
1928,Alabama,AL,Choctaw,County,Al Smith,Democratic,1242,74.33,1671,Democratic
1928,Alabama,AL,Choctaw,County,Herbert Hoover,Republican,429,25.67,1671,Democratic
1928,Alabama,AL,Choctaw,County,Norman Thomas,Socialist,0,0.0,1671,Democratic
1928,Alabama,AL,Clarke,County,Al Smith,Democratic,1662,63.97,2598,Democratic
1928,Alabama,AL,Clarke,County,Herbert Hoover,Republican,936,36.03,2598,Democratic
1928,Alabama,AL,Clarke,County,Norman Thomas,Socialist,0,0.0,2598,Democratic
1928,Alabama,AL,Clay,County,Al Smith,Democratic,978,34.1,2868,Republican
1928,Alabama,AL,Clay,County,Herbert Hoover,Republican,1889,65.86,2868,Republican
1928,Alabama,AL,Clay,County,Norman Thomas,Socialist,1,0.03,2868,Republican
1928,Alabama,AL,Cleburne,County,Al Smith,Democratic,794,41.75,1902,Republican
1928,Alabama,AL,Cleburne,County,Herbert Hoover,Republican,1108,58.25,1902,Republican
1928,Alabama,AL,Cleburne,County,Norman Thomas,Socialist,0,0.0,1902,Republican
1928,Alabama,AL,Coffee,County,Al Smith,Democratic,1609,60.83,2645,Democratic
1928,Alabama,AL,Coffee,County,Herbert Hoover,Republican,1036,39.17,2645,Democratic
1928,Alabama,AL,Coffee,County,Norman Thomas,Socialist,0,0.0,2645,Democratic
1928,Alabama,AL,Colbert,County,Al Smith,Democratic,2596,65.75,3948,Democratic
1928,Alabama,AL,Colbert,County,Herbert Hoover,Republican,1249,31.64,3948,Democratic
1928,Alabama,AL,Colbert,County,Norman Thomas,Socialist,103,2.61,3948,Democratic
1928,Alabama,AL,Conecuh,County,Al Smith,Democratic,858,43.53,1971,Republican
1928,Alabama,AL,Conecuh,County,Herbert Hoover,Republican,1113,56.47,1971,Republican
1928,Alabama,AL,Conecuh,County,Norman Thomas,Socialist,0,0.0,1971,Republican
1928,Alabama,AL,Coosa,County,Al Smith,Democratic,699,39.31,1778,Republican
1928,Alabama,AL,Coosa,County,Herbert Hoover,Republican,1078,60.63,1778,Republican
1928,Alabama,AL,Coosa,County,Norman Thomas,Socialist,1,0.06,1778,Republican
1928,Alabama,AL,Covington,County,Al Smith,Democratic,2000,54.26,3686,Democratic
1928,Alabama,AL,Covington,County,Herbert Hoover,Republican,1681,45.6,3686,Democratic
1928,Alabama,AL,Covington,County,Norman Thomas,Socialist,5,0.14,3686,Democratic
1928,Alabama,AL,Crenshaw,County,Al Smith,Democratic,1314,57.33,2292,Democratic
1928,Alabama,AL,Crenshaw,County,Herbert Hoover,Republican,978,42.67,2292,Democratic
1928,Alabama,AL,Crenshaw,County,Norman Thomas,Socialist,0,0.0,2292,Democratic
1928,Alabama,AL,Cullman,County,Al Smith,Democratic,1574,34.72,4533,Republican
1928,Alabama,AL,Cullman,County,Herbert Hoover,Republican,2959,65.28,4533,Republican
1928,Alabama,AL,Cullman,County,Norman Thomas,Socialist,0,0.0,4533,Republican
1928,Alabama,AL,Dale,County,Al Smith,Democratic,1233,55.19,2234,Democratic
1928,Alabama,AL,Dale,County,Herbert Hoover,Republican,1000,44.76,2234,Democratic
1928,Alabama,AL,Dale,County,Norman Thomas,Socialist,1,0.04,2234,Democratic
1928,Alabama,AL,Dallas,County,Al Smith,Democratic,1905,72.96,2611,Democratic
1928,Alabama,AL,Dallas,County,Herbert Hoover,Republican,705,27.0,2611,Democratic
1928,Alabama,AL,Dallas,County,Norman Thomas,Socialist,1,0.04,2611,Democratic
1928,Alabama,AL,DeKalb,County,Al Smith,Democratic,3957,40.71,9720,Republican
1928,Alabama,AL,DeKalb,County,Herbert Hoover,Republican,5761,59.27,9720,Republican
1928,Alabama,AL,DeKalb,County,Norman Thomas,Socialist,2,0.02,9720,Republican
1928,Alabama,AL,Elmore,County,Al Smith,Democratic,1309,42.49,3081,Republican
1928,Alabama,AL,Elmore,County,Herbert Hoover,Republican,1770,57.45,3081,Republican
1928,Alabama,AL,Elmore,County,Norman Thomas,Socialist,2,0.06,3081,Republican
1928,Alabama,AL,Escambia,County,Al Smith,Democratic,1077,38.03,2832,Republican
1928,Alabama,AL,Escambia,County,Herbert Hoover,Republican,1754,61.94,2832,Republican
1928,Alabama,AL,Escambia,County,Norman Thomas,Socialist,1,0.04,2832,Republican
1928,Alabama,AL,Etowah,County,Al Smith,Democratic,2484,43.7,5684,Republican
1928,Alabama,AL,Etowah,County,Herbert Hoover,Republican,3162,55.63,5684,Republican
1928,Alabama,AL,Etowah,County,Norman Thomas,Socialist,38,0.67,5684,Republican
1928,Alabama,AL,Fayette,County,Al Smith,Democratic,1131,40.13,2818,Republican
1928,Alabama,AL,Fayette,County,Herbert Hoover,Republican,1686,59.83,2818,Republican
1928,Alabama,AL,Fayette,County,Norman Thomas,Socialist,1,0.04,2818,Republican
1928,Alabama,AL,Franklin,County,Al Smith,Democratic,2279,43.64,5222,Republican
1928,Alabama,AL,Franklin,County,Herbert Hoover,Republican,2937,56.24,5222,Republican
