year,state,state_code,county,subdivision_type,candidate,party,votes,percentage,total_votes,winning_party
1940,Alabama,AL,Autauga,County,Franklin D. Roosevelt,Democratic,1630,93.62,1741,Democratic
1940,Alabama,AL,Autauga,County,Wendell Willkie,Republican,99,5.69,1741,Democratic
1940,Alabama,AL,Autauga,County,Roger Babson,Prohibition,10,0.57,1741,Democratic
1940,Alabama,AL,Autauga,County,Earl Browder,Communist,2,0.11,1741,Democratic
1940,Alabama,AL,Autauga,County,Norman Thomas,Socialist,0,0.0,1741,Democratic
1940,Alabama,AL,Baldwin,County,Franklin D. Roosevelt,Democratic,2681,76.58,3501,Democratic
1940,Alabama,AL,Baldwin,County,Wendell Willkie,Republican,617,17.62,3501,Democratic
1940,Alabama,AL,Baldwin,County,Roger Babson,Prohibition,24,0.72,3501,Democratic
1940,Alabama,AL,Baldwin,County,Earl Browder,Communist,12,0.36,3501,Democratic
1940,Alabama,AL,Baldwin,County,Norman Thomas,Socialist,5,0.15,3501,Democratic
1940,Alabama,AL,Barbour,County,Franklin D. Roosevelt,Democratic,2328,95.88,2428,Democratic
1940,Alabama,AL,Barbour,County,Wendell Willkie,Republican,90,3.71,2428,Democratic
1940,Alabama,AL,Barbour,County,Roger Babson,Prohibition,7,0.29,2428,Democratic
1940,Alabama,AL,Barbour,County,Earl Browder,Communist,3,0.12,2428,Democratic
1940,Alabama,AL,Barbour,County,Norman Thomas,Socialist,0,0.0,2428,Democratic
1940,Alabama,AL,Bibb,County,Franklin D. Roosevelt,Democratic,1821,90.51,2012,Democratic
1940,Alabama,AL,Bibb,County,Wendell Willkie,Republican,173,8.6,2012,Democratic
1940,Alabama,AL,Bibb,County,Roger Babson,Prohibition,9,0.45,2012,Democratic
1940,Alabama,AL,Bibb,County,Earl Browder,Communist,9,0.45,2012,Democratic
1940,Alabama,AL,Bibb,County,Norman Thomas,Socialist,0,0.0,2012,Democratic
1940,Alabama,AL,Blount,County,Franklin D. Roosevelt,Democratic,2784,75.71,3677,Democratic
1940,Alabama,AL,Blount,County,Wendell Willkie,Republican,855,23.25,3677,Democratic
1940,Alabama,AL,Blount,County,Roger Babson,Prohibition,32,0.87,3677,Democratic
