year,state,state_code,county,subdivision_type,candidate,party,votes,percentage,total_votes,winning_party
1960,Alabama,AL,Autauga,County,John F. Kennedy and unpledged,Democratic,1324,52.17,2538,Democratic
1960,Alabama,AL,Autauga,County,Richard Nixon,Republican,1149,45.27,2538,Democratic
1960,Alabama,AL,Autauga,County,Other,Other,65,2.56,2538,Democratic
1960,Alabama,AL,Baldwin,County,John F. Kennedy and unpledged,Democratic,5647,53.09,10636,Democratic
1960,Alabama,AL,Baldwin,County,Richard Nixon,Republican,4812,45.24,10636,Democratic
1960,Alabama,AL,Baldwin,County,Other,Other,177,1.67,10636,Democratic
1960,Alabama,AL,Barbour,County,John F. Kennedy and unpledged,Democratic,2148,64.47,3332,Democratic
1960,Alabama,AL,Barbour,County,Richard Nixon,Republican,1166,34.99,3332,Democratic
1960,Alabama,AL,Barbour,County,Other,Other,18,0.54,3332,Democratic
1960,Alabama,AL,Bibb,County,John F. Kennedy and unpledged,Democratic,1697,61.66,2752,Democratic
1960,Alabama,AL,Bibb,County,Richard Nixon,Republican,1052,38.23,2752,Democratic
1960,Alabama,AL,Bibb,County,Other,Other,3,0.11,2752,Democratic
1960,Alabama,AL,Blount,County,John F. Kennedy and unpledged,Democratic,3404,56.98,5974,Democratic
1960,Alabama,AL,Blount,County,Richard Nixon,Republican,2557,42.8,5974,Democratic
1960,Alabama,AL,Blount,County,Other,Other,13,0.22,5974,Democratic
1960,Alabama,AL,Bullock,County,John F. Kennedy and unpledged,Democratic,757,64.48,1174,Democratic
1960,Alabama,AL,Bullock,County,Richard Nixon,Republican,412,35.09,1174,Democratic
1960,Alabama,AL,Bullock,County,Other,Other,5,0.43,1174,Democratic
1960,Alabama,AL,Butler,County,John F. Kennedy and unpledged,Democratic,2873,69.69,4122,Democratic
1960,Alabama,AL,Butler,County,Richard Nixon,Republican,1231,29.87,4122,Democratic
1960,Alabama,AL,Butler,County,Other,Other,18,0.44,4122,Democratic
1960,Alabama,AL,Calhoun,County,John F. Kennedy and unpledged,Democratic,9590,65.97,14536,Democratic
1960,Alabama,AL,Calhoun,County,Richard Nixon,Republican,4821,33.17,14536,Democratic
1960,Alabama,AL,Calhoun,County,Other,Other,125,0.86,14536,Democratic
1960,Alabama,AL,Chambers,County,John F. Kennedy and unpledged,Democratic,5165,72.74,7101,Democratic
1960,Alabama,AL,Chambers,County,Richard Nixon,Republican,1865,26.26,7101,Democratic
1960,Alabama,AL,Chambers,County,Other,Other,71,1.0,7101,Democratic
1960,Alabama,AL,Cherokee,County,John F. Kennedy and unpledged,Democratic,3097,77.95,3973,Democratic
1960,Alabama,AL,Cherokee,County,Richard Nixon,Republican,872,21.95,3973,Democratic
1960,Alabama,AL,Cherokee,County,Other,Other,4,0.1,3973,Democratic
1960,Alabama,AL,Chilton,County,John F. Kennedy and unpledged,Democratic,1798,35.91,5007,Republican
1960,Alabama,AL,Chilton,County,Richard Nixon,Republican,3201,63.93,5007,Republican
