year,state,state_code,county,subdivision_type,candidate,party,votes,percentage,total_votes,winning_party
1920,Alabama,AL,Autauga,County,James M. Cox,Democratic,918,80.6,1139,Democratic
1920,Alabama,AL,Autauga,County,Warren G. Harding,Republican,210,18.44,1139,Democratic
1920,Alabama,AL,Autauga,County,Eugene V. Debs,Socialist,7,0.61,1139,Democratic
1920,Alabama,AL,Autauga,County,Aaron S. Watkins,Prohibition,4,0.35,1139,Democratic
1920,Alabama,AL,Baldwin,County,James M. Cox,Democratic,1230,63.5,1937,Democratic
1920,Alabama,AL,Baldwin,County,Warren G. Harding,Republican,556,28.7,1937,Democratic
1920,Alabama,AL,Baldwin,County,Eugene V. Debs,Socialist,134,6.92,1937,Democratic
1920,Alabama,AL,Baldwin,County,Aaron S. Watkins,Prohibition,17,0.88,1937,Democratic
1920,Alabama,AL,Barbour,County,James M. Cox,Democratic,1568,87.79,1786,Democratic
1920,Alabama,AL,Barbour,County,Warren G. Harding,Republican,203,11.37,1786,Democratic
1920,Alabama,AL,Barbour,County,Eugene V. Debs,Socialist,13,0.73,1786,Democratic
1920,Alabama,AL,Barbour,County,Aaron S. Watkins,Prohibition,2,0.11,1786,Democratic
1920,Alabama,AL,Bibb,County,James M. Cox,Democratic,1643,76.49,2148,Democratic
1920,Alabama,AL,Bibb,County,Warren G. Harding,Republican,364,16.95,2148,Democratic
1920,Alabama,AL,Bibb,County,Eugene V. Debs,Socialist,136,6.33,2148,Democratic
1920,Alabama,AL,Bibb,County,Aaron S. Watkins,Prohibition,5,0.23,2148,Democratic
1920,Alabama,AL,Blount,County,James M. Cox,Democratic,3535,50.14,7050,Democratic
1920,Alabama,AL,Blount,County,Warren G. Harding,Republican,3465,49.15,7050,Democratic
1920,Alabama,AL,Blount,County,Eugene V. Debs,Socialist,45,0.64,7050,Democratic
1920,Alabama,AL,Blount,County,Aaron S. Watkins,Prohibition,5,0.07,7050,Democratic
1920,Alabama,AL,Bullock,County,James M. Cox,Democratic,877,99.66,880,Democratic
1920,Alabama,AL,Bullock,County,Warren G. Harding,Republican,2,0.23,880,Democratic
1920,Alabama,AL,Bullock,County,Eugene V. Debs,Socialist,0,0.0,880,Democratic
1920,Alabama,AL,Bullock,County,Aaron S. Watkins,Prohibition,1,0.11,880,Democratic
1920,Alabama,AL,Butler,County,James M. Cox,Democratic,1299,88.31,1471,Democratic
1920,Alabama,AL,Butler,County,Warren G. Harding,Republican,153,10.4,1471,Democratic
1920,Alabama,AL,Butler,County,Eugene V. Debs,Socialist,12,0.82,1471,Democratic
1920,Alabama,AL,Butler,County,Aaron S. Watkins,Prohibition,7,0.48,1471,Democratic
1920,Alabama,AL,Calhoun,County,James M. Cox,Democratic,3423,74.4,4601,Democratic
1920,Alabama,AL,Calhoun,County,Warren G. Harding,Republican,1139,24.76,4601,Democratic
1920,Alabama,AL,Calhoun,County,Eugene V. Debs,Socialist,22,0.48,4601,Democratic
1920,Alabama,AL,Calhoun,County,Aaron S. Watkins,Prohibition,17,0.37,4601,Democratic
1920,Alabama,AL,Chambers,County,James M. Cox,Democratic,1994,85.58,2330,Democratic
1920,Alabama,AL,Chambers,County,Warren G. Harding,Republican,322,13.82,2330,Democratic
1920,Alabama,AL,Chambers,County,Eugene V. Debs,Socialist,8,0.34,2330,Democratic
1920,Alabama,AL,Chambers,County,Aaron S. Watkins,Prohibition,6,0.26,2330,Democratic
1920,Alabama,AL,Cherokee,County,James M. Cox,Democratic,1969,54.65,3603,Democratic
1920,Alabama,AL,Cherokee,County,Warren G. Harding,Republican,1576,43.74,3603,Democratic
1920,Alabama,AL,Cherokee,County,Eugene V. Debs,Socialist,58,1.61,3603,Democratic
1920,Alabama,AL,Cherokee,County,Aaron S. Watkins,Prohibition,0,0.0,3603,Democratic
1920,Alabama,AL,Chilton,County,James M. Cox,Democratic,962,29.25,3289,Republican
1920,Alabama,AL,Chilton,County,Warren G. Harding,Republican,2273,69.11,3289,Republican
1920,Alabama,AL,Chilton,County,Eugene V. Debs,Socialist,48,1.46,3289,Republican
1920,Alabama,AL,Chilton,County,Aaron S. Watkins,Prohibition,6,0.18,3289,Republican
1920,Alabama,AL,Choctaw,County,James M. Cox,Democratic,1071,92.65,1156,Democratic
1920,Alabama,AL,Choctaw,County,Warren G. Harding,Republican,82,7.09,1156,Democratic
1920,Alabama,AL,Choctaw,County,Eugene V. Debs,Socialist,3,0.26,1156,Democratic
1920,Alabama,AL,Choctaw,County,Aaron S. Watkins,Prohibition,0,0.0,1156,Democratic
1920,Alabama,AL,Clarke,County,James M. Cox,Democratic,1253,96.24,1302,Democratic
1920,Alabama,AL,Clarke,County,Warren G. Harding,Republican,43,3.3,1302,Democratic
1920,Alabama,AL,Clarke,County,Eugene V. Debs,Socialist,1,0.08,1302,Democratic
1920,Alabama,AL,Clarke,County,Aaron S. Watkins,Prohibition,5,0.38,1302,Democratic
1920,Alabama,AL,Clay,County,James M. Cox,Democratic,2165,50.34,4301,Democratic
1920,Alabama,AL,Clay,County,Warren G. Harding,Republican,2133,49.59,4301,Democratic
1920,Alabama,AL,Clay,County,Eugene V. Debs,Socialist,2,0.05,4301,Democratic
1920,Alabama,AL,Clay,County,Aaron S. Watkins,Prohibition,1,0.02,4301,Democratic
1920,Alabama,AL,Cleburne,County,James M. Cox,Democratic,684,41.28,1657,Republican
1920,Alabama,AL,Cleburne,County,Warren G. Harding,Republican,971,58.6,1657,Republican
1920,Alabama,AL,Cleburne,County,Eugene V. Debs,Socialist,2,0.12,1657,Republican
1920,Alabama,AL,Cleburne,County,Aaron S. Watkins,Prohibition,0,0.0,1657,Republican
1920,Alabama,AL,Coffee,County,James M. Cox,Democratic,1721,71.47,2408,Democratic
1920,Alabama,AL,Coffee,County,Warren G. Harding,Republican,673,27.95,2408,Democratic
1920,Alabama,AL,Coffee,County,Eugene V. Debs,Socialist,4,0.17,2408,Democratic
1920,Alabama,AL,Coffee,County,Aaron S. Watkins,Prohibition,10,0.42,2408,Democratic
1920,Alabama,AL,Colbert,County,James M. Cox,Democratic,1869,72.41,2581,Democratic
1920,Alabama,AL,Colbert,County,Warren G. Harding,Republican,650,25.18,2581,Democratic
1920,Alabama,AL,Colbert,County,Eugene V. Debs,Socialist,62,2.4,2581,Democratic
1920,Alabama,AL,Colbert,County,Aaron S. Watkins,Prohibition,0,0.0,2581,Democratic
1920,Alabama,AL,Conecuh,County,James M. Cox,Democratic,1315,87.43,1504,Democratic
1920,Alabama,AL,Conecuh,County,Warren G. Harding,Republican,189,12.57,1504,Democratic
1920,Alabama,AL,Conecuh,County,Eugene V. Debs,Socialist,0,0.0,1504,Democratic
1920,Alabama,AL,Conecuh,County,Aaron S. Watkins,Prohibition,0,0.0,1504,Democratic
1920,Alabama,AL,Coosa,County,James M. Cox,Democratic,1007,57.09,1764,Democratic
1920,Alabama,AL,Coosa,County,Warren G. Harding,Republican,741,42.01,1764,Democratic
1920,Alabama,AL,Coosa,County,Eugene V. Debs,Socialist,14,0.79,1764,Democratic
1920,Alabama,AL,Coosa,County,Aaron S. Watkins,Prohibition,2,0.11,1764,Democratic
1920,Alabama,AL,Covington,County,James M. Cox,Democratic,2039,76.83,2654,Democratic
1920,Alabama,AL,Covington,County,Warren G. Harding,Republican,548,20.65,2654,Democratic
1920,Alabama,AL,Covington,County,Eugene V. Debs,Socialist,64,2.41,2654,Democratic
1920,Alabama,AL,Covington,County,Aaron S. Watkins,Prohibition,3,0.11,2654,Democratic
1920,Alabama,AL,Crenshaw,County,James M. Cox,Democratic,1411,81.61,1729,Democratic
1920,Alabama,AL,Crenshaw,County,Warren G. Harding,Republican,310,17.93,1729,Democratic
1920,Alabama,AL,Crenshaw,County,Eugene V. Debs,Socialist,4,0.23,1729,Democratic
1920,Alabama,AL,Crenshaw,County,Aaron S. Watkins,Prohibition,4,0.23,1729,Democratic
1920,Alabama,AL,Cullman,County,James M. Cox,Democratic,2566,42.06,6101,Republican
