year,level,state,state_code,district,total_votes,candidate,party,votes,percentage,winner,incumbent,open_seat
2012,house,Alabama,AL,1,200676,Jo Bonner,Republican,196374,97.9,True,False,False
2012,house,Alabama,AL,2,283953,Martha Roby,Republican,180591,63.7,True,False,False
2012,house,Alabama,AL,2,283953,Therese Ford,Democratic,103092,36.3,False,False,False
2012,house,Alabama,AL,3,273390,Mike Rogers,Republican,175306,64.1,True,False,False
2012,house,Alabama,AL,3,273390,John Andrew Harris,Democratic,98141,35.9,False,False,False
2012,house,Alabama,AL,4,269118,Robert Aderholt,Republican,199071,74.0,True,False,False
2012,house,Alabama,AL,4,269118,Daniel Boman,Democratic,69706,26.0,False,False,False
2012,house,Alabama,AL,5,291293,Mo Brooks,Republican,189185,65.0,True,False,False
2012,house,Alabama,AL,5,291293,Charlie Holley,Democratic,,35.0,False,False,False
2012,house,Alabama,AL,6,308102,Spencer Bachus,Republican,219262,71.4,True,False,False
2012,house,Alabama,AL,6,308102,Penny Bailey,Democratic,88267,28.6,False,False,False
2012,house,Alabama,AL,7,306558,Terri Sewell,Democratic,232520,75.8,True,False,False
2012,house,Alabama,AL,7,306558,Don Chamberlain,Republican,73835,24.2,False,False,False
2012,house,Alaska,AK,AL,289804,Don Young,Republican,185296,64.7,True,True,False
2012,house,Alaska,AK,AL,289804,Sharon Cissna,Democratic,82927,28.4,False,False,False
2012,house,Alaska,AK,AL,289804,Jim C. McDermott,Libertarian,,5.1,False,False,False
2012,house,Alaska,AK,AL,289804,Ted Gianoutsos,Independent,5589,1.9,False,False,False
2012,house,Arizona,AZ,1,251595,Ann Kirkpatrick,Democratic,122774,48.8,True,False,True
2012,house,Arizona,AZ,1,251595,Jonathan Paton,Republican,113594,45.1,False,False,True
2012,house,Arizona,AZ,1,251595,Kim Allen,Libertarian,15227,6.0,False,False,True
2012,house,Arizona,AZ,2,292279,Ron Barber,Democratic,147338,50.42,True,False,False
2012,house,Arizona,AZ,2,292279,Martha McSally,Republican,144884,49.58,False,False,False
2012,house,Arizona,AZ,2,292279,Anthony Powell,Libertarian,,0.02,False,False,False
2012,house,Arizona,AZ,3,168698,Raúl Grijalva,Democratic,,57.8,True,False,False
2012,house,Arizona,AZ,3,168698,Gabby Saucedo Mercer,Republican,,37.7,False,False,False
2012,house,Arizona,AZ,3,168698,Blanca Guerra,Libertarian,,4.4,False,False,False
2012,house,Arizona,AZ,4,243760,Paul Gosar,Republican,162907,67.0,True,False,False
2012,house,Arizona,AZ,4,243760,Johnnie Robinson,Democratic,69154,28.3,False,False,False
2012,house,Arizona,AZ,4,243760,Joe Pamelia,Libertarian,9306,3.7,False,False,False
2012,house,Arizona,AZ,4,243760,Richard Grayson,Other,2393,1.0,False,False,False
