year,level,state,state_code,district,total_votes,candidate,party,votes,percentage,winner,incumbent,open_seat
1990,house,Alabama,AL,1,,Sonny Callahan,Republican,,99.6,True,True,False
1990,house,Alabama,AL,2,,William L. Dickinson,Republican,,51.3,True,True,False
1990,house,Alabama,AL,2,,Faye Baggiano,Democratic,,48.7,False,False,False
1990,house,Alabama,AL,3,,Glen Browder,Democratic,,73.7,True,True,False
1990,house,Alabama,AL,3,,Don Sledge,Republican,,26.3,False,False,False
1990,house,Alabama,AL,4,,Tom Bevill,Democratic,,99.7,True,True,False
1990,house,Alabama,AL,5,,Bud Cramer,Democratic,,67.1,True,False,True
1990,house,Alabama,AL,5,,Albert McDonald,Republican,,32.8,False,False,True
1990,house,Alabama,AL,6,,Ben Erdreich,Democratic,,92.8,True,True,False
1990,house,Alabama,AL,6,,David A. Alvarez,Republican,,6.0,False,False,False
1990,house,Alabama,AL,6,,Nathaniel Ivory,Independent,,1.2,False,False,False
1990,house,Alabama,AL,7,,Claude Harris Jr.,Democratic,,70.5,True,True,False
1990,house,Alabama,AL,7,,Michael D. Barker,Republican,,29.5,False,False,False
1990,house,Alaska,AK,AL,191647,Don Young,Republican,,51.7,True,True,False
1990,house,Alaska,AK,AL,191647,John S. Devens,Democratic,,47.8,False,False,False
1990,house,Arizona,AZ,1,,John Jacob Rhodes III,Republican,,99.5,True,True,False
1990,house,Arizona,AZ,2,,Mo Udall,Democratic,,65.9,True,True,False
1990,house,Arizona,AZ,2,,Joseph D. Sweeney,Republican,,34.1,False,False,False
1990,house,Arizona,AZ,3,,Bob Stump,Republican,,56.6,True,True,False
1990,house,Arizona,AZ,3,,Roger Hartstone,Democratic,,43.4,False,False,False
1990,house,Arizona,AZ,4,,Jon Kyl,Republican,,61.3,True,True,False
1990,house,Arizona,AZ,4,,Mark Ivey Jr.,Democratic,,38.7,False,False,False
1990,house,Arizona,AZ,5,,Jim Kolbe,Republican,,64.8,True,True,False
1990,house,Arizona,AZ,5,,Chuck Phillips,Democratic,,35.2,False,False,False
1990,house,Arkansas,AR,1,,William Vollie Alexander Jr.,Democratic,,64.3,True,True,False
1990,house,Arkansas,AR,1,,Terry Hayes,Republican,,35.7,False,False,False
1990,house,Arkansas,AR,2,,Ray Thornton,Democratic,,60.4,True,False,True
1990,house,Arkansas,AR,2,,Jim Keet,Republican,,39.6,False,False,True
1990,house,Arkansas,AR,3,,John Paul Hammerschmidt,Republican,,70.5,True,True,False
1990,house,Arkansas,AR,3,,Dan Ivy,Democratic,,29.5,False,False,False
1990,house,Arkansas,AR,4,,Beryl Anthony Jr.,Democratic,,72.4,True,True,False
1990,house,Arkansas,AR,4,,Roy Rood,Republican,,27.6,False,False,False
1990,house,California,CA,1,230261,Frank Riggs,Republican,99782,43.3,True,False,False
1990,house,California,CA,1,230261,Douglas H. Bosco,Democratic,96468,41.9,False,True,False
