year,level,state,state_code,district,total_votes,candidate,party,votes,percentage,winner,incumbent,open_seat
1938,house,Alabama,AL,1,,Frank W. Boykin,Democratic,,100.0,True,True,False
1938,house,Alabama,AL,2,,George M. Grant,Democratic,,100.0,True,True,False
1938,house,Alabama,AL,3,,Henry B. Steagall,Democratic,,100.0,True,True,False
1938,house,Alabama,AL,4,,Sam Hobbs,Democratic,,88.2,True,True,False
1938,house,Alabama,AL,4,,C. W. McKay,Republican,,11.8,False,False,False
1938,house,Alabama,AL,5,,Joe Starnes,Democratic,,99.7,True,True,False
1938,house,Alabama,AL,5,,Frank J. Payne,Independent,,0.3,False,False,False
1938,house,Alabama,AL,6,,Pete Jarman,Democratic,,100.0,True,True,False
1938,house,Alabama,AL,7,,William B. Bankhead,Democratic,,71.3,True,True,False
1938,house,Alabama,AL,7,,E. M. Reed,Republican,,28.7,False,False,False
1938,house,Alabama,AL,8,,John Sparkman,Democratic,,100.0,True,True,False
1938,house,Alabama,AL,9,,Luther Patrick,Democratic,,93.5,True,True,False
1938,house,Alabama,AL,9,,J. G. Bass,Republican,,6.5,False,False,False
1938,house,Arizona,AZ,AL,,John R. Murdock,Democratic,,80.3,True,True,False
1938,house,Arizona,AZ,AL,,M. E. Cassidy,Republican,,19.7,False,False,False
1938,house,Arkansas,AR,1,,Ezekiel C. Gathings,Democratic,,100.0,True,False,False
1938,house,Arkansas,AR,2,,Wilbur Mills,Democratic,,100.0,True,False,True
1938,house,Arkansas,AR,3,,Clyde T. Ellis,Democratic,,100.0,True,False,False
1938,house,Arkansas,AR,4,,William B. Cravens,Democratic,,100.0,True,True,False
1938,house,Arkansas,AR,5,,David D. Terry,Democratic,,100.0,True,True,False
1938,house,Arkansas,AR,6,,William F. Norrell,Democratic,,100.0,True,False,True
1938,house,Arkansas,AR,7,,Wade H. Kitchens,Democratic,,100.0,True,True,False
1938,house,California,CA,1,116956,Clarence F. Lea,Democratic,73636,63.0,True,True,False
1938,house,California,CA,1,116956,Ernest S. Mitchell,Townsend,43320,37.0,False,False,False
1938,house,California,CA,2,71496,Harry Lane Englebright,Republican,71496,100.0,True,True,False
1938,house,California,CA,3,127834,Frank H. Buck,Democratic,119236,93.3,True,True,False
1938,house,California,CA,3,127834,Nora Conklin,Communist,8271,6.5,False,False,False
1938,house,California,CA,3,127834,George C. Kimber,Write-in,,0.3,False,False,False
1938,house,California,CA,4,105294,Franck R. Havenner,Democratic,64452,61.2,True,True,False
1938,house,California,CA,4,105294,Kennett B. Dawson,Republican,40842,38.8,False,False,False
1938,house,California,CA,5,91868,Richard J. Welch,Republican,91868,100.0,True,True,False
1938,house,California,CA,6,125647,Albert E. Carter,Republican,118632,94.4,True,True,False
1938,house,California,CA,6,125647,Dave L. Saunders,Communist,7015,5.6,False,False,False
1938,house,California,CA,7,113103,John H. Tolan,Democratic,62599,55.3,True,True,False
1938,house,California,CA,7,113103,Charles Wade Snook,Republican,,44.7,False,False,False
1938,house,California,CA,8,152765,Jack Z. Anderson,Republican,84084,55.0,True,False,False
1938,house,California,CA,8,152765,John J. McGrath,Democratic,68681,45.0,False,True,False
1938,house,California,CA,9,94664,Bertrand W. Gearhart,Republican,91128,96.3,True,True,False
1938,house,California,CA,9,94664,Write-in,[[Write-in candidate|Write-in]],,3.7,False,False,False
1938,house,California,CA,10,125985,Alfred J. Elliott,Democratic,84791,67.3,True,True,False
1938,house,California,CA,10,125985,F. Fred Hoelscher,Republican,41194,32.7,False,False,False
1938,house,California,CA,11,146056,Carl Hinshaw,Republican,,47.0,True,False,True
1938,house,California,CA,11,146056,Stuart Hamblen,Democratic,,41.1,False,False,True
1938,house,California,CA,11,146056,Ralph D. Horton,Townsend,12713,8.7,False,False,True
1938,house,California,CA,11,146056,John R. Grey,Progressive,3821,2.6,False,False,True
1938,house,California,CA,11,146056,Orla E. Lair,Communist,817,0.6,False,False,True
1938,house,California,CA,12,123363,Jerry Voorhis,Democratic,75003,60.8,True,True,False
1938,house,California,CA,12,123363,Eugene W. Nixon,Republican,40457,32.8,False,False,False
1938,house,California,CA,12,123363,Russell R. Hand,Townsend,7903,6.4,False,False,False
1938,house,California,CA,13,146170,Charles Kramer,Democratic,96258,65.9,True,True,False
1938,house,California,CA,13,146170,K. L. Stockton,Republican,44808,30.7,False,False,False
1938,house,California,CA,13,146170,Louis Baron,Communist,5104,3.5,False,False,False
1938,house,California,CA,14,98963,Thomas F. Ford,Democratic,67588,68.3,True,True,False
1938,house,California,CA,14,98963,William D. Campbell,Republican,31375,31.7,False,False,False
1938,house,California,CA,15,137520,John M. Costello,Democratic,83086,60.4,True,True,False
1938,house,California,CA,15,137520,O. D. Thomas,Republican,51483,37.4,False,False,False
1938,house,California,CA,15,137520,Emil Freed,Communist,2951,2.1,False,False,False
1938,house,California,CA,16,155028,Leland M. Ford,Republican,97407,62.8,True,False,True
1938,house,California,CA,16,155028,John F. Dockweiler,Independent,,21.2,False,True,True
1938,house,California,CA,16,155028,Ted E. Felt,Townsend,16045,10.3,False,False,True
1938,house,California,CA,16,155028,J. Barton Hutchins,Progressive,,4.3,False,False,True
1938,house,California,CA,16,155028,La Rue McCormick,Communist,2070,1.3,False,False,True
1938,house,California,CA,17,96048,Lee E. Geyer,Democratic,56513,58.8,True,False,True
1938,house,California,CA,17,96048,Clifton A. Hix,Republican,26891,28.0,False,False,True
1938,house,California,CA,17,96048,Fred C. Wagner,Townsend,8870,9.2,False,False,True
1938,house,California,CA,17,96048,Robert O. Bates,Progressive,3774,3.9,False,False,True
1938,house,California,CA,18,107474,Thomas M. Eaton,Republican,52216,48.6,True,False,False
1938,house,California,CA,18,107474,Byron N. Scott,Democratic,51874,48.3,False,True,False
1938,house,California,CA,18,107474,Solomon Carr,Progressive,3384,3.1,False,False,False
1938,house,California,CA,19,142221,Harry R. Sheppard,Democratic,75819,53.3,True,True,False
1938,house,California,CA,19,142221,C. T. Johnson,Republican,66402,46.7,False,False,False
1938,house,California,CA,20,107953,Edouard Izac,Democratic,65243,60.4,True,True,False
1938,house,California,CA,20,107953,John L. Bacon,Republican,42710,39.6,False,False,False
