year,level,state,state_code,district,total_votes,candidate,party,votes,percentage,winner,incumbent,open_seat
1996,house,Alabama,AL,1,,Sonny Callahan,Republican,,64.36,True,True,False
1996,house,Alabama,AL,1,,Don Womack,Democratic,,33.82,False,False,False
1996,house,Alabama,AL,1,,Bob Burns,Libertarian,,1.61,False,False,False
1996,house,Alabama,AL,2,,Terry Everett,Republican,,63.19,True,True,False
1996,house,Alabama,AL,2,,Bob Gaines,Democratic,,35.42,False,False,False
1996,house,Alabama,AL,2,,Michael Probst,Libertarian,,1.26,False,False,False
1996,house,Alabama,AL,3,,Bob Riley,Republican,,50.42,True,False,True
1996,house,Alabama,AL,3,,Ted Little,Democratic,,47.3,False,False,True
1996,house,Alabama,AL,3,,Lucy Lawrence,Natural Law,,1.2,False,False,True
1996,house,Alabama,AL,3,,R.E. Stokes,Libertarian,,1.02,False,False,True
1996,house,Alabama,AL,4,,Robert Aderholt,Republican,,49.89,True,False,True
1996,house,Alabama,AL,4,,Bob Wilson,Democratic,,48.2,False,False,True
1996,house,Alabama,AL,4,,Alan F. Barksdale,Libertarian,,1.8,False,False,True
1996,house,Alabama,AL,5,,Bud Cramer,Democratic,,55.68,True,True,False
1996,house,Alabama,AL,5,,Wayne Parker,Republican,,42.19,False,False,False
1996,house,Alabama,AL,5,,Shirley Madison,Natural Law,,1.21,False,False,False
1996,house,Alabama,AL,5,,Craig Goodrich,Libertarian,,0.9,False,False,False
1996,house,Alabama,AL,6,,Spencer Bachus,Republican,,70.93,True,True,False
1996,house,Alabama,AL,6,,Mary Lynn Bates,Democratic,,27.31,False,False,False
1996,house,Alabama,AL,6,,Franklin Harris,Libertarian,,0.9,False,False,False
1996,house,Alabama,AL,6,,Diane Vogel,Natural Law,,0.83,False,False,False
1996,house,Alabama,AL,7,,Earl Hilliard,Democratic,,71.13,True,True,False
1996,house,Alabama,AL,7,,Joe Powell,Republican,,27.14,False,False,False
1996,house,Alabama,AL,7,,Ken Hager,Libertarian,,1.64,False,False,False
1996,house,Alaska,AK,AL,233700,Don Young,Republican,,59.41,True,True,False
1996,house,Alaska,AK,AL,233700,Georgianna Lincoln,Democratic,85114,36.42,False,False,False
1996,house,Alaska,AK,AL,233700,William Nemec,Alaskan Independence,,2.15,False,False,False
1996,house,Alaska,AK,AL,233700,John Grames,Green,4513,1.93,False,False,False
1996,house,Arizona,AZ,1,,Matt Salmon,Republican,,60.18,True,True,False
1996,house,Arizona,AZ,1,,John Cox,Democratic,,39.82,False,False,False
1996,house,Arizona,AZ,2,,Ed Pastor,Democratic,,65.01,True,True,False
1996,house,Arizona,AZ,2,,Jim Buster,Republican,,30.76,False,False,False
1996,house,Arizona,AZ,2,,Alice Bangle,Libertarian,,4.23,False,False,False
1996,house,Arizona,AZ,3,,Bob Stump,Republican,,66.52,True,True,False
1996,house,Arizona,AZ,3,,Alexander Schneider,Democratic,,33.48,False,False,False
1996,house,Arizona,AZ,4,,John Shadegg,Republican,,66.78,True,True,False
1996,house,Arizona,AZ,4,,Maria Milton,Democratic,,33.22,False,False,False
1996,house,Arizona,AZ,5,,Jim Kolbe,Republican,,68.74,True,True,False
1996,house,Arizona,AZ,5,,Mort Nelson,Democratic,,25.91,False,False,False
1996,house,Arizona,AZ,5,,John Zajac,Libertarian,,2.81,False,False,False
1996,house,Arizona,AZ,5,,Ed Finkelstein,Reform,,2.54,False,False,False
1996,house,Arizona,AZ,6,,J. D. Hayworth,Republican,,47.57,True,True,False
1996,house,Arizona,AZ,6,,Steve Owens,Democratic,,46.6,False,False,False
1996,house,Arizona,AZ,6,,Robert Anderson,Libertarian,,5.84,False,False,False
1996,house,Arkansas,AR,1,,Marion Berry,Democratic,,52.78,True,False,True
1996,house,Arkansas,AR,1,,Warren Dupwe,Republican,,44.34,False,False,True
1996,house,Arkansas,AR,1,,Keith Carle,Reform,,2.87,False,False,True
1996,house,Arkansas,AR,2,,Vic Snyder,Democratic,,52.34,True,False,True
1996,house,Arkansas,AR,2,,Bud Cummins,Republican,,47.65,False,False,True
1996,house,Arkansas,AR,3,,Asa Hutchinson,Republican,,55.7,True,False,True
1996,house,Arkansas,AR,3,,Ann Henry,Democratic,,41.84,False,False,True
1996,house,Arkansas,AR,3,,Tony Joe Huffman,Reform,,2.43,False,False,True
1996,house,Arkansas,AR,4,,Jay Dickey,Republican,,63.5,True,True,False
1996,house,Arkansas,AR,4,,Vincent Tolliver,Democratic,,36.5,False,False,False
1996,house,California,CA,1,241294,Frank Riggs,Republican,110242,49.63,True,True,False
1996,house,California,CA,1,241294,Michela Alioto,Democratic,96522,43.46,False,False,False
1996,house,California,CA,1,241294,Emil Rossi,Libertarian,15354,6.91,False,False,False
1996,house,California,CA,2,253593,Wally Herger,Republican,144913,60.8,True,True,False
1996,house,California,CA,2,253593,Roberts Braden,Democratic,80401,33.73,False,False,False
1996,house,California,CA,2,253593,Patrice Thiessen,Natural Law,7253,3.04,False,False,False
1996,house,California,CA,2,253593,William Brunner,Libertarian,5759,2.42,False,False,False
1996,house,California,CA,3,233624,Vic Fazio,Democratic,118663,53.52,True,True,False
1996,house,California,CA,3,233624,Tim Lefever,Republican,91134,41.1,False,False,False
1996,house,California,CA,3,233624,Timothy Erich,Reform,7701,3.47,False,False,False
1996,house,California,CA,3,233624,Erin Donelle,Libertarian,4239,1.91,False,False,False
1996,house,California,CA,4,288701,John Doolittle,Republican,164048,60.46,True,True,False
