year,level,state,state_code,district,total_votes,candidate,party,votes,percentage,winner,incumbent,open_seat
1980,house,Alabama,AL,1,,Jack Edwards,Republican,,94.8,True,True,False
1980,house,Alabama,AL,1,,Steve Smith,Libertarian,,5.2,False,False,False
1980,house,Alabama,AL,2,,William L. Dickinson,Republican,,60.6,True,True,False
1980,house,Alabama,AL,2,,Cecil Wyatt,Democratic,,36.7,False,False,False
1980,house,Alabama,AL,2,,Adam Hand,Libertarian,,2.4,False,False,False
1980,house,Alabama,AL,2,,Jerome Couch,Other,,0.4,False,False,False
1980,house,Alabama,AL,3,,Bill Nichols,Democratic,,100.0,True,True,False
1980,house,Alabama,AL,4,,Tom Bevill,Democratic,,97.9,True,True,False
1980,house,Alabama,AL,4,,A. J. Killingsworth,Other,,2.1,False,False,False
1980,house,Alabama,AL,5,,Ronnie Flippo,Democratic,,94.1,True,True,False
1980,house,Alabama,AL,5,,Betty T. Benson,Libertarian,,5.9,False,False,False
1980,house,Alabama,AL,6,,Albert L. Smith Jr.,Republican,,50.5,True,False,False
1980,house,Alabama,AL,6,,Pete Clifford,Democratic,,46.6,False,False,False
1980,house,Alabama,AL,6,,Richard H. Jacobson,Libertarian,,1.7,False,False,False
1980,house,Alabama,AL,6,,Philip Lenud,National Democratic,,0.9,False,False,False
1980,house,Alabama,AL,6,,Charles C. Robey,Other,,0.2,False,False,False
1980,house,Alabama,AL,7,,Richard Shelby,Democratic,,72.6,True,True,False
1980,house,Alabama,AL,7,,James E. Bacon,Republican,,25.7,False,False,False
1980,house,Alabama,AL,7,,Joe Walker,Libertarian,,1.3,False,False,False
1980,house,Alabama,AL,7,,Mary Owensby,Other,,0.5,False,False,False
1980,house,Alaska,AK,AL,154618,Don Young,Republican,,74.1,True,True,False
1980,house,Alaska,AK,AL,154618,Pat Parnell,Democratic,,25.9,False,False,False
1980,house,Arizona,AZ,1,,John Jacob Rhodes,Republican,,73.3,True,True,False
1980,house,Arizona,AZ,1,,Steve Jancek,Democratic,,21.4,False,False,False
1980,house,Arizona,AZ,1,,Irene Leitch,Libertarian,,4.2,False,False,False
1980,house,Arizona,AZ,1,,Rob Roper,Socialist Workers,,1.1,False,False,False
1980,house,Arizona,AZ,2,,Mo Udall,Democratic,,58.1,True,True,False
1980,house,Arizona,AZ,2,,Richard H. Huff,Republican,,40.4,False,False,False
1980,house,Arizona,AZ,2,,William Stefanov,Libertarian,,1.5,False,False,False
1980,house,Arizona,AZ,3,,Bob Stump,Democratic,,64.3,True,True,False
1980,house,Arizona,AZ,3,,Bob Croft,Republican,,30.0,False,False,False
1980,house,Arizona,AZ,3,,Sharon Hayse,Libertarian,,5.7,False,False,False
1980,house,Arizona,AZ,4,,Eldon Rudd,Republican,,62.6,True,True,False
1980,house,Arizona,AZ,4,,Les Miller,Democratic,,37.4,False,False,False
1980,house,Arkansas,AR,1,,Bill Alexander,Democratic,,100.0,True,True,False
1980,house,Arkansas,AR,2,,Ed Bethune,Republican,,79.0,True,True,False
1980,house,Arkansas,AR,2,,Jim Reid,Democratic,,21.0,False,False,False
1980,house,Arkansas,AR,3,,John Paul Hammerschmidt,Republican,,100.0,True,True,False
1980,house,Arkansas,AR,4,,Beryl Anthony Jr.,Democratic,,100.0,True,True,False
1980,house,California,CA,1,270199,Eugene A. Chappie,Republican,145098,53.7,True,False,False
1980,house,California,CA,1,270199,Harold T. Johnson,Democratic,107682,39.9,False,True,False
1980,house,California,CA,1,270199,Jim McClarin,Libertarian,17419,6.4,False,False,False
1980,house,California,CA,2,261674,Donald H. Clausen,Republican,141698,54.2,True,True,False
1980,house,California,CA,2,261674,Norma K. Bork,Democratic,109789,42.0,False,False,False
1980,house,California,CA,2,261674,Daniel Mosier,Libertarian,6833,2.6,False,False,False
1980,house,California,CA,2,261674,Linda D. Wren,Peace and Freedom,3354,1.3,False,False,False
1980,house,California,CA,3,241865,Bob Matsui,Democratic,,70.6,True,True,False
1980,house,California,CA,3,241865,Joseph Murphy,Republican,64215,26.5,False,False,False
1980,house,California,CA,3,241865,Bruce A. Daniel,Libertarian,6980,2.9,False,False,False
1980,house,California,CA,4,205055,Vic Fazio,Democratic,133853,65.3,True,True,False
1980,house,California,CA,4,205055,Albert Dehr,Republican,60935,29.7,False,False,False
1980,house,California,CA,4,205055,Robert J. Burnside,Libertarian,10267,5.0,False,False,False
1980,house,California,CA,5,197821,John L. Burton,Democratic,101105,51.1,True,True,False
1980,house,California,CA,5,197821,Dennis McQuaid,Republican,89624,45.3,False,False,False
1980,house,California,CA,5,197821,Dan P. Dougherty,Libertarian,7092,3.6,False,False,False
1980,house,California,CA,6,134650,Phillip Burton,Democratic,93400,69.4,True,True,False
1980,house,California,CA,6,134650,Tom Spinosa,Republican,34500,25.6,False,False,False
1980,house,California,CA,6,134650,Roy Childs,Libertarian,6750,5.0,False,False,False
1980,house,California,CA,7,224469,George Miller,Democratic,142044,63.3,True,True,False
