year,level,state,state_code,district,total_votes,candidate,party,votes,percentage,winner,incumbent,open_seat
2006,house,Alabama,AL,1,165841,Jo Bonner,Republican,,68.1,True,True,False
2006,house,Alabama,AL,1,165841,Vivian Beckerle,Democratic,,31.8,False,False,False
2006,house,Alabama,AL,2,178919,Terry Everett,Republican,,69.5,True,True,False
2006,house,Alabama,AL,2,178919,Chuck James,Democratic,54450,30.4,False,False,False
2006,house,Alabama,AL,3,165301,Mike D. Rogers,Republican,,59.4,True,False,False
2006,house,Alabama,AL,3,165301,Greg Pierce,Democratic,,38.5,False,False,False
2006,house,Alabama,AL,3,165301,Mark Layfield,Independent,,2.1,False,False,False
2006,house,Alabama,AL,4,183072,Robert Aderholt,Republican,,70.2,True,True,False
2006,house,Alabama,AL,4,183072,Barbara Bobo,Democratic,54382,29.7,False,False,False
2006,house,Alabama,AL,5,145555,Bud Cramer,Democratic,,98.3,True,True,False
2006,house,Alabama,AL,6,166300,Spencer Bachus,Republican,,98.3,True,True,False
2006,house,Alabama,AL,7,135164,Artur Davis,Democratic,,99.0,True,True,False
2006,house,Alaska,AK,AL,234645,Don Young,Republican,132743,56.8,True,True,False
2006,house,Alaska,AK,AL,234645,Diane Benson,Democratic,,40.2,False,False,False
2006,house,Alaska,AK,AL,234645,Alexander Crawford,Libertarian,4029,1.7,False,False,False
2006,house,Alaska,AK,AL,234645,Eva Ince,Green,,0.8,False,False,False
2006,house,Alaska,AK,AL,234645,Bill Ratigan,Independent,1615,0.7,False,False,False
2006,house,Arizona,AZ,1,204139,Rick Renzi,Republican,105646,51.8,True,True,False
2006,house,Arizona,AZ,1,204139,Ellen Simon,Democratic,88691,43.4,False,False,False
2006,house,Arizona,AZ,1,204139,David Schlosser,Libertarian,9802,4.8,False,False,False
2006,house,Arizona,AZ,2,230560,Trent Franks,Republican,135150,58.6,True,True,False
2006,house,Arizona,AZ,2,230560,John Thrasher,Democratic,89671,38.9,False,False,False
2006,house,Arizona,AZ,2,230560,Powell Gammill,Libertarian,5734,2.5,False,False,False
2006,house,Arizona,AZ,3,189849,John Shadegg,Republican,112519,59.3,True,True,False
2006,house,Arizona,AZ,3,189849,Don Chilton,Democratic,,38.2,False,False,False
2006,house,Arizona,AZ,3,189849,Mark Yannone,Libertarian,4744,2.5,False,False,False
2006,house,Arizona,AZ,4,77861,Ed Pastor,Democratic,56464,72.5,True,True,False
2006,house,Arizona,AZ,4,77861,Don Karg,Republican,18627,23.9,False,False,False
2006,house,Arizona,AZ,4,77861,Ronald Harders,Libertarian,2770,3.6,False,False,False
2006,house,Arizona,AZ,5,202010,Harry Mitchell,Democratic,101838,50.4,True,False,False
2006,house,Arizona,AZ,5,202010,J. D. Hayworth,Republican,93815,46.4,False,True,False
2006,house,Arizona,AZ,5,202010,Warren Severin,Libertarian,6357,3.1,False,False,False
2006,house,Arizona,AZ,6,,Jeff Flake,Republican,,74.8,True,True,False
2006,house,Arizona,AZ,6,,Jason Blair,Libertarian,,25.2,False,False,False
2006,house,Arizona,AZ,7,131525,Raúl Grijalva,Democratic,80354,61.1,True,True,False
2006,house,Arizona,AZ,7,131525,Ron Drake,Republican,46498,35.4,False,False,False
2006,house,Arizona,AZ,7,131525,Joe Cobb,Libertarian,4673,3.6,False,False,False
2006,house,Arizona,AZ,8,253720,Gabby Giffords,Democratic,137655,54.3,True,False,True
2006,house,Arizona,AZ,8,253720,Randy Graf,Republican,106790,42.1,False,False,True
2006,house,Arizona,AZ,8,253720,David Nolan,Libertarian,,1.9,False,False,True
2006,house,Arizona,AZ,8,253720,Jay Quick,Independent,,1.7,False,False,True
2006,house,Arkansas,AR,1,184188,Marion Berry,Democratic,127577,69.2,True,True,False
2006,house,Arkansas,AR,1,184188,Mickey Stumbaugh,Republican,,30.8,False,False,False
2006,house,Arkansas,AR,2,184188,Vic Snyder,Democratic,124871,60.5,True,True,False
2006,house,Arkansas,AR,2,184188,Andy Mayberry,Republican,81432,39.5,False,False,False
2006,house,Arkansas,AR,3,200924,John Boozman,Republican,125039,62.4,True,True,False
2006,house,Arkansas,AR,3,200924,Woodrow Anderson,Democratic,75885,37.6,False,False,False
2006,house,Arkansas,AR,4,171596,Mike Ross,Democratic,128236,74.5,True,False,False
2006,house,Arkansas,AR,4,171596,Joe Ross,Republican,43360,25.5,False,False,False
2006,house,California,CA,1,218044,Mike Thompson,Democratic,144409,66.3,True,False,False
2006,house,California,CA,1,218044,John Jones,Republican,63194,29.0,False,False,False
2006,house,California,CA,1,218044,Pamela Elizondo,Green,6899,3.1,False,False,False
2006,house,California,CA,1,218044,Tim Stock,Peace and Freedom,,1.6,False,False,False
2006,house,California,CA,2,210202,Wally Herger,Republican,134911,64.2,True,True,False
2006,house,California,CA,2,210202,Arjinderpal Sekhon,Democratic,68234,32.5,False,False,False
2006,house,California,CA,2,210202,E. Kent Hinesley,Libertarian,7057,3.3,False,False,False
2006,house,California,CA,3,228169,Dan Lungren,Republican,135709,59.5,True,True,True
2006,house,California,CA,3,228169,Bill Durston,Democratic,86318,37.9,False,False,True
2006,house,California,CA,3,228169,Douglas Arthur Tuma,Libertarian,,1.6,False,False,True
2006,house,California,CA,3,228169,Mike Roskey,Peace and Freedom,,1.0,False,False,True
2006,house,California,CA,4,276893,John Doolittle,Republican,135818,49.9,True,True,False
2006,house,California,CA,4,276893,Charles Brown,Democratic,126999,45.4,False,False,False
2006,house,California,CA,4,276893,Dan Warren,Libertarian,14076,5.0,False,False,False
2006,house,California,CA,5,149266,Doris Matsui,Democratic,105676,70.8,True,True,False
2006,house,California,CA,5,149266,X. Claire Yan,Republican,,23.6,False,False,False
2006,house,California,CA,5,149266,Jeff Kravitz,Green,6466,4.3,False,False,False
2006,house,California,CA,5,149266,John C. Reiger,Peace and Freedom,,1.3,False,False,False
2006,house,California,CA,6,246628,Lynn Woolsey,Democratic,173190,70.3,True,True,False
2006,house,California,CA,6,246628,Todd Hopper,Republican,,26.1,False,False,False
2006,house,California,CA,6,246628,Rich Friesen,Libertarian,,3.6,False,False,False
2006,house,California,CA,7,140486,George Miller,Democratic,118000,83.9,True,False,False
2006,house,California,CA,7,140486,Camden McConnell,Libertarian,22486,16.1,False,False,False
2006,house,California,CA,8,184639,Nancy Pelosi,Democratic,148435,80.4,True,True,False
2006,house,California,CA,8,184639,Mike DeNunzio,Republican,19800,10.8,False,False,False
2006,house,California,CA,8,184639,Krissy Keefer,Green,13653,7.4,False,False,False
2006,house,California,CA,8,184639,Philip Berg,Libertarian,2751,1.4,False,False,False
2006,house,California,CA,9,193686,Barbara Lee,Democratic,167245,86.4,True,True,False
2006,house,California,CA,9,193686,John den Dulk,Republican,,10.7,False,False,False
2006,house,California,CA,9,193686,James Eyer,Libertarian,5655,2.9,False,False,False
2006,house,California,CA,10,196978,Ellen Tauscher,Democratic,130859,66.5,True,True,False
2006,house,California,CA,10,196978,Darcy Linn,Republican,66069,33.5,False,False,False
2006,house,California,CA,11,206264,Jerry McNerney,Democratic,109868,53.2,True,False,False
2006,house,California,CA,11,206264,Richard Pombo,Republican,96396,46.8,False,True,False
2006,house,California,CA,12,182324,Tom Lantos,Democratic,138650,76.1,True,True,False
2006,house,California,CA,12,182324,Michael Moloney,Republican,,23.9,False,False,False
2006,house,California,CA,13,147897,Pete Stark,Democratic,110756,74.9,True,True,False
2006,house,California,CA,13,147897,George Bruno,Republican,37141,25.1,False,False,False
2006,house,California,CA,14,198575,Anna Eshoo,Democratic,141153,71.1,True,True,False
2006,house,California,CA,14,198575,Rob Smith,Republican,48097,24.3,False,False,False
2006,house,California,CA,14,198575,Brian Holtz,Libertarian,4692,2.3,False,False,False
2006,house,California,CA,14,198575,Carol Brouillet,Green,4633,2.3,False,False,False
2006,house,California,CA,15,159718,Mike Honda,Democratic,115532,72.4,True,True,False
2006,house,California,CA,15,159718,Raymond Chukwu,Republican,44186,27.6,False,False,False
2006,house,California,CA,16,136059,Zoe Lofgren,Democratic,98929,72.8,True,True,False
2006,house,California,CA,16,136059,Charel Winston,Republican,37130,27.2,False,False,False
2006,house,California,CA,17,159293,Sam Farr,Democratic,120750,75.9,True,True,False
2006,house,California,CA,17,159293,Anthony DeMaio,Republican,,22.6,False,False,False
2006,house,California,CA,18,108713,Dennis Cardoza,Democratic,71182,65.4,True,True,False
2006,house,California,CA,18,108713,John Kanno,Republican,37531,34.6,False,False,False
2006,house,California,CA,19,181994,George Radanovich,Republican,110246,60.6,True,True,False
2006,house,California,CA,19,181994,T.J. Cox,Democratic,,39.4,False,False,False
2006,house,California,CA,20,61120,Jim Costa,Democratic,61120,100.0,True,True,False
2006,house,California,CA,21,142661,Devin Nunes,Republican,95214,66.6,True,True,False
2006,house,California,CA,21,142661,Steven Haze,Democratic,42718,30.1,False,False,False
2006,house,California,CA,21,142661,John Miller,Green,4729,3.3,False,False,False
2006,house,California,CA,22,188504,Kevin McCarthy,Republican,133278,70.8,True,False,True
2006,house,California,CA,22,188504,Sharon Beery,Democratic,55226,29.2,False,False,True
2006,house,California,CA,23,175951,Lois Capps,Democratic,114661,65.2,True,True,False
2006,house,California,CA,23,175951,Victor Tognazzini,Republican,61272,34.8,False,False,False
2006,house,California,CA,24,209292,Elton Gallegly,Republican,129812,62.1,True,True,False
2006,house,California,CA,24,209292,Jill Martinez,Democratic,79461,37.9,False,False,False
2006,house,California,CA,25,156773,Buck McKeon,Republican,,60.1,True,True,False
2006,house,California,CA,25,156773,Robert Rodriguez,Democratic,55913,35.6,False,False,False
2006,house,California,CA,25,156773,David Erickson,Libertarian,6873,4.3,False,False,False
2006,house,California,CA,26,179144,David Dreier,Republican,102028,57.0,True,True,False
2006,house,California,CA,26,179144,Cynthia Matthews,Democratic,67878,37.9,False,False,False
2006,house,California,CA,26,179144,Ted Brown,Libertarian,5887,3.3,False,False,False
2006,house,California,CA,26,179144,Elliott Graham,American Independent,3351,1.8,False,False,False
2006,house,California,CA,27,134724,Brad Sherman,Democratic,92650,68.8,True,True,False
