year,level,state,state_code,district,total_votes,candidate,party,votes,percentage,winner,incumbent,open_seat
1922,house,Alabama,AL,1,,John McDuffie,Democratic,,100.0,True,True,False
1922,house,Alabama,AL,2,,John R. Tyson,Democratic,,100.0,True,True,False
1922,house,Alabama,AL,3,,Henry B. Steagall,Democratic,,100.0,True,True,False
1922,house,Alabama,AL,4,,Lamar Jeffers,Democratic,,100.0,True,True,False
1922,house,Alabama,AL,5,,William B. Bowling,Democratic,,100.0,True,True,False
1922,house,Alabama,AL,6,,William B. Oliver,Democratic,,100.0,True,True,False
1922,house,Alabama,AL,7,,Miles C. Allgood,Democratic,,100.0,True,False,True
1922,house,Alabama,AL,8,,Edward B. Almon,Democratic,,100.0,True,True,False
1922,house,Alabama,AL,9,,George Huddleston,Democratic,,100.0,True,True,False
1922,house,Alabama,AL,10,,William B. Bankhead,Democratic,,100.0,True,True,False
1922,house,Arizona,AZ,AL,59722,Carl Hayden,Democratic,45121,75.6,True,True,False
1922,house,Arizona,AZ,AL,59722,Emma M. Guild,Republican,14601,24.4,False,False,False
1922,house,Arkansas,AR,1,,William J. Driver,Democratic,,100.0,True,True,False
1922,house,Arkansas,AR,2,,William A. Oldfield,Democratic,,100.0,True,True,False
1922,house,Arkansas,AR,3,,John N. Tillman,Democratic,,100.0,True,True,False
1922,house,Arkansas,AR,4,,Otis Wingo,Democratic,,100.0,True,True,False
1922,house,Arkansas,AR,5,,Heartsill Ragon,Democratic,,100.0,True,False,True
1922,house,Arkansas,AR,6,,Lewis E. Sawyer,Democratic,,100.0,True,False,True
1922,house,Arkansas,AR,7,,Tilman B. Parks,Democratic,,100.0,True,True,False
1922,house,California,CA,1,53129,Clarence F. Lea,Democratic,53129,100.0,True,True,False
1922,house,California,CA,2,32981,John E. Raker,Democratic,32981,100.0,True,True,False
1922,house,California,CA,3,77877,Charles F. Curry,Republican,71316,91.6,True,True,False
1922,house,California,CA,3,77877,Marcus H. Steely,Socialist,6561,8.4,False,False,False
1922,house,California,CA,4,56074,Julius Kahn,Republican,46527,83.0,True,True,False
1922,house,California,CA,4,56074,Hugo Ernst,Socialist,9547,17.0,False,False,False
1922,house,California,CA,5,49414,John I. Nolan,Republican,49414,100.0,True,True,False
1922,house,California,CA,6,90185,James H. MacLafferty,Republican,59858,66.4,True,True,False
1922,house,California,CA,6,90185,Hugh W. Brunk,Democratic,22711,25.2,False,False,False
1922,house,California,CA,6,90185,Elvina S. Beals,Socialist,7616,8.4,False,False,False
1922,house,California,CA,7,67000,Henry E. Barbour,Republican,67000,100.0,True,True,False
1922,house,California,CA,8,57926,Arthur M. Free,Republican,57926,100.0,True,True,False
1922,house,California,CA,9,112059,Walter F. Lineberger,Republican,66265,59.1,True,True,False
1922,house,California,CA,9,112059,Charles H. Randall,Democratic,45794,40.9,False,False,False
1922,house,California,CA,10,98739,Henry Z. Osborne,Republican,98739,100.0,True,True,True
1922,house,California,CA,11,86505,Phil Swing,Republican,,91.4,True,True,False
1922,house,California,CA,11,86505,George Bauer,Socialist,7466,8.6,False,False,False
1922,house,Colorado,CO,1,,William N. Vaile,Republican,,55.5,True,True,False
1922,house,Colorado,CO,1,,Benjamin Hilliard,Democratic,,42.9,False,False,False
1922,house,Colorado,CO,1,,Hattie K. Howard,Farmer-Labor,,1.6,False,False,False
1922,house,Colorado,CO,2,,Charles B. Timberlake,Republican,,57.3,True,True,False
1922,house,Colorado,CO,2,,Charles M. Worth,Democratic,,42.7,False,False,False
1922,house,Colorado,CO,3,,Guy U. Hardy,Republican,,52.4,True,True,False
1922,house,Colorado,CO,3,,Chester B. Horn,Democratic,,47.6,False,False,False
1922,house,Colorado,CO,4,,Edward T. Taylor,Democratic,,64.3,True,True,False
1922,house,Colorado,CO,4,,Merle D. Vincent,Republican,,35.7,False,False,False
1922,house,Connecticut,CT,1,,E. Hart Fenn,Republican,,52.2,True,True,False
1922,house,Connecticut,CT,1,,Joseph S. Dutton,Democratic,,45.6,False,False,False
1922,house,Connecticut,CT,1,,Henry Vanderburgh,Socialist Labor,,2.2,False,False,False
1922,house,Connecticut,CT,2,,Richard P. Freeman,Republican,,55.4,True,True,False
1922,house,Connecticut,CT,2,,Raymond J. Jodoin,Democratic,,43.5,False,False,False
1922,house,Connecticut,CT,2,,Albert Boardman,Socialist Labor,,1.2,False,False,False
1922,house,Connecticut,CT,3,,John Q. Tilson,Republican,,52.3,True,True,False
1922,house,Connecticut,CT,3,,Stephen Whitney,Democratic,,45.7,False,False,False
1922,house,Connecticut,CT,3,,? Williams,Socialist Labor,,2.0,False,False,False
1922,house,Connecticut,CT,4,,Schuyler Merritt,Republican,,53.9,True,True,False
1922,house,Connecticut,CT,4,,Archibald McNeil,Democratic,,44.3,False,False,False
1922,house,Connecticut,CT,4,,? Moffatt,Socialist Labor,,1.8,False,False,False
1922,house,Connecticut,CT,5,,Patrick B. O'Sullivan,Democratic,,49.7,True,False,False
1922,house,Connecticut,CT,5,,James P. Glynn,Republican,,49.1,False,True,False
