year,level,state,state_code,district,total_votes,candidate,party,votes,percentage,winner,incumbent,open_seat
1936,house,Alabama,AL,1,,Frank W. Boykin,Democratic,,100.0,True,True,False
1936,house,Alabama,AL,1,,Frank Bunkley,Write-in,,0.01,False,False,False
1936,house,Alabama,AL,2,,J. Lister Hill,Democratic,,99.1,True,True,False
1936,house,Alabama,AL,2,,J. W. Clemmons,Union,,0.9,False,False,False
1936,house,Alabama,AL,3,,Henry B. Steagall,Democratic,,100.0,True,True,False
1936,house,Alabama,AL,4,,Sam Hobbs,Democratic,,86.4,True,True,False
1936,house,Alabama,AL,4,,Charles R. Robinson,Republican,,13.6,False,False,False
1936,house,Alabama,AL,5,,Joe Starnes,Democratic,,100.0,True,True,False
1936,house,Alabama,AL,6,,Pete Jarman,Democratic,,100.0,True,False,True
1936,house,Alabama,AL,7,,William B. Bankhead,Democratic,,73.0,True,True,False
1936,house,Alabama,AL,7,,J. B. Weaver,Republican,,27.0,False,False,False
1936,house,Alabama,AL,8,,John Sparkman,Democratic,,99.7,True,False,True
1936,house,Alabama,AL,8,,Harry J. Frahn,Union,,0.3,False,False,True
1936,house,Alabama,AL,9,,Luther Patrick,Democratic,,91.8,True,False,False
1936,house,Alabama,AL,9,,J. G. Bass,Republican,,8.0,False,False,False
1936,house,Alabama,AL,9,,W. S. Glazener,Union,,0.2,False,False,False
1936,house,Arizona,AZ,AL,,John R. Murdock,Democratic,,68.6,True,False,True
1936,house,Arizona,AZ,AL,,George L. Burgess,Republican,,29.4,False,False,True
1936,house,Arizona,AZ,AL,,E. C. Whitesitt,Union,,1.5,False,False,True
1936,house,Arizona,AZ,AL,,A. B. Potter,Socialist,,0.4,False,False,True
1936,house,Arkansas,AR,1,,William J. Driver,Democratic,,100.0,True,True,False
1936,house,Arkansas,AR,2,,John E. Miller,Democratic,,100.0,True,True,False
1936,house,Arkansas,AR,3,,Claude Fuller,Democratic,,100.0,True,True,False
1936,house,Arkansas,AR,4,,William B. Cravens,Democratic,,100.0,True,True,False
1936,house,Arkansas,AR,5,,David D. Terry,Democratic,,100.0,True,True,False
1936,house,Arkansas,AR,6,,John L. McClellan,Democratic,,100.0,True,True,False
1936,house,Arkansas,AR,7,,Wade H. Kitchens,Democratic,,100.0,True,False,True
1936,house,California,CA,1,107938,Clarence F. Lea,Democratic,58073,53.8,True,True,False
1936,house,California,CA,1,107938,Nelson B. Van Matre,Republican,48647,45.1,False,False,False
1936,house,California,CA,1,107938,Vernon Dennis Healy,Communist,1218,1.1,False,False,False
1936,house,California,CA,2,51416,Harry Lane Englebright,Republican,51416,100.0,True,True,False
1936,house,California,CA,3,98810,Frank H. Buck,Democratic,93110,90.6,True,True,False
1936,house,California,CA,3,98810,Walter Schaefer,Write-in,,5.2,False,False,False
1936,house,California,CA,3,98810,Perry Hill,Communist,4390,4.3,False,False,False
1936,house,California,CA,4,109579,Franck R. Havenner,Progressive,64063,58.5,True,False,False
1936,house,California,CA,4,109579,Florence Prag Kahn,Republican,43805,40.0,False,True,False
