year,level,state,state_code,district,total_votes,candidate,party,votes,percentage,winner,incumbent,open_seat
2016,house,Alabama,AL,1,215893,Bradley Byrne,Republican,208083,96.4,True,True,False
2016,house,Alabama,AL,2,276584,Martha Roby,Republican,134886,48.8,True,True,False
2016,house,Alabama,AL,2,276584,Nathan Mathis,Democratic,112089,40.5,False,False,False
2016,house,Alabama,AL,3,287104,Mike D. Rogers,Republican,,66.9,True,False,False
2016,house,Alabama,AL,3,287104,Jesse Smith,Democratic,94549,32.9,False,False,False
2016,house,Alabama,AL,4,239444,Robert Aderholt,Republican,235925,98.5,True,True,False
2016,house,Alabama,AL,5,308326,Mo Brooks,Republican,205647,66.7,True,True,False
2016,house,Alabama,AL,5,308326,Will Boyd,Democratic,,33.2,False,False,False
2016,house,Alabama,AL,6,329306,Gary Palmer,Republican,245313,74.5,True,False,False
2016,house,Alabama,AL,6,329306,David Putman,Democratic,,25.4,False,False,False
2016,house,Alabama,AL,7,233028,Terri Sewell,Democratic,229330,98.4,True,True,False
2016,house,Alaska,AK,AL,308198,Don Young,Republican,155088,50.3,True,True,False
2016,house,Alaska,AK,AL,308198,Steve Lindbeck,Democratic,111019,36.0,False,False,False
2016,house,Alaska,AK,AL,308198,Jim C. McDermott,Libertarian,,10.3,False,False,False
2016,house,Alaska,AK,AL,308198,Bernie Souphanavong,Independent,9093,3.0,False,False,False
2016,house,Arizona,AZ,1,280710,Tom O'Halleran,Democratic,142219,50.7,True,False,True
2016,house,Arizona,AZ,1,280710,Paul Babeu,Republican,121745,43.4,False,False,True
2016,house,Arizona,AZ,1,280710,Ray Parrish,Green,16746,6.0,False,False,True
2016,house,Arizona,AZ,2,315679,Martha McSally,Republican,179806,57.0,True,True,False
2016,house,Arizona,AZ,2,315679,Matt Heinz,Democratic,135873,43.0,False,False,False
2016,house,Arizona,AZ,3,151035,Raúl Grijalva,Democratic,148973,98.6,True,True,False
2016,house,Arizona,AZ,4,284783,Paul Gosar,Republican,203487,71.5,True,True,False
2016,house,Arizona,AZ,4,284783,Mikel Weisser,Democratic,81296,28.5,False,False,False
2016,house,Arizona,AZ,5,320124,Andy Biggs,Republican,205184,64.1,True,False,True
2016,house,Arizona,AZ,5,320124,Talia Fuentes,Democratic,114940,35.9,False,False,True
2016,house,Arizona,AZ,6,324444,David Schweikert,Republican,201578,62.1,True,True,False
2016,house,Arizona,AZ,6,324444,John Williamson,Democratic,,37.9,False,False,False
2016,house,Arizona,AZ,7,158811,Ruben Gallego,Democratic,119465,75.2,True,True,False
2016,house,Arizona,AZ,7,158811,Eve Nunez,Republican,39286,24.7,False,False,False
2016,house,Arizona,AZ,8,298971,Trent Franks,Republican,204942,68.5,True,True,False
2016,house,Arizona,AZ,8,298971,Mark Salazar,Green,93954,31.43,False,False,False
2016,house,Arizona,AZ,9,277507,Kyrsten Sinema,Democratic,169055,60.9,True,True,False
2016,house,Arizona,AZ,9,277507,Dave Giles,Republican,108350,39.1,False,False,False
2016,house,Arkansas,AR,1,241047,Rick Crawford,Republican,183866,76.3,True,True,False
2016,house,Arkansas,AR,1,241047,Mark West,Libertarian,57181,23.7,False,False,False
2016,house,Arkansas,AR,2,302464,French Hill,Republican,176472,58.4,True,True,False
2016,house,Arkansas,AR,2,302464,Dianne Curry,Democratic,111347,36.8,False,False,False
2016,house,Arkansas,AR,2,302464,Chris Hayes,Libertarian,14342,4.7,False,False,False
2016,house,Arkansas,AR,3,280907,Steve Womack,Republican,217192,77.3,True,True,False
2016,house,Arkansas,AR,3,280907,Steve Isaacson,Libertarian,63715,22.7,False,False,False
