year,level,state,state_code,district,total_votes,candidate,party,votes,percentage,winner,incumbent,open_seat
1958,house,Alabama,AL,1,,Frank W. Boykin,Democratic,,100.0,True,True,False
1958,house,Alabama,AL,2,,George M. Grant,Democratic,,100.0,True,True,False
1958,house,Alabama,AL,3,,George W. Andrews,Democratic,,100.0,True,True,False
1958,house,Alabama,AL,4,,Kenneth A. Roberts,Democratic,,100.0,True,True,False
1958,house,Alabama,AL,5,,Albert Rains,Democratic,,100.0,True,True,False
1958,house,Alabama,AL,6,,Armistead I. Selden Jr.,Democratic,,100.0,True,True,False
1958,house,Alabama,AL,7,,Carl Elliott,Democratic,,100.0,True,True,False
1958,house,Alabama,AL,8,,Robert E. Jones Jr.,Democratic,,100.0,True,True,False
1958,house,Alabama,AL,9,,George Huddleston Jr.,Democratic,,86.3,True,True,False
1958,house,Alabama,AL,9,,Frank L. Mason,Republican,,13.7,False,False,False
1958,house,Alaska,AK,AL,,Ralph Julian Rivers,Democratic,,57.5,True,False,True
1958,house,Alaska,AK,AL,,Henry A. Benson,Republican,,42.5,False,False,True
1958,house,Arizona,AZ,1,,John J. Rhodes,Republican,,59.2,True,True,False
1958,house,Arizona,AZ,1,,Joe Haldiman Jr.,Democratic,,40.8,False,False,False
1958,house,Arizona,AZ,2,,Stewart Udall,Democratic,,60.9,True,True,False
1958,house,Arizona,AZ,2,,Jack Speiden,Republican,,39.1,False,False,False
1958,house,Arkansas,AR,1,,Ezekiel C. Gathings,Democratic,,100.0,True,True,False
1958,house,Arkansas,AR,2,,Wilbur Mills,Democratic,,100.0,True,True,False
1958,house,Arkansas,AR,3,,James William Trimble,Democratic,,100.0,True,True,False
1958,house,Arkansas,AR,4,,Oren Harris,Democratic,,100.0,True,True,False
1958,house,Arkansas,AR,5,,Dale Alford,Independent Democratic,,51.0,True,False,False
1958,house,Arkansas,AR,5,,Brooks Hays,Democratic,,49.0,False,True,False
1958,house,Arkansas,AR,6,,William F. Norrell,Democratic,,100.0,True,True,False
1958,house,California,CA,1,185903,Clem Miller,Democratic,,54.9,True,False,True
1958,house,California,CA,1,185903,Frederick G. Dupuis,Republican,84807,45.1,False,False,True
1958,house,California,CA,2,149049,Harold T. Johnson,Democratic,90850,61.0,True,False,True
1958,house,California,CA,2,149049,Curtis W. Tarr,Republican,58199,39.0,False,False,True
1958,house,California,CA,3,169727,John E. Moss,Democratic,169727,100.0,True,True,False
1958,house,California,CA,4,164372,William S. Mailliard,Republican,98574,60.0,True,True,False
1958,house,California,CA,4,164372,George D. Collins Jr.,Democratic,65798,40.0,False,False,False
1958,house,California,CA,5,99171,John F. Shelley,Democratic,99171,100.0,True,True,False
1958,house,California,CA,6,181861,John F. Baldwin Jr.,Republican,92669,51.0,True,True,False
1958,house,California,CA,6,181861,Howard H. Jewel,Democratic,89192,49.0,False,False,False
1958,house,California,CA,7,128969,Jeffery Cohelan,Democratic,65699,50.9,True,False,False
1958,house,California,CA,7,128969,John J. Allen Jr.,Republican,63270,49.1,False,True,False
1958,house,California,CA,8,181437,George P. Miller,Democratic,181437,100.0,True,True,False
1958,house,California,CA,9,154332,J. Arthur Younger,Republican,90735,58.8,True,True,False
1958,house,California,CA,9,154332,Elma D. Oddstad,Democratic,63597,41.2,False,False,False
1958,house,California,CA,10,217609,Charles Gubser,Republican,,54.6,True,True,False
1958,house,California,CA,10,217609,Russell B. Bryan,Democratic,98894,45.4,False,False,False
1958,house,California,CA,11,125351,John J. McFall,Democratic,86924,69.3,True,True,False
