year,state,state_code,office,candidate,party,percentage,winner,incumbent
1942,Alabama,AL,governor,Chauncey Sparks,Democratic,89.0,True,False
1942,Alabama,AL,governor,Hugh McEniry,Republican,10.5,False,False
1942,Alabama,AL,governor,Ordway Southard,Communist,0.5,False,False
1942,Arizona,AZ,governor,Sidney Preston Osborn,Democratic,72.5,True,True
1942,Arizona,AZ,governor,Jerrie W. Lee,Republican,26.9,False,False
1942,Arizona,AZ,governor,Charles R. Osburn,Prohibition,0.6,False,False
1942,Arkansas,AR,governor,Primary election:,,,True,False
1942,Arkansas,AR,governor,Homer Martin Adkins,Democratic,71.8,True,True
1942,Arkansas,AR,governor,Fred Keller,Democratic,26.3,False,False
1942,Arkansas,AR,governor,Bill Neill,Democratic,1.0,False,False
1942,Arkansas,AR,governor,Vernon Heath,Democratic,0.91,False,False
1942,Arkansas,AR,governor,General election:,,,True,False
1942,California,CA,governor,Earl Warren,Republican,57.1,True,False
1942,California,CA,governor,Culbert Olson,Democratic,41.8,False,True
1942,California,CA,governor,Nathan T. Porter,Independent,0.7,False,False
1942,California,CA,governor,Fred Dyster,Prohibition,0.5,False,False
1942,Colorado,CO,governor,John Charles Vivian,Republican,56.2,True,False
1942,Colorado,CO,governor,Homer F. Bedford,Democratic,43.4,False,False
1942,Colorado,CO,governor,William R. Dietrich,Communist,0.4,False,False
1942,Connecticut,CT,governor,Raymond E. Baldwin,Republican,49.0,True,False
1942,Connecticut,CT,governor,Robert A. Hurley,Democratic,44.4,False,True
1942,Connecticut,CT,governor,Jasper McLevy,Socialist,6.0,False,False
1942,Connecticut,CT,governor,Joseph C. Borden Jr.,Labor,0.7,False,False
1942,Georgia,GA,governor,Primary election:,,,True,False
1942,Georgia,GA,governor,Ellis Arnall,Democratic,57.65,True,False
1942,Georgia,GA,governor,Eugene Talmadge,Democratic,42.35,False,True
1942,Georgia,GA,governor,General election:,,,True,False
1942,Idaho,ID,governor,C. A. Bottolfsen,Republican,50.15,True,False
1942,Idaho,ID,governor,Chase A. Clark,Democratic,49.85,False,True
1942,Iowa,IA,governor,Bourke B. Hickenlooper,Republican,62.8,True,False
1942,Iowa,IA,governor,Nelson G. Kraschel,Democratic,37.0,False,False
1942,Iowa,IA,governor,Ward Hall,Prohibition,0.2,False,False
1942,Iowa,IA,governor,F. M. Briggs,Independent,0.1,False,False
1942,Kansas,KS,governor,Andrew Frank Schoeppel,Republican,56.7,True,False
1942,Kansas,KS,governor,William H. Burke,Democratic,41.8,False,False
1942,Kansas,KS,governor,David C. White,Prohibition,1.3,False,False
1942,Kansas,KS,governor,Ida A. Beloof,Socialist,0.3,False,False
1942,Maine,ME,governor,Sumner Sewall,Republican,66.8,True,True
1942,Maine,ME,governor,George W. Lane Jr.,Democratic,33.2,False,False
1942,Maryland,MD,governor,Herbert O'Conor,Democratic,52.6,True,True
1942,Maryland,MD,governor,Theodore McKeldin,Republican,47.5,False,False
1942,Massachusetts,MA,governor,Leverett Saltonstall,Republican,54.1,True,True
1942,Massachusetts,MA,governor,Roger Putnam,Democratic,45.0,False,False
1942,Massachusetts,MA,governor,Otis Archer Hood,Communist,0.3,False,False
1942,Massachusetts,MA,governor,Joseph S. Massidda,Socialist,0.2,False,False
1942,Massachusetts,MA,governor,Henning A. Blomen,Labor,0.2,False,False
1942,Massachusetts,MA,governor,Guy S. Williams,Prohibition,0.1,False,False
1942,Michigan,MI,governor,Harry Kelly,Republican,52.6,True,False
1942,Michigan,MI,governor,Murray Van Wagoner,Democratic,46.7,False,True
1942,Michigan,MI,governor,Frederic S. Goodrich,Prohibition,0.7,False,False
1942,Minnesota,MN,governor,Harold Stassen,Republican,51.6,True,True
1942,Minnesota,MN,governor,Hjalmar Petersen,Farmer-labor,37.8,False,False
1942,Minnesota,MN,governor,John D. Sullivan,Democratic,9.5,False,False
1942,Minnesota,MN,governor,Martin Mackie,Communist,0.6,False,False
1942,Minnesota,MN,governor,Harris A. Brandborg,Government,0.5,False,False
1942,Nebraska,NE,governor,Dwight Griswold,Republican,74.8,True,True
