year,state,state_code,office,candidate,party,percentage,winner,incumbent
1942,Nebraska,NE,governor,Charles W. Bryan,Democratic,25.2,False,False
1942,Nevada,NV,governor,Edward P. Carville,Democratic,60.3,True,True
1942,Nevada,NV,governor,Aaron V. Tallman,Republican,39.8,False,False
1942,New Hampshire,NH,governor,Robert O. Blood,Republican,52.2,True,True
1942,New Hampshire,NH,governor,William J. Neal,Democratic,47.8,False,False
1942,New Mexico,NM,governor,John J. Dempsey,Democratic,54.6,True,False
1942,New Mexico,NM,governor,Joseph F. Tondre,Republican,45.5,False,False
1942,New York,NY,governor,Thomas E. Dewey,Republican,52.1,True,False
1942,New York,NY,governor,John J. Bennett Jr.,Democratic,36.4,False,False
1942,New York,NY,governor,Dean Alfange,Labor,9.8,False,False
1942,New York,NY,governor,Israel Amter,Communist,1.1,False,False
1942,New York,NY,governor,Coleman B. Cheney,Socialist,0.5,False,False
1942,New York,NY,governor,Aaron M. Orange,Government,0.1,False,False
1942,North Dakota,ND,governor,John Moses,Democratic,57.6,True,True
1942,North Dakota,ND,governor,Oscar W. Hagen,Republican,42.4,False,False
1942,Ohio,OH,governor,John W. Bricker,Republican,60.5,True,True
1942,Ohio,OH,governor,John McSweeney,Democratic,39.5,False,False
1942,Oklahoma,OK,governor,Robert S. Kerr,Democratic,51.9,True,False
1942,Oklahoma,OK,governor,William Otjen,Republican,47.6,False,False
1942,Oklahoma,OK,governor,Edward W. Fickinger,Prohibition,0.5,False,False
1942,Oregon,OR,governor,Earl Snell,Republican,77.9,True,False
1942,Oregon,OR,governor,Lew Wallace,Democratic,22.1,False,False
1942,Pennsylvania,PA,governor,Edward Martin,Republican,53.7,True,False
1942,Pennsylvania,PA,governor,F. Clair Ross,Democratic,45.1,False,False
1942,Pennsylvania,PA,governor,Dale H. Learn,Prohibition,0.7,False,False
1942,Pennsylvania,PA,governor,John J. Haluska,Independent,0.3,False,False
1942,Pennsylvania,PA,governor,Joseph Pirincin,Labor,0.2,False,False
1942,Rhode Island,RI,governor,J. Howard McGrath,Democratic,58.5,True,True
1942,Rhode Island,RI,governor,James O. McManus,Republican,41.5,False,False
1942,South Carolina,SC,governor,Primary election:,,,True,False
1942,South Carolina,SC,governor,Olin D. Johnston,Democratic,51.8,True,False
1942,South Carolina,SC,governor,Wyndham Manning,Democratic,48.2,False,False
1942,South Carolina,SC,governor,General election:,,,True,False
1942,South Dakota,SD,governor,Merrell Q. Sharpe,Republican,61.5,True,False
1942,South Dakota,SD,governor,Lewis W. Bicknell,Democratic,38.5,False,False
1942,Tennessee,TN,governor,Prentice Cooper,Democratic,70.1,True,True
1942,Tennessee,TN,governor,C. N. Frazier,Republican,29.9,False,False
1942,Texas,TX,governor,Coke R. Stevenson,Democratic,96.8,True,True
1942,Texas,TX,governor,C. K. McDowell,Republican,3.2,False,False
1942,Vermont,VT,governor,William Henry Wills,Republican,77.9,True,True
1942,Vermont,VT,governor,Park H. Pollard,Democratic,22.1,False,False
1942,Wisconsin,WI,governor,Orland Steen Loomis,Progressive,49.7,True,False
1942,Wisconsin,WI,governor,Julius P. Heil,Republican,36.5,False,True
1942,Wisconsin,WI,governor,William C. Sullivan,Democratic,12.3,False,False
1942,Wisconsin,WI,governor,Frank P. Zeidler,Socialist,1.4,False,False
1942,Wisconsin,WI,governor,Fred B. Blair,Independent,0.1,False,False
1942,Wisconsin,WI,governor,Georgia Cozzini,Independent,0.1,False,False
1942,Wyoming,WY,governor,Lester C. Hunt,Democratic,51.3,True,False
1942,Wyoming,WY,governor,Nels H. Smith,Republican,48.7,False,True
