year,state,state_code,office,candidate,party,percentage,winner,incumbent
1960,Arizona,AZ,governor,Paul Fannin,Republican,59.3,True,True
1960,Arizona,AZ,governor,Lee Ackerman,Democratic,40.7,False,False
1960,Arkansas,AR,governor,Orval Faubus,Democratic,69.2,True,True
1960,Arkansas,AR,governor,Henry M. Britt,Republican,30.8,False,False
1960,Delaware,DE,governor,Elbert N. Carvel,Democratic,51.7,True,False
1960,Delaware,DE,governor,John W. Rollins,Republican,48.3,False,False
1960,Florida,FL,governor,C. Farris Bryant,Democratic,59.9,True,False
1960,Florida,FL,governor,George C. Petersen,Republican,40.2,False,False
1960,Illinois,IL,governor,Otto Kerner Jr.,Democratic,55.5,True,False
1960,Illinois,IL,governor,William Stratton,Republican,44.3,False,True
1960,Illinois,IL,governor,Edward C. Gross,Labor,0.19,False,False
1960,Indiana,IN,governor,Matthew E. Welsh,Democratic,50.4,True,False
1960,Indiana,IN,governor,Crawford F. Parker,Republican,49.3,False,False
1960,Indiana,IN,governor,J. Ralston Miller,Prohibition,0.28,False,False
1960,Indiana,IN,governor,Herman Kronewitter,Labor,0.04,False,False
1960,Iowa,IA,governor,Norman A. Erbe,Republican,52.1,True,False
1960,Iowa,IA,governor,Edward Joseph McManus,Democratic,47.9,False,False
1960,Kansas,KS,governor,John Anderson Jr.,Republican,55.5,True,False
1960,Kansas,KS,governor,George Docking,Democratic,43.6,False,True
1960,Kansas,KS,governor,J.J. Steele,Prohibition,1.0,False,False
1960,Maine,ME,governor,John H. Reed,Republican,52.7,True,True
1960,Maine,ME,governor,Frank M. Coffin,Democratic,47.3,False,False
1960,Massachusetts,MA,governor,John Volpe,Republican,52.5,True,False
1960,Massachusetts,MA,governor,Joseph D. Ward,Democratic,46.8,False,False
1960,Massachusetts,MA,governor,Henning A. Blomen,Labor,0.39,False,False
1960,Massachusetts,MA,governor,Guy S. Williams,Prohibition,0.31,False,False
1960,Michigan,MI,governor,John Swainson,Democratic,50.5,True,False
1960,Michigan,MI,governor,Paul Douglas Bagwell,Republican,49.2,False,False
1960,Michigan,MI,governor,Robert Himmel Jr.,Workers,0.1,False,False
1960,Michigan,MI,governor,Delmar D. Gibbons,Prohibition,0.07,False,False
1960,Michigan,MI,governor,F.J. Toohey,Independent,0.06,False,False
1960,Michigan,MI,governor,Theos A. Grove,Labor,0.05,False,False
1960,Michigan,MI,governor,R. Roy Pursell,Independent American,0.04,False,False
1960,Minnesota,MN,governor,Elmer L. Andersen,Republican,50.6,True,False
1960,Minnesota,MN,governor,Orville Freeman,Minnesota Democratic-farmer-labor,49.1,False,True
1960,Minnesota,MN,governor,Rudolph Gustafson,Independent,0.36,False,False
1960,Missouri,MO,governor,John M. Dalton,Democratic,58.0,True,False
1960,Missouri,MO,governor,Edward G. Farmer,Republican,42.0,False,False
1960,Montana,MT,governor,Donald Grant Nutter,Republican,55.1,True,False
1960,Montana,MT,governor,Paul Cannon,Democratic,44.9,False,False
1960,Nebraska,NE,governor,Frank B. Morrison,Democratic,52.0,True,False
1960,Nebraska,NE,governor,John Cooper,Republican,48.0,False,False
1960,New Hampshire,NH,governor,Wesley Powell,Republican,55.5,True,True
1960,New Hampshire,NH,governor,Bernard L. Boutin,Democratic,44.5,False,False
1960,New Mexico,NM,governor,Edwin L. Mechem,Republican,50.33,True,False
1960,New Mexico,NM,governor,John Burroughs,Democratic,49.67,False,True
1960,North Carolina,NC,governor,Terry Sanford,Democratic,54.5,True,False
1960,North Carolina,NC,governor,Robert L. Gavin,Republican,45.5,False,False
1960,North Carolina,NC,governor,I. Beverly Lake,Independent,0.08,False,False
1960,North Dakota,ND,governor,William L. Guy,North Dakota Democratic-npl,49.4,True,False
1960,North Dakota,ND,governor,Clarence P. Dahl,Republican,44.5,False,False
1960,North Dakota,ND,governor,Herschel Lashkowitz,Independent,6.1,False,False
1960,Rhode Island,RI,governor,John A. Notte Jr.,Democratic,56.6,True,False
1960,Rhode Island,RI,governor,Christopher Del Sesto,Republican,43.4,False,True
1960,South Dakota,SD,governor,Archie M. Gubbrud,Republican,50.7,True,False
1960,South Dakota,SD,governor,Ralph Herseth,Democratic,49.3,False,True
1960,Texas,TX,governor,Price Daniel,Democratic,72.8,True,True
1960,Texas,TX,governor,William Steger,Republican,27.3,False,False
1960,Utah,UT,governor,George Dewey Clyde,Republican,52.7,True,True
1960,Utah,UT,governor,William Arthur Barlocker,Democratic,47.3,False,False
1960,Vermont,VT,governor,F. Ray Keyser Jr.,Republican,56.4,True,False
1960,Vermont,VT,governor,Russell F. Niquette,Democratic,43.6,False,False
1960,Washington,WA,governor,Albert Rosellini,Democratic,50.3,True,True
1960,Washington,WA,governor,Lloyd J. Andrews,Republican,48.9,False,False
1960,Washington,WA,governor,Henry Killman,Labor,0.7,False,False
1960,Washington,WA,governor,Jack W. Wright,Workers,0.1,False,False
1960,West Virginia,WV,governor,Wally Barron,Democratic,54.0,True,False
1960,West Virginia,WV,governor,Harold E. Neely,Republican,46.0,False,False
1960,Wisconsin,WI,governor,Gaylord Nelson,Democratic,51.6,True,True
1960,Wisconsin,WI,governor,Philip G. Kuehn,Republican,48.4,False,False
