year,state,state_code,office,candidate,party,percentage,winner,incumbent
1964,Arizona,AZ,governor,Sam Goddard Jr.,Democratic,53.2,True,False
1964,Arizona,AZ,governor,Richard Kleindienst,Republican,46.8,False,False
1964,Arkansas,AR,governor,Orval Faubus,Democratic,57.0,True,True
1964,Arkansas,AR,governor,Winthrop Rockefeller,Republican,43.0,False,False
1964,Delaware,DE,governor,Charles L. Terry Jr.,Democratic,51.4,True,False
1964,Delaware,DE,governor,David P. Buckson,Republican,48.7,False,False
1964,Florida,FL,governor,W. Haydon Burns,Democratic,56.2,True,False
1964,Florida,FL,governor,Charles R. Holley,Republican,41.3,False,False
1964,Florida,FL,governor,Write-ins,,2.6,False,False
1964,Illinois,IL,governor,Otto Kerner Jr.,Democratic,51.9,True,True
1964,Illinois,IL,governor,Charles H. Percy,Republican,48.1,False,False
1964,Indiana,IN,governor,Roger D. Branigin,Democratic,56.2,True,False
1964,Indiana,IN,governor,Richard O. Ristine,Republican,43.5,False,False
1964,Indiana,IN,governor,Chester G. Bohannon,Prohibition,0.28,False,False
1964,Indiana,IN,governor,Gordon A. Long,Labor,0.06,False,False
1964,Iowa,IA,governor,Harold Hughes,Democratic,68.1,True,True
1964,Iowa,IA,governor,Evan Hultman,Republican,31.3,False,False
1964,Iowa,IA,governor,Robert Dilley,Conservative,0.7,False,False
1964,Kansas,KS,governor,William H. Avery,Republican,50.9,True,False
1964,Kansas,KS,governor,Harry G. Wiles,Democratic,47.1,False,False
1964,Kansas,KS,governor,Kenneth L. Myers,Conservative,1.4,False,False
1964,Kansas,KS,governor,Harry E. Livermore,Prohibition,0.7,False,False
1964,Massachusetts,MA,governor,John Volpe,Republican,50.27,True,False
1964,Massachusetts,MA,governor,Francis Bellotti,Democratic,49.29,False,False
1964,Massachusetts,MA,governor,Francis A. Votano,Labor,0.27,False,False
1964,Massachusetts,MA,governor,Guy S. Williams,Prohibition,0.16,False,False
1964,Michigan,MI,governor,George W. Romney,Republican,55.9,True,True
1964,Michigan,MI,governor,Neil Staebler,Democratic,43.7,False,False
1964,Michigan,MI,governor,Frank Lovell,Workers,0.18,False,False
1964,Michigan,MI,governor,Albert B. Cleage Jr.,Independent,0.15,False,False
1964,Michigan,MI,governor,James Horvath,Labor,0.06,False,False
1964,Missouri,MO,governor,Warren E. Hearnes,Democratic,62.1,True,False
1964,Missouri,MO,governor,Ethan Shepley,Republican,37.9,False,False
1964,Montana,MT,governor,Tim Babcock,Republican,51.3,True,True
1964,Montana,MT,governor,Roland Renne,Democratic,48.7,False,False
1964,Nebraska,NE,governor,Frank B. Morrison,Democratic,60.0,True,True
1964,Nebraska,NE,governor,Dwight Burney,Republican,40.0,False,False
1964,New Hampshire,NH,governor,John W. King,Democratic,66.8,True,True
1964,New Hampshire,NH,governor,John Pillsbury,Republican,33.2,False,False
1964,New Mexico,NM,governor,Jack M. Campbell,Democratic,60.2,True,True
1964,New Mexico,NM,governor,Merle H. Tucker,Republican,39.8,False,False
1964,North Carolina,NC,governor,Dan K. Moore,Democratic,56.6,True,False
1964,North Carolina,NC,governor,Robert L. Gavin,Republican,43.4,False,False
1964,North Dakota,ND,governor,William L. Guy,North Dakota Democratic-npl,55.7,True,True
1964,North Dakota,ND,governor,Donald M. Halcrow,Republican,44.3,False,False
1964,Rhode Island,RI,governor,John Chafee,Republican,61.2,True,True
1964,Rhode Island,RI,governor,Edward P. Gallogly,Democratic,38.9,False,False
1964,South Dakota,SD,governor,Nils Boe,Republican,51.7,True,False
1964,South Dakota,SD,governor,John F. Lindley,Democratic,48.3,False,False
1964,Texas,TX,governor,John Connally,Democratic,73.8,True,True
1964,Texas,TX,governor,Jack Crichton,Republican,26.0,False,False
1964,Texas,TX,governor,John C. Williams,"Constitution Party (us, 1952)",0.2,False,False
1964,Utah,UT,governor,Cal Rampton,Democratic,57.0,True,False
1964,Utah,UT,governor,Mitchell Melich,Republican,43.0,False,False
1964,Vermont,VT,governor,Philip H. Hoff,Democratic,65.4,True,True
1964,Vermont,VT,governor,Ralph A. Foote,Republican,34.6,False,False
1964,Washington,WA,governor,Daniel J. Evans,Republican,55.8,True,False
1964,Washington,WA,governor,Albert Rosellini,Democratic,43.9,False,True
1964,Washington,WA,governor,Henry Killman,Labor,0.4,False,False
1964,West Virginia,WV,governor,Hulett C. Smith,Democratic,54.9,True,False
1964,West Virginia,WV,governor,Cecil Underwood,Republican,45.1,False,False
1964,Wisconsin,WI,governor,Warren P. Knowles,Republican,50.6,True,False
1964,Wisconsin,WI,governor,John W. Reynolds Jr.,Democratic,49.4,False,True
