year,state,state_code,office,candidate,party,percentage,winner,incumbent
1958,Alabama,AL,governor,John Malcolm Patterson,Democratic,88.2,True,False
1958,Alabama,AL,governor,William Longshore,Republican,11.4,False,False
1958,Alabama,AL,governor,William Jackson,Independent,0.3,False,False
1958,Alaska,AK,governor,William A. Egan,Democratic,59.6,True,False
1958,Alaska,AK,governor,John Butrovich,Republican,39.4,False,False
1958,Alaska,AK,governor,Mike Dollinter,Independent,1.0,False,False
1958,Arizona,AZ,governor,Paul Fannin,Republican,55.1,True,False
1958,Arizona,AZ,governor,Robert Morrison,Democratic,44.9,False,False
1958,Arkansas,AR,governor,Orval Faubus,Democratic,82.5,True,True
1958,Arkansas,AR,governor,George W. Johnson,Republican,17.5,False,False
1958,California,CA,governor,Pat Brown,Democratic,59.8,True,False
1958,California,CA,governor,William Knowland,Republican,40.2,False,False
1958,California,CA,governor,William Potter Gale,Independent,0.04,False,False
1958,Colorado,CO,governor,Stephen McNichols,Democratic,58.4,True,True
1958,Colorado,CO,governor,Palmer Burch,Republican,41.6,False,False
1958,Connecticut,CT,governor,Abraham Ribicoff,Democratic,62.3,True,True
1958,Connecticut,CT,governor,John Davis Lodge,Republican,37.0,False,False
1958,Connecticut,CT,governor,Jasper McLevy,Socialist,0.7,False,False
1958,Georgia,GA,governor,Primary results:,,,True,False
1958,Georgia,GA,governor,Ernest Vandiver,Democratic,80.51,True,False
1958,Georgia,GA,governor,William T. Bodenhamer,Democratic,14.16,False,False
1958,Georgia,GA,governor,Lee Roy Abernathy,Democratic,5.34,False,False
1958,Georgia,GA,governor,General election:,,,True,False
1958,Idaho,ID,governor,Robert E. Smylie,Republican,51.0,True,True
1958,Idaho,ID,governor,Alfred M. Derr,Democratic,49.0,False,False
1958,Iowa,IA,governor,Herschel C. Loveless,Democratic,54.1,True,True
1958,Iowa,IA,governor,William G. Murray,Republican,46.0,False,False
1958,Kansas,KS,governor,George Docking,Democratic,56.5,True,True
1958,Kansas,KS,governor,Clyde M. Reed Jr.,Republican,42.5,False,False
1958,Kansas,KS,governor,Warren C. Martin,Prohibition,1.0,False,False
1958,Maine,ME,governor,Clinton Clauson,Democratic,52.0,True,False
1958,Maine,ME,governor,Horace Hildreth,Republican,48.0,False,False
1958,Maryland,MD,governor,J. Millard Tawes,Democratic,63.6,True,False
1958,Maryland,MD,governor,James Devereux,Republican,36.5,False,False
1958,Massachusetts,MA,governor,Foster Furcolo,Democratic,56.2,True,True
1958,Massachusetts,MA,governor,Charles Gibbons,Republican,43.1,False,False
