year,state,state_code,office,election,row_type,candidate,party,votes,percentage,winner,incumbent
1982,Alabama,AL,governor,Democratic primary results,Winning,George Wallace,Democratic,425469,42.53,True,False
1982,Alabama,AL,governor,Democratic primary results,Winning,George McMillan,Democratic,296271,29.62,True,False
1982,Alabama,AL,governor,Democratic primary results,Candidate,Joe McCorquodale,Democratic,250614,25.05,False,False
1982,Alabama,AL,governor,Democratic primary results,Candidate,Jim Folsom,Democratic,17333,1.73,False,False
1982,Alabama,AL,governor,Democratic primary results,Candidate,Reuben McKinley,Democratic,10617,1.06,False,False
1982,Alabama,AL,governor,Democratic primary results,Total,,,1000304,100.0,False,False
1982,Alabama,AL,governor,Democratic runoff results,Winning,George Wallace,Democratic,512203,51.19,True,False
1982,Alabama,AL,governor,Democratic runoff results,Candidate,George McMillan,Democratic,488444,48.81,False,False
1982,Alabama,AL,governor,Democratic runoff results,Total,,,1000647,100.0,False,False
1982,Arizona,AZ,governor,Democratic primary results,Winning,Bruce Babbitt,Democratic,142559,85.85,True,True
1982,Arizona,AZ,governor,Democratic primary results,Candidate,Steve Jancek,Democratic,23492,14.15,False,False
1982,Arizona,AZ,governor,Democratic primary results,Total,,,166051,100.0,False,False
1982,Arizona,AZ,governor,Republican primary results,Winning,Leo Corbet,Republican,108766,61.71,True,False
1982,Arizona,AZ,governor,Republican primary results,Candidate,Evan Mecham,Republican,67456,38.27,False,False
1982,Arizona,AZ,governor,Republican primary results,Candidate,Gene Thon (write-in),Republican,23,0.01,False,False
1982,Arizona,AZ,governor,Republican primary results,Total,,,176245,100.0,False,False
1982,California,CA,governor,Republican primary results,Winning,George Deukmejian,Republican,1165266,51.08,True,False
1982,California,CA,governor,Republican primary results,Candidate,Mike Curb,Republican,1020935,44.76,False,False
1982,California,CA,governor,Republican primary results,Candidate,William H. R. Clark,Republican,44998,1.97,False,False
1982,California,CA,governor,Republican primary results,Candidate,Michael Arthur Hirt,Republican,25613,1.12,False,False
1982,California,CA,governor,Republican primary results,Candidate,James C. Mansfield,Republican,24303,1.07,False,False
1982,California,CA,governor,Republican primary results,Total,,,2281115,100.0,False,False
1982,California,CA,governor,Democratic primary results,Winning,Tom Bradley,Democratic,1726985,61.08,True,False
1982,California,CA,governor,Democratic primary results,Candidate,John Garamendi,Democratic,712161,25.19,False,False
1982,California,CA,governor,Democratic primary results,Candidate,Mario G. Obledo,Democratic,132402,4.68,False,False
1982,California,CA,governor,Democratic primary results,Candidate,Frank L. Thomas,Democratic,51158,1.81,False,False
1982,California,CA,governor,Democratic primary results,Candidate,Linda Irene Parnell,Democratic,45607,1.61,False,False
1982,California,CA,governor,Democratic primary results,Candidate,Hugh G. Bagley,Democratic,40335,1.43,False,False
1982,California,CA,governor,Democratic primary results,Candidate,John Hancock Abbott,Democratic,26989,0.95,False,False
1982,California,CA,governor,Democratic primary results,Candidate,Ben Trevino,Democratic,19220,0.68,False,False
1982,California,CA,governor,Democratic primary results,Candidate,Genevieve Grafe Marcus,Democratic,16124,0.57,False,False
1982,California,CA,governor,Democratic primary results,Candidate,Raymond V. Liebenberg,Democratic,15267,0.54,False,False
1982,California,CA,governor,Democratic primary results,Candidate,Jules Kimmett,Democratic,15182,0.54,False,False
1982,California,CA,governor,Democratic primary results,Candidate,Josephum S. Ramos,Democratic,12948,0.46,False,False
1982,California,CA,governor,Democratic primary results,Candidate,Allen Lee Seaman,Democratic,12942,0.46,False,False
1982,California,CA,governor,Democratic primary results,Candidate,William A. Brown (write-in),Democratic,28,0.0,False,False
1982,California,CA,governor,Democratic primary results,Total,,,2827348,100.0,False,False
1982,California,CA,governor,American Independent primary results,Winning,James C. Griffin,Independent,16818,100.0,True,False
1982,California,CA,governor,American Independent primary results,Total,,,16818,100.0,False,False
1982,California,CA,governor,American Independent primary results,Winning,Dan P. Dougherty,Libertarian,13565,100.0,True,False
1982,California,CA,governor,Peace and Freedom primary results,Winning,Elizabeth Martinez,Freedom,4353,55.07,True,False
1982,California,CA,governor,Peace and Freedom primary results,Candidate,Jan B. Tucker,Freedom,3552,44.93,False,False
1982,California,CA,governor,Peace and Freedom primary results,Total,,,7905,100.0,False,False
1982,Colorado,CO,governor,Democratic primary results,Winning,Richard Lamm,Democratic,108034,100.0,True,True
1982,Colorado,CO,governor,Republican primary results,Winning,John Fuhr,Republican,112340,100.0,True,False
1982,Connecticut,CT,governor,"July 24, Republican convention. (First round)",Winning,Lewis Rome,Republican,414,44.61,True,False
1982,Connecticut,CT,governor,"July 24, Republican convention. (First round)",Candidate,Richard C. Bozzuto,Republican,392,42.25,False,False
1982,Connecticut,CT,governor,"July 24, Republican convention. (First round)",Candidate,Jerry Labriola,Republican,122,13.14,False,False
1982,Connecticut,CT,governor,"July 24, Republican convention. (First round)",Total,,,928,100.0,False,False
1982,Connecticut,CT,governor,"July 24, Republican convention. (Second round)",Winning,Lewis Rome,Republican,488,52.47,True,False
1982,Connecticut,CT,governor,"July 24, Republican convention. (Second round)",Candidate,Richard C. Bozzuto,Republican,442,47.53,False,False
1982,Connecticut,CT,governor,"July 24, Republican convention. (Second round)",Total,,,930,100.0,False,False
1982,Florida,FL,governor,Democratic primary results,Winning,Bob Graham,Democratic,839128,84.47,True,True
1982,Florida,FL,governor,Democratic primary results,Candidate,Fred Kuhn,Democratic,93083,9.37,False,False
1982,Florida,FL,governor,Democratic primary results,Candidate,Bob Kunst,Democratic,61191,6.16,False,False
1982,Florida,FL,governor,Democratic primary results,Total,,,993402,100.0,False,False
1982,Florida,FL,governor,Republican primary results,Winning,Skip Bafalis,Republican,325118,86.36,True,False
1982,Florida,FL,governor,Republican primary results,Candidate,Vernon Davids,Republican,51343,13.64,False,False
1982,Florida,FL,governor,Republican primary results,Total,,,376461,100.0,False,False
1982,Georgia,GA,governor,Democratic primary results,Candidate,Bo Ginn,Democratic,316019,35.11,False,False
1982,Georgia,GA,governor,Democratic primary results,Candidate,Joe Frank Harris,Democratic,233545,24.84,False,False
1982,Georgia,GA,governor,Democratic primary results,Candidate,Norman Underwood,Democratic,147535,16.39,False,False
1982,Georgia,GA,governor,Democratic primary results,Candidate,Jack Watson,Democratic,114553,12.72,False,False
1982,Georgia,GA,governor,Democratic primary results,Candidate,Billy Lovett,Democratic,62341,6.93,False,False
1982,Georgia,GA,governor,Democratic primary results,Candidate,Buck Melton,Democratic,20052,2.23,False,False
1982,Georgia,GA,governor,Democratic primary results,Candidate,Mildred Glover,Democratic,8958,1.0,False,False
1982,Georgia,GA,governor,Democratic primary results,Candidate,Henry Jackson,Democratic,2706,0.3,False,False
1982,Georgia,GA,governor,Democratic primary results,Candidate,Mac McNease,Democratic,2545,0.28,False,False
1982,Georgia,GA,governor,Democratic primary results,Candidate,Thomas J. Irwin,Democratic,1855,0.21,False,False
1982,Idaho,ID,governor,Republican primary results,Winning,Phil Batt,Republican,63622,63.91,True,False
1982,Idaho,ID,governor,Republican primary results,Candidate,Ralph Olmstead,Republican,35932,36.09,False,False
1982,Idaho,ID,governor,Republican primary results,Total,,,99554,100.0,False,False
1982,Illinois,IL,governor,Democratic gubernatorial primary,Winning,Adlai E. Stevenson,Democratic,731041,99.99,True,False
1982,Illinois,IL,governor,Democratic gubernatorial primary,Write-in,,,94,0.01,False,False
1982,Illinois,IL,governor,Democratic gubernatorial primary,Total,,,731135,100.0,False,False
1982,Illinois,IL,governor,Democratic lieutenant gubernatorial primary,Winning,Grace Mary Stern,Democratic,588942,99.98,True,False
1982,Illinois,IL,governor,Democratic lieutenant gubernatorial primary,Write-in,,,103,0.02,False,False
1982,Illinois,IL,governor,Democratic lieutenant gubernatorial primary,Total,,,589045,100.0,False,False
1982,Illinois,IL,governor,Republican gubernatorial primary,Winning,James R. Thompson,Republican,507893,83.75,True,True
1982,Illinois,IL,governor,Republican gubernatorial primary,Candidate,John E. Roche,Republican,54858,9.05,False,False
1982,Illinois,IL,governor,Republican gubernatorial primary,Candidate,V. A. Kelley,Republican,43627,7.19,False,False
1982,Illinois,IL,governor,Republican gubernatorial primary,Write-in,,,68,0.01,False,False
1982,Illinois,IL,governor,Republican gubernatorial primary,Total,,,606446,100.0,False,False
1982,Illinois,IL,governor,Republican lieutenant gubernatorial primary,Winning,George Ryan,Republican,278544,44.99,True,False
1982,Illinois,IL,governor,Republican lieutenant gubernatorial primary,Candidate,Susan Catania,Republican,188220,30.4,False,False
1982,Illinois,IL,governor,Republican lieutenant gubernatorial primary,Candidate,Donald L. Totten,Republican,152356,24.61,False,False
1982,Illinois,IL,governor,Republican lieutenant gubernatorial primary,Write-in,,,13,0.0,False,False
1982,Illinois,IL,governor,Republican lieutenant gubernatorial primary,Total,,,619133,100.0,False,False
1982,Iowa,IA,governor,Democratic primary results,Winning,Roxanne Conlin,Democratic,94481,48.19,True,False
1982,Iowa,IA,governor,Democratic primary results,Candidate,Jerome D. Fitzgerald,Democratic,61340,31.28,False,False
1982,Iowa,IA,governor,Democratic primary results,Candidate,Edward Campbell,Democratic,40233,20.52,False,False
1982,Iowa,IA,governor,Democratic primary results,Candidate,Write-ins,Democratic,17,0.01,False,False
1982,Iowa,IA,governor,Democratic primary results,Total,,,196071,100.0,False,False
1982,Iowa,IA,governor,Republican primary results,Winning,Terry Branstad,Republican,128314,99.91,True,False
1982,Iowa,IA,governor,Republican primary results,Candidate,Write-ins,Republican,120,0.09,False,False
1982,Iowa,IA,governor,Republican primary results,Total,,,128434,100.0,False,False
1982,Kansas,KS,governor,Democratic primary results,Winning,John W. Carlin,Democratic,103780,78.88,True,True
1982,Kansas,KS,governor,Democratic primary results,Candidate,Jimmy D. Montgomery,Democratic,27785,21.12,False,False
1982,Kansas,KS,governor,Democratic primary results,Total,,,131565,100.0,False,False
1982,Kansas,KS,governor,Republican primary results,Winning,Sam Hardage,Republican,86692,36.76,True,False
1982,Kansas,KS,governor,Republican primary results,Candidate,Dave Owen,Republican,79770,33.83,False,False
1982,Kansas,KS,governor,Republican primary results,Candidate,Wendell Lady,Republican,61419,26.04,False,False
1982,Kansas,KS,governor,Republican primary results,Candidate,Louis A. Klemp Jr.,Republican,4113,1.74,False,False
1982,Kansas,KS,governor,Republican primary results,Candidate,Bill Huffman,Republican,3834,1.63,False,False
1982,Kansas,KS,governor,Republican primary results,Total,,,235828,100.0,False,False
1982,Maine,ME,governor,Democratic primary results,Winning,Joseph E. Brennan,Democratic,56990,76.8,True,False
1982,Maine,ME,governor,Democratic primary results,Candidate,Georgette Berube,Democratic,17219,23.2,False,False
1982,Maine,ME,governor,Democratic primary results,Total,,,74209,100.0,False,False
1982,Maine,ME,governor,Republican primary results,Winning,Charles Cragin,Republican,32235,38.02,True,False
1982,Maine,ME,governor,Republican primary results,Candidate,Sherry Huber,Republican,27739,32.71,False,False
1982,Maine,ME,governor,Republican primary results,Candidate,Richard Pierce,Republican,24820,29.27,False,False
1982,Maine,ME,governor,Republican primary results,Total,,,84794,100.0,False,False
1982,Maryland,MD,governor,Democratic primary results,Winning,Harry Hughes,Democratic,393244,66.58,True,True
1982,Maryland,MD,governor,Democratic primary results,Candidate,Harry J. McGuirk,Democratic,129049,21.85,False,False
1982,Maryland,MD,governor,Democratic primary results,Candidate,Harry W. Kelley,Democratic,61271,10.37,False,False
1982,Maryland,MD,governor,Democratic primary results,Candidate,John J. Schwartz,Democratic,7084,1.2,False,False
1982,Maryland,MD,governor,Democratic primary results,Total,,,590648,100.0,False,False
1982,Maryland,MD,governor,Republican primary results,Winning,Robert A. Pascal,Republican,113425,84.27,True,False
1982,Maryland,MD,governor,Republican primary results,Candidate,Ross Zimmerman Pierpont,Republican,21165,15.73,False,False
1982,Maryland,MD,governor,Republican primary results,Total,,,134590,100.0,False,False
1982,Massachusetts,MA,governor,1982 Massachusetts Democratic gubernatorial primary,Winning,Michael Dukakis,Democratic,631911,53.49,True,False
1982,Massachusetts,MA,governor,1982 Massachusetts Democratic gubernatorial primary,Candidate,Edward J. King,Democratic,549335,46.5,False,True
1982,Massachusetts,MA,governor,1982 Massachusetts Democratic gubernatorial primary,Total,,,1181246,100.0,False,False
1982,Massachusetts,MA,governor,1982 Massachusetts Democratic lt. gubernatorial primary,Winning,John Kerry,Democratic,325890,29.0,True,False
1982,Massachusetts,MA,governor,1982 Massachusetts Democratic lt. gubernatorial primary,Candidate,Evelyn Murphy,Democratic,286378,25.48,False,False
1982,Massachusetts,MA,governor,1982 Massachusetts Democratic lt. gubernatorial primary,Candidate,Samuel Rotondi,Democratic,228086,20.29,False,False
1982,Massachusetts,MA,governor,1982 Massachusetts Democratic lt. gubernatorial primary,Candidate,Lou Nickinello,Democratic,150829,13.42,False,False
1982,Massachusetts,MA,governor,1982 Massachusetts Democratic lt. gubernatorial primary,Candidate,Lois Pines,Democratic,132734,11.81,False,False
1982,Massachusetts,MA,governor,1982 Massachusetts Democratic lt. gubernatorial primary,Total,,,1123917,100.0,False,False
1982,Massachusetts,MA,governor,1982 Massachusetts Republican gubernatorial primary,Winning,John W. Sears,Republican,90617,50.71,True,False
1982,Massachusetts,MA,governor,1982 Massachusetts Republican gubernatorial primary,Candidate,John Lakian,Republican,46675,26.12,False,False
1982,Massachusetts,MA,governor,1982 Massachusetts Republican gubernatorial primary,Candidate,Andrew Card,Republican,40899,22.95,False,False
1982,Massachusetts,MA,governor,1982 Massachusetts Republican gubernatorial primary,Total,,,178191,100.0,False,False
1982,Michigan,MI,governor,Republican primary results,Winning,Richard Headlee,Republican,220378,34.36,True,False
1982,Michigan,MI,governor,Republican primary results,Candidate,James H. Brickley,Republican,194429,30.31,False,False
1982,Michigan,MI,governor,Republican primary results,Candidate,L. Brooks Patterson,Republican,180065,28.07,False,False
1982,Michigan,MI,governor,Republican primary results,Candidate,Jack Welborn,Republican,46505,7.25,False,False
1982,Michigan,MI,governor,Republican primary results,Candidate,Scattering,Republican,42,0.01,False,False
1982,Michigan,MI,governor,Republican primary results,Total,,,641419,100.0,False,False
1982,Michigan,MI,governor,Democratic primary results,Winning,James J. Blanchard,Democratic,406941,50.22,True,False
1982,Michigan,MI,governor,Democratic primary results,Candidate,William B. Fitzgerald,Democratic,138453,17.09,False,False
1982,Michigan,MI,governor,Democratic primary results,Candidate,David Plawecki,Democratic,95805,11.82,False,False
1982,Michigan,MI,governor,Democratic primary results,Candidate,Zolton Ferency,Democratic,85088,10.5,False,False
1982,Michigan,MI,governor,Democratic primary results,Candidate,Edward C. Pierce,Democratic,44894,5.54,False,False
1982,Michigan,MI,governor,Democratic primary results,Candidate,Kerry Kammer,Democratic,32221,3.98,False,False
1982,Michigan,MI,governor,Democratic primary results,Candidate,John Safran,Democratic,6782,0.84,False,False
1982,Michigan,MI,governor,Democratic primary results,Candidate,Scattering,Democratic,60,0.01,False,False
1982,Michigan,MI,governor,Democratic primary results,Total,,,810244,100.0,False,False
1982,Minnesota,MN,governor,1986 Independent-Republican gubernatorial primary,Winning,Wheelock Whitney Jr.,Independent-republican,185801,60.07,True,False
1982,Minnesota,MN,governor,1986 Independent-Republican gubernatorial primary,Candidate,Lou Wangberg,Independent-republican,105696,34.17,False,False
1982,Minnesota,MN,governor,1986 Independent-Republican gubernatorial primary,Candidate,Harold Stassen,Independent-republican,17795,5.75,False,False
1982,Minnesota,MN,governor,1986 Independent-Republican gubernatorial primary,Total,,,309292,100.0,False,False
1982,Minnesota,MN,governor,1986 DFL gubernatorial primary,Winning,Rudy Perpich,Minnesota Democratic–farmer–labor,275920,51.23,True,False
1982,Minnesota,MN,governor,1986 DFL gubernatorial primary,Candidate,Warren Spannaus,Minnesota Democratic–farmer–labor,248218,46.09,False,False
1982,Minnesota,MN,governor,1986 DFL gubernatorial primary,Candidate,Ellsworth W. Peterson,Minnesota Democratic–farmer–labor,14465,2.69,False,False
1982,Minnesota,MN,governor,1986 DFL gubernatorial primary,Total,,,538603,100.0,False,False
1982,Nebraska,NE,governor,Democratic gubernatorial primary results,Winning,Bob Kerrey,Democratic,87913,70.98,True,False
1982,Nebraska,NE,governor,Democratic gubernatorial primary results,Candidate,"George ""Bill"" Burrows",Democratic,35426,28.6,False,False
1982,Nebraska,NE,governor,Democratic gubernatorial primary results,Candidate,Write-in,Democratic,514,0.42,False,False
