year,state,state_code,office,election,row_type,candidate,party,votes,percentage,winner,incumbent
1984,Delaware,DE,governor,1984 Delaware gubernatorial election,Winning,Mike Castle,Republican,135250,55.53,True,False
1984,Delaware,DE,governor,1984 Delaware gubernatorial election,Candidate,William T. Quillen,Democratic,108315,44.47,False,False
1984,Indiana,IN,governor,"Indiana gubernatorial election, 1984",Winning,Robert D. Orr,Republican,1146497,52.16,True,True
1984,Indiana,IN,governor,"Indiana gubernatorial election, 1984",Candidate,Wayne Townsend,Democratic,1036922,47.18,False,False
1984,Indiana,IN,governor,"Indiana gubernatorial election, 1984",Candidate,Rockland Snyder,American Party (1969),7455,0.34,False,False
1984,Indiana,IN,governor,"Indiana gubernatorial election, 1984",Candidate,James A. Ridenour,Libertarian,7114,0.32,False,False
1984,Indiana,IN,governor,"Indiana gubernatorial election, 1984",Total,,,2197988,100.0,False,False
1984,Missouri,MO,governor,"1984 gubernatorial election, Missouri",Winning,John Ashcroft,Republican,1194506,56.66,True,False
1984,Missouri,MO,governor,"1984 gubernatorial election, Missouri",Candidate,Ken Rothman,Democratic,913700,43.34,False,False
1984,Missouri,MO,governor,"1984 gubernatorial election, Missouri",Candidate,Bob Allen,Independent,4,0.0,False,False
1984,Montana,MT,governor,"Montana gubernatorial election, 1984",Winning,Ted Schwinden,Democratic,266578,70.34,True,True
1984,Montana,MT,governor,"Montana gubernatorial election, 1984",Candidate,Pat M. Goodover,Republican,100070,26.41,False,False
1984,Montana,MT,governor,"Montana gubernatorial election, 1984",Candidate,Larry Dodge,Libertarian,12322,3.25,False,False
1984,North Carolina,NC,governor,1984 NC Governor election results,Winning,James G. Martin,Republican,1208167,54.26,True,False
1984,North Carolina,NC,governor,1984 NC Governor election results,Candidate,Rufus L. Edmisten,Democratic,1011209,45.41,False,False
1984,North Carolina,NC,governor,1984 NC Governor election results,Candidate,H. Fritz Prochnaw,Libertarian,4610,0.21,False,False
1984,North Carolina,NC,governor,1984 NC Governor election results,Candidate,Gregory McCartan,Workers,2740,0.12,False,False
1984,North Dakota,ND,governor,"North Dakota gubernatorial election, 1984",Winning,George A. Sinner/Ruth Meiers,North Dakota Democratic-npl,173922,55.32,True,False
1984,North Dakota,ND,governor,"North Dakota gubernatorial election, 1984",Candidate,Allen I. Olson (inc.)/Ernest Sands,Republican,140460,44.68,False,False
1984,North Dakota,ND,governor,"North Dakota gubernatorial election, 1984",Total,,,314382,100.0,False,False
1984,Rhode Island,RI,governor,1984 Rhode Island gubernatorial election,Winning,Edward D. DiPrete,Republican,245059,60.01,True,False
1984,Rhode Island,RI,governor,1984 Rhode Island gubernatorial election,Candidate,Anthony J. Solomon,Democratic,163311,39.99,False,False
1984,Utah,UT,governor,1984 Utah gubernatorial election,Winning,Norman H. Bangerter,Republican,351792,55.87,True,False
1984,Utah,UT,governor,1984 Utah gubernatorial election,Candidate,Wayne Owens,Democratic,275669,43.78,False,False
1984,Utah,UT,governor,1984 Utah gubernatorial election,Candidate,L. S. Brown,American Party (1969),2158,0.34,False,False
1984,Utah,UT,governor,1984 Utah gubernatorial election,Total,,,629619,100.0,False,False
1984,Vermont,VT,governor,1984 Vermont gubernatorial election,Winning,Madeleine M. Kunin,Democratic,116938,50.0,True,False
1984,Vermont,VT,governor,1984 Vermont gubernatorial election,Candidate,"John J. Easton, Jr.",Republican,113264,48.5,False,False
1984,Vermont,VT,governor,1984 Vermont gubernatorial election,Candidate,William Wicker,Libertarian,1904,0.8,False,False
1984,Vermont,VT,governor,1984 Vermont gubernatorial election,Candidate,Marian Wagner,Citizens,730,0.3,False,False
1984,Vermont,VT,governor,1984 Vermont gubernatorial election,Candidate,Richard F. Gottlieb,Union,695,0.3,False,False
1984,Vermont,VT,governor,1984 Vermont gubernatorial election,Candidate,Other,N/a,222,0.1,False,False
1984,Vermont,VT,governor,1984 Vermont gubernatorial election,Total,,,233753,100.0,False,False
1984,Washington,WA,governor,1984 Washington gubernatorial election,Winning,Booth Gardner,Democratic,1006993,53.31,True,False
1984,Washington,WA,governor,1984 Washington gubernatorial election,Candidate,John Spellman,Republican,881994,46.69,False,True
1984,Washington,WA,governor,1984 Washington gubernatorial election,Total,,,1888987,100.0,False,False
1984,West Virginia,WV,governor,"West Virginia Democratic gubernatorial primary, 1984",Winning,Clyde M. See Jr.,Democratic,148049,39.84,True,False
1984,West Virginia,WV,governor,"West Virginia Democratic gubernatorial primary, 1984",Candidate,Warren McGraw,Democratic,104138,28.02,False,False
1984,West Virginia,WV,governor,"West Virginia Democratic gubernatorial primary, 1984",Candidate,Chauncey H. Browning Jr.,Democratic,101712,27.37,False,False
1984,West Virginia,WV,governor,"West Virginia Democratic gubernatorial primary, 1984",Candidate,Dusty Rhodes,Democratic,7581,2.04,False,False
1984,West Virginia,WV,governor,"West Virginia Democratic gubernatorial primary, 1984",Candidate,Glenn W. Mullett,Democratic,5234,1.41,False,False
1984,West Virginia,WV,governor,"West Virginia Democratic gubernatorial primary, 1984",Candidate,Powell Lane,Democratic,2935,0.79,False,False
1984,West Virginia,WV,governor,"West Virginia Democratic gubernatorial primary, 1984",Candidate,E. E. Cumptan,Democratic,1960,0.53,False,False
1984,West Virginia,WV,governor,"West Virginia Democratic gubernatorial primary, 1984",Total,,,371609,100.0,False,False
1984,West Virginia,WV,governor,"West Virginia gubernatorial election, 1984",Winning,Arch A. Moore Jr.,Republican,394937,53.26,True,False
1984,West Virginia,WV,governor,"West Virginia gubernatorial election, 1984",Candidate,Clyde M. See Jr.,Democratic,346565,46.74,False,False
1984,West Virginia,WV,governor,"West Virginia gubernatorial election, 1984",Total,,,741502,100.0,False,False
