year,state,state_code,office,election,row_type,candidate,party,votes,percentage,winner,incumbent
1984,Arkansas,AR,governor,Democratic primary results,Winning,Bill Clinton,Democratic,317214.0,64.43,True,True
1984,Arkansas,AR,governor,Democratic primary results,Candidate,Lonnie Turner,Democratic,119264.0,24.23,False,False
1984,Arkansas,AR,governor,Democratic primary results,Candidate,Kermit Moss,Democratic,31727.0,6.44,False,False
1984,Arkansas,AR,governor,Democratic primary results,Candidate,Monroe Schwarzlose,Democratic,24116.0,4.9,False,False
1984,Arkansas,AR,governor,Democratic primary results,Total,,,492321.0,100.0,False,False
1984,Arkansas,AR,governor,Republican primary results,Winning,Woody Freeman,Republican,13030.0,68.48,True,False
1984,Arkansas,AR,governor,Republican primary results,Candidate,Erwin Davis,Republican,6010.0,31.57,False,False
1984,Arkansas,AR,governor,Republican primary results,Total,,,,,False,False
1984,Missouri,MO,governor,1984 Republican gubernatorial primary,Winning,John Ashcroft,Republican,245308.0,67.46,True,False
1984,Missouri,MO,governor,1984 Republican gubernatorial primary,Candidate,Gene McNary,Republican,115516.0,31.77,False,False
1984,Missouri,MO,governor,1984 Republican gubernatorial primary,Candidate,Paul Binggeli,Republican,2814.0,0.77,False,False
1984,Missouri,MO,governor,1984 Republican gubernatorial primary,Total,,,363638.0,100.0,False,False
1984,Missouri,MO,governor,1984 Democratic gubernatorial primary,Winning,Ken Rothman,Democratic,288543.0,56.05,True,False
1984,Missouri,MO,governor,1984 Democratic gubernatorial primary,Candidate,Mel Carnahan,Democratic,104368.0,20.27,False,False
1984,Missouri,MO,governor,1984 Democratic gubernatorial primary,Candidate,Norman Merrell,Democratic,97973.0,19.03,False,False
1984,Missouri,MO,governor,1984 Democratic gubernatorial primary,Candidate,Lavoy Reed,Democratic,10144.0,1.97,False,False
1984,Missouri,MO,governor,1984 Democratic gubernatorial primary,Candidate,Bob Buck,Democratic,5839.0,1.13,False,False
1984,Missouri,MO,governor,1984 Democratic gubernatorial primary,Candidate,Roy Smith,Democratic,5141.0,1.0,False,False
1984,Missouri,MO,governor,1984 Democratic gubernatorial primary,Candidate,Don Pine,Democratic,2832.0,0.55,False,False
1984,Missouri,MO,governor,1984 Democratic gubernatorial primary,Total,,,514840.0,100.0,False,False
1984,Montana,MT,governor,Democratic Party primary results,Winning,Ted Schwinden,Democratic,80633.0,81.4,True,True
1984,Montana,MT,governor,Democratic Party primary results,Candidate,Bob Kelleher,Democratic,18423.0,18.6,False,False
1984,Montana,MT,governor,Democratic Party primary results,Total,,,99056.0,100.0,False,False
1984,Montana,MT,governor,Republican Primary results,Winning,Pat M. Goodover,Republican,56199.0,100.0,True,False
1984,Montana,MT,governor,Republican Primary results,Total,,,56199.0,100.0,False,False
1984,North Carolina,NC,governor,1984 NC Governor Democratic primary election results,Candidate,Rufus L. Edmisten,Democratic,295051.0,30.87,False,False
1984,North Carolina,NC,governor,1984 NC Governor Democratic primary election results,Candidate,Eddie Knox,Democratic,249286.0,26.08,False,False
1984,North Carolina,NC,governor,1984 NC Governor Democratic primary election results,Candidate,Lauch Faircloth,Democratic,153210.0,16.03,False,False
1984,North Carolina,NC,governor,1984 NC Governor Democratic primary election results,Candidate,Thomas O. Gilmore,Democratic,82299.0,8.61,False,False
1984,North Carolina,NC,governor,1984 NC Governor Democratic primary election results,Candidate,James C. Green,Democratic,80775.0,8.45,False,False
1984,North Carolina,NC,governor,1984 NC Governor Democratic primary election results,Candidate,John R. Ingram,Democratic,75248.0,7.87,False,False
1984,North Carolina,NC,governor,1984 NC Governor Democratic primary election results,Candidate,Robert L. Hannon,Democratic,9476.0,0.99,False,False
