year,state,state_code,office,candidate,party,percentage,winner,incumbent
1966,Alabama,AL,governor,Lurleen Wallace,Democratic,63.4,True,False
1966,Alabama,AL,governor,James D. Martin,Republican,31.0,False,False
1966,Alabama,AL,governor,Carl Robinson,Independent,5.6,False,False
1966,Alaska,AK,governor,Wally Hickel,Republican,50.0,True,False
1966,Alaska,AK,governor,William A. Egan,Democratic,48.4,False,True
1966,Alaska,AK,governor,John F. Grasse,Independent,1.6,False,False
1966,Arizona,AZ,governor,Jack Williams,Republican,53.8,True,False
1966,Arizona,AZ,governor,Sam Goddard Jr.,Democratic,46.2,False,True
1966,Arkansas,AR,governor,Winthrop Rockefeller,Republican,54.4,True,False
1966,Arkansas,AR,governor,James D. Johnson,Democratic,45.6,False,False
1966,California,CA,governor,Ronald Reagan,Republican,57.6,True,False
1966,California,CA,governor,Pat Brown,Democratic,42.3,False,True
1966,Colorado,CO,governor,John A. Love,Republican,54.1,True,True
1966,Colorado,CO,governor,Robert Lee Knous,Democratic,43.5,False,False
1966,Colorado,CO,governor,Levi Martinez,Independent,2.5,False,False
1966,Connecticut,CT,governor,John N. Dempsey,Democratic,55.7,True,True
1966,Connecticut,CT,governor,E. Clayton Gengras,Republican,44.3,False,False
1966,Florida,FL,governor,Claude R. Kirk Jr.,Republican,55.1,True,False
1966,Florida,FL,governor,Robert King High,Democratic,44.9,False,False
1966,Georgia,GA,governor,Election:,,,True,False
1966,Georgia,GA,governor,Bo Callaway,Republican,46.53,True,False
1966,Georgia,GA,governor,Lester Maddox,Democratic,46.22,False,False
1966,Georgia,GA,governor,Ellis Arnall,Independent,7.08,False,False
1966,Georgia,GA,governor,Delegate count:,,,True,False
1966,Hawaii,HI,governor,John A. Burns,Democratic,51.1,True,True
1966,Hawaii,HI,governor,Randolph Crossley,Republican,48.9,False,False
1966,Idaho,ID,governor,Don Samuelson,Republican,41.4,True,False
1966,Idaho,ID,governor,Cecil Andrus,Democratic,37.1,False,False
1966,Idaho,ID,governor,Perry Swisher,Independent,12.2,False,False
1966,Idaho,ID,governor,Philip Jungert,Independent,9.2,False,False
