year,state,state_code,office,candidate,party,percentage,winner,incumbent
1956,Arizona,AZ,governor,Ernest McFarland,Democratic,59.6,True,True
1956,Arizona,AZ,governor,Horace B. Griffen,Republican,40.5,False,False
1956,Arkansas,AR,governor,Orval Faubus,Democratic,80.7,True,True
1956,Arkansas,AR,governor,Roy Mitchell,Republican,19.4,False,False
1956,Colorado,CO,governor,Stephen McNichols,Democratic,51.3,True,False
1956,Colorado,CO,governor,Donald G. Brotzman,Republican,48.7,False,False
1956,Delaware,DE,governor,J. Caleb Boggs,Republican,52.0,True,True
1956,Delaware,DE,governor,Elbert N. Carvel,Democratic,48.1,False,False
1956,Florida,FL,governor,LeRoy Collins,Democratic,73.7,True,True
1956,Florida,FL,governor,William A. Washburne Jr.,Republican,26.3,False,False
1956,Illinois,IL,governor,William Stratton,Republican,50.34,True,True
1956,Illinois,IL,governor,Richard B. Austin,Democratic,49.48,False,False
1956,Illinois,IL,governor,Edward C. Gross,Labor,0.18,False,False
1956,Indiana,IN,governor,Harold W. Handley,Republican,55.6,True,False
1956,Indiana,IN,governor,Ralph Tucker,Democratic,44.0,False,False
1956,Indiana,IN,governor,J. Ralston Miller,Prohibition,0.35,False,False
1956,Indiana,IN,governor,Merle N. Miller,Labor,0.06,False,False
1956,Iowa,IA,governor,Herschel C. Loveless,Democratic,51.2,True,False
1956,Iowa,IA,governor,Leo Hoegh,Republican,48.8,False,True
1956,Kansas,KS,governor,George Docking,Democratic,55.4,True,False
1956,Kansas,KS,governor,Warren W. Shaw,Republican,42.2,False,False
1956,Kansas,KS,governor,Harry O. Lytle Jr.,Prohibition,2.4,False,False
1956,Maine,ME,governor,Edmund Muskie,Democratic,59.2,True,True
1956,Maine,ME,governor,Willis A. Trafton,Republican,40.8,False,False
1956,Massachusetts,MA,governor,Foster Furcolo,Democratic,52.8,True,False
1956,Massachusetts,MA,governor,Sumner G. Whittier,Republican,46.9,False,False
1956,Massachusetts,MA,governor,Henning A. Blomen,Labor,0.25,False,False
1956,Massachusetts,MA,governor,Mark R. Shaw,Prohibition,0.12,False,False
1956,Michigan,MI,governor,G. Mennen Williams,Democratic,54.7,True,True
1956,Michigan,MI,governor,Albert Cobo,Republican,45.1,False,False
1956,Michigan,MI,governor,Alfred T. Halsted,Prohibition,0.2,False,False
1956,Minnesota,MN,governor,Orville Freeman,Minnesota Democratic-farmer-labor,51.4,True,True
1956,Minnesota,MN,governor,Ancher Nelsen,Republican,48.2,False,False
1956,Minnesota,MN,governor,Rudolph Gustafson,Independent,0.4,False,False
1956,Missouri,MO,governor,James T. Blair Jr.,Democratic,52.1,True,False
1956,Missouri,MO,governor,Lon Hooker,Republican,47.9,False,False
1956,Montana,MT,governor,J. Hugo Aronson,Republican,51.4,True,True
1956,Montana,MT,governor,Arnold Olsen,Democratic,48.6,False,False
1956,Nebraska,NE,governor,Victor Anderson,Republican,54.3,True,True
1956,Nebraska,NE,governor,Frank Sorrell,Democratic,40.2,False,False
1956,Nebraska,NE,governor,George Morris,Independent,5.6,False,False
1956,New Hampshire,NH,governor,Lane Dwinell,Republican,54.7,True,True
1956,New Hampshire,NH,governor,John Shaw,Democratic,45.3,False,False
1956,New Mexico,NM,governor,Edwin L. Mechem,Republican,52.2,True,False
1956,New Mexico,NM,governor,John F. Simms,Democratic,47.8,False,True
1956,North Carolina,NC,governor,Luther H. Hodges,Democratic,67.0,True,True
1956,North Carolina,NC,governor,Kyle Hayes,Republican,33.1,False,False
1956,North Dakota,ND,governor,John E. Davis,Republican,58.5,True,False
1956,North Dakota,ND,governor,Wallace E. Warner,North Dakota Democratic-npl,41.5,False,False
1956,Ohio,OH,governor,C. William O'Neill,Republican,56.0,True,False
1956,Ohio,OH,governor,Michael DiSalle,Democratic,44.0,False,False
1956,Oregon,OR,governor,Robert D. Holmes,Democratic,50.5,True,False
1956,Oregon,OR,governor,Elmo Smith,Republican,49.5,False,True
1956,Rhode Island,RI,governor,Dennis J. Roberts,Democratic,50.09,True,True
1956,Rhode Island,RI,governor,Christopher Del Sesto,Republican,49.91,False,False
1956,South Dakota,SD,governor,Joe Foss,Republican,54.4,True,True
1956,South Dakota,SD,governor,Ralph Herseth,Democratic,45.6,False,False
1956,Texas,TX,governor,Price Daniel,Democratic,78.4,True,False
1956,Texas,TX,governor,William R. Bryant,Republican,15.2,False,False
1956,Texas,TX,governor,W. Lee O'Daniel,Independent,6.4,False,False
1956,Utah,UT,governor,George Dewey Clyde,Republican,38.2,True,False
1956,Utah,UT,governor,"L.C. ""Rennie"" Romney",Democratic,33.4,False,False
1956,Utah,UT,governor,J. Bracken Lee,Independent,28.4,False,True
1956,Vermont,VT,governor,Joseph B. Johnson,Republican,57.5,True,True
1956,Vermont,VT,governor,E. Frank Branon,Democratic,42.5,False,False
1956,Washington,WA,governor,Albert Rosellini,Democratic,54.6,True,False
1956,Washington,WA,governor,Emmett T. Anderson,Republican,45.0,False,False
1956,Washington,WA,governor,Henry Killman,Labor,0.4,False,False
1956,West Virginia,WV,governor,Cecil H. Underwood,Republican,53.9,True,False
1956,West Virginia,WV,governor,Bob Mollohan,Democratic,46.1,False,False
1956,Wisconsin,WI,governor,Vernon Wallace Thomson,Republican,51.9,True,False
1956,Wisconsin,WI,governor,William Proxmire,Democratic,48.1,False,False
