year,state,state_code,office,candidate,party,percentage,winner,incumbent
1940,Nebraska,NE,governor,Terry Carpenter,Democratic,39.1,False,False
1940,New Hampshire,NH,governor,Robert O. Blood,Republican,50.7,True,False
1940,New Hampshire,NH,governor,F. Clyde Keefe,Democratic,49.3,False,False
1940,New Jersey,NJ,governor,Charles Edison,Democratic,51.4,True,False
1940,New Jersey,NJ,governor,Robert C. Hendrickson,Republican,48.0,False,False
1940,New Jersey,NJ,governor,Marion Douglas,Socialist,0.4,False,False
1940,New Jersey,NJ,governor,Manuel Cantor,Communist,0.1,False,False
1940,New Jersey,NJ,governor,John C. Butterworth,Labor,0.1,False,False
1940,New Jersey,NJ,governor,Elmo L. Bateman,Prohibition,0.03,False,False
1940,New Mexico,NM,governor,John E. Miles,Democratic,55.6,True,True
1940,New Mexico,NM,governor,Maurice Miera,Republican,44.4,False,False
1940,North Carolina,NC,governor,J. Melville Broughton,Democratic,75.7,True,False
1940,North Carolina,NC,governor,Robert H. McNeill,Republican,24.3,False,False
1940,North Dakota,ND,governor,John Moses,Democratic,63.1,True,True
1940,North Dakota,ND,governor,Jack A. Patterson,Republican,36.9,False,False
1940,Ohio,OH,governor,John W. Bricker,Republican,55.6,True,True
1940,Ohio,OH,governor,Martin L. Davey,Democratic,45.5,False,False
1940,Rhode Island,RI,governor,J. Howard McGrath,Democratic,55.8,True,False
1940,Rhode Island,RI,governor,William Henry Vanderbilt III,Republican,44.1,False,True
1940,Rhode Island,RI,governor,Wilfred J. Boissy,Communist,0.1,False,False
1940,South Dakota,SD,governor,Harlan J. Bushfield,Republican,55.1,True,True
1940,South Dakota,SD,governor,Lewis W. Bicknell,Democratic,44.9,False,False
1940,Tennessee,TN,governor,Prentice Cooper,Democratic,72.1,True,True
1940,Tennessee,TN,governor,C. Arthur Bruce,Republican,27.9,False,False
1940,Texas,TX,governor,W. Lee O'Daniel,Democratic,94.4,True,True
1940,Texas,TX,governor,George C. Hopkins,Republican,5.6,False,False
1940,Texas,TX,governor,Ben H. Lauderdale,Communist,0.03,False,False
1940,Utah,UT,governor,Herbert B. Maw,Democratic,52.1,True,False
1940,Utah,UT,governor,Don B. Colton,Republican,47.7,False,False
1940,Utah,UT,governor,Ada Williams Quinn,Independent,0.24,False,False
1940,Vermont,VT,governor,William Henry Wills,Republican,64.0,True,False
1940,Vermont,VT,governor,John McGrath,Democratic,36.0,False,False
1940,Washington,WA,governor,Arthur B. Langlie,Republican,50.24,True,False
1940,Washington,WA,governor,Clarence Dill,Democratic,49.49,False,False
1940,Washington,WA,governor,John Brockway,Communist,0.21,False,False
1940,Washington,WA,governor,P. J. Ater,Labor,0.06,False,False
1940,West Virginia,WV,governor,Matthew M. Neely,Democratic,56.4,True,False
1940,West Virginia,WV,governor,Daniel Boone Dawson,Republican,43.6,False,False
1940,Wisconsin,WI,governor,Julius P. Heil,Republican,40.67,True,True
1940,Wisconsin,WI,governor,Orland Steen Loomis,Progressive,39.78,False,False
1940,Wisconsin,WI,governor,Francis E. McGovern,Democratic,19.29,False,False
1940,Wisconsin,WI,governor,Fred B. Blair,Communist,0.17,False,False
1940,Wisconsin,WI,governor,Louis Fisher,Labor,0.08,False,False
