year,state,state_code,office,candidate,party,percentage,winner,incumbent
1940,Arizona,AZ,governor,Sidney Preston Osborn,Democratic,65.5,True,False
1940,Arizona,AZ,governor,Jerrie W. Lee,Republican,33.8,False,False
1940,Arizona,AZ,governor,Charles R. Osburn,Prohibition,0.7,False,False
1940,Arkansas,AR,governor,Homer Adkins,Democratic,91.4,True,False
1940,Arkansas,AR,governor,H.C. Stump,Republican,8.2,False,False
1940,Arkansas,AR,governor,Walter S. McNutt,Independent,0.4,False,False
1940,Colorado,CO,governor,Ralph Lawrence Carr,Republican,54.4,True,True
1940,Colorado,CO,governor,George E. Saunders,Democratic,45.0,False,False
1940,Colorado,CO,governor,Carle Whitehead,Socialist,0.4,False,False
1940,Colorado,CO,governor,Laurence W. Cofman,Prohibition,0.3,False,False
1940,Connecticut,CT,governor,Robert A. Hurley,Democratic,49.5,True,False
1940,Connecticut,CT,governor,Raymond E. Baldwin,Republican,47.8,False,True
1940,Connecticut,CT,governor,Jasper McLevy,Socialist,2.3,False,False
1940,Connecticut,CT,governor,Joseph Mackay,Labor,0.2,False,False
1940,Connecticut,CT,governor,Michael A. Russo,Communist,0.2,False,False
1940,Delaware,DE,governor,Walter W. Bacon,Republican,52.4,True,False
1940,Delaware,DE,governor,Josiah Marvel Jr.,Democratic,45.4,False,False
1940,Delaware,DE,governor,Ivan Culbertson,Independent,2.2,False,False
1940,Florida,FL,governor,Primary runoff:,,,True,False
1940,Florida,FL,governor,Spessard Holland,Democratic,56.95,True,False
1940,Florida,FL,governor,Francis P. Whitehair,Democratic,43.05,False,False
1940,Florida,FL,governor,General election:,,,True,False
1940,Georgia,GA,governor,Primary election:,,,True,False
1940,Georgia,GA,governor,Eugene Talmadge,Democratic,51.58,True,False
1940,Georgia,GA,governor,Columbus Roberts,Democratic,35.95,False,False
1940,Georgia,GA,governor,Hosea Abit Nix,Democratic,12.47,False,False
1940,Georgia,GA,governor,General election:,,,True,False
1940,Georgia,GA,governor,J. L. R. Boyd,Prohibition,0.3,False,False
1940,Georgia,GA,governor,Joe Wallace,Independent,0.1,False,False
1940,Idaho,ID,governor,Chase A. Clark,Democratic,50.48,True,False
1940,Idaho,ID,governor,C. A. Bottolfsen,Republican,49.52,False,True
1940,Illinois,IL,governor,Dwight H. Green,Republican,53.0,True,False
1940,Illinois,IL,governor,Harry Hershey,Democratic,46.7,False,False
1940,Illinois,IL,governor,Arthur McDowell,Socialist,0.18,False,False
1940,Illinois,IL,governor,Clay Freeman Gaumer,Prohibition,0.16,False,False
1940,Indiana,IN,governor,Henry F. Schricker,Democratic,49.92,True,False
1940,Indiana,IN,governor,Glenn R. Hillis,Republican,49.69,False,False
1940,Indiana,IN,governor,Mary Donovan Hapgood,Socialist,0.27,False,False
1940,Indiana,IN,governor,Omer S. Whiteman,Prohibition,0.08,False,False
1940,Indiana,IN,governor,Herman Barcus Barefield,Labor,0.04,False,False
1940,Iowa,IA,governor,George A. Wilson,Republican,52.7,True,True
1940,Iowa,IA,governor,John Valentine,Democratic,47.1,False,False
1940,Iowa,IA,governor,M. M. Heptonstall,Prohibition,0.1,False,False
1940,Iowa,IA,governor,Charles Speck,Communist,0.1,False,False
1940,Kansas,KS,governor,Payne Ratner,Republican,49.63,True,True
1940,Kansas,KS,governor,William H. Burke,Democratic,49.58,False,False
1940,Kansas,KS,governor,David C. White,Prohibition,0.61,False,False
1940,Kansas,KS,governor,Ida A. Beloof,Socialist,0.19,False,False
1940,Maine,ME,governor,Sumner Sewall,Republican,63.8,True,False
1940,Maine,ME,governor,Fulton J. Redman,Democratic,36.1,False,False
1940,Maine,ME,governor,Helen Knudsen,Communist,0.1,False,False
1940,Massachusetts,MA,governor,Leverett Saltonstall,Republican,49.74,True,True
1940,Massachusetts,MA,governor,Paul A. Dever,Democratic,49.46,False,False
1940,Massachusetts,MA,governor,Otis Archer Hood,Communist,0.28,False,False
1940,Massachusetts,MA,governor,Jeffrey W. Campbell,Socialist,0.23,False,False
1940,Massachusetts,MA,governor,Henning A. Blomen,Labor,0.17,False,False
1940,Massachusetts,MA,governor,E. Tallmadge Root,Prohibition,0.12,False,False
1940,Michigan,MI,governor,Murray Van Wagoner,Democratic,53.1,True,False
1940,Michigan,MI,governor,Luren Dickinson,Republican,46.6,False,True
1940,Michigan,MI,governor,Seth Whitmore,Socialist,0.2,False,False
1940,Michigan,MI,governor,Philip Raymond,Communist,0.12,False,False
1940,Michigan,MI,governor,Ralph Naylor,Labor,0.04,False,False
1940,Minnesota,MN,governor,Harold Stassen,Republican,52.1,True,True
1940,Minnesota,MN,governor,Hjalmar Petersen,Farmer-labor,36.6,False,False
1940,Minnesota,MN,governor,Edward Murphy,Democratic,11.1,False,False
1940,Minnesota,MN,governor,John William Castle,Industrial,0.25,False,False
1940,Missouri,MO,governor,Forrest C. Donnell,Republican,50.05,True,False
1940,Missouri,MO,governor,Larry McDaniel,Democratic,49.85,False,False
1940,Missouri,MO,governor,Jed A. High,Socialist,0.09,False,False
1940,Missouri,MO,governor,William Wesley Cox,Labor,0.01,False,False
1940,Montana,MT,governor,Sam C. Ford,Republican,50.67,True,False
1940,Montana,MT,governor,Roy E. Ayers,Democratic,48.64,False,True
1940,Montana,MT,governor,Arvo Fredrickson,Communist,0.7,False,False
1940,Nebraska,NE,governor,Dwight Griswold,Republican,60.9,True,False
