year,state,state_code,office,candidate,party,percentage,winner,incumbent
1946,Maryland,MD,governor,Theodore McKeldin,Republican,45.3,False,False
1946,Massachusetts,MA,governor,Robert F. Bradford,Republican,54.1,True,False
1946,Massachusetts,MA,governor,Maurice J. Tobin,Democratic,45.3,False,True
1946,Massachusetts,MA,governor,Horace I. Hillis,Labor,0.4,False,False
1946,Massachusetts,MA,governor,Guy S. Williams,Prohibition,0.1,False,False
1946,Michigan,MI,governor,Kim Sigler,Republican,60.3,True,False
1946,Michigan,MI,governor,Murray Van Wagoner,Democratic,38.7,False,False
1946,Michigan,MI,governor,Gordon Phillips,Prohibition,0.7,False,False
1946,Michigan,MI,governor,James Sim,Labor,0.3,False,False
1946,Minnesota,MN,governor,Luther Youngdahl,Republican,59.0,True,False
1946,Minnesota,MN,governor,Harold H. Barker,Minnesota Democratic-farmer-labor,39.7,False,False
1946,Minnesota,MN,governor,Rudolph Gustafson,Government,1.3,False,False
1946,Nebraska,NE,governor,Val Peterson,Republican,65.5,True,False
1946,Nebraska,NE,governor,Frank Sorrell,Democratic,35.5,False,False
1946,Nevada,NV,governor,Vail Pittman,Democratic,57.4,True,True
1946,Nevada,NV,governor,Melvin E. Jepson,Republican,42.6,False,False
1946,New Hampshire,NH,governor,Charles M. Dale,Republican,63.1,True,True
1946,New Hampshire,NH,governor,F. Clyde Keefe,Democratic,36.9,False,False
1946,New Jersey,NJ,governor,'''Alfred E. Driscoll,Republican,57.1,True,False
1946,New Jersey,NJ,governor,Lewis G. Hansen,Democratic,41.4,False,False
1946,New Mexico,NM,governor,Thomas J. Mabry,Democratic,52.7,True,False
1946,New Mexico,NM,governor,Edward L. Safford,Republican,47.3,False,False
1946,New York,NY,governor,Thomas E. Dewey,Republican,56.9,True,True
1946,New York,NY,governor,James M. Mead,Democratic,43.1,False,False
1946,North Dakota,ND,governor,Fred G. Aandahl,Republican,68.9,True,True
1946,North Dakota,ND,governor,Quentin Burdick,Democratic,31.1,False,False
1946,Ohio,OH,governor,Thomas J. Herbert,Republican,50.6,True,False
1946,Ohio,OH,governor,Frank Lausche,Democratic,48.9,False,True
1946,Ohio,OH,governor,Arla A. Albaugh,Labor,0.5,False,False
1946,Oklahoma,OK,governor,Roy J. Turner,Democratic,52.5,True,False
1946,Oklahoma,OK,governor,Olney F. Flynn,Republican,46.0,False,False
1946,Oklahoma,OK,governor,"Mildred ""Mickey"" Harrell",Independent,1.45,False,False
1946,Oklahoma,OK,governor,R.M. Funk,Independent,0.05,False,False
1946,Oklahoma,OK,governor,Bruno H. Miller,Independent,0.05,False,False
1946,Oregon,OR,governor,Earl Snell,Republican,69.1,True,True
1946,Oregon,OR,governor,Carl C. Donaugh,Democratic,30.9,False,False
1946,Pennsylvania,PA,governor,James H. Duff,Republican,58.5,True,False
1946,Pennsylvania,PA,governor,John S. Rice,Democratic,40.7,False,False
1946,Pennsylvania,PA,governor,James Killip,Prohibition,0.44,False,False
1946,Pennsylvania,PA,governor,George S. Taylor,Labor,0.34,False,False
1946,Rhode Island,RI,governor,John Pastore,Democratic,54.3,True,True
1946,Rhode Island,RI,governor,John G. Murphy,Republican,45.7,False,False
1946,South Carolina,SC,governor,Primary run-off:,,,True,False
1946,South Carolina,SC,governor,Strom Thurmond,Democratic,56.95,True,False
1946,South Carolina,SC,governor,James C. McLeod,Democratic,43.05,False,False
1946,South Carolina,SC,governor,General election:,,,True,False
1946,South Dakota,SD,governor,George T. Mickelson,Republican,67.2,True,False
1946,South Dakota,SD,governor,Richard Haeder,Democratic,32.8,False,False
1946,Tennessee,TN,governor,Jim Nance McCord,Democratic,65.4,True,True
1946,Tennessee,TN,governor,W.O. Lowe,Republican,31.9,False,False
1946,Tennessee,TN,governor,John Randolph Neal Jr.,Independent,2.7,False,False
1946,Texas,TX,governor,Beauford H. Jester,Democratic,91.2,True,False
1946,Texas,TX,governor,Eugene Nolte,Republican,8.8,False,False
1946,Vermont,VT,governor,Ernest W. Gibson Jr.,Republican,80.3,True,False
1946,Vermont,VT,governor,Berthold C. Coburn,Democratic,19.6,False,False
1946,Wisconsin,WI,governor,Walter Samuel Goodland,Republican,59.8,True,True
1946,Wisconsin,WI,governor,Daniel Hoan,Democratic,39.1,False,False
1946,Wisconsin,WI,governor,Walter H. Uphoff,Socialist,0.9,False,False
1946,Wisconsin,WI,governor,Sigmund Eisenscher,Communist,0.2,False,False
1946,Wisconsin,WI,governor,Jerry Kenyon,Labor,0.1,False,False
1946,Wyoming,WY,governor,Lester C. Hunt,Democratic,52.9,True,True
1946,Wyoming,WY,governor,Earl Wright,Republican,47.1,False,False
