year,state,state_code,office,candidate,party,percentage,winner,incumbent
1946,Alabama,AL,governor,Jim Folsom,Democratic,88.7,True,False
1946,Alabama,AL,governor,Lyman Ward,Republican,11.3,False,False
1946,Arizona,AZ,governor,Sidney Preston Osborn,Democratic,60.1,True,True
1946,Arizona,AZ,governor,Bruce Brockett,Republican,39.9,False,False
1946,Arkansas,AR,governor,Benjamin T. Laney,Democratic,84.1,True,True
1946,Arkansas,AR,governor,W.T. Mills,Republican,15.9,False,False
1946,California,CA,governor,Earl Warren,Republican,91.6,True,True
1946,California,CA,governor,Henry R. Schmidt,Prohibition,7.1,False,False
1946,California,CA,governor,Archie Brown,Communist,0.9,False,False
1946,California,CA,governor,James Roosevelt,Democratic,0.1,False,False
1946,California,CA,governor,Robert W. Kenny,Independent,0.06,False,False
1946,California,CA,governor,Albert Clark,Independent,0.03,False,False
1946,Colorado,CO,governor,William Lee Knous,Democratic,52.1,True,False
1946,Colorado,CO,governor,Leon E. Lavington,Republican,47.9,False,False
1946,Connecticut,CT,governor,James L. McConaughy,Republican,54.4,True,False
1946,Connecticut,CT,governor,Charles Wilbert Snow,Democratic,40.4,False,False
1946,Connecticut,CT,governor,Jasper McLevy,Socialist,4.8,False,False
1946,Connecticut,CT,governor,Herman N. Simon,Labor,0.5,False,False
1946,Georgia,GA,governor,Primary results:,,,True,False
1946,Georgia,GA,governor,Eugene Talmadge,Democratic,42.96,False,False
1946,Georgia,GA,governor,James V. Carmichael,Democratic,45.3,False,False
1946,Georgia,GA,governor,Eurith D. Rivers,Democratic,10.04,False,False
1946,Georgia,GA,governor,Hoke O'Kelley,Democratic,1.7,False,False
1946,Georgia,GA,governor,General election:,,,True,False
1946,Georgia,GA,governor,Herman Talmadge,Democratic,0.46,False,False
1946,Georgia,GA,governor,D. Talmadge Bowers,Independent,0.44,False,False
1946,Georgia,GA,governor,Ellis Arnall,Democratic,0.08,False,True
1946,Idaho,ID,governor,C. A. Robins,Republican,56.4,True,False
1946,Idaho,ID,governor,Arnold Williams,Democratic,43.6,False,True
1946,Iowa,IA,governor,Robert D. Blue,Republican,57.4,True,True
1946,Iowa,IA,governor,Frank Miles,Democratic,42.1,False,False
1946,Iowa,IA,governor,E. P. Gabriel,Prohibition,0.5,False,False
1946,Kansas,KS,governor,Frank Carlson,Republican,53.5,True,False
1946,Kansas,KS,governor,Harry Hines Woodring,Democratic,44.0,False,False
1946,Kansas,KS,governor,David C. White,Prohibition,2.2,False,False
1946,Kansas,KS,governor,Harry Graber,Socialist,0.3,False,False
1946,Maine,ME,governor,Horace Hildreth,Republican,61.3,True,True
1946,Maine,ME,governor,F. Davis Clark,Democratic,38.7,False,False
1946,Maryland,MD,governor,William Preston Lane Jr.,Democratic,54.7,True,False
