year,state,state_code,office,candidate,party,percentage,winner,incumbent
1944,Iowa,IA,governor,Glen Williamson,Prohibition,0.3,False,False
1944,Iowa,IA,governor,Hugh Bockewitz,Socialist,0.1,False,False
1944,Kansas,KS,governor,Andrew Frank Schoeppel,Republican,65.7,True,True
1944,Kansas,KS,governor,Robert S. Lemon,Democratic,32.8,False,False
1944,Kansas,KS,governor,David C. White,Prohibition,1.1,False,False
1944,Kansas,KS,governor,W. W. Tamplin,Socialist,0.3,False,False
1944,Maine,ME,governor,Horace Hildreth,Republican,70.3,True,False
1944,Maine,ME,governor,Paul Julien,Democratic,29.7,False,False
1944,Massachusetts,MA,governor,Maurice J. Tobin,Democratic,53.6,True,False
1944,Massachusetts,MA,governor,Horace T. Cahill,Republican,46.0,False,False
1944,Massachusetts,MA,governor,Henning A. Blomen,Labor,0.3,False,False
1944,Massachusetts,MA,governor,Guy S. Williams,Prohibition,0.2,False,False
1944,Michigan,MI,governor,Harry Kelly,Republican,54.7,True,True
1944,Michigan,MI,governor,Edward J. Fry,Democratic,44.8,False,False
1944,Michigan,MI,governor,Seth A. Davey,Prohibition,0.3,False,False
1944,Michigan,MI,governor,Forest Odell,Socialist,0.1,False,False
1944,Michigan,MI,governor,Leland Marion,Independent,0.1,False,False
1944,Michigan,MI,governor,Theos A. Grove,Labor,0.1,False,False
1944,Minnesota,MN,governor,Edward J. Thye,Republican,61.6,True,True
1944,Minnesota,MN,governor,Byron G. Allen,Minnesota Democratic-farmer-labor,37.8,False,False
1944,Minnesota,MN,governor,Gerald M. York,Government,0.6,False,False
1944,Missouri,MO,governor,Phil M. Donnelly,Democratic,50.94,True,False
1944,Missouri,MO,governor,Jean Paul Bradshaw,Republican,48.97,False,False
1944,Missouri,MO,governor,W. F. Rinck,Socialist,0.08,False,False
1944,Missouri,MO,governor,Stephen Tendler,Labor,0.01,False,False
1944,Montana,MT,governor,Sam C. Ford,Republican,56.4,True,True
1944,Montana,MT,governor,Leif Erickson,Democratic,43.2,False,False
1944,Montana,MT,governor,Charles R. Miller,Prohibition,0.5,False,False
1944,Nebraska,NE,governor,Dwight Griswold,Republican,76.1,True,True
1944,Nebraska,NE,governor,George W. Olsen,Democratic,23.9,False,False
1944,New Hampshire,NH,governor,Charles M. Dale,Republican,53.1,True,False
1944,New Hampshire,NH,governor,James J. Powers,Democratic,46.9,False,False
1944,New Mexico,NM,governor,John J. Dempsey,Democratic,51.9,True,True
1944,New Mexico,NM,governor,Carroll G. Gunderson,Republican,48.2,False,False
1944,North Carolina,NC,governor,R. Gregg Cherry,Democratic,69.6,True,False
1944,North Carolina,NC,governor,Frank C. Patton,Republican,30.4,False,False
1944,North Dakota,ND,governor,Fred G. Aandahl,Republican,52.0,True,False
1944,North Dakota,ND,governor,William T. Depuy,Democratic,28.9,False,False
1944,North Dakota,ND,governor,Alvin C. Strutz,Independent,18.8,False,False
1944,North Dakota,ND,governor,A. M. Wiley,Prohibition,0.3,False,False
1944,Ohio,OH,governor,Frank Lausche,Democratic,51.8,True,False
1944,Ohio,OH,governor,James Garfield Stewart,Republican,48.2,False,False
1944,Rhode Island,RI,governor,J. Howard McGrath,Democratic,60.7,True,True
1944,Rhode Island,RI,governor,Norman D. MacLeod,Republican,39.4,False,False
1944,South Dakota,SD,governor,Merrell Q. Sharpe,Republican,65.5,True,True
1944,South Dakota,SD,governor,Lynn Fellows,Democratic,34.5,False,False
1944,Tennessee,TN,governor,Jim Nance McCord,Democratic,62.5,True,False
1944,Tennessee,TN,governor,John W. Kilgo,Republican,36.0,False,False
1944,Tennessee,TN,governor,John Randolph Neal Jr.,Independent,1.5,False,False
1944,Texas,TX,governor,Coke R. Stevenson,Democratic,91.0,True,True
1944,Texas,TX,governor,B. J. Peasley,Republican,9.0,False,False
1944,Utah,UT,governor,Herbert B. Maw,Democratic,50.21,True,True
1944,Utah,UT,governor,J. Bracken Lee,Republican,49.79,False,False
1944,Vermont,VT,governor,Mortimer Proctor,Republican,65.9,True,False
1944,Vermont,VT,governor,Ernest H. Bailey,Democratic,34.1,False,False
1944,Washington,WA,governor,Monrad Wallgren,Democratic,51.5,True,False
1944,Washington,WA,governor,Arthur B. Langlie,Republican,48.1,False,True
1944,Washington,WA,governor,Allen Emerson,Prohibition,0.2,False,False
1944,Washington,WA,governor,Henry E.O. Gusey,Labor,0.16,False,False
1944,West Virginia,WV,governor,Clarence W. Meadows,Democratic,54.4,True,False
1944,West Virginia,WV,governor,Daniel Boone Dawson,Republican,45.6,False,False
1944,Wisconsin,WI,governor,Walter Samuel Goodland,Republican,52.8,True,True
1944,Wisconsin,WI,governor,Daniel Hoan,Democratic,40.6,False,False
1944,Wisconsin,WI,governor,Alexander O. Benz,Progressive,5.8,False,False
1944,Wisconsin,WI,governor,George A. Nelson,Socialist,0.7,False,False
1944,Wisconsin,WI,governor,Georgia Cozzini,Labor,0.09,False,False
