year,state,state_code,office,candidate,party,percentage,winner,incumbent
1944,Arizona,AZ,governor,Sidney Preston Osborn,Democratic,77.9,True,True
1944,Arizona,AZ,governor,Jerrie W. Lee,Republican,21.2,False,False
1944,Arizona,AZ,governor,Charles R. Osburn,Prohibition,0.9,False,False
1944,Arkansas,AR,governor,Benjamin T. Laney,Democratic,86.0,True,False
1944,Arkansas,AR,governor,Harley C. Stump,Republican,14.0,False,False
1944,Colorado,CO,governor,John Charles Vivian,Republican,52.4,True,True
1944,Colorado,CO,governor,Roy Phelix Best,Democratic,47.6,False,False
1944,Connecticut,CT,governor,Raymond E. Baldwin,Republican,50.5,True,True
1944,Connecticut,CT,governor,Robert A. Hurley,Democratic,47.4,False,False
1944,Connecticut,CT,governor,Jasper McLevy,Socialist,2.0,False,False
1944,Connecticut,CT,governor,Joseph C. Borden Jr.,Labor,0.2,False,False
1944,Delaware,DE,governor,Walter W. Bacon,Republican,50.5,True,True
1944,Delaware,DE,governor,Isaac J. MacCollum,Democratic,49.2,False,False
1944,Delaware,DE,governor,Thomas W. Jakes,Prohibition,0.3,False,False
1944,Florida,FL,governor,Millard Caldwell,Democratic,79.0,True,False
1944,Florida,FL,governor,Bert L. Acker,Republican,21.0,False,False
1944,Idaho,ID,governor,Charles C. Gossett,Democratic,52.6,True,False
1944,Idaho,ID,governor,W. H. Detwiler,Republican,47.4,False,False
1944,Illinois,IL,governor,Dwight H. Green,Republican,50.8,True,True
1944,Illinois,IL,governor,Thomas J. Courtney,Democratic,49.0,False,False
1944,Illinois,IL,governor,Charles Storm,Labor,0.2,False,False
1944,Illinois,IL,governor,Willis R. Wilson,Prohibition,0.1,False,False
1944,Indiana,IN,governor,Ralph F. Gates,Republican,51.0,True,False
1944,Indiana,IN,governor,Samuel D. Jackson,Democratic,48.2,False,False
1944,Indiana,IN,governor,Waldo E. Yeater,Prohibition,0.7,False,False
1944,Indiana,IN,governor,William Rabe,Socialist,0.1,False,False
1944,Iowa,IA,governor,Robert D. Blue,Republican,56.0,True,False
1944,Iowa,IA,governor,R. F. Mitchell,Democratic,43.6,False,False
