year,state,state_code,office,election,row_type,candidate,party,votes,percentage,winner,incumbent
1981,New Jersey,NJ,governor,"New Jersey gubernatorial election, 1981",Winning,Thomas Kean,Republican,1145999,49.46,True,False
1981,New Jersey,NJ,governor,"New Jersey gubernatorial election, 1981",Candidate,James Florio,Democratic,1144202,49.38,False,False
1981,New Jersey,NJ,governor,"New Jersey gubernatorial election, 1981",Candidate,Bill Gahres,Independent,4525,0.2,False,False
1981,New Jersey,NJ,governor,"New Jersey gubernatorial election, 1981",Candidate,Chester Grabowski (withdrawn),Independent,4496,0.19,False,False
1981,New Jersey,NJ,governor,"New Jersey gubernatorial election, 1981",Candidate,Jack Moyers,Libertarian,2377,0.1,False,False
1981,New Jersey,NJ,governor,"New Jersey gubernatorial election, 1981",Candidate,Paul B. Rizzo,Independent,2336,0.1,False,False
1981,New Jersey,NJ,governor,"New Jersey gubernatorial election, 1981",Candidate,Harry J. Gaynor,Independent,2209,0.1,False,False
1981,New Jersey,NJ,governor,"New Jersey gubernatorial election, 1981",Candidate,James A. Kolyer III,Independent,2144,0.09,False,False
1981,New Jersey,NJ,governor,"New Jersey gubernatorial election, 1981",Candidate,Julius Levin,Labor,2073,0.09,False,False
1981,New Jersey,NJ,governor,"New Jersey gubernatorial election, 1981",Candidate,"Charles C. Stone, Jr.",Independent,1948,0.08,False,False
1981,New Jersey,NJ,governor,"New Jersey gubernatorial election, 1981",Candidate,James E. Harris,Workers,1681,0.07,False,False
1981,New Jersey,NJ,governor,"New Jersey gubernatorial election, 1981",Candidate,Ernest D. Pellerino,Independent,1647,0.07,False,False
1981,New Jersey,NJ,governor,"New Jersey gubernatorial election, 1981",Candidate,Jasper C. Gould,Independent,1602,0.07,False,False
1981,Virginia,VA,governor,1981 Virginia gubernatorial election,Winning,Charles S. Robb,Democratic,760357,53.56,True,False
1981,Virginia,VA,governor,1981 Virginia gubernatorial election,Candidate,J. Marshall Coleman,Republican,659398,46.44,False,False
