year,state,state_code,office,election,row_type,candidate,party,votes,percentage,winner,incumbent
1999,Kentucky,KY,governor,1999 Kentucky gubernatorial election,Winning,Paul E. Patton,Democratic,352099,60.7,True,True
1999,Kentucky,KY,governor,1999 Kentucky gubernatorial election,Candidate,Peppy Martin,Republican,128788,22.2,False,False
1999,Kentucky,KY,governor,1999 Kentucky gubernatorial election,Candidate,Gatewood Galbraith,Reform,88930,15.33,False,False
1999,Kentucky,KY,governor,1999 Kentucky gubernatorial election,Candidate,Nailah Jumoke-Yarbrough,Law,6934,1.2,False,False
1999,Kentucky,KY,governor,1999 Kentucky gubernatorial election,Candidate,Hoby Anderson,Write-in,3323,0.57,False,False
1999,Kentucky,KY,governor,1999 Kentucky gubernatorial election,Total,,,580074,100.0,False,False
1999,Louisiana,LA,governor,"Louisiana Gubernatorial Election, 1999",Winning,Mike Foster,Republican,805203,62.17,True,True
1999,Louisiana,LA,governor,"Louisiana Gubernatorial Election, 1999",Candidate,Bill Jefferson,Democratic,382445,29.53,False,False
1999,Louisiana,LA,governor,"Louisiana Gubernatorial Election, 1999",Candidate,Tom Greene,Republican,35434,2.74,False,False
1999,Louisiana,LA,governor,"Louisiana Gubernatorial Election, 1999",Candidate,Phil Preis,Democratic,23445,1.81,False,False
1999,Louisiana,LA,governor,"Louisiana Gubernatorial Election, 1999",Candidate,Berl Bush,Democratic,12496,0.96,False,False
1999,Louisiana,LA,governor,"Louisiana Gubernatorial Election, 1999",Candidate,Belinda Alexandrenko,Reform,8978,0.69,False,False
1999,Louisiana,LA,governor,"Louisiana Gubernatorial Election, 1999",Candidate,Messiah Darryl Paul Ward,Democratic,7645,0.59,False,False
1999,Louisiana,LA,governor,"Louisiana Gubernatorial Election, 1999",Candidate,Bob McElroy,Democratic,7511,0.58,False,False
1999,Louisiana,LA,governor,"Louisiana Gubernatorial Election, 1999",Candidate,Charles V. Bellone,Democratic,5432,0.42,False,False
1999,Louisiana,LA,governor,"Louisiana Gubernatorial Election, 1999",Candidate,Sid Baron,Independent,3669,0.28,False,False
1999,Louisiana,LA,governor,"Louisiana Gubernatorial Election, 1999",Candidate,Ronnie Glynn Johnson,Independent,2946,0.23,False,False
