year,state,state_code,office,election,row_type,candidate,party,votes,percentage,winner,incumbent
2018,Alabama,AL,attorney general,2018 Alabama Attorney General election,Winning,Steve Marshall,Republican,1004438,58.79,True,True
2018,Alabama,AL,attorney general,2018 Alabama Attorney General election,Candidate,Joseph Siegelman,Democratic,702858,41.14,False,False
2018,Alabama,AL,attorney general,2018 Alabama Attorney General election,Write-in,,,1141,0.07,False,False
2018,Alabama,AL,attorney general,2018 Alabama Attorney General election,Total,,,1708437,100.0,False,False
2018,Alabama,AL,governor,2018 Alabama gubernatorial election,Winning,Kay Ivey,Republican,1022457,59.46,True,True
2018,Alabama,AL,governor,2018 Alabama gubernatorial election,Candidate,Walt Maddox,Democratic,694495,40.39,False,False
2018,Alabama,AL,governor,2018 Alabama gubernatorial election,Write-in,,,2637,0.15,False,False
2018,Alabama,AL,governor,2018 Alabama gubernatorial election,Total,,,1719589,100.0,False,False
2018,Alaska,AK,governor,2018 Alaska gubernatorial election,Winning,Mike Dunleavy,Republican,145631,51.44,True,False
2018,Alaska,AK,governor,2018 Alaska gubernatorial election,Candidate,Mark Begich,Democratic,125739,44.41,False,False
2018,Alaska,AK,governor,2018 Alaska gubernatorial election,Candidate,Bill Walker (incumbent; withdrawn),Independent,5757,2.03,False,False
2018,Alaska,AK,governor,2018 Alaska gubernatorial election,Candidate,William Toien,Libertarian,5402,1.91,False,False
2018,Alaska,AK,governor,2018 Alaska gubernatorial election,Write-in,,,605,0.21,False,False
2018,Alaska,AK,governor,2018 Alaska gubernatorial election,Total,,,283134,100.0,False,False
2018,Arizona,AZ,attorney general,General election results,Winning,Mark Brnovich,Republican,1201398,51.73,True,True
2018,Arizona,AZ,attorney general,General election results,Candidate,January Contreras,Democratic,1120726,48.26,False,False
2018,Arizona,AZ,attorney general,General election results,Write-in,,,346,0.01,False,False
2018,Arizona,AZ,attorney general,General election results,Total,,,2322470,100.0,False,False
2018,Arizona,AZ,governor,"Arizona gubernatorial election, 2018",Winning,Doug Ducey,Republican,1330863,56.0,True,True
2018,Arizona,AZ,governor,"Arizona gubernatorial election, 2018",Candidate,David Garcia,Democratic,994341,41.84,False,False
2018,Arizona,AZ,governor,"Arizona gubernatorial election, 2018",Candidate,Angel Torres,Green,50962,2.14,False,False
2018,Arizona,AZ,governor,"Arizona gubernatorial election, 2018",Write-in,,,275,0.01,False,False
2018,Arizona,AZ,governor,"Arizona gubernatorial election, 2018",Total,,,2376441,100.0,False,False
2018,Arkansas,AR,attorney general,2018 Arkansas Attorney General election,Winning,Leslie Rutledge,Republican,549668,61.8,True,True
2018,Arkansas,AR,attorney general,2018 Arkansas Attorney General election,Candidate,Mike Lee,Democratic,315099,35.43,False,False
2018,Arkansas,AR,attorney general,2018 Arkansas Attorney General election,Candidate,Kerry Hicks,Libertarian,24652,2.77,False,False
2018,Arkansas,AR,attorney general,2018 Arkansas Attorney General election,Total,,,889419,100.0,False,False
2018,Arkansas,AR,governor,2018 Arkansas gubernatorial election,Winning,Asa Hutchinson,Republican,582406,65.33,True,True
2018,Arkansas,AR,governor,2018 Arkansas gubernatorial election,Candidate,Jared Henderson,Democratic,283218,31.77,False,False
2018,Arkansas,AR,governor,2018 Arkansas gubernatorial election,Candidate,Mark West,Libertarian,25885,2.9,False,False
2018,Arkansas,AR,governor,2018 Arkansas gubernatorial election,Total,,,891509,100.0,False,False
2018,California,CA,attorney general,2018 California Attorney General election,Winning,Xavier Becerra,Democratic,7790743,63.57,True,True
2018,California,CA,attorney general,2018 California Attorney General election,Candidate,Steven Bailey,Republican,4465587,36.43,False,False
2018,California,CA,attorney general,2018 California Attorney General election,Total,,,12256330,100.0,False,False
2018,California,CA,governor,2018 California gubernatorial election,Winning,Gavin Newsom,Democratic,7721410,61.95,True,False
2018,California,CA,governor,2018 California gubernatorial election,Candidate,John H. Cox,Republican,4742825,38.05,False,False
2018,California,CA,governor,2018 California gubernatorial election,Total,,,12464235,100.0,False,False
2018,Colorado,CO,attorney general,"Colorado Attorney General election, 2018",Winning,Phil Weiser,Democratic,1285464,51.6,True,False
2018,Colorado,CO,attorney general,"Colorado Attorney General election, 2018",Candidate,George Brauchler,Republican,1124757,45.1,False,False
2018,Colorado,CO,attorney general,"Colorado Attorney General election, 2018",Candidate,"William F. Robinson, III",Libertarian,81733,3.3,False,False
2018,Colorado,CO,attorney general,"Colorado Attorney General election, 2018",Total,,,2491954,100.0,False,False
2018,Colorado,CO,governor,2018 Colorado gubernatorial election,Winning,Jared Polis,Democratic,1348888,53.42,True,False
2018,Colorado,CO,governor,2018 Colorado gubernatorial election,Candidate,Walker Stapleton,Republican,1080801,42.8,False,False
2018,Colorado,CO,governor,2018 Colorado gubernatorial election,Candidate,Scott Helker,Libertarian,69519,2.75,False,False
2018,Colorado,CO,governor,2018 Colorado gubernatorial election,Candidate,Bill Hammons,Unity,25854,1.02,False,False
2018,Connecticut,CT,attorney general,2018 Connecticut Attorney General election,Winning,William Tong,Total,715340,52.48,True,False
2018,Connecticut,CT,attorney general,2018 Connecticut Attorney General election,Candidate,William Tong,Democratic,691496,50.73,False,False
2018,Connecticut,CT,attorney general,2018 Connecticut Attorney General election,Candidate,Susan Hatfield,Republican,605504,44.42,False,False
2018,Connecticut,CT,attorney general,2018 Connecticut Attorney General election,Candidate,Peter Goselin,Green,14358,1.05,False,False
