year,state,state_code,office,election,row_type,candidate,party,votes,percentage,winner,incumbent
1977,New Jersey,NJ,governor,Democratic primary results,Winning,Brendan Byrne,Democratic,175448,30.3,True,True
1977,New Jersey,NJ,governor,Democratic primary results,Candidate,Robert A. Roe,Democratic,134116,23.16,False,False
1977,New Jersey,NJ,governor,Democratic primary results,Candidate,Ralph DeRose,Democratic,99948,17.26,False,False
1977,New Jersey,NJ,governor,Democratic primary results,Candidate,James Florio,Democratic,87743,15.15,False,False
1977,New Jersey,NJ,governor,Democratic primary results,Candidate,Joseph A. Hoffman,Democratic,58835,10.16,False,False
1977,New Jersey,NJ,governor,Democratic primary results,Candidate,Raymond Garramone,Democratic,6602,1.14,False,False
1977,New Jersey,NJ,governor,Democratic primary results,Candidate,A. Howard Freund,Democratic,6205,1.07,False,False
1977,New Jersey,NJ,governor,Democratic primary results,Candidate,Paul T. Jordan (withdrew),Democratic,2996,0.52,False,False
1977,New Jersey,NJ,governor,Democratic primary results,Candidate,Emery J. Zold,Democratic,2934,0.51,False,False
1977,New Jersey,NJ,governor,Democratic primary results,Candidate,George Koukos,Democratic,2889,0.5,False,False
1977,New Jersey,NJ,governor,Democratic primary results,Candidate,Melvin M. Whaley,Democratic,1282,0.22,False,False
1977,New Jersey,NJ,governor,Democratic primary results,Total,,,578998,100.0,False,False
1977,New Jersey,NJ,governor,Republican Party primary results,Winning,Raymond Bateman,Republican,196592,54.7,True,False
1977,New Jersey,NJ,governor,Republican Party primary results,Candidate,Thomas Kean,Republican,129982,36.17,False,False
1977,New Jersey,NJ,governor,Republican Party primary results,Candidate,C. Robert Sarcone,Republican,20861,5.8,False,False
1977,New Jersey,NJ,governor,Republican Party primary results,Candidate,William A. Angus Jr.,Republican,11954,3.33,False,False
1977,New Jersey,NJ,governor,Republican Party primary results,Total,,,359389,100.0,False,False
