year,state,state_code,office,election,row_type,candidate,party,votes,percentage,winner,incumbent
2020,Delaware,DE,governor,"Delaware gubernatorial election, 2020",Winning,John Carney,Democratic,292903,59.46,True,True
2020,Delaware,DE,governor,"Delaware gubernatorial election, 2020",Candidate,Julianne Murray,Republican,190312,38.63,False,False
2020,Delaware,DE,governor,"Delaware gubernatorial election, 2020",Candidate,Kathy DeMatteis,Independent,6150,1.25,False,False
2020,Delaware,DE,governor,"Delaware gubernatorial election, 2020",Candidate,John Machurek,Libertarian,3270,0.66,False,False
2020,Delaware,DE,governor,"Delaware gubernatorial election, 2020",Total,,,492635,100.0,False,False
2020,Indiana,IN,attorney general,2020 Indiana attorney general election,Winning,Todd Rokita,Republican,1722007,58.34,True,False
2020,Indiana,IN,attorney general,2020 Indiana attorney general election,Candidate,Jonathan Weinzapfel,Democratic,1229644,41.66,False,False
2020,Indiana,IN,attorney general,2020 Indiana attorney general election,Total,,,2951651,100.0,False,False
2020,Indiana,IN,governor,"Indiana gubernatorial election, 2020",Winning,Eric Holcomb,Republican,1706727,56.51,True,True
2020,Indiana,IN,governor,"Indiana gubernatorial election, 2020",Candidate,Woody Myers,Democratic,968094,32.05,False,False
2020,Indiana,IN,governor,"Indiana gubernatorial election, 2020",Candidate,Donald Rainwater,Libertarian,345567,11.44,False,False
2020,Indiana,IN,governor,"Indiana gubernatorial election, 2020",Total,,,3020388,100.0,False,False
2020,Missouri,MO,attorney general,"Missouri Attorney General election, 2020",Winning,Eric Schmitt,Republican,1752792,59.38,True,True
2020,Missouri,MO,attorney general,"Missouri Attorney General election, 2020",Candidate,Rich Finneran,Democratic,1117713,37.87,False,False
2020,Missouri,MO,attorney general,"Missouri Attorney General election, 2020",Candidate,Kevin C. Babock,Libertarian,81100,2.75,False,False
2020,Missouri,MO,attorney general,"Missouri Attorney General election, 2020",Total,,,2951605,100.0,False,False
2020,Missouri,MO,secretary of state,"Missouri Secretary of State election, 2020",Winning,Jay Ashcroft,Republican,1790873,60.59,True,True
2020,Missouri,MO,secretary of state,"Missouri Secretary of State election, 2020",Candidate,Yinka Faleti,Democratic,1072415,36.28,False,False
2020,Missouri,MO,secretary of state,"Missouri Secretary of State election, 2020",Candidate,Carl Herman Freese,Libertarian,55320,1.87,False,False
2020,Missouri,MO,secretary of state,"Missouri Secretary of State election, 2020",Candidate,Paul Lehmann,Green,23981,0.81,False,False
2020,Missouri,MO,secretary of state,"Missouri Secretary of State election, 2020",Candidate,Paul Venable,Constitution,13066,0.44,False,False
2020,Missouri,MO,secretary of state,"Missouri Secretary of State election, 2020",Total,,,2955655,100.0,False,False
2020,Missouri,MO,state treasurer,2020 Missouri State Treasurer election,Winning,Scott Fitzpatrick,Republican,1742943,59.1,True,True
2020,Missouri,MO,state treasurer,2020 Missouri State Treasurer election,Candidate,Vicki Englund,Democratic,1122547,38.06,False,False
2020,Missouri,MO,state treasurer,2020 Missouri State Treasurer election,Candidate,Nick Kasoff,Libertarian,64615,2.19,False,False
2020,Missouri,MO,state treasurer,2020 Missouri State Treasurer election,Candidate,Joseph Civettini,Green,19107,0.65,False,False
2020,Missouri,MO,state treasurer,2020 Missouri State Treasurer election,Total,,,2949212,100.0,False,False
2020,Missouri,MO,governor,2020 Missouri gubernatorial election,Winning,Mike Parson,Republican,1720202,57.11,True,True
2020,Missouri,MO,governor,2020 Missouri gubernatorial election,Candidate,Nicole Galloway,Democratic,1225771,40.69,False,False
2020,Missouri,MO,governor,2020 Missouri gubernatorial election,Candidate,Rik Combs,Libertarian,49067,1.63,False,False
2020,Missouri,MO,governor,2020 Missouri gubernatorial election,Candidate,Jerome Bauer,Green,17234,0.57,False,False
2020,Missouri,MO,governor,2020 Missouri gubernatorial election,Write-in,,,13,0.0,False,False
2020,Missouri,MO,governor,2020 Missouri gubernatorial election,Total,,,3012287,100.0,False,False
2020,Montana,MT,attorney general,2020 Montana Attorney General election,Winning,Austin Knudsen,Republican,348322,58.51,True,False
2020,Montana,MT,attorney general,2020 Montana Attorney General election,Candidate,Raph Graybill,Democratic,247025,41.49,False,False
2020,Montana,MT,attorney general,2020 Montana Attorney General election,Total,,,595347,100.0,False,False
2020,Montana,MT,secretary of state,2020 Montana Secretary of State election,Winning,Christi Jacobsen,Republican,352939,59.56,True,False
2020,Montana,MT,secretary of state,2020 Montana Secretary of State election,Candidate,Bryce Bennett,Democratic,239617,40.44,False,False
2020,Montana,MT,secretary of state,2020 Montana Secretary of State election,Total,,,592556,100.0,False,False
2020,Montana,MT,governor,2020 Montana gubernatorial election,Winning,Greg Gianforte,Republican,328548,54.43,True,False
2020,Montana,MT,governor,2020 Montana gubernatorial election,Candidate,Mike Cooney,Democratic,250860,41.56,False,False
2020,Montana,MT,governor,2020 Montana gubernatorial election,Candidate,Lyman Bishop,Libertarian,24179,4.01,False,False
2020,Montana,MT,governor,2020 Montana gubernatorial election,Write-in,,,21,0.0,False,False
2020,Montana,MT,governor,2020 Montana gubernatorial election,Total,,,603608,100.0,False,False
