year,state,state_code,office,election,row_type,candidate,party,votes,percentage,winner,incumbent
1989,New Jersey,NJ,governor,Republican Party primary results,Winning,Jim Courter,Republican,112326,29.02,True,False
1989,New Jersey,NJ,governor,Republican Party primary results,Candidate,W. Cary Edwards,Republican,85313,22.04,False,False
1989,New Jersey,NJ,governor,Republican Party primary results,Candidate,Chuck Hardwick,Republican,82392,21.29,False,False
1989,New Jersey,NJ,governor,Republican Party primary results,Candidate,William Gormley,Republican,66430,17.17,False,False
1989,New Jersey,NJ,governor,Republican Party primary results,Candidate,Gerald Cardinale,Republican,32250,8.33,False,False
1989,New Jersey,NJ,governor,Republican Party primary results,Candidate,Tom Blomquist,Republican,3791,0.98,False,False
1989,New Jersey,NJ,governor,Republican Party primary results,Candidate,Lois Rand,Republican,2553,0.66,False,False
1989,New Jersey,NJ,governor,Republican Party primary results,Candidate,James A. Kolyer,Republican,1963,0.51,False,False
1989,New Jersey,NJ,governor,Republican Party primary results,Total,,,387018,100.0,False,False
1989,New Jersey,NJ,governor,Democratic Party primary results,Winning,James Florio,Democratic,251979,68.23,True,False
1989,New Jersey,NJ,governor,Democratic Party primary results,Candidate,Barbara Boggs Sigmund,Democratic,61033,16.53,False,False
1989,New Jersey,NJ,governor,Democratic Party primary results,Candidate,Alan Karcher,Democratic,56311,15.25,False,False
1989,New Jersey,NJ,governor,Democratic Party primary results,Total,,,369323,100.0,False,False
1989,Virginia,VA,governor,Republican primary results,Winning,J. Marshall Coleman,Republican,147941,36.81,True,False
1989,Virginia,VA,governor,Republican primary results,Candidate,"Paul S. Trible, Jr.",Republican,141120,35.11,False,False
1989,Virginia,VA,governor,Republican primary results,Candidate,Stanford Parris,Republican,112826,28.07,False,False
1989,Virginia,VA,governor,Republican primary results,Total,,,401887,100.0,False,False
