state,state_code,district,district_note,at_large,map_vintage,is_current_map,years_used,n_years,d_share_mean,national_d_share_mean,pvi_pct,pvi_label,total_votes_mean,counties_whole,counties_partial,votes_from_partial_pct_max
Colorado,CO,CO-06,,False,2010s,False,2016+2020,2,57.74,51.71,4.88,D+4.9,129334,0,3,100.0
Colorado,CO,CO-06,,False,2020s,True,2024,1,60.89,49.25,10.66,D+10.7,114144,0,4,100.0
Colorado,CO,CO-07,,False,2000s,False,2004+2008+2012,3,55.14,51.5,3.51,D+3.5,205749,0,3,100.0
Colorado,CO,CO-07,,False,2010s,False,2016+2020,2,56.66,51.71,5.94,D+5.9,117918,0,3,100.0
Colorado,CO,CO-07,,False,2020s,True,2024,1,56.96,49.25,7.9,D+7.9,457931,6,2,83.4
Colorado,CO,CO-08,,False,2020s,True,2024,1,48.32,49.25,1.65,D+1.6,83347,0,2,100.0
Connecticut,CT,CT-01,,False,2000s,False,2004+2008+2012,3,61.85,51.5,12.31,D+12.3,267473,0,3,100.0
Connecticut,CT,CT-01,,False,2010s,False,2016+2020,2,61.58,51.71,10.67,D+10.7,300492,0,3,100.0
Connecticut,CT,CT-01,,False,2020s,True,2024,1,60.14,49.25,11.03,D+11.0,286665,0,3,100.0
Connecticut,CT,CT-02,,False,2000s,False,2004+2008+2012,3,59.06,51.5,8.26,D+8.3,396012,3,3,39.6
Connecticut,CT,CT-02,,False,2010s,False,2016+2020,2,55.64,51.71,7.53,D+7.5,415730,3,3,36.4
Connecticut,CT,CT-02,,False,2020s,True,2024,1,55.44,49.25,7.86,D+7.9,448827,3,3,38.5
Connecticut,CT,CT-03,,False,2000s,False,2004+2008+2012,3,59.22,51.5,11.98,D+12.0,260082,0,3,100.0
Connecticut,CT,CT-03,,False,2010s,False,2016+2020,2,57.72,51.71,8.66,D+8.7,281966,0,3,100.0
Connecticut,CT,CT-03,,False,2020s,True,2024,1,56.46,49.25,8.44,D+8.4,291480,0,3,100.0
Connecticut,CT,CT-04,,False,2000s,False,2004+2008+2012,3,55.8,51.5,4.55,D+4.5,290444,0,2,100.0
Connecticut,CT,CT-04,,False,2010s,False,2016+2020,2,61.77,51.71,10.04,D+10.0,324248,0,2,100.0
Connecticut,CT,CT-04,,False,2020s,True,2024,1,59.7,49.25,10.37,D+10.4,316867,0,2,100.0
Connecticut,CT,CT-05,,False,2000s,False,2004+2008+2012,3,56.96,51.5,4.86,D+4.9,380528,0,4,100.0
Connecticut,CT,CT-05,,False,2010s,False,2016+2020,2,57.74,51.71,7.12,D+7.1,412252,0,4,100.0
Connecticut,CT,CT-05,,False,2020s,True,2024,1,56.44,49.25,7.34,D+7.3,415171,0,4,100.0
District of Columbia,DC,DC-AL,,True,2000s,False,2004+2008+2012,3,92.17,51.5,40.67,D+40.7,261499,0,0,0.0
District of Columbia,DC,DC-AL,,True,2010s,False,2016+2020,2,95.08,51.71,43.37,D+43.4,327812,0,0,0.0
District of Columbia,DC,DC-AL,,True,2020s,True,2024,1,93.31,49.25,44.0,D+44.0,325869,0,0,0.0
Delaware,DE,DE-AL,,True,2000s,False,2004+2008+2012,3,58.64,51.5,3.64,D+3.6,400602,0,0,0.0
Delaware,DE,DE-AL,,True,2010s,False,2016+2020,2,57.82,51.71,8.02,D+8.0,473912,0,0,0.0
Delaware,DE,DE-AL,,True,2020s,True,2024,1,57.48,49.25,8.75,D+8.8,512912,0,0,0.0
Florida,FL,FL-01,,False,2000s,False,2004+2008+2012,3,29.95,51.5,-17.82,R+17.8,359939,5,1,7.2
Florida,FL,FL-01,,False,2010s,False,2016+2020,2,31.15,51.71,-13.44,R+13.4,415114,4,1,1.8
Florida,FL,FL-01,,False,2020s,True,2024,1,31.36,49.25,-12.61,R+12.6,418229,3,1,7.0
Florida,FL,FL-02,,False,2000s,False,2004+2008+2012,3,46.28,51.5,-1.35,R+1.4,337286,12,3,42.7
Florida,FL,FL-02,,False,2010s,False,2016+2020,2,45.58,51.71,-5.66,R+5.7,370400,12,2,1.6
Florida,FL,FL-02,,False,2020s,True,2024,1,40.67,49.25,-8.01,R+8.0,413613,14,2,5.0
Florida,FL,FL-03,,False,2000s,False,2004+2008+2012,3,46.97,51.5,-4.62,R+4.6,289507,0,9,100.0
Florida,FL,FL-03,,False,2010s,False,2016+2020,2,37.76,51.71,-8.43,R+8.4,378270,9,4,69.1
Florida,FL,FL-03,,False,2020s,True,2024,1,38.69,49.25,-8.79,R+8.8,364017,10,2,24.1
Florida,FL,FL-04,,False,2000s,False,2004+2008+2012,3,42.35,51.5,-8.0,R+8.0,333568,6,3,72.5
Florida,FL,FL-04,,False,2010s,False,2016+2020,2,46.68,51.71,-6.19,R+6.2,459428,2,1,86.1
Florida,FL,FL-04,,False,2020s,True,2024,1,41.62,49.25,-6.75,R+6.8,514322,2,1,62.6
Florida,FL,FL-05,,False,2000s,False,2004+2008+2012,3,43.56,51.5,-5.82,R+5.8,502804,3,5,59.9
Florida,FL,FL-05,,False,2010s,False,2016+2020,2,51.16,51.71,2.66,D+2.7,354053,0,8,100.0
Florida,FL,FL-05,,False,2020s,True,2024,1,42.49,49.25,-7.57,R+7.6,270832,0,2,100.0
Florida,FL,FL-06,,False,2000s,False,2004+2008+2012,3,43.64,51.5,-7.64,R+7.6,382438,2,6,95.1
Florida,FL,FL-06,,False,2010s,False,2016+2020,2,39.26,51.71,-8.18,R+8.2,486451,2,2,55.5
Florida,FL,FL-06,,False,2020s,True,2024,1,35.8,49.25,-10.94,R+10.9,584545,2,4,80.1
Florida,FL,FL-07,,False,2000s,False,2004+2008+2012,3,42.83,51.5,-7.53,R+7.5,315850,2,3,56.0
Florida,FL,FL-07,,False,2010s,False,2016+2020,2,50.94,51.71,0.18,D+0.2,309084,0,3,100.0
Florida,FL,FL-07,,False,2020s,True,2024,1,44.85,49.25,-5.31,R+5.3,399351,1,1,36.5
Florida,FL,FL-08,,False,2000s,False,2004+2008+2012,3,52.06,51.5,-1.76,R+1.8,258233,0,3,100.0
Florida,FL,FL-08,,False,2010s,False,2016+2020,2,45.68,51.71,-6.12,R+6.1,571154,2,1,25.1
Florida,FL,FL-08,,False,2020s,True,2024,1,41.35,49.25,-7.86,R+7.9,536973,2,1,14.2
Florida,FL,FL-09,,False,2000s,False,2004+2008+2012,3,51.35,51.5,-1.55,R+1.6,395940,0,3,100.0
Florida,FL,FL-09,,False,2010s,False,2016+2020,2,59.7,51.71,4.58,D+4.6,330096,1,2,52.9
Florida,FL,FL-09,,False,2020s,True,2024,1,52.57,49.25,0.37,D+0.4,351882,1,2,50.9
Florida,FL,FL-10,,False,2000s,False,2004+2008+2012,3,52.33,51.5,-3.14,R+3.1,282540,0,1,100.0
Florida,FL,FL-10,,False,2010s,False,2016+2020,2,49.84,51.71,1.92,D+1.9,335688,0,3,100.0
Florida,FL,FL-10,,False,2020s,True,2024,1,56.89,49.25,3.29,D+3.3,164551,0,1,100.0
Florida,FL,FL-11,,False,2000s,False,2004+2008+2012,3,51.23,51.5,0.42,D+0.4,129566,0,3,100.0
Florida,FL,FL-11,,False,2010s,False,2016+2020,2,33.37,51.71,-12.5,R+12.5,386657,3,2,29.3
Florida,FL,FL-11,,False,2020s,True,2024,1,44.3,49.25,-6.3,R+6.3,479571,1,3,78.1
Florida,FL,FL-12,,False,2000s,False,2004+2008+2012,3,48.02,51.5,-5.64,R+5.6,385320,0,3,100.0
Florida,FL,FL-12,,False,2010s,False,2016+2020,2,43.96,51.71,-7.37,R+7.4,456758,1,2,41.4
Florida,FL,FL-12,,False,2020s,True,2024,1,33.65,49.25,-12.69,R+12.7,464342,2,1,55.0
Florida,FL,FL-13,,False,2000s,False,2004+2008+2012,3,45.73,51.5,-5.63,R+5.6,371110,3,2,40.6
Florida,FL,FL-13,,False,2010s,False,2016+2020,2,49.76,51.71,-0.72,R+0.7,354162,0,1,100.0
Florida,FL,FL-13,,False,2020s,True,2024,1,47.36,49.25,-3.97,R+4.0,432791,0,1,100.0
Florida,FL,FL-14,,False,2000s,False,2004+2008+2012,3,41.8,51.5,-8.05,R+8.1,281561,1,2,8.1
Florida,FL,FL-14,,False,2010s,False,2016+2020,2,52.76,51.71,2.52,D+2.5,196902,0,2,100.0
Florida,FL,FL-14,,False,2020s,True,2024,1,48.06,49.25,-1.17,R+1.2,236825,0,2,100.0
Florida,FL,FL-15,,False,2000s,False,2004+2008+2012,3,46.48,51.5,-5.31,R+5.3,348715,1,3,80.6
Florida,FL,FL-15,,False,2010s,False,2016+2020,2,51.2,51.71,-2.08,R+2.1,330143,0,2,100.0
Florida,FL,FL-15,,False,2020s,True,2024,1,45.8,49.25,-4.86,R+4.9,336314,0,3,100.0
Florida,FL,FL-16,,False,2000s,False,2004+2008+2012,3,47.56,51.5,-5.54,R+5.5,283681,3,5,79.8
Florida,FL,FL-16,,False,2010s,False,2016+2020,2,43.64,51.71,-5.7,R+5.7,337666,1,1,25.9
Florida,FL,FL-16,,False,2020s,True,2024,1,43.68,49.25,-6.37,R+6.4,495641,1,1,53.8
Florida,FL,FL-17,,False,2000s,False,2004+2008+2012,3,60.78,51.5,4.98,D+5.0,47190,0,2,100.0
Florida,FL,FL-17,,False,2010s,False,2016+2020,2,42.78,51.71,-7.81,R+7.8,743639,6,4,73.9
Florida,FL,FL-17,,False,2020s,True,2024,1,37.85,49.25,-9.59,R+9.6,502524,2,1,20.1
Florida,FL,FL-18,,False,2000s,False,2004+2008+2012,3,57.38,51.5,0.13,D+0.1,94711,0,2,100.0
Florida,FL,FL-18,,False,2010s,False,2016+2020,2,48.86,51.71,-3.2,R+3.2,380024,2,1,34.5
Florida,FL,FL-18,,False,2020s,True,2024,1,36.11,49.25,-10.56,R+10.6,385195,6,2,72.1
Florida,FL,FL-19,,False,2000s,False,2004+2008+2012,3,62.81,51.5,7.3,D+7.3,79063,0,2,100.0
Florida,FL,FL-19,,False,2010s,False,2016+2020,2,39.77,51.71,-8.77,R+8.8,297054,0,2,100.0
Florida,FL,FL-19,,False,2020s,True,2024,1,35.6,49.25,-10.97,R+11.0,306696,0,2,100.0
Florida,FL,FL-20,,False,2000s,False,2004+2008+2012,3,66.05,51.5,12.15,D+12.2,97621,0,2,100.0
Florida,FL,FL-20,,False,2010s,False,2016+2020,2,61.14,51.71,10.38,D+10.4,888764,0,3,100.0
Florida,FL,FL-20,,False,2020s,True,2024,1,54.94,49.25,-0.25,R+0.2,1140155,0,2,100.0
Florida,FL,FL-21,,False,2000s,False,2004+2008+2012,3,60.9,51.5,4.02,D+4.0,66274,0,2,100.0
Florida,FL,FL-21,,False,2010s,False,2016+2020,2,61.4,51.71,6.56,D+6.6,114670,0,2,100.0
Florida,FL,FL-21,,False,2020s,True,2024,1,44.41,49.25,-6.55,R+6.5,417784,2,1,32.2
Florida,FL,FL-22,,False,2000s,False,2004+2008+2012,3,63.5,51.5,5.24,D+5.2,99863,0,2,100.0
Florida,FL,FL-22,,False,2010s,False,2016+2020,2,62.51,51.71,6.35,D+6.3,84451,0,2,100.0
Florida,FL,FL-22,,False,2020s,True,2024,1,50.38,49.25,-0.8,R+0.8,87335,0,1,100.0
Florida,FL,FL-23,,False,2000s,False,2004+2008+2012,3,62.42,51.5,10.13,D+10.1,1049251,0,5,100.0
Florida,FL,FL-23,,False,2010s,False,2016+2020,2,65.98,51.71,7.77,D+7.8,124366,0,2,100.0
Florida,FL,FL-23,,False,2020s,True,2024,1,57.0,49.25,1.34,D+1.3,101697,0,2,100.0
Florida,FL,FL-24,,False,2000s,False,2004+2008+2012,3,50.46,51.5,-0.46,R+0.5,547114,0,4,100.0
Florida,FL,FL-24,,False,2010s,False,2016+2020,2,61.46,51.71,7.75,D+7.8,64990,0,2,100.0
Florida,FL,FL-24,,False,2020s,True,2024,1,45.86,49.25,0.05,D+0.1,69149,0,2,100.0
Florida,FL,FL-25,,False,2000s,False,2004+2008+2012,3,54.1,51.5,0.4,D+0.4,832274,0,3,100.0
Florida,FL,FL-25,,False,2010s,False,2016+2020,2,56.54,51.71,0.46,D+0.5,726036,0,4,100.0
Florida,FL,FL-25,,False,2020s,True,2024,1,58.56,49.25,2.37,D+2.4,148820,0,1,100.0
Florida,FL,FL-26,,False,2010s,False,2016+2020,2,58.52,51.71,1.54,D+1.5,668960,1,1,93.3
Florida,FL,FL-26,,False,2020s,True,2024,1,39.79,49.25,-10.22,R+10.2,473526,0,2,100.0
Florida,FL,FL-27,,False,2010s,False,2016+2020,2,59.42,51.71,2.09,D+2.1,120184,0,1,100.0
Florida,FL,FL-27,,False,2020s,True,2024,1,44.23,49.25,-6.33,R+6.3,70023,0,1,100.0
Florida,FL,FL-28,,False,2020s,True,2024,1,44.02,49.25,-7.25,R+7.2,727050,1,1,93.9
Georgia,GA,GA-01,,False,2000s,False,2004+2008+2012,3,39.32,51.5,-11.58,R+11.6,257062,23,2,30.6
Georgia,GA,GA-01,,False,2010s,False,2016+2020,2,43.42,51.71,-7.59,R+7.6,299384,15,2,5.3
Georgia,GA,GA-01,,False,2020s,True,2024,1,42.58,49.25,-6.46,R+6.5,352251,14,1,4.2
Georgia,GA,GA-02,,False,2000s,False,2004+2008+2012,3,48.79,51.5,1.18,D+1.2,217133,29,3,15.2
Georgia,GA,GA-02,,False,2010s,False,2016+2020,2,53.1,51.71,2.13,D+2.1,279712,27,2,40.8
Georgia,GA,GA-02,,False,2020s,True,2024,1,51.41,49.25,2.53,D+2.5,320003,27,3,40.9
Georgia,GA,GA-03,,False,2000s,False,2004+2008+2012,3,39.04,51.5,-9.16,R+9.2,388678,10,5,46.7
Georgia,GA,GA-03,,False,2010s,False,2016+2020,2,37.28,51.71,-12.5,R+12.5,343592,10,3,30.8
Georgia,GA,GA-03,,False,2020s,True,2024,1,38.71,49.25,-9.47,R+9.5,436491,11,4,30.3
Georgia,GA,GA-04,,False,2000s,False,2004+2008+2012,3,71.76,51.5,13.51,D+13.5,271152,0,3,100.0
Georgia,GA,GA-04,,False,2010s,False,2016+2020,2,73.89,51.71,16.96,D+17.0,338198,1,3,87.8
Georgia,GA,GA-04,,False,2020s,True,2024,1,77.24,49.25,20.26,D+20.3,338440,0,2,100.0
Georgia,GA,GA-05,,False,2000s,False,2004+2008+2012,3,67.66,51.5,11.68,D+11.7,189187,0,3,100.0
Georgia,GA,GA-05,,False,2010s,False,2016+2020,2,77.85,51.71,20.66,D+20.7,250428,0,3,100.0
Georgia,GA,GA-05,,False,2020s,True,2024,1,79.17,49.25,23.75,D+23.8,234807,0,3,100.0
Georgia,GA,GA-06,,False,2000s,False,2004+2008+2012,3,47.66,51.5,-7.19,R+7.2,295454,1,3,71.7
Georgia,GA,GA-06,,False,2010s,False,2016+2020,2,69.89,51.71,7.1,D+7.1,305554,0,3,100.0
Georgia,GA,GA-06,,False,2020s,True,2024,1,66.96,49.25,14.89,D+14.9,463902,0,4,100.0
Georgia,GA,GA-07,,False,2000s,False,2004+2008+2012,3,37.97,51.5,-12.11,R+12.1,326803,2,3,83.9
Georgia,GA,GA-07,,False,2010s,False,2016+2020,2,51.21,51.71,-2.48,R+2.5,296827,0,2,100.0
Georgia,GA,GA-07,,False,2020s,True,2024,1,46.6,49.25,-5.17,R+5.2,416357,3,3,57.8
Georgia,GA,GA-08,,False,2000s,False,2004+2008+2012,3,42.03,51.5,-9.04,R+9.0,276317,18,3,13.9
Georgia,GA,GA-08,,False,2010s,False,2016+2020,2,36.58,51.71,-12.68,R+12.7,275224,22,2,17.3
Georgia,GA,GA-08,,False,2020s,True,2024,1,35.89,49.25,-11.54,R+11.5,344182,27,2,25.3
Georgia,GA,GA-09,,False,2000s,False,2004+2008+2012,3,22.41,51.5,-23.62,R+23.6,297166,13,2,27.4
Georgia,GA,GA-09,,False,2010s,False,2016+2020,2,23.76,51.71,-21.64,R+21.6,374672,17,3,21.8
Georgia,GA,GA-09,,False,2020s,True,2024,1,35.4,49.25,-11.81,R+11.8,415343,10,2,56.0
Georgia,GA,GA-10,,False,2000s,False,2004+2008+2012,3,36.47,51.5,-13.12,R+13.1,286871,20,1,9.2
Georgia,GA,GA-10,,False,2010s,False,2016+2020,2,42.82,51.71,-8.5,R+8.5,421774,20,5,47.0
Georgia,GA,GA-10,,False,2020s,True,2024,1,43.54,49.25,-6.25,R+6.2,461717,16,4,32.8
Georgia,GA,GA-11,,False,2000s,False,2004+2008+2012,3,34.24,51.5,-14.63,R+14.6,313006,6,3,52.9
Georgia,GA,GA-11,,False,2010s,False,2016+2020,2,42.24,51.71,-9.32,R+9.3,375454,2,2,54.8
Georgia,GA,GA-11,,False,2020s,True,2024,1,39.56,49.25,-9.3,R+9.3,383996,3,2,72.4
Georgia,GA,GA-12,,False,2000s,False,2004+2008+2012,3,48.34,51.5,-1.64,R+1.6,239429,19,3,47.6
Georgia,GA,GA-12,,False,2010s,False,2016+2020,2,42.76,51.71,-8.09,R+8.1,273415,17,2,19.9
Georgia,GA,GA-12,,False,2020s,True,2024,1,42.32,49.25,-6.17,R+6.2,360042,22,2,7.0
Georgia,GA,GA-13,,False,2000s,False,2004+2008+2012,3,60.33,51.5,6.61,D+6.6,356767,0,6,100.0
Georgia,GA,GA-13,,False,2010s,False,2016+2020,2,66.13,51.71,10.03,D+10.0,446724,1,5,85.8
Georgia,GA,GA-13,,False,2020s,True,2024,1,67.25,49.25,14.33,D+14.3,325765,1,5,86.1
Georgia,GA,GA-14,,False,2010s,False,2016+2020,2,24.18,51.71,-20.9,R+20.9,292433,11,1,2.8
Georgia,GA,GA-14,,False,2020s,True,2024,1,34.73,49.25,-10.98,R+11.0,396753,9,1,23.8
Hawaii,HI,HI-01,,False,2000s,False,2004+2008+2012,3,64.02,51.5,14.51,D+14.5,96826,0,1,100.0
Hawaii,HI,HI-01,,False,2010s,False,2016+2020,2,64.86,51.71,18.13,D+18.1,113878,0,1,100.0
Hawaii,HI,HI-01,,False,2020s,True,2024,1,61.02,49.25,16.28,D+16.3,117277,0,1,100.0
Hawaii,HI,HI-02,,False,2000s,False,2004+2008+2012,3,67.01,51.5,17.99,D+18.0,341713,4,1,60.9
Hawaii,HI,HI-02,,False,2010s,False,2016+2020,2,66.65,51.71,18.84,D+18.8,387836,4,1,56.8
Hawaii,HI,HI-02,,False,2020s,True,2024,1,62.0,49.25,16.06,D+16.1,399424,4,1,56.0
Iowa,IA,IA-01,,False,2000s,False,2004+2008+2012,3,56.44,51.5,2.54,D+2.5,304827,12,0,0.0
Iowa,IA,IA-01,,False,2010s,False,2016+2020,2,48.18,51.71,-4.29,R+4.3,408614,20,0,0.0
Iowa,IA,IA-01,,False,2020s,True,2024,1,45.7,49.25,-2.53,R+2.5,424688,20,0,0.0
Iowa,IA,IA-02,,False,2000s,False,2004+2008+2012,3,58.6,51.5,2.75,D+2.8,319792,15,0,0.0
Iowa,IA,IA-02,,False,2010s,False,2016+2020,2,47.89,51.71,-3.34,R+3.3,398100,24,0,0.0
Iowa,IA,IA-02,,False,2020s,True,2024,1,44.94,49.25,-4.86,R+4.9,421282,22,0,0.0
Iowa,IA,IA-03,,False,2000s,False,2004+2008+2012,3,52.95,51.5,-0.09,R+0.1,324910,12,0,0.0
Iowa,IA,IA-03,,False,2010s,False,2016+2020,2,49.02,51.71,-4.2,R+4.2,430330,16,0,0.0
Iowa,IA,IA-03,,False,2020s,True,2024,1,47.77,49.25,-1.96,R+2.0,424026,21,0,0.0
Iowa,IA,IA-04,,False,2000s,False,2004+2008+2012,3,51.19,51.5,-3.36,R+3.4,313758,28,0,0.0
Iowa,IA,IA-04,,False,2010s,False,2016+2020,2,35.92,51.71,-11.84,R+11.8,391406,39,0,0.0
Iowa,IA,IA-04,,False,2020s,True,2024,1,34.05,49.25,-12.64,R+12.6,393510,36,0,0.0
Iowa,IA,IA-05,,False,2000s,False,2004+2008+2012,3,42.08,51.5,-7.97,R+8.0,278783,32,0,0.0
Idaho,ID,ID-01,,False,2000s,False,2004+2008+2012,3,37.0,51.5,-17.45,R+17.4,368769,18,1,36.6
Idaho,ID,ID-01,,False,2010s,False,2016+2020,2,34.89,51.71,-16.62,R+16.6,468523,18,1,37.8
Idaho,ID,ID-01,,False,2020s,True,2024,1,32.45,49.25,-18.38,R+18.4,555515,18,1,37.0
Idaho,ID,ID-02,,False,2000s,False,2004+2008+2012,3,29.29,51.5,-23.48,R+23.5,267970,25,1,15.6
Idaho,ID,ID-02,,False,2010s,False,2016+2020,2,29.84,51.71,-18.55,R+18.6,312896,25,1,18.1
Idaho,ID,ID-02,,False,2020s,True,2024,1,29.31,49.25,-18.16,R+18.2,351556,25,1,18.2
Illinois,IL,IL-01,,False,2000s,False,2004+2008+2012,3,74.22,51.5,22.22,D+22.2,213139,0,1,100.0
Illinois,IL,IL-01,,False,2010s,False,2016+2020,2,72.56,51.71,17.25,D+17.2,310975,0,2,100.0
Illinois,IL,IL-01,,False,2020s,True,2024,1,61.42,49.25,13.6,D+13.6,369238,0,3,100.0
Illinois,IL,IL-02,,False,2000s,False,2004+2008+2012,3,74.07,51.5,21.12,D+21.1,391747,0,2,100.0
Illinois,IL,IL-02,,False,2010s,False,2016+2020,2,70.06,51.71,17.33,D+17.3,549698,1,2,91.2
Illinois,IL,IL-02,,False,2020s,True,2024,1,62.0,49.25,14.31,D+14.3,542500,1,7,97.5
Illinois,IL,IL-03,,False,2000s,False,2004+2008+2012,3,74.22,51.5,20.18,D+20.2,273149,0,1,100.0
Illinois,IL,IL-03,,False,2010s,False,2016+2020,2,75.26,51.71,15.87,D+15.9,412112,0,2,100.0
Illinois,IL,IL-03,,False,2020s,True,2024,1,63.55,49.25,15.02,D+15.0,255997,0,2,100.0
Illinois,IL,IL-04,,False,2000s,False,2004+2008+2012,3,74.22,51.5,23.56,D+23.6,84842,0,1,100.0
Illinois,IL,IL-04,,False,2010s,False,2016+2020,2,76.81,51.71,19.46,D+19.5,124281,0,1,100.0
Illinois,IL,IL-04,,False,2020s,True,2024,1,69.96,49.25,19.21,D+19.2,201449,0,2,100.0
Illinois,IL,IL-05,,False,2000s,False,2004+2008+2012,3,74.22,51.5,20.45,D+20.4,124158,0,1,100.0
Illinois,IL,IL-05,,False,2010s,False,2016+2020,2,74.31,51.71,17.56,D+17.6,207536,0,2,100.0
Illinois,IL,IL-05,,False,2020s,True,2024,1,70.29,49.25,18.81,D+18.8,287538,0,2,100.0
Illinois,IL,IL-06,,False,2000s,False,2004+2008+2012,3,60.42,51.5,4.99,D+5.0,319766,0,2,100.0
Illinois,IL,IL-06,,False,2010s,False,2016+2020,2,64.46,51.71,7.38,D+7.4,418752,0,5,100.0
Illinois,IL,IL-06,,False,2020s,True,2024,1,67.23,49.25,13.59,D+13.6,428698,0,2,100.0
Illinois,IL,IL-07,,False,2000s,False,2004+2008+2012,3,74.22,51.5,23.9,D+23.9,120020,0,1,100.0
Illinois,IL,IL-07,,False,2010s,False,2016+2020,2,76.81,51.71,21.62,D+21.6,146878,0,1,100.0
Illinois,IL,IL-07,,False,2020s,True,2024,1,71.26,49.25,22.88,D+22.9,149722,0,1,100.0
Illinois,IL,IL-08,,False,2000s,False,2004+2008+2012,3,62.28,51.5,9.33,D+9.3,447433,0,3,100.0
Illinois,IL,IL-08,,False,2010s,False,2016+2020,2,70.97,51.71,13.36,D+13.4,370034,0,3,100.0
Illinois,IL,IL-08,,False,2020s,True,2024,1,65.7,49.25,13.54,D+13.5,355258,0,3,100.0
Illinois,IL,IL-09,,False,2000s,False,2004+2008+2012,3,74.22,51.5,20.04,D+20.0,161406,0,1,100.0
Illinois,IL,IL-09,,False,2010s,False,2016+2020,2,76.81,51.71,17.93,D+17.9,248562,0,1,100.0
Illinois,IL,IL-09,,False,2020s,True,2024,1,68.54,49.25,17.79,D+17.8,221858,0,3,100.0
Illinois,IL,IL-10,,False,2000s,False,2004+2008+2012,3,68.66,51.5,10.04,D+10.0,316769,0,2,100.0
Illinois,IL,IL-10,,False,2010s,False,2016+2020,2,67.71,51.71,11.34,D+11.3,295518,0,2,100.0
Illinois,IL,IL-10,,False,2020s,True,2024,1,61.62,49.25,12.23,D+12.2,360028,0,3,100.0
Illinois,IL,IL-11,,False,2000s,False,2004+2008+2012,3,50.5,51.5,2.88,D+2.9,383405,3,5,70.3
Illinois,IL,IL-11,,False,2010s,False,2016+2020,2,56.63,51.71,7.24,D+7.2,178204,0,4,100.0
Illinois,IL,IL-11,,False,2020s,True,2024,1,53.5,49.25,7.07,D+7.1,358582,0,7,100.0
Illinois,IL,IL-12,,False,2000s,False,2004+2008+2012,3,51.87,51.5,6.3,D+6.3,270029,9,2,18.3
Illinois,IL,IL-12,,False,2010s,False,2016+2020,2,41.96,51.71,-4.01,R+4.0,300338,11,1,7.9
Illinois,IL,IL-12,,False,2020s,True,2024,1,32.57,49.25,-10.84,R+10.8,424744,32,2,25.1
Illinois,IL,IL-13,,False,2000s,False,2004+2008+2012,3,60.18,51.5,5.26,D+5.3,352751,0,3,100.0
Illinois,IL,IL-13,,False,2010s,False,2016+2020,2,39.24,51.71,-4.88,R+4.9,240196,9,5,42.3
Illinois,IL,IL-13,,False,2020s,True,2024,1,45.47,49.25,3.69,D+3.7,184466,1,6,87.3
Illinois,IL,IL-14,,False,2000s,False,2004+2008+2012,3,50.11,51.5,-0.44,R+0.4,353446,3,5,34.4
Illinois,IL,IL-14,,False,2010s,False,2016+2020,2,54.34,51.71,2.46,D+2.5,514214,0,7,100.0
Illinois,IL,IL-14,,False,2020s,True,2024,1,49.84,49.25,5.12,D+5.1,251441,1,6,73.8
Illinois,IL,IL-15,,False,2000s,False,2004+2008+2012,3,44.78,51.5,-5.27,R+5.3,300644,13,9,27.8
Illinois,IL,IL-15,,False,2010s,False,2016+2020,2,33.26,51.71,-9.72,R+9.7,404075,29,4,33.5
Illinois,IL,IL-15,,False,2020s,True,2024,1,37.07,49.25,-3.77,R+3.8,488504,24,11,55.9
Illinois,IL,IL-16,,False,2000s,False,2004+2008+2012,3,49.57,51.5,-2.46,R+2.5,320387,6,3,35.3
Illinois,IL,IL-16,,False,2010s,False,2016+2020,2,44.58,51.71,-2.81,R+2.8,388319,9,5,50.4
Illinois,IL,IL-16,,False,2020s,True,2024,1,43.93,49.25,0.8,D+0.8,495746,7,14,77.5
Illinois,IL,IL-17,,False,2000s,False,2004+2008+2012,3,52.28,51.5,4.5,D+4.5,243997,9,14,37.9
Illinois,IL,IL-17,,False,2010s,False,2016+2020,2,46.67,51.71,1.64,D+1.6,275126,11,3,21.1
Illinois,IL,IL-17,,False,2020s,True,2024,1,46.93,49.25,3.49,D+3.5,258102,4,10,53.4
Illinois,IL,IL-18,,False,2000s,False,2004+2008+2012,3,45.56,51.5,-5.95,R+6.0,342728,13,7,38.7
Illinois,IL,IL-18,,False,2010s,False,2016+2020,2,40.88,51.71,-7.3,R+7.3,438576,14,5,67.2
Illinois,IL,IL-19,,False,2000s,False,2004+2008+2012,3,42.86,51.5,-6.34,R+6.3,332163,15,15,60.7
Indiana,IN,IN-01,,False,2000s,False,2004+2008+2012,3,59.63,51.5,6.32,D+6.3,280223,4,1,21.2
Indiana,IN,IN-01,,False,2010s,False,2016+2020,2,55.16,51.71,0.86,D+0.9,313006,2,1,6.1
Indiana,IN,IN-01,,False,2020s,True,2024,1,50.14,49.25,-1.42,R+1.4,309937,2,1,4.8
Indiana,IN,IN-02,,False,2000s,False,2004+2008+2012,3,48.68,51.5,-1.35,R+1.4,250723,8,4,12.0
Indiana,IN,IN-02,,False,2010s,False,2016+2020,2,38.98,51.71,-9.78,R+9.8,305678,8,2,16.6
Indiana,IN,IN-02,,False,2020s,True,2024,1,37.32,49.25,-10.3,R+10.3,322852,8,3,21.4
Indiana,IN,IN-03,,False,2000s,False,2004+2008+2012,3,37.22,51.5,-10.59,R+10.6,267559,6,2,63.3
