year,map_vintage,state,state_code,district,district_note,at_large,statewide_baseline,races_used,offices_used,senate_races,statewide_races,stateleg_races,d_votes,r_votes,other_votes,total_votes,d_share_two_party_pct,r_share_two_party_pct,national_d_share_two_party_pct,lean_pct,lean_label,lean_house_pct,lean_statewide_pct,lean_senate_pct,weight_house,weight_statewide,weight_senate,sources_used
2018,2010s,Alaska,AK,AK-AL,,True,True,31,governor; state house,0,1,30,210764,253604,19151,483519,45.39,54.61,51.41,-6.02,R+6.0,,-6.02,,0.0,1.0,0.0,statewide
2018,2010s,Alabama,AL,AL-01,,False,False,65,governor; attorney general; state senate; state house,0,2,63,1964006,3039396,11970,5015372,39.25,60.75,51.41,-13.63,R+13.6,-15.1,-12.15,,0.5,0.5,0.0,house+statewide
2018,2010s,Alabama,AL,AL-02,,False,False,65,governor; attorney general; state senate; state house,0,2,63,1964006,3039396,11970,5015372,39.25,60.75,51.41,-12.78,R+12.8,-13.41,-12.15,,0.5,0.5,0.0,house+statewide
2018,2010s,Alabama,AL,AL-03,,False,False,65,governor; attorney general; state senate; state house,0,2,63,1964006,3039396,11970,5015372,39.25,60.75,51.41,-13.92,R+13.9,-15.69,-12.15,,0.5,0.5,0.0,house+statewide
2018,2010s,Alabama,AL,AL-04,,False,False,65,governor; attorney general; state senate; state house,0,2,63,1964006,3039396,11970,5015372,39.25,60.75,51.41,-21.96,R+22.0,-31.76,-12.15,,0.5,0.5,0.0,house+statewide
2018,2010s,Alabama,AL,AL-05,,False,False,65,governor; attorney general; state senate; state house,0,2,63,1964006,3039396,11970,5015372,39.25,60.75,51.41,-12.57,R+12.6,-12.98,-12.15,,0.5,0.5,0.0,house+statewide
2018,2010s,Alabama,AL,AL-06,,False,False,65,governor; attorney general; state senate; state house,0,2,63,1964006,3039396,11970,5015372,39.25,60.75,51.41,-16.64,R+16.6,-21.12,-12.15,,0.5,0.5,0.0,house+statewide
2018,2010s,Alabama,AL,AL-07,,False,True,65,governor; attorney general; state senate; state house,0,2,63,1964006,3039396,11970,5015372,39.25,60.75,51.41,-12.15,R+12.2,,-12.15,,0.0,1.0,0.0,statewide
2018,2010s,Arkansas,AR,AR-01,,False,False,9,governor; attorney general; state senate,0,2,7,673019,1255151,51424,1979594,34.9,65.1,51.41,-19.48,R+19.5,-22.46,-16.5,,0.5,0.5,0.0,house+statewide
2018,2010s,Arkansas,AR,AR-02,,False,False,9,governor; attorney general; state senate,0,2,7,673019,1255151,51424,1979594,34.9,65.1,51.41,-10.81,R+10.8,-5.13,-16.5,,0.5,0.5,0.0,house+statewide
2018,2010s,Arkansas,AR,AR-03,,False,False,9,governor; attorney general; state senate,0,2,7,673019,1255151,51424,1979594,34.9,65.1,51.41,-17.46,R+17.5,-18.42,-16.5,,0.5,0.5,0.0,house+statewide
