year,map_vintage,state,state_code,district,district_note,at_large,statewide_baseline,races_used,offices_used,senate_races,statewide_races,stateleg_races,d_votes,r_votes,other_votes,total_votes,d_share_two_party_pct,r_share_two_party_pct,national_d_share_two_party_pct,lean_pct,lean_label,lean_house_pct,lean_statewide_pct,lean_senate_pct,weight_house,weight_statewide,weight_senate,sources_used
2022,2020s,Alaska,AK,AK-AL,,True,False,12,governor; state house,0,1,11,95638,182656,56244,334538,34.37,65.63,50.35,-5.93,R+5.9,4.12,-15.98,,0.5,0.5,0.0,house+statewide
2022,2020s,Alabama,AL,AL-01,,False,True,34,senate; governor; attorney general; secretary of state; state senate; state house,1,3,30,1959829,4172430,138005,6270264,31.96,68.04,50.35,-17.77,R+17.8,,-18.31,-17.23,0.0,0.5,0.5,statewide+senate
2022,2020s,Alabama,AL,AL-02,,False,False,34,senate; governor; attorney general; secretary of state; state senate; state house,1,3,30,1959829,4172430,138005,6270264,31.96,68.04,50.35,-18.07,R+18.1,-18.68,-18.31,-17.23,0.334,0.333,0.333,house+statewide+senate
2022,2020s,Alabama,AL,AL-03,,False,False,34,senate; governor; attorney general; secretary of state; state senate; state house,1,3,30,1959829,4172430,138005,6270264,31.96,68.04,50.35,-19.27,R+19.3,-22.27,-18.31,-17.23,0.334,0.333,0.333,house+statewide+senate
2022,2020s,Alabama,AL,AL-04,,False,False,34,senate; governor; attorney general; secretary of state; state senate; state house,1,3,30,1959829,4172430,138005,6270264,31.96,68.04,50.35,-23.31,R+23.3,-34.4,-18.31,-17.23,0.334,0.333,0.333,house+statewide+senate
2022,2020s,Alabama,AL,AL-05,,False,False,34,senate; governor; attorney general; secretary of state; state senate; state house,1,3,30,1959829,4172430,138005,6270264,31.96,68.04,50.35,-17.77,R+17.8,-17.78,-18.31,-17.23,0.334,0.333,0.333,house+statewide+senate
2022,2020s,Alabama,AL,AL-06,,False,True,34,senate; governor; attorney general; secretary of state; state senate; state house,1,3,30,1959829,4172430,138005,6270264,31.96,68.04,50.35,-17.77,R+17.8,,-18.31,-17.23,0.0,0.5,0.5,statewide+senate
2022,2020s,Alabama,AL,AL-07,,False,False,34,senate; governor; attorney general; secretary of state; state senate; state house,1,3,30,1959829,4172430,138005,6270264,31.96,68.04,50.35,-6.42,R+6.4,16.28,-18.31,-17.23,0.334,0.333,0.333,house+statewide+senate
2022,2020s,Arkansas,AR,AR-01,,False,False,53,senate; governor; attorney general; secretary of state; state treasurer; state senate; state house,1,4,48,1724341,3361416,50758,5136515,33.91,66.09,50.35,-18.34,R+18.3,-22.15,-16.07,-16.79,0.334,0.333,0.333,house+statewide+senate
2022,2020s,Arkansas,AR,AR-02,,False,False,53,senate; governor; attorney general; secretary of state; state treasurer; state senate; state house,1,4,48,1724341,3361416,50758,5136515,33.91,66.09,50.35,-14.74,R+14.7,-11.36,-16.07,-16.79,0.334,0.333,0.333,house+statewide+senate
2022,2020s,Arkansas,AR,AR-03,,False,False,53,senate; governor; attorney general; secretary of state; state treasurer; state senate; state house,1,4,48,1724341,3361416,50758,5136515,33.91,66.09,50.35,-15.72,R+15.7,-14.3,-16.07,-16.79,0.334,0.333,0.333,house+statewide+senate
2022,2020s,Arkansas,AR,AR-04,,False,False,53,senate; governor; attorney general; secretary of state; state treasurer; state senate; state house,1,4,48,1724341,3361416,50758,5136515,33.91,66.09,50.35,-18.09,R+18.1,-21.41,-16.07,-16.79,0.334,0.333,0.333,house+statewide+senate
2022,2020s,Arizona,AZ,AZ-01,,False,False,46,senate; governor; attorney general; secretary of state; state treasurer; state senate; state house,1,4,41,9677666,8814419,58594,18550679,52.33,47.67,50.35,2.25,D+2.3,1.2,1.96,3.6,0.334,0.333,0.333,house+statewide+senate
2022,2020s,Arizona,AZ,AZ-02,,False,False,46,senate; governor; attorney general; secretary of state; state treasurer; state senate; state house,1,4,41,9677666,8814419,58594,18550679,52.33,47.67,50.35,1.11,D+1.1,-2.22,1.96,3.6,0.334,0.333,0.333,house+statewide+senate
2022,2020s,Arizona,AZ,AZ-03,,False,False,46,senate; governor; attorney general; secretary of state; state treasurer; state senate; state house,1,4,41,9677666,8814419,58594,18550679,52.33,47.67,50.35,11.39,D+11.4,28.63,1.96,3.6,0.334,0.333,0.333,house+statewide+senate
2022,2020s,Arizona,AZ,AZ-04,,False,False,46,senate; governor; attorney general; secretary of state; state treasurer; state senate; state house,1,4,41,9677666,8814419,58594,18550679,52.33,47.67,50.35,4.44,D+4.4,7.75,1.96,3.6,0.334,0.333,0.333,house+statewide+senate
2022,2020s,Arizona,AZ,AZ-05,,False,False,46,senate; governor; attorney general; secretary of state; state treasurer; state senate; state house,1,4,41,9677666,8814419,58594,18550679,52.33,47.67,50.35,-1.03,R+1.0,-8.63,1.96,3.6,0.334,0.333,0.333,house+statewide+senate
2022,2020s,Arizona,AZ,AZ-06,,False,False,46,senate; governor; attorney general; secretary of state; state treasurer; state senate; state house,1,4,41,9677666,8814419,58594,18550679,52.33,47.67,50.35,2.15,D+2.2,0.9,1.96,3.6,0.334,0.333,0.333,house+statewide+senate
2022,2020s,Arizona,AZ,AZ-07,,False,False,46,senate; governor; attorney general; secretary of state; state treasurer; state senate; state house,1,4,41,9677666,8814419,58594,18550679,52.33,47.67,50.35,7.25,D+7.2,16.19,1.96,3.6,0.334,0.333,0.333,house+statewide+senate
2022,2020s,Arizona,AZ,AZ-08,,False,True,46,senate; governor; attorney general; secretary of state; state treasurer; state senate; state house,1,4,41,9677666,8814419,58594,18550679,52.33,47.67,50.35,2.78,D+2.8,,1.96,3.6,0.0,0.5,0.5,statewide+senate
2022,2020s,Arizona,AZ,AZ-09,,False,True,46,senate; governor; attorney general; secretary of state; state treasurer; state senate; state house,1,4,41,9677666,8814419,58594,18550679,52.33,47.67,50.35,2.78,D+2.8,,1.96,3.6,0.0,0.5,0.5,statewide+senate
2022,2020s,California,CA,CA-01,,False,False,4,governor; attorney general; secretary of state; state treasurer,0,4,0,25558785,17557653,0,43116438,59.28,40.72,50.35,-0.76,R+0.8,-10.45,8.93,,0.5,0.5,0.0,house+statewide
2022,2020s,California,CA,CA-02,,False,False,4,governor; attorney general; secretary of state; state treasurer,0,4,0,25558785,17557653,0,43116438,59.28,40.72,50.35,17.49,D+17.5,26.05,8.93,,0.5,0.5,0.0,house+statewide
2022,2020s,California,CA,CA-03,,False,False,4,governor; attorney general; secretary of state; state treasurer,0,4,0,25558785,17557653,0,43116438,59.28,40.72,50.35,3.49,D+3.5,-1.95,8.93,,0.5,0.5,0.0,house+statewide
2022,2020s,California,CA,CA-04,,False,False,4,governor; attorney general; secretary of state; state treasurer,0,4,0,25558785,17557653,0,43116438,59.28,40.72,50.35,14.19,D+14.2,19.45,8.93,,0.5,0.5,0.0,house+statewide
2022,2020s,California,CA,CA-05,,False,False,4,governor; attorney general; secretary of state; state treasurer,0,4,0,25558785,17557653,0,43116438,59.28,40.72,50.35,-0.36,R+0.4,-9.65,8.93,,0.5,0.5,0.0,house+statewide
2022,2020s,California,CA,CA-06,,False,False,4,governor; attorney general; secretary of state; state treasurer,0,4,0,25558785,17557653,0,43116438,59.28,40.72,50.35,8.24,D+8.2,7.55,8.93,,0.5,0.5,0.0,house+statewide
2022,2020s,California,CA,CA-07,,False,False,4,governor; attorney general; secretary of state; state treasurer,0,4,0,25558785,17557653,0,43116438,59.28,40.72,50.35,14.44,D+14.4,19.95,8.93,,0.5,0.5,0.0,house+statewide
2022,2020s,California,CA,CA-08,,False,False,4,governor; attorney general; secretary of state; state treasurer,0,4,0,25558785,17557653,0,43116438,59.28,40.72,50.35,18.14,D+18.1,27.35,8.93,,0.5,0.5,0.0,house+statewide
2022,2020s,California,CA,CA-09,,False,False,4,governor; attorney general; secretary of state; state treasurer,0,4,0,25558785,17557653,0,43116438,59.28,40.72,50.35,7.69,D+7.7,6.45,8.93,,0.5,0.5,0.0,house+statewide
2022,2020s,California,CA,CA-10,,False,True,4,governor; attorney general; secretary of state; state treasurer,0,4,0,25558785,17557653,0,43116438,59.28,40.72,50.35,8.93,D+8.9,,8.93,,0.0,1.0,0.0,statewide
2022,2020s,California,CA,CA-11,,False,False,4,governor; attorney general; secretary of state; state treasurer,0,4,0,25558785,17557653,0,43116438,59.28,40.72,50.35,22.29,D+22.3,35.65,8.93,,0.5,0.5,0.0,house+statewide
2022,2020s,California,CA,CA-12,,False,False,4,governor; attorney general; secretary of state; state treasurer,0,4,0,25558785,17557653,0,43116438,59.28,40.72,50.35,25.54,D+25.5,42.15,8.93,,0.5,0.5,0.0,house+statewide
