year,map_vintage,state,state_code,district,district_note,at_large,statewide_baseline,races_used,offices_used,senate_races,statewide_races,stateleg_races,d_votes,r_votes,other_votes,total_votes,d_share_two_party_pct,r_share_two_party_pct,national_d_share_two_party_pct,lean_pct,lean_label,lean_house_pct,lean_statewide_pct,lean_senate_pct,weight_house,weight_statewide,weight_senate,sources_used
2014,2010s,Alaska,AK,AK-AL,,True,False,37,senate; state senate; state house,1,0,36,253195,324595,20398,598188,43.82,56.18,48.42,-3.1,R+3.1,-1.96,-8.87,1.54,0.334,0.333,0.333,house+statewide+senate
2014,2010s,Alabama,AL,AL-01,,False,False,54,governor; state senate; state house,0,1,53,826132,1370864,9272,2206268,37.6,62.4,48.42,-12.79,R+12.8,-14.77,-10.82,,0.5,0.5,0.0,house+statewide
2014,2010s,Alabama,AL,AL-02,,False,False,54,governor; state senate; state house,0,1,53,826132,1370864,9272,2206268,37.6,62.4,48.42,-12.37,R+12.4,-13.93,-10.82,,0.5,0.5,0.0,house+statewide
2014,2010s,Alabama,AL,AL-03,,False,False,54,governor; state senate; state house,0,1,53,826132,1370864,9272,2206268,37.6,62.4,48.42,-11.78,R+11.8,-12.74,-10.82,,0.5,0.5,0.0,house+statewide
2014,2010s,Alabama,AL,AL-04,,False,True,54,governor; state senate; state house,0,1,53,826132,1370864,9272,2206268,37.6,62.4,48.42,-10.82,R+10.8,,-10.82,,0.0,1.0,0.0,statewide
2014,2010s,Alabama,AL,AL-05,,False,True,54,governor; state senate; state house,0,1,53,826132,1370864,9272,2206268,37.6,62.4,48.42,-10.82,R+10.8,,-10.82,,0.0,1.0,0.0,statewide
2014,2010s,Alabama,AL,AL-06,,False,False,54,governor; state senate; state house,0,1,53,826132,1370864,9272,2206268,37.6,62.4,48.42,-16.81,R+16.8,-22.79,-10.82,,0.5,0.5,0.0,house+statewide
2014,2010s,Alabama,AL,AL-07,,False,True,54,governor; state senate; state house,0,1,53,826132,1370864,9272,2206268,37.6,62.4,48.42,-10.82,R+10.8,,-10.82,,0.0,1.0,0.0,statewide
2014,2010s,Arkansas,AR,AR-01,,False,False,2,senate; governor,1,1,0,686289,949248,60560,1696097,41.96,58.04,48.42,-8.17,R+8.2,-12.66,-5.62,-6.22,0.334,0.333,0.333,house+statewide+senate
2014,2010s,Arkansas,AR,AR-02,,False,False,2,senate; governor,1,1,0,686289,949248,60560,1696097,41.96,58.04,48.42,-4.24,R+4.2,-0.87,-5.62,-6.22,0.334,0.333,0.333,house+statewide+senate
2014,2010s,Arkansas,AR,AR-03,,False,True,2,senate; governor,1,1,0,686289,949248,60560,1696097,41.96,58.04,48.42,-5.92,R+5.9,,-5.62,-6.22,0.0,0.5,0.5,statewide+senate
2014,2010s,Arkansas,AR,AR-04,,False,False,2,senate; governor,1,1,0,686289,949248,60560,1696097,41.96,58.04,48.42,-4.72,R+4.7,-2.33,-5.62,-6.22,0.334,0.333,0.333,house+statewide+senate
2014,2010s,Arizona,AZ,AZ-01,,False,False,48,governor; state senate; state house,0,1,47,1791447,2574108,103173,4468728,41.04,58.96,48.42,-0.65,R+0.6,6.09,-7.39,,0.5,0.5,0.0,house+statewide
