state,state_code,district,district_note,at_large,map_vintage,is_current_map,years_used,n_years,d_share_mean,national_d_share_mean,midterm_lean_pct,midterm_lean_label,total_votes_mean,races_used_mean,statewide_baseline
North Carolina,NC,NC-10,,False,2010s,False,2014,1,49.19,47.72,1.47,D+1.5,2915281,1.0,True
North Carolina,NC,NC-10,,False,2020s,True,2022,1,48.35,50.42,-2.07,R+2.1,3773924,1.0,True
North Carolina,NC,NC-11,,False,2000s,False,2010,1,43.99,48.16,-4.17,R+4.2,2660074,1.0,True
North Carolina,NC,NC-11,,False,2010s,False,2014,1,49.19,47.72,1.47,D+1.5,2915281,1.0,True
North Carolina,NC,NC-11,,False,2020s,True,2022,1,48.35,50.42,-2.07,R+2.1,3773924,1.0,True
North Carolina,NC,NC-12,,False,2000s,False,2010,1,43.99,48.16,-4.17,R+4.2,2660074,1.0,True
North Carolina,NC,NC-12,,False,2010s,False,2014,1,49.19,47.72,1.47,D+1.5,2915281,1.0,True
North Carolina,NC,NC-12,,False,2020s,True,2022,1,48.35,50.42,-2.07,R+2.1,3773924,1.0,True
North Carolina,NC,NC-13,,False,2000s,False,2010,1,43.99,48.16,-4.17,R+4.2,2660074,1.0,True
North Carolina,NC,NC-13,,False,2010s,False,2014,1,49.19,47.72,1.47,D+1.5,2915281,1.0,True
North Carolina,NC,NC-13,,False,2020s,True,2022,1,48.35,50.42,-2.07,R+2.1,3773924,1.0,True
North Carolina,NC,NC-14,,False,2020s,True,2022,1,48.35,50.42,-2.07,R+2.1,3773924,1.0,True
North Dakota,ND,ND-AL,,True,2000s,False,2006+2010,2,46.28,51.39,-5.12,R+5.1,228482,1.0,True
North Dakota,ND,ND-AL,,True,2010s,False,2018,1,44.55,53.12,-8.57,R+8.6,326138,1.0,True
North Dakota,ND,ND-AL,,True,2020s,True,2022,1,29.9,50.42,-20.52,R+20.5,708670,3.0,True
Nebraska,NE,NE-01,,False,2000s,False,2006+2010,2,35.36,51.39,-16.02,R+16.0,836830,1.5,True
Nebraska,NE,NE-01,,False,2010s,False,2014+2018,2,38.67,50.42,-11.74,R+11.7,1238702,2.0,True
Nebraska,NE,NE-01,,False,2020s,True,2022,1,37.79,50.42,-12.62,R+12.6,672593,1.0,True
Nebraska,NE,NE-02,,False,2000s,False,2006+2010,2,35.36,51.39,-16.02,R+16.0,836830,1.5,True
Nebraska,NE,NE-02,,False,2010s,False,2014+2018,2,38.67,50.42,-11.74,R+11.7,1238702,2.0,True
Nebraska,NE,NE-02,,False,2020s,True,2022,1,37.79,50.42,-12.62,R+12.6,672593,1.0,True
Nebraska,NE,NE-03,,False,2000s,False,2006+2010,2,35.36,51.39,-16.02,R+16.0,836830,1.5,True
Nebraska,NE,NE-03,,False,2010s,False,2014+2018,2,38.67,50.42,-11.74,R+11.7,1238702,2.0,True
Nebraska,NE,NE-03,,False,2020s,True,2022,1,37.79,50.42,-12.62,R+12.6,672593,1.0,True
New Hampshire,NH,NH-01,,False,2000s,False,2006+2010,2,60.06,51.39,8.68,D+8.7,657539,1.5,True
New Hampshire,NH,NH-01,,False,2010s,False,2014+2018,2,49.24,50.42,-1.18,R+1.2,774006,1.5,True
New Hampshire,NH,NH-01,,False,2020s,True,2022,1,48.39,50.42,-2.03,R+2.0,1240110,2.0,True
New Hampshire,NH,NH-02,,False,2000s,False,2006+2010,2,60.06,51.39,8.68,D+8.7,657539,1.5,True
New Hampshire,NH,NH-02,,False,2010s,False,2014+2018,2,49.24,50.42,-1.18,R+1.2,774006,1.5,True
New Hampshire,NH,NH-02,,False,2020s,True,2022,1,48.39,50.42,-2.03,R+2.0,1240110,2.0,True
New Jersey,NJ,NJ-01,,False,2000s,False,2006,1,54.62,54.62,0.0,EVEN,2250070,1.0,True
New Jersey,NJ,NJ-01,,False,2010s,False,2014+2018,2,56.32,50.42,5.9,D+5.9,2519422,1.0,True
New Jersey,NJ,NJ-02,,False,2000s,False,2006,1,54.62,54.62,0.0,EVEN,2250070,1.0,True
New Jersey,NJ,NJ-02,,False,2010s,False,2014+2018,2,56.32,50.42,5.9,D+5.9,2519422,1.0,True
New Jersey,NJ,NJ-03,,False,2000s,False,2006,1,54.62,54.62,0.0,EVEN,2250070,1.0,True
New Jersey,NJ,NJ-03,,False,2010s,False,2014+2018,2,56.32,50.42,5.9,D+5.9,2519422,1.0,True
New Jersey,NJ,NJ-04,,False,2000s,False,2006,1,54.62,54.62,0.0,EVEN,2250070,1.0,True
New Jersey,NJ,NJ-04,,False,2010s,False,2014+2018,2,56.32,50.42,5.9,D+5.9,2519422,1.0,True
New Jersey,NJ,NJ-05,,False,2000s,False,2006,1,54.62,54.62,0.0,EVEN,2250070,1.0,True
New Jersey,NJ,NJ-05,,False,2010s,False,2014+2018,2,56.32,50.42,5.9,D+5.9,2519422,1.0,True
New Jersey,NJ,NJ-06,,False,2000s,False,2006,1,54.62,54.62,0.0,EVEN,2250070,1.0,True
New Jersey,NJ,NJ-06,,False,2010s,False,2014+2018,2,56.32,50.42,5.9,D+5.9,2519422,1.0,True
New Jersey,NJ,NJ-07,,False,2000s,False,2006,1,54.62,54.62,0.0,EVEN,2250070,1.0,True
New Jersey,NJ,NJ-07,,False,2010s,False,2014+2018,2,56.32,50.42,5.9,D+5.9,2519422,1.0,True
New Jersey,NJ,NJ-08,,False,2000s,False,2006,1,54.62,54.62,0.0,EVEN,2250070,1.0,True
New Jersey,NJ,NJ-08,,False,2010s,False,2014+2018,2,56.32,50.42,5.9,D+5.9,2519422,1.0,True
New Jersey,NJ,NJ-09,,False,2000s,False,2006,1,54.62,54.62,0.0,EVEN,2250070,1.0,True
New Jersey,NJ,NJ-09,,False,2010s,False,2014+2018,2,56.32,50.42,5.9,D+5.9,2519422,1.0,True
New Jersey,NJ,NJ-10,,False,2000s,False,2006,1,54.62,54.62,0.0,EVEN,2250070,1.0,True
New Jersey,NJ,NJ-10,,False,2010s,False,2014+2018,2,56.32,50.42,5.9,D+5.9,2519422,1.0,True
New Jersey,NJ,NJ-11,,False,2000s,False,2006,1,54.62,54.62,0.0,EVEN,2250070,1.0,True
New Jersey,NJ,NJ-11,,False,2010s,False,2014+2018,2,56.32,50.42,5.9,D+5.9,2519422,1.0,True
New Jersey,NJ,NJ-12,,False,2000s,False,2006,1,54.62,54.62,0.0,EVEN,2250070,1.0,True
New Jersey,NJ,NJ-12,,False,2010s,False,2014+2018,2,56.32,50.42,5.9,D+5.9,2519422,1.0,True
New Jersey,NJ,NJ-13,,False,2000s,False,2006,1,54.62,54.62,0.0,EVEN,2250070,1.0,True
New Mexico,NM,NM-01,,False,2000s,False,2006+2010,2,58.14,51.39,6.75,D+6.8,860170,1.5,True
New Mexico,NM,NM-01,,False,2010s,False,2014+2018,2,54.73,50.42,4.31,D+4.3,1210891,2.0,True
New Mexico,NM,NM-01,,False,2020s,True,2022,1,54.46,50.42,4.04,D+4.0,2816523,4.0,True
New Mexico,NM,NM-02,,False,2000s,False,2006+2010,2,58.14,51.39,6.75,D+6.8,860170,1.5,True
New Mexico,NM,NM-02,,False,2010s,False,2014+2018,2,54.73,50.42,4.31,D+4.3,1210891,2.0,True
New Mexico,NM,NM-02,,False,2020s,True,2022,1,54.46,50.42,4.04,D+4.0,2816523,4.0,True
New Mexico,NM,NM-03,,False,2000s,False,2006+2010,2,58.14,51.39,6.75,D+6.8,860170,1.5,True
New Mexico,NM,NM-03,,False,2010s,False,2014+2018,2,54.73,50.42,4.31,D+4.3,1210891,2.0,True
New Mexico,NM,NM-03,,False,2020s,True,2022,1,54.46,50.42,4.04,D+4.0,2816523,4.0,True
Nevada,NV,NV-01,,False,2000s,False,2006+2010,2,46.78,51.39,-4.62,R+4.6,1289117,2.0,True
Nevada,NV,NV-01,,False,2010s,False,2014+2018,2,38.48,50.42,-11.94,R+11.9,1708076,2.0,True
Nevada,NV,NV-01,,False,2020s,True,2022,1,51.63,50.42,1.21,D+1.2,3934056,4.0,True
Nevada,NV,NV-02,,False,2000s,False,2006+2010,2,46.78,51.39,-4.62,R+4.6,1289117,2.0,True
Nevada,NV,NV-02,,False,2010s,False,2014+2018,2,38.48,50.42,-11.94,R+11.9,1708076,2.0,True
Nevada,NV,NV-02,,False,2020s,True,2022,1,51.63,50.42,1.21,D+1.2,3934056,4.0,True
Nevada,NV,NV-03,,False,2000s,False,2006+2010,2,46.78,51.39,-4.62,R+4.6,1289117,2.0,True
Nevada,NV,NV-03,,False,2010s,False,2014+2018,2,38.48,50.42,-11.94,R+11.9,1708076,2.0,True
Nevada,NV,NV-03,,False,2020s,True,2022,1,51.63,50.42,1.21,D+1.2,3934056,4.0,True
Nevada,NV,NV-04,,False,2010s,False,2014+2018,2,38.48,50.42,-11.94,R+11.9,1708076,2.0,True
Nevada,NV,NV-04,,False,2020s,True,2022,1,51.63,50.42,1.21,D+1.2,3934056,4.0,True
New York,NY,NY-01,,False,2000s,False,2006+2010,2,67.85,51.39,16.46,D+16.5,6786606,1.5,True
New York,NY,NY-01,,False,2010s,False,2014+2018,2,62.72,50.42,12.3,D+12.3,13831420,2.0,True
New York,NY,NY-01,,False,2020s,True,2022,1,56.26,50.42,5.84,D+5.8,21510601,4.0,True
New York,NY,NY-02,,False,2000s,False,2006+2010,2,67.85,51.39,16.46,D+16.5,6786606,1.5,True
New York,NY,NY-02,,False,2010s,False,2014+2018,2,62.72,50.42,12.3,D+12.3,13831420,2.0,True
New York,NY,NY-02,,False,2020s,True,2022,1,56.26,50.42,5.84,D+5.8,21510601,4.0,True
New York,NY,NY-03,,False,2000s,False,2006+2010,2,67.85,51.39,16.46,D+16.5,6786606,1.5,True
New York,NY,NY-03,,False,2010s,False,2014+2018,2,62.72,50.42,12.3,D+12.3,13831420,2.0,True
New York,NY,NY-03,,False,2020s,True,2022,1,56.26,50.42,5.84,D+5.8,21510601,4.0,True
New York,NY,NY-04,,False,2000s,False,2006+2010,2,67.85,51.39,16.46,D+16.5,6786606,1.5,True
New York,NY,NY-04,,False,2010s,False,2014+2018,2,62.72,50.42,12.3,D+12.3,13831420,2.0,True
New York,NY,NY-04,,False,2020s,True,2022,1,56.26,50.42,5.84,D+5.8,21510601,4.0,True
New York,NY,NY-05,,False,2000s,False,2006+2010,2,67.85,51.39,16.46,D+16.5,6786606,1.5,True
New York,NY,NY-05,,False,2010s,False,2014+2018,2,62.72,50.42,12.3,D+12.3,13831420,2.0,True
New York,NY,NY-05,,False,2020s,True,2022,1,56.26,50.42,5.84,D+5.8,21510601,4.0,True
New York,NY,NY-06,,False,2000s,False,2006+2010,2,67.85,51.39,16.46,D+16.5,6786606,1.5,True
New York,NY,NY-06,,False,2010s,False,2014+2018,2,62.72,50.42,12.3,D+12.3,13831420,2.0,True
New York,NY,NY-06,,False,2020s,True,2022,1,56.26,50.42,5.84,D+5.8,21510601,4.0,True
New York,NY,NY-07,,False,2000s,False,2006+2010,2,67.85,51.39,16.46,D+16.5,6786606,1.5,True
New York,NY,NY-07,,False,2010s,False,2014+2018,2,62.72,50.42,12.3,D+12.3,13831420,2.0,True
New York,NY,NY-07,,False,2020s,True,2022,1,56.26,50.42,5.84,D+5.8,21510601,4.0,True
New York,NY,NY-08,,False,2000s,False,2006+2010,2,67.85,51.39,16.46,D+16.5,6786606,1.5,True
New York,NY,NY-08,,False,2010s,False,2014+2018,2,62.72,50.42,12.3,D+12.3,13831420,2.0,True
New York,NY,NY-08,,False,2020s,True,2022,1,56.26,50.42,5.84,D+5.8,21510601,4.0,True
New York,NY,NY-09,,False,2000s,False,2006+2010,2,67.85,51.39,16.46,D+16.5,6786606,1.5,True
New York,NY,NY-09,,False,2010s,False,2014+2018,2,62.72,50.42,12.3,D+12.3,13831420,2.0,True
New York,NY,NY-09,,False,2020s,True,2022,1,56.26,50.42,5.84,D+5.8,21510601,4.0,True
New York,NY,NY-10,,False,2000s,False,2006+2010,2,67.85,51.39,16.46,D+16.5,6786606,1.5,True
New York,NY,NY-10,,False,2010s,False,2014+2018,2,62.72,50.42,12.3,D+12.3,13831420,2.0,True
New York,NY,NY-10,,False,2020s,True,2022,1,56.26,50.42,5.84,D+5.8,21510601,4.0,True
New York,NY,NY-11,,False,2000s,False,2006+2010,2,67.85,51.39,16.46,D+16.5,6786606,1.5,True
New York,NY,NY-11,,False,2010s,False,2014+2018,2,62.72,50.42,12.3,D+12.3,13831420,2.0,True
New York,NY,NY-11,,False,2020s,True,2022,1,56.26,50.42,5.84,D+5.8,21510601,4.0,True
New York,NY,NY-12,,False,2000s,False,2006+2010,2,67.85,51.39,16.46,D+16.5,6786606,1.5,True
New York,NY,NY-12,,False,2010s,False,2014+2018,2,62.72,50.42,12.3,D+12.3,13831420,2.0,True
New York,NY,NY-12,,False,2020s,True,2022,1,56.26,50.42,5.84,D+5.8,21510601,4.0,True
New York,NY,NY-13,,False,2000s,False,2006+2010,2,67.85,51.39,16.46,D+16.5,6786606,1.5,True
New York,NY,NY-13,,False,2010s,False,2014+2018,2,62.72,50.42,12.3,D+12.3,13831420,2.0,True
New York,NY,NY-13,,False,2020s,True,2022,1,56.26,50.42,5.84,D+5.8,21510601,4.0,True
New York,NY,NY-14,,False,2000s,False,2006+2010,2,67.85,51.39,16.46,D+16.5,6786606,1.5,True
New York,NY,NY-14,,False,2010s,False,2014+2018,2,62.72,50.42,12.3,D+12.3,13831420,2.0,True
New York,NY,NY-14,,False,2020s,True,2022,1,56.26,50.42,5.84,D+5.8,21510601,4.0,True
New York,NY,NY-15,,False,2000s,False,2006+2010,2,67.85,51.39,16.46,D+16.5,6786606,1.5,True
New York,NY,NY-15,,False,2010s,False,2014+2018,2,62.72,50.42,12.3,D+12.3,13831420,2.0,True
New York,NY,NY-15,,False,2020s,True,2022,1,56.26,50.42,5.84,D+5.8,21510601,4.0,True
New York,NY,NY-16,,False,2000s,False,2006+2010,2,67.85,51.39,16.46,D+16.5,6786606,1.5,True
New York,NY,NY-16,,False,2010s,False,2014+2018,2,62.72,50.42,12.3,D+12.3,13831420,2.0,True
New York,NY,NY-16,,False,2020s,True,2022,1,56.26,50.42,5.84,D+5.8,21510601,4.0,True
New York,NY,NY-17,,False,2000s,False,2006+2010,2,67.85,51.39,16.46,D+16.5,6786606,1.5,True
New York,NY,NY-17,,False,2010s,False,2014+2018,2,62.72,50.42,12.3,D+12.3,13831420,2.0,True
New York,NY,NY-17,,False,2020s,True,2022,1,56.26,50.42,5.84,D+5.8,21510601,4.0,True
New York,NY,NY-18,,False,2000s,False,2006+2010,2,67.85,51.39,16.46,D+16.5,6786606,1.5,True
New York,NY,NY-18,,False,2010s,False,2014+2018,2,62.72,50.42,12.3,D+12.3,13831420,2.0,True
New York,NY,NY-18,,False,2020s,True,2022,1,56.26,50.42,5.84,D+5.8,21510601,4.0,True
New York,NY,NY-19,,False,2000s,False,2006+2010,2,67.85,51.39,16.46,D+16.5,6786606,1.5,True
New York,NY,NY-19,,False,2010s,False,2014+2018,2,62.72,50.42,12.3,D+12.3,13831420,2.0,True
New York,NY,NY-19,,False,2020s,True,2022,1,56.26,50.42,5.84,D+5.8,21510601,4.0,True
New York,NY,NY-20,,False,2000s,False,2006+2010,2,67.85,51.39,16.46,D+16.5,6786606,1.5,True
New York,NY,NY-20,,False,2010s,False,2014+2018,2,62.72,50.42,12.3,D+12.3,13831420,2.0,True
New York,NY,NY-20,,False,2020s,True,2022,1,56.26,50.42,5.84,D+5.8,21510601,4.0,True
New York,NY,NY-21,,False,2000s,False,2006+2010,2,67.85,51.39,16.46,D+16.5,6786606,1.5,True
New York,NY,NY-21,,False,2010s,False,2014+2018,2,62.72,50.42,12.3,D+12.3,13831420,2.0,True
New York,NY,NY-21,,False,2020s,True,2022,1,56.26,50.42,5.84,D+5.8,21510601,4.0,True
New York,NY,NY-22,,False,2000s,False,2006+2010,2,67.85,51.39,16.46,D+16.5,6786606,1.5,True
New York,NY,NY-22,,False,2010s,False,2014+2018,2,62.72,50.42,12.3,D+12.3,13831420,2.0,True
New York,NY,NY-22,,False,2020s,True,2022,1,56.26,50.42,5.84,D+5.8,21510601,4.0,True
New York,NY,NY-23,,False,2000s,False,2006+2010,2,67.85,51.39,16.46,D+16.5,6786606,1.5,True
New York,NY,NY-23,,False,2010s,False,2014+2018,2,62.72,50.42,12.3,D+12.3,13831420,2.0,True
New York,NY,NY-23,,False,2020s,True,2022,1,56.26,50.42,5.84,D+5.8,21510601,4.0,True
New York,NY,NY-24,,False,2000s,False,2006+2010,2,67.85,51.39,16.46,D+16.5,6786606,1.5,True
New York,NY,NY-24,,False,2010s,False,2014+2018,2,62.72,50.42,12.3,D+12.3,13831420,2.0,True
New York,NY,NY-24,,False,2020s,True,2022,1,56.26,50.42,5.84,D+5.8,21510601,4.0,True
New York,NY,NY-25,,False,2000s,False,2006+2010,2,67.85,51.39,16.46,D+16.5,6786606,1.5,True
New York,NY,NY-25,,False,2010s,False,2014+2018,2,62.72,50.42,12.3,D+12.3,13831420,2.0,True
New York,NY,NY-25,,False,2020s,True,2022,1,56.26,50.42,5.84,D+5.8,21510601,4.0,True
New York,NY,NY-26,,False,2000s,False,2006+2010,2,67.85,51.39,16.46,D+16.5,6786606,1.5,True
New York,NY,NY-26,,False,2010s,False,2014+2018,2,62.72,50.42,12.3,D+12.3,13831420,2.0,True
New York,NY,NY-26,,False,2020s,True,2022,1,56.26,50.42,5.84,D+5.8,21510601,4.0,True
New York,NY,NY-27,,False,2000s,False,2006+2010,2,67.85,51.39,16.46,D+16.5,6786606,1.5,True
New York,NY,NY-27,,False,2010s,False,2014+2018,2,62.72,50.42,12.3,D+12.3,13831420,2.0,True
New York,NY,NY-28,,False,2000s,False,2006+2010,2,67.85,51.39,16.46,D+16.5,6786606,1.5,True
New York,NY,NY-29,,False,2000s,False,2006+2010,2,67.85,51.39,16.46,D+16.5,6786606,1.5,True
Ohio,OH,OH-01,,False,2000s,False,2006+2010,2,52.08,51.39,0.68,D+0.7,7854951,2.0,True
Ohio,OH,OH-01,,False,2010s,False,2014+2018,2,41.98,50.42,-8.44,R+8.4,8135973,2.0,True
Ohio,OH,OH-01,,False,2020s,True,2022,1,41.17,50.42,-9.25,R+9.2,20606277,5.0,True
Ohio,OH,OH-02,,False,2000s,False,2006+2010,2,52.08,51.39,0.68,D+0.7,7854951,2.0,True
Ohio,OH,OH-02,,False,2010s,False,2014+2018,2,41.98,50.42,-8.44,R+8.4,8135973,2.0,True
Ohio,OH,OH-02,,False,2020s,True,2022,1,41.17,50.42,-9.25,R+9.2,20606277,5.0,True
Ohio,OH,OH-03,,False,2000s,False,2006+2010,2,52.08,51.39,0.68,D+0.7,7854951,2.0,True
Ohio,OH,OH-03,,False,2010s,False,2014+2018,2,41.98,50.42,-8.44,R+8.4,8135973,2.0,True
Ohio,OH,OH-03,,False,2020s,True,2022,1,41.17,50.42,-9.25,R+9.2,20606277,5.0,True
Ohio,OH,OH-04,,False,2000s,False,2006+2010,2,52.08,51.39,0.68,D+0.7,7854951,2.0,True
Ohio,OH,OH-04,,False,2010s,False,2014+2018,2,41.98,50.42,-8.44,R+8.4,8135973,2.0,True
Ohio,OH,OH-04,,False,2020s,True,2022,1,41.17,50.42,-9.25,R+9.2,20606277,5.0,True
Ohio,OH,OH-05,,False,2000s,False,2006+2010,2,52.08,51.39,0.68,D+0.7,7854951,2.0,True
Ohio,OH,OH-05,,False,2010s,False,2014+2018,2,41.98,50.42,-8.44,R+8.4,8135973,2.0,True
Ohio,OH,OH-05,,False,2020s,True,2022,1,41.17,50.42,-9.25,R+9.2,20606277,5.0,True
Ohio,OH,OH-06,,False,2000s,False,2006+2010,2,52.08,51.39,0.68,D+0.7,7854951,2.0,True
Ohio,OH,OH-06,,False,2010s,False,2014+2018,2,41.98,50.42,-8.44,R+8.4,8135973,2.0,True
Ohio,OH,OH-06,,False,2020s,True,2022,1,41.17,50.42,-9.25,R+9.2,20606277,5.0,True
Ohio,OH,OH-07,,False,2000s,False,2006+2010,2,52.08,51.39,0.68,D+0.7,7854951,2.0,True
Ohio,OH,OH-07,,False,2010s,False,2014+2018,2,41.98,50.42,-8.44,R+8.4,8135973,2.0,True
Ohio,OH,OH-07,,False,2020s,True,2022,1,41.17,50.42,-9.25,R+9.2,20606277,5.0,True
Ohio,OH,OH-08,,False,2000s,False,2006+2010,2,52.08,51.39,0.68,D+0.7,7854951,2.0,True
Ohio,OH,OH-08,,False,2010s,False,2014+2018,2,41.98,50.42,-8.44,R+8.4,8135973,2.0,True
Ohio,OH,OH-08,,False,2020s,True,2022,1,41.17,50.42,-9.25,R+9.2,20606277,5.0,True
Ohio,OH,OH-09,,False,2000s,False,2006+2010,2,52.08,51.39,0.68,D+0.7,7854951,2.0,True
Ohio,OH,OH-09,,False,2010s,False,2014+2018,2,41.98,50.42,-8.44,R+8.4,8135973,2.0,True
Ohio,OH,OH-09,,False,2020s,True,2022,1,41.17,50.42,-9.25,R+9.2,20606277,5.0,True
Ohio,OH,OH-10,,False,2000s,False,2006+2010,2,52.08,51.39,0.68,D+0.7,7854951,2.0,True
Ohio,OH,OH-10,,False,2010s,False,2014+2018,2,41.98,50.42,-8.44,R+8.4,8135973,2.0,True
Ohio,OH,OH-10,,False,2020s,True,2022,1,41.17,50.42,-9.25,R+9.2,20606277,5.0,True
Ohio,OH,OH-11,,False,2000s,False,2006+2010,2,52.08,51.39,0.68,D+0.7,7854951,2.0,True
Ohio,OH,OH-11,,False,2010s,False,2014+2018,2,41.98,50.42,-8.44,R+8.4,8135973,2.0,True
Ohio,OH,OH-11,,False,2020s,True,2022,1,41.17,50.42,-9.25,R+9.2,20606277,5.0,True
Ohio,OH,OH-12,,False,2000s,False,2006+2010,2,52.08,51.39,0.68,D+0.7,7854951,2.0,True
Ohio,OH,OH-12,,False,2010s,False,2014+2018,2,41.98,50.42,-8.44,R+8.4,8135973,2.0,True
Ohio,OH,OH-12,,False,2020s,True,2022,1,41.17,50.42,-9.25,R+9.2,20606277,5.0,True
Ohio,OH,OH-13,,False,2000s,False,2006+2010,2,52.08,51.39,0.68,D+0.7,7854951,2.0,True
Ohio,OH,OH-13,,False,2010s,False,2014+2018,2,41.98,50.42,-8.44,R+8.4,8135973,2.0,True
Ohio,OH,OH-13,,False,2020s,True,2022,1,41.17,50.42,-9.25,R+9.2,20606277,5.0,True
Ohio,OH,OH-14,,False,2000s,False,2006+2010,2,52.08,51.39,0.68,D+0.7,7854951,2.0,True
Ohio,OH,OH-14,,False,2010s,False,2014+2018,2,41.98,50.42,-8.44,R+8.4,8135973,2.0,True
Ohio,OH,OH-14,,False,2020s,True,2022,1,41.17,50.42,-9.25,R+9.2,20606277,5.0,True
Ohio,OH,OH-15,,False,2000s,False,2006+2010,2,52.08,51.39,0.68,D+0.7,7854951,2.0,True
Ohio,OH,OH-15,,False,2010s,False,2014+2018,2,41.98,50.42,-8.44,R+8.4,8135973,2.0,True
Ohio,OH,OH-15,,False,2020s,True,2022,1,41.17,50.42,-9.25,R+9.2,20606277,5.0,True
Ohio,OH,OH-16,,False,2000s,False,2006+2010,2,52.08,51.39,0.68,D+0.7,7854951,2.0,True
Ohio,OH,OH-16,,False,2010s,False,2014+2018,2,41.98,50.42,-8.44,R+8.4,8135973,2.0,True
Ohio,OH,OH-17,,False,2000s,False,2006+2010,2,52.08,51.39,0.68,D+0.7,7854951,2.0,True
Ohio,OH,OH-18,,False,2000s,False,2006+2010,2,52.08,51.39,0.68,D+0.7,7854951,2.0,True
Oklahoma,OK,OK-01,,False,2000s,False,2006+2010,2,49.97,51.39,-1.42,R+1.4,1489190,1.5,True
Oklahoma,OK,OK-01,,False,2010s,False,2014+2018,2,38.85,50.42,-11.57,R+11.6,1826420,2.0,True
Oklahoma,OK,OK-01,,False,2020s,True,2022,1,36.22,50.42,-14.2,R+14.2,4594776,4.0,True
Oklahoma,OK,OK-02,,False,2000s,False,2006+2010,2,49.97,51.39,-1.42,R+1.4,1489190,1.5,True
Oklahoma,OK,OK-02,,False,2010s,False,2014+2018,2,38.85,50.42,-11.57,R+11.6,1826420,2.0,True
Oklahoma,OK,OK-02,,False,2020s,True,2022,1,36.22,50.42,-14.2,R+14.2,4594776,4.0,True
Oklahoma,OK,OK-03,,False,2000s,False,2006+2010,2,49.97,51.39,-1.42,R+1.4,1489190,1.5,True
Oklahoma,OK,OK-03,,False,2010s,False,2014+2018,2,38.85,50.42,-11.57,R+11.6,1826420,2.0,True
Oklahoma,OK,OK-03,,False,2020s,True,2022,1,36.22,50.42,-14.2,R+14.2,4594776,4.0,True
Oklahoma,OK,OK-04,,False,2000s,False,2006+2010,2,49.97,51.39,-1.42,R+1.4,1489190,1.5,True
Oklahoma,OK,OK-04,,False,2010s,False,2014+2018,2,38.85,50.42,-11.57,R+11.6,1826420,2.0,True
Oklahoma,OK,OK-04,,False,2020s,True,2022,1,36.22,50.42,-14.2,R+14.2,4594776,4.0,True
Oklahoma,OK,OK-05,,False,2000s,False,2006+2010,2,49.97,51.39,-1.42,R+1.4,1489190,1.5,True
Oklahoma,OK,OK-05,,False,2010s,False,2014+2018,2,38.85,50.42,-11.57,R+11.6,1826420,2.0,True
Oklahoma,OK,OK-05,,False,2020s,True,2022,1,36.22,50.42,-14.2,R+14.2,4594776,4.0,True
Oregon,OR,OR-01,,False,2000s,False,2006+2010,2,54.64,51.39,3.26,D+3.3,2137082,1.5,True
Oregon,OR,OR-01,,False,2010s,False,2014+2018,2,55.0,50.42,4.58,D+4.6,2399166,1.5,True
Oregon,OR,OR-01,,False,2020s,True,2022,1,54.87,50.42,4.46,D+4.5,3880832,2.0,True
Oregon,OR,OR-02,,False,2000s,False,2006+2010,2,54.64,51.39,3.26,D+3.3,2137082,1.5,True
Oregon,OR,OR-02,,False,2010s,False,2014+2018,2,55.0,50.42,4.58,D+4.6,2399166,1.5,True
Oregon,OR,OR-02,,False,2020s,True,2022,1,54.87,50.42,4.46,D+4.5,3880832,2.0,True
Oregon,OR,OR-03,,False,2000s,False,2006+2010,2,54.64,51.39,3.26,D+3.3,2137082,1.5,True
Oregon,OR,OR-03,,False,2010s,False,2014+2018,2,55.0,50.42,4.58,D+4.6,2399166,1.5,True
Oregon,OR,OR-03,,False,2020s,True,2022,1,54.87,50.42,4.46,D+4.5,3880832,2.0,True
Oregon,OR,OR-04,,False,2000s,False,2006+2010,2,54.64,51.39,3.26,D+3.3,2137082,1.5,True
Oregon,OR,OR-04,,False,2010s,False,2014+2018,2,55.0,50.42,4.58,D+4.6,2399166,1.5,True
Oregon,OR,OR-04,,False,2020s,True,2022,1,54.87,50.42,4.46,D+4.5,3880832,2.0,True
Oregon,OR,OR-05,,False,2000s,False,2006+2010,2,54.64,51.39,3.26,D+3.3,2137082,1.5,True
Oregon,OR,OR-05,,False,2010s,False,2014+2018,2,55.0,50.42,4.58,D+4.6,2399166,1.5,True
Oregon,OR,OR-05,,False,2020s,True,2022,1,54.87,50.42,4.46,D+4.5,3880832,2.0,True
Oregon,OR,OR-06,,False,2020s,True,2022,1,54.87,50.42,4.46,D+4.5,3880832,2.0,True
Pennsylvania,PA,PA-01,,False,2000s,False,2006+2010,2,53.39,51.39,2.0,D+2.0,8070788,2.0,True
Pennsylvania,PA,PA-01,,False,2010s,False,2014+2018,2,56.3,50.42,5.88,D+5.9,6758910,1.5,True
Pennsylvania,PA,PA-01,,False,2020s,True,2022,1,55.03,50.42,4.61,D+4.6,10715636,2.0,True
Pennsylvania,PA,PA-02,,False,2000s,False,2006+2010,2,53.39,51.39,2.0,D+2.0,8070788,2.0,True
Pennsylvania,PA,PA-02,,False,2010s,False,2014+2018,2,56.3,50.42,5.88,D+5.9,6758910,1.5,True
Pennsylvania,PA,PA-02,,False,2020s,True,2022,1,55.03,50.42,4.61,D+4.6,10715636,2.0,True
