state,state_code,district,district_note,at_large,map_vintage,is_current_map,years_used,n_years,d_share_mean,national_d_share_mean,midterm_lean_pct,midterm_lean_label,total_votes_mean,races_used_mean,statewide_baseline
Colorado,CO,CO-07,,False,2000s,False,2006+2010,2,61.0,51.39,9.61,D+9.6,2564546,1.5,True
Colorado,CO,CO-07,,False,2010s,False,2014+2018,2,52.4,50.42,1.98,D+2.0,4549820,2.0,True
Colorado,CO,CO-07,,False,2020s,True,2022,1,57.14,50.42,6.72,D+6.7,12404157,5.0,True
Colorado,CO,CO-08,,False,2020s,True,2022,1,57.14,50.42,6.72,D+6.7,12404157,5.0,True
Connecticut,CT,CT-01,,False,2000s,False,2006+2010,2,51.43,51.39,0.04,EVEN,2549064,2.0,True
Connecticut,CT,CT-01,,False,2010s,False,2014+2018,2,53.04,50.42,2.62,D+2.6,3535815,2.0,True
Connecticut,CT,CT-01,,False,2020s,True,2022,1,55.91,50.42,5.49,D+5.5,6347085,4.0,True
Connecticut,CT,CT-02,,False,2000s,False,2006+2010,2,51.43,51.39,0.04,EVEN,2549064,2.0,True
Connecticut,CT,CT-02,,False,2010s,False,2014+2018,2,53.04,50.42,2.62,D+2.6,3535815,2.0,True
Connecticut,CT,CT-02,,False,2020s,True,2022,1,55.91,50.42,5.49,D+5.5,6347085,4.0,True
Connecticut,CT,CT-03,,False,2000s,False,2006+2010,2,51.43,51.39,0.04,EVEN,2549064,2.0,True
Connecticut,CT,CT-03,,False,2010s,False,2014+2018,2,53.04,50.42,2.62,D+2.6,3535815,2.0,True
Connecticut,CT,CT-03,,False,2020s,True,2022,1,55.91,50.42,5.49,D+5.5,6347085,4.0,True
Connecticut,CT,CT-04,,False,2000s,False,2006+2010,2,51.43,51.39,0.04,EVEN,2549064,2.0,True
Connecticut,CT,CT-04,,False,2010s,False,2014+2018,2,53.04,50.42,2.62,D+2.6,3535815,2.0,True
Connecticut,CT,CT-04,,False,2020s,True,2022,1,55.91,50.42,5.49,D+5.5,6347085,4.0,True
Connecticut,CT,CT-05,,False,2000s,False,2006+2010,2,51.43,51.39,0.04,EVEN,2549064,2.0,True
Connecticut,CT,CT-05,,False,2010s,False,2014+2018,2,53.04,50.42,2.62,D+2.6,3535815,2.0,True
Connecticut,CT,CT-05,,False,2020s,True,2022,1,55.91,50.42,5.49,D+5.5,6347085,4.0,True
Delaware,DE,DE-AL,,True,2000s,False,2006+2010,2,64.78,51.39,13.39,D+13.4,275170,1.0,True
Delaware,DE,DE-AL,,True,2010s,False,2014+2018,2,59.13,50.42,8.71,D+8.7,476356,1.5,True
Delaware,DE,DE-AL,,True,2020s,True,2022,1,53.74,50.42,3.32,D+3.3,636951,2.0,True
Florida,FL,FL-01,,False,2000s,False,2006+2010,2,47.4,51.39,-4.0,R+4.0,10196822,2.0,True
Florida,FL,FL-01,,False,2010s,False,2014+2018,2,49.17,50.42,-1.25,R+1.2,15242434,2.0,True
Florida,FL,FL-01,,False,2020s,True,2022,1,40.45,50.42,-9.97,R+10.0,23206635,3.0,True
Florida,FL,FL-02,,False,2000s,False,2006+2010,2,47.4,51.39,-4.0,R+4.0,10196822,2.0,True
Florida,FL,FL-02,,False,2010s,False,2014+2018,2,49.17,50.42,-1.25,R+1.2,15242434,2.0,True
Florida,FL,FL-02,,False,2020s,True,2022,1,40.45,50.42,-9.97,R+10.0,23206635,3.0,True
Florida,FL,FL-03,,False,2000s,False,2006+2010,2,47.4,51.39,-4.0,R+4.0,10196822,2.0,True
Florida,FL,FL-03,,False,2010s,False,2014+2018,2,49.17,50.42,-1.25,R+1.2,15242434,2.0,True
Florida,FL,FL-03,,False,2020s,True,2022,1,40.45,50.42,-9.97,R+10.0,23206635,3.0,True
Florida,FL,FL-04,,False,2000s,False,2006+2010,2,47.4,51.39,-4.0,R+4.0,10196822,2.0,True
Florida,FL,FL-04,,False,2010s,False,2014+2018,2,49.17,50.42,-1.25,R+1.2,15242434,2.0,True
Florida,FL,FL-04,,False,2020s,True,2022,1,40.45,50.42,-9.97,R+10.0,23206635,3.0,True
Florida,FL,FL-05,,False,2000s,False,2006+2010,2,47.4,51.39,-4.0,R+4.0,10196822,2.0,True
Florida,FL,FL-05,,False,2010s,False,2014+2018,2,49.17,50.42,-1.25,R+1.2,15242434,2.0,True
Florida,FL,FL-05,,False,2020s,True,2022,1,40.45,50.42,-9.97,R+10.0,23206635,3.0,True
Florida,FL,FL-06,,False,2000s,False,2006+2010,2,47.4,51.39,-4.0,R+4.0,10196822,2.0,True
Florida,FL,FL-06,,False,2010s,False,2014+2018,2,49.17,50.42,-1.25,R+1.2,15242434,2.0,True
Florida,FL,FL-06,,False,2020s,True,2022,1,40.45,50.42,-9.97,R+10.0,23206635,3.0,True
Florida,FL,FL-07,,False,2000s,False,2006+2010,2,47.4,51.39,-4.0,R+4.0,10196822,2.0,True
Florida,FL,FL-07,,False,2010s,False,2014+2018,2,49.17,50.42,-1.25,R+1.2,15242434,2.0,True
Florida,FL,FL-07,,False,2020s,True,2022,1,40.45,50.42,-9.97,R+10.0,23206635,3.0,True
Florida,FL,FL-08,,False,2000s,False,2006+2010,2,47.4,51.39,-4.0,R+4.0,10196822,2.0,True
Florida,FL,FL-08,,False,2010s,False,2014+2018,2,49.17,50.42,-1.25,R+1.2,15242434,2.0,True
Florida,FL,FL-08,,False,2020s,True,2022,1,40.45,50.42,-9.97,R+10.0,23206635,3.0,True
Florida,FL,FL-09,,False,2000s,False,2006+2010,2,47.4,51.39,-4.0,R+4.0,10196822,2.0,True
Florida,FL,FL-09,,False,2010s,False,2014+2018,2,49.17,50.42,-1.25,R+1.2,15242434,2.0,True
Florida,FL,FL-09,,False,2020s,True,2022,1,40.45,50.42,-9.97,R+10.0,23206635,3.0,True
Florida,FL,FL-10,,False,2000s,False,2006+2010,2,47.4,51.39,-4.0,R+4.0,10196822,2.0,True
Florida,FL,FL-10,,False,2010s,False,2014+2018,2,49.17,50.42,-1.25,R+1.2,15242434,2.0,True
Florida,FL,FL-10,,False,2020s,True,2022,1,40.45,50.42,-9.97,R+10.0,23206635,3.0,True
Florida,FL,FL-11,,False,2000s,False,2006+2010,2,47.4,51.39,-4.0,R+4.0,10196822,2.0,True
Florida,FL,FL-11,,False,2010s,False,2014+2018,2,49.17,50.42,-1.25,R+1.2,15242434,2.0,True
Florida,FL,FL-11,,False,2020s,True,2022,1,40.45,50.42,-9.97,R+10.0,23206635,3.0,True
Florida,FL,FL-12,,False,2000s,False,2006+2010,2,47.4,51.39,-4.0,R+4.0,10196822,2.0,True
Florida,FL,FL-12,,False,2010s,False,2014+2018,2,49.17,50.42,-1.25,R+1.2,15242434,2.0,True
Florida,FL,FL-12,,False,2020s,True,2022,1,40.45,50.42,-9.97,R+10.0,23206635,3.0,True
Florida,FL,FL-13,,False,2000s,False,2006+2010,2,47.4,51.39,-4.0,R+4.0,10196822,2.0,True
Florida,FL,FL-13,,False,2010s,False,2014+2018,2,49.17,50.42,-1.25,R+1.2,15242434,2.0,True
Florida,FL,FL-13,,False,2020s,True,2022,1,40.45,50.42,-9.97,R+10.0,23206635,3.0,True
Florida,FL,FL-14,,False,2000s,False,2006+2010,2,47.4,51.39,-4.0,R+4.0,10196822,2.0,True
Florida,FL,FL-14,,False,2010s,False,2014+2018,2,49.17,50.42,-1.25,R+1.2,15242434,2.0,True
Florida,FL,FL-14,,False,2020s,True,2022,1,40.45,50.42,-9.97,R+10.0,23206635,3.0,True
Florida,FL,FL-15,,False,2000s,False,2006+2010,2,47.4,51.39,-4.0,R+4.0,10196822,2.0,True
Florida,FL,FL-15,,False,2010s,False,2014+2018,2,49.17,50.42,-1.25,R+1.2,15242434,2.0,True
Florida,FL,FL-15,,False,2020s,True,2022,1,40.45,50.42,-9.97,R+10.0,23206635,3.0,True
Florida,FL,FL-16,,False,2000s,False,2006+2010,2,47.4,51.39,-4.0,R+4.0,10196822,2.0,True
Florida,FL,FL-16,,False,2010s,False,2014+2018,2,49.17,50.42,-1.25,R+1.2,15242434,2.0,True
Florida,FL,FL-16,,False,2020s,True,2022,1,40.45,50.42,-9.97,R+10.0,23206635,3.0,True
Florida,FL,FL-17,,False,2000s,False,2006+2010,2,47.4,51.39,-4.0,R+4.0,10196822,2.0,True
Florida,FL,FL-17,,False,2010s,False,2014+2018,2,49.17,50.42,-1.25,R+1.2,15242434,2.0,True
Florida,FL,FL-17,,False,2020s,True,2022,1,40.45,50.42,-9.97,R+10.0,23206635,3.0,True
Florida,FL,FL-18,,False,2000s,False,2006+2010,2,47.4,51.39,-4.0,R+4.0,10196822,2.0,True
Florida,FL,FL-18,,False,2010s,False,2014+2018,2,49.17,50.42,-1.25,R+1.2,15242434,2.0,True
Florida,FL,FL-18,,False,2020s,True,2022,1,40.45,50.42,-9.97,R+10.0,23206635,3.0,True
Florida,FL,FL-19,,False,2000s,False,2006+2010,2,47.4,51.39,-4.0,R+4.0,10196822,2.0,True
Florida,FL,FL-19,,False,2010s,False,2014+2018,2,49.17,50.42,-1.25,R+1.2,15242434,2.0,True
Florida,FL,FL-19,,False,2020s,True,2022,1,40.45,50.42,-9.97,R+10.0,23206635,3.0,True
Florida,FL,FL-20,,False,2000s,False,2006+2010,2,47.4,51.39,-4.0,R+4.0,10196822,2.0,True
Florida,FL,FL-20,,False,2010s,False,2014+2018,2,49.17,50.42,-1.25,R+1.2,15242434,2.0,True
Florida,FL,FL-20,,False,2020s,True,2022,1,40.45,50.42,-9.97,R+10.0,23206635,3.0,True
Florida,FL,FL-21,,False,2000s,False,2006+2010,2,47.4,51.39,-4.0,R+4.0,10196822,2.0,True
Florida,FL,FL-21,,False,2010s,False,2014+2018,2,49.17,50.42,-1.25,R+1.2,15242434,2.0,True
Florida,FL,FL-21,,False,2020s,True,2022,1,40.45,50.42,-9.97,R+10.0,23206635,3.0,True
Florida,FL,FL-22,,False,2000s,False,2006+2010,2,47.4,51.39,-4.0,R+4.0,10196822,2.0,True
Florida,FL,FL-22,,False,2010s,False,2014+2018,2,49.17,50.42,-1.25,R+1.2,15242434,2.0,True
Florida,FL,FL-22,,False,2020s,True,2022,1,40.45,50.42,-9.97,R+10.0,23206635,3.0,True
Florida,FL,FL-23,,False,2000s,False,2006+2010,2,47.4,51.39,-4.0,R+4.0,10196822,2.0,True
Florida,FL,FL-23,,False,2010s,False,2014+2018,2,49.17,50.42,-1.25,R+1.2,15242434,2.0,True
Florida,FL,FL-23,,False,2020s,True,2022,1,40.45,50.42,-9.97,R+10.0,23206635,3.0,True
Florida,FL,FL-24,,False,2000s,False,2006+2010,2,47.4,51.39,-4.0,R+4.0,10196822,2.0,True
Florida,FL,FL-24,,False,2010s,False,2014+2018,2,49.17,50.42,-1.25,R+1.2,15242434,2.0,True
Florida,FL,FL-24,,False,2020s,True,2022,1,40.45,50.42,-9.97,R+10.0,23206635,3.0,True
Florida,FL,FL-25,,False,2000s,False,2006+2010,2,47.4,51.39,-4.0,R+4.0,10196822,2.0,True
Florida,FL,FL-25,,False,2010s,False,2014+2018,2,49.17,50.42,-1.25,R+1.2,15242434,2.0,True
Florida,FL,FL-25,,False,2020s,True,2022,1,40.45,50.42,-9.97,R+10.0,23206635,3.0,True
Florida,FL,FL-26,,False,2010s,False,2014+2018,2,49.17,50.42,-1.25,R+1.2,15242434,2.0,True
Florida,FL,FL-26,,False,2020s,True,2022,1,40.45,50.42,-9.97,R+10.0,23206635,3.0,True
Florida,FL,FL-27,,False,2010s,False,2014+2018,2,49.17,50.42,-1.25,R+1.2,15242434,2.0,True
Florida,FL,FL-27,,False,2020s,True,2022,1,40.45,50.42,-9.97,R+10.0,23206635,3.0,True
Florida,FL,FL-28,,False,2020s,True,2022,1,40.45,50.42,-9.97,R+10.0,23206635,3.0,True
Georgia,GA,GA-01,,False,2000s,False,2006+2010,2,41.08,51.39,-10.31,R+10.3,3626802,1.5,True
Georgia,GA,GA-01,,False,2010s,False,2014+2018,2,47.52,50.42,-2.9,R+2.9,6460094,2.0,True
Georgia,GA,GA-01,,False,2020s,True,2022,1,48.08,50.42,-2.34,R+2.3,19260300,5.0,True
Georgia,GA,GA-02,,False,2000s,False,2006+2010,2,41.08,51.39,-10.31,R+10.3,3626802,1.5,True
Georgia,GA,GA-02,,False,2010s,False,2014+2018,2,47.52,50.42,-2.9,R+2.9,6460094,2.0,True
Georgia,GA,GA-02,,False,2020s,True,2022,1,48.08,50.42,-2.34,R+2.3,19260300,5.0,True
Georgia,GA,GA-03,,False,2000s,False,2006+2010,2,41.08,51.39,-10.31,R+10.3,3626802,1.5,True
Georgia,GA,GA-03,,False,2010s,False,2014+2018,2,47.52,50.42,-2.9,R+2.9,6460094,2.0,True
Georgia,GA,GA-03,,False,2020s,True,2022,1,48.08,50.42,-2.34,R+2.3,19260300,5.0,True
Georgia,GA,GA-04,,False,2000s,False,2006+2010,2,41.08,51.39,-10.31,R+10.3,3626802,1.5,True
Georgia,GA,GA-04,,False,2010s,False,2014+2018,2,47.52,50.42,-2.9,R+2.9,6460094,2.0,True
Georgia,GA,GA-04,,False,2020s,True,2022,1,48.08,50.42,-2.34,R+2.3,19260300,5.0,True
Georgia,GA,GA-05,,False,2000s,False,2006+2010,2,41.08,51.39,-10.31,R+10.3,3626802,1.5,True
Georgia,GA,GA-05,,False,2010s,False,2014+2018,2,47.52,50.42,-2.9,R+2.9,6460094,2.0,True
Georgia,GA,GA-05,,False,2020s,True,2022,1,48.08,50.42,-2.34,R+2.3,19260300,5.0,True
Georgia,GA,GA-06,,False,2000s,False,2006+2010,2,41.08,51.39,-10.31,R+10.3,3626802,1.5,True
Georgia,GA,GA-06,,False,2010s,False,2014+2018,2,47.52,50.42,-2.9,R+2.9,6460094,2.0,True
Georgia,GA,GA-06,,False,2020s,True,2022,1,48.08,50.42,-2.34,R+2.3,19260300,5.0,True
Georgia,GA,GA-07,,False,2000s,False,2006+2010,2,41.08,51.39,-10.31,R+10.3,3626802,1.5,True
Georgia,GA,GA-07,,False,2010s,False,2014+2018,2,47.52,50.42,-2.9,R+2.9,6460094,2.0,True
Georgia,GA,GA-07,,False,2020s,True,2022,1,48.08,50.42,-2.34,R+2.3,19260300,5.0,True
Georgia,GA,GA-08,,False,2000s,False,2006+2010,2,41.08,51.39,-10.31,R+10.3,3626802,1.5,True
Georgia,GA,GA-08,,False,2010s,False,2014+2018,2,47.52,50.42,-2.9,R+2.9,6460094,2.0,True
Georgia,GA,GA-08,,False,2020s,True,2022,1,48.08,50.42,-2.34,R+2.3,19260300,5.0,True
Georgia,GA,GA-09,,False,2000s,False,2006+2010,2,41.08,51.39,-10.31,R+10.3,3626802,1.5,True
Georgia,GA,GA-09,,False,2010s,False,2014+2018,2,47.52,50.42,-2.9,R+2.9,6460094,2.0,True
Georgia,GA,GA-09,,False,2020s,True,2022,1,48.08,50.42,-2.34,R+2.3,19260300,5.0,True
Georgia,GA,GA-10,,False,2000s,False,2006+2010,2,41.08,51.39,-10.31,R+10.3,3626802,1.5,True
Georgia,GA,GA-10,,False,2010s,False,2014+2018,2,47.52,50.42,-2.9,R+2.9,6460094,2.0,True
Georgia,GA,GA-10,,False,2020s,True,2022,1,48.08,50.42,-2.34,R+2.3,19260300,5.0,True
Georgia,GA,GA-11,,False,2000s,False,2006+2010,2,41.08,51.39,-10.31,R+10.3,3626802,1.5,True
Georgia,GA,GA-11,,False,2010s,False,2014+2018,2,47.52,50.42,-2.9,R+2.9,6460094,2.0,True
Georgia,GA,GA-11,,False,2020s,True,2022,1,48.08,50.42,-2.34,R+2.3,19260300,5.0,True
Georgia,GA,GA-12,,False,2000s,False,2006+2010,2,41.08,51.39,-10.31,R+10.3,3626802,1.5,True
Georgia,GA,GA-12,,False,2010s,False,2014+2018,2,47.52,50.42,-2.9,R+2.9,6460094,2.0,True
Georgia,GA,GA-12,,False,2020s,True,2022,1,48.08,50.42,-2.34,R+2.3,19260300,5.0,True
Georgia,GA,GA-13,,False,2000s,False,2006+2010,2,41.08,51.39,-10.31,R+10.3,3626802,1.5,True
Georgia,GA,GA-13,,False,2010s,False,2014+2018,2,47.52,50.42,-2.9,R+2.9,6460094,2.0,True
Georgia,GA,GA-13,,False,2020s,True,2022,1,48.08,50.42,-2.34,R+2.3,19260300,5.0,True
Georgia,GA,GA-14,,False,2010s,False,2014+2018,2,47.52,50.42,-2.9,R+2.9,6460094,2.0,True
Georgia,GA,GA-14,,False,2020s,True,2022,1,48.08,50.42,-2.34,R+2.3,19260300,5.0,True
Hawaii,HI,HI-01,,False,2000s,False,2006+2010,2,58.56,51.39,7.17,D+7.2,720152,2.0,True
Hawaii,HI,HI-01,,False,2010s,False,2014+2018,2,66.4,50.42,15.98,D+16.0,749589,2.0,True
Hawaii,HI,HI-01,,False,2020s,True,2022,1,68.09,50.42,17.68,D+17.7,821779,2.0,True
Hawaii,HI,HI-02,,False,2000s,False,2006+2010,2,58.56,51.39,7.17,D+7.2,720152,2.0,True
Hawaii,HI,HI-02,,False,2010s,False,2014+2018,2,66.4,50.42,15.98,D+16.0,749589,2.0,True
Hawaii,HI,HI-02,,False,2020s,True,2022,1,68.09,50.42,17.68,D+17.7,821779,2.0,True
Iowa,IA,IA-01,,False,2000s,False,2006+2010,2,47.21,51.39,-4.18,R+4.2,1645666,1.5,True
Iowa,IA,IA-01,,False,2010s,False,2014+2018,2,45.39,50.42,-5.03,R+5.0,1793198,1.5,True
Iowa,IA,IA-01,,False,2020s,True,2022,1,44.44,50.42,-5.98,R+6.0,6045696,5.0,True
Iowa,IA,IA-02,,False,2000s,False,2006+2010,2,47.21,51.39,-4.18,R+4.2,1645666,1.5,True
Iowa,IA,IA-02,,False,2010s,False,2014+2018,2,45.39,50.42,-5.03,R+5.0,1793198,1.5,True
Iowa,IA,IA-02,,False,2020s,True,2022,1,44.44,50.42,-5.98,R+6.0,6045696,5.0,True
Iowa,IA,IA-03,,False,2000s,False,2006+2010,2,47.21,51.39,-4.18,R+4.2,1645666,1.5,True
Iowa,IA,IA-03,,False,2010s,False,2014+2018,2,45.39,50.42,-5.03,R+5.0,1793198,1.5,True
Iowa,IA,IA-03,,False,2020s,True,2022,1,44.44,50.42,-5.98,R+6.0,6045696,5.0,True
Iowa,IA,IA-04,,False,2000s,False,2006+2010,2,47.21,51.39,-4.18,R+4.2,1645666,1.5,True
Iowa,IA,IA-04,,False,2010s,False,2014+2018,2,45.39,50.42,-5.03,R+5.0,1793198,1.5,True
Iowa,IA,IA-04,,False,2020s,True,2022,1,44.44,50.42,-5.98,R+6.0,6045696,5.0,True
Iowa,IA,IA-05,,False,2000s,False,2006+2010,2,47.21,51.39,-4.18,R+4.2,1645666,1.5,True
Idaho,ID,ID-01,,False,2000s,False,2006+2010,2,38.16,51.39,-13.23,R+13.2,676448,1.5,True
Idaho,ID,ID-01,,False,2010s,False,2014+2018,2,38.56,50.42,-11.86,R+11.9,741066,1.5,True
Idaho,ID,ID-01,,False,2020s,True,2022,1,31.14,50.42,-19.28,R+19.3,2350575,4.0,True
Idaho,ID,ID-02,,False,2000s,False,2006+2010,2,38.16,51.39,-13.23,R+13.2,676448,1.5,True
Idaho,ID,ID-02,,False,2010s,False,2014+2018,2,38.56,50.42,-11.86,R+11.9,741066,1.5,True
Idaho,ID,ID-02,,False,2020s,True,2022,1,31.14,50.42,-19.28,R+19.3,2350575,4.0,True
Illinois,IL,IL-01,,False,2000s,False,2006+2010,2,53.18,51.39,1.8,D+1.8,3608868,1.0,True
Illinois,IL,IL-01,,False,2010s,False,2014+2018,2,54.52,50.42,4.1,D+4.1,8163638,2.0,True
Illinois,IL,IL-01,,False,2020s,True,2022,1,56.16,50.42,5.75,D+5.8,20442393,5.0,True
Illinois,IL,IL-02,,False,2000s,False,2006+2010,2,53.18,51.39,1.8,D+1.8,3608868,1.0,True
Illinois,IL,IL-02,,False,2010s,False,2014+2018,2,54.52,50.42,4.1,D+4.1,8163638,2.0,True
Illinois,IL,IL-02,,False,2020s,True,2022,1,56.16,50.42,5.75,D+5.8,20442393,5.0,True
Illinois,IL,IL-03,,False,2000s,False,2006+2010,2,53.18,51.39,1.8,D+1.8,3608868,1.0,True
Illinois,IL,IL-03,,False,2010s,False,2014+2018,2,54.52,50.42,4.1,D+4.1,8163638,2.0,True
Illinois,IL,IL-03,,False,2020s,True,2022,1,56.16,50.42,5.75,D+5.8,20442393,5.0,True
Illinois,IL,IL-04,,False,2000s,False,2006+2010,2,53.18,51.39,1.8,D+1.8,3608868,1.0,True
Illinois,IL,IL-04,,False,2010s,False,2014+2018,2,54.52,50.42,4.1,D+4.1,8163638,2.0,True
Illinois,IL,IL-04,,False,2020s,True,2022,1,56.16,50.42,5.75,D+5.8,20442393,5.0,True
Illinois,IL,IL-05,,False,2000s,False,2006+2010,2,53.18,51.39,1.8,D+1.8,3608868,1.0,True
Illinois,IL,IL-05,,False,2010s,False,2014+2018,2,54.52,50.42,4.1,D+4.1,8163638,2.0,True
Illinois,IL,IL-05,,False,2020s,True,2022,1,56.16,50.42,5.75,D+5.8,20442393,5.0,True
Illinois,IL,IL-06,,False,2000s,False,2006+2010,2,53.18,51.39,1.8,D+1.8,3608868,1.0,True
Illinois,IL,IL-06,,False,2010s,False,2014+2018,2,54.52,50.42,4.1,D+4.1,8163638,2.0,True
Illinois,IL,IL-06,,False,2020s,True,2022,1,56.16,50.42,5.75,D+5.8,20442393,5.0,True
Illinois,IL,IL-07,,False,2000s,False,2006+2010,2,53.18,51.39,1.8,D+1.8,3608868,1.0,True
Illinois,IL,IL-07,,False,2010s,False,2014+2018,2,54.52,50.42,4.1,D+4.1,8163638,2.0,True
Illinois,IL,IL-07,,False,2020s,True,2022,1,56.16,50.42,5.75,D+5.8,20442393,5.0,True
Illinois,IL,IL-08,,False,2000s,False,2006+2010,2,53.18,51.39,1.8,D+1.8,3608868,1.0,True
Illinois,IL,IL-08,,False,2010s,False,2014+2018,2,54.52,50.42,4.1,D+4.1,8163638,2.0,True
Illinois,IL,IL-08,,False,2020s,True,2022,1,56.16,50.42,5.75,D+5.8,20442393,5.0,True
Illinois,IL,IL-09,,False,2000s,False,2006+2010,2,53.18,51.39,1.8,D+1.8,3608868,1.0,True
Illinois,IL,IL-09,,False,2010s,False,2014+2018,2,54.52,50.42,4.1,D+4.1,8163638,2.0,True
Illinois,IL,IL-09,,False,2020s,True,2022,1,56.16,50.42,5.75,D+5.8,20442393,5.0,True
Illinois,IL,IL-10,,False,2000s,False,2006+2010,2,53.18,51.39,1.8,D+1.8,3608868,1.0,True
Illinois,IL,IL-10,,False,2010s,False,2014+2018,2,54.52,50.42,4.1,D+4.1,8163638,2.0,True
Illinois,IL,IL-10,,False,2020s,True,2022,1,56.16,50.42,5.75,D+5.8,20442393,5.0,True
Illinois,IL,IL-11,,False,2000s,False,2006+2010,2,53.18,51.39,1.8,D+1.8,3608868,1.0,True
Illinois,IL,IL-11,,False,2010s,False,2014+2018,2,54.52,50.42,4.1,D+4.1,8163638,2.0,True
Illinois,IL,IL-11,,False,2020s,True,2022,1,56.16,50.42,5.75,D+5.8,20442393,5.0,True
Illinois,IL,IL-12,,False,2000s,False,2006+2010,2,53.18,51.39,1.8,D+1.8,3608868,1.0,True
Illinois,IL,IL-12,,False,2010s,False,2014+2018,2,54.52,50.42,4.1,D+4.1,8163638,2.0,True
Illinois,IL,IL-12,,False,2020s,True,2022,1,56.16,50.42,5.75,D+5.8,20442393,5.0,True
Illinois,IL,IL-13,,False,2000s,False,2006+2010,2,53.18,51.39,1.8,D+1.8,3608868,1.0,True
Illinois,IL,IL-13,,False,2010s,False,2014+2018,2,54.52,50.42,4.1,D+4.1,8163638,2.0,True
Illinois,IL,IL-13,,False,2020s,True,2022,1,56.16,50.42,5.75,D+5.8,20442393,5.0,True
Illinois,IL,IL-14,,False,2000s,False,2006+2010,2,53.18,51.39,1.8,D+1.8,3608868,1.0,True
Illinois,IL,IL-14,,False,2010s,False,2014+2018,2,54.52,50.42,4.1,D+4.1,8163638,2.0,True
Illinois,IL,IL-14,,False,2020s,True,2022,1,56.16,50.42,5.75,D+5.8,20442393,5.0,True
Illinois,IL,IL-15,,False,2000s,False,2006+2010,2,53.18,51.39,1.8,D+1.8,3608868,1.0,True
Illinois,IL,IL-15,,False,2010s,False,2014+2018,2,54.52,50.42,4.1,D+4.1,8163638,2.0,True
Illinois,IL,IL-15,,False,2020s,True,2022,1,56.16,50.42,5.75,D+5.8,20442393,5.0,True
Illinois,IL,IL-16,,False,2000s,False,2006+2010,2,53.18,51.39,1.8,D+1.8,3608868,1.0,True
Illinois,IL,IL-16,,False,2010s,False,2014+2018,2,54.52,50.42,4.1,D+4.1,8163638,2.0,True
Illinois,IL,IL-16,,False,2020s,True,2022,1,56.16,50.42,5.75,D+5.8,20442393,5.0,True
Illinois,IL,IL-17,,False,2000s,False,2006+2010,2,53.18,51.39,1.8,D+1.8,3608868,1.0,True
Illinois,IL,IL-17,,False,2010s,False,2014+2018,2,54.52,50.42,4.1,D+4.1,8163638,2.0,True
Illinois,IL,IL-17,,False,2020s,True,2022,1,56.16,50.42,5.75,D+5.8,20442393,5.0,True
Illinois,IL,IL-18,,False,2000s,False,2006+2010,2,53.18,51.39,1.8,D+1.8,3608868,1.0,True
Illinois,IL,IL-18,,False,2010s,False,2014+2018,2,54.52,50.42,4.1,D+4.1,8163638,2.0,True
Illinois,IL,IL-19,,False,2000s,False,2006+2010,2,53.18,51.39,1.8,D+1.8,3608868,1.0,True
Indiana,IN,IN-01,,False,2000s,False,2010,1,42.29,48.16,-5.87,R+5.9,1744481,1.0,True
Indiana,IN,IN-01,,False,2010s,False,2018,1,46.92,53.12,-6.2,R+6.2,2282565,1.0,True
Indiana,IN,IN-01,,False,2020s,True,2022,1,40.3,50.42,-10.12,R+10.1,5548966,3.0,True
Indiana,IN,IN-02,,False,2000s,False,2010,1,42.29,48.16,-5.87,R+5.9,1744481,1.0,True
Indiana,IN,IN-02,,False,2010s,False,2018,1,46.92,53.12,-6.2,R+6.2,2282565,1.0,True
Indiana,IN,IN-02,,False,2020s,True,2022,1,40.3,50.42,-10.12,R+10.1,5548966,3.0,True
Indiana,IN,IN-03,,False,2000s,False,2010,1,42.29,48.16,-5.87,R+5.9,1744481,1.0,True
Indiana,IN,IN-03,,False,2010s,False,2018,1,46.92,53.12,-6.2,R+6.2,2282565,1.0,True
Indiana,IN,IN-03,,False,2020s,True,2022,1,40.3,50.42,-10.12,R+10.1,5548966,3.0,True
Indiana,IN,IN-04,,False,2000s,False,2010,1,42.29,48.16,-5.87,R+5.9,1744481,1.0,True
Indiana,IN,IN-04,,False,2010s,False,2018,1,46.92,53.12,-6.2,R+6.2,2282565,1.0,True
Indiana,IN,IN-04,,False,2020s,True,2022,1,40.3,50.42,-10.12,R+10.1,5548966,3.0,True
Indiana,IN,IN-05,,False,2000s,False,2010,1,42.29,48.16,-5.87,R+5.9,1744481,1.0,True
Indiana,IN,IN-05,,False,2010s,False,2018,1,46.92,53.12,-6.2,R+6.2,2282565,1.0,True
Indiana,IN,IN-05,,False,2020s,True,2022,1,40.3,50.42,-10.12,R+10.1,5548966,3.0,True
Indiana,IN,IN-06,,False,2000s,False,2010,1,42.29,48.16,-5.87,R+5.9,1744481,1.0,True
Indiana,IN,IN-06,,False,2010s,False,2018,1,46.92,53.12,-6.2,R+6.2,2282565,1.0,True
Indiana,IN,IN-06,,False,2020s,True,2022,1,40.3,50.42,-10.12,R+10.1,5548966,3.0,True
Indiana,IN,IN-07,,False,2000s,False,2010,1,42.29,48.16,-5.87,R+5.9,1744481,1.0,True
Indiana,IN,IN-07,,False,2010s,False,2018,1,46.92,53.12,-6.2,R+6.2,2282565,1.0,True
Indiana,IN,IN-07,,False,2020s,True,2022,1,40.3,50.42,-10.12,R+10.1,5548966,3.0,True
