year,map_vintage,state,state_code,district,district_note,at_large,statewide_baseline,races_used,offices_used,senate_races,statewide_races,stateleg_races,d_votes,r_votes,other_votes,total_votes,d_share_two_party_pct,r_share_two_party_pct,national_d_share_two_party_pct,lean_pct,lean_label,lean_house_pct,lean_statewide_pct,lean_senate_pct,weight_house,weight_statewide,weight_senate,sources_used
2010,2000s,Alaska,AK,AK-AL,,True,False,2,senate; governor,1,1,0,156564,343248,11199,511011,31.32,68.68,49.26,-17.22,R+17.2,-17.2,-10.32,-24.14,0.334,0.333,0.333,house+statewide+senate
2010,2000s,Alabama,AL,AL-01,,False,True,65,senate; governor; state senate; state house,1,1,63,1785966,2656716,14329,4457011,40.2,59.8,49.26,-9.77,R+9.8,,-6.33,-13.22,0.0,0.5,0.5,statewide+senate
2010,2000s,Alabama,AL,AL-02,,False,False,65,senate; governor; state senate; state house,1,1,63,1785966,2656716,14329,4457011,40.2,59.8,49.26,-6.19,R+6.2,0.98,-6.33,-13.22,0.334,0.333,0.333,house+statewide+senate
2010,2000s,Alabama,AL,AL-03,,False,False,65,senate; governor; state senate; state house,1,1,63,1785966,2656716,14329,4457011,40.2,59.8,49.26,-8.93,R+8.9,-7.23,-6.33,-13.22,0.334,0.333,0.333,house+statewide+senate
2010,2000s,Alabama,AL,AL-04,,False,True,65,senate; governor; state senate; state house,1,1,63,1785966,2656716,14329,4457011,40.2,59.8,49.26,-9.77,R+9.8,,-6.33,-13.22,0.0,0.5,0.5,statewide+senate
2010,2000s,Alabama,AL,AL-05,,False,False,65,senate; governor; state senate; state house,1,1,63,1785966,2656716,14329,4457011,40.2,59.8,49.26,-8.45,R+8.5,-5.81,-6.33,-13.22,0.334,0.333,0.333,house+statewide+senate
2010,2000s,Alabama,AL,AL-06,,False,True,65,senate; governor; state senate; state house,1,1,63,1785966,2656716,14329,4457011,40.2,59.8,49.26,-9.77,R+9.8,,-6.33,-13.22,0.0,0.5,0.5,statewide+senate
2010,2000s,Alabama,AL,AL-07,,False,False,65,senate; governor; state senate; state house,1,1,63,1785966,2656716,14329,4457011,40.2,59.8,49.26,1.69,D+1.7,24.61,-6.33,-13.22,0.334,0.333,0.333,house+statewide+senate
2010,2000s,Arkansas,AR,AR-01,,False,False,2,senate; governor,1,1,0,791492,714402,55396,1561290,52.56,47.44,49.26,1.73,D+1.7,-2.24,16.44,-9.02,0.334,0.333,0.333,house+statewide+senate
2010,2000s,Arkansas,AR,AR-02,,False,False,2,senate; governor,1,1,0,791492,714402,55396,1561290,52.56,47.44,49.26,-0.22,R+0.2,-8.09,16.44,-9.02,0.334,0.333,0.333,house+statewide+senate
2010,2000s,Arkansas,AR,AR-03,,False,False,2,senate; governor,1,1,0,791492,714402,55396,1561290,52.56,47.44,49.26,-4.3,R+4.3,-20.31,16.44,-9.02,0.334,0.333,0.333,house+statewide+senate
2010,2000s,Arkansas,AR,AR-04,,False,False,2,senate; governor,1,1,0,791492,714402,55396,1561290,52.56,47.44,49.26,6.14,D+6.1,11.01,16.44,-9.02,0.334,0.333,0.333,house+statewide+senate
2010,2000s,Arizona,AZ,AZ-01,,False,False,46,senate; governor; state senate; state house,1,1,44,2588418,3938535,218379,6745332,39.66,60.34,49.26,-6.92,R+6.9,-1.08,-8.76,-10.91,0.334,0.333,0.333,house+statewide+senate
2010,2000s,Arizona,AZ,AZ-02,,False,False,46,senate; governor; state senate; state house,1,1,44,2588418,3938535,218379,6745332,39.66,60.34,49.26,-11.72,R+11.7,-15.48,-8.76,-10.91,0.334,0.333,0.333,house+statewide+senate
2010,2000s,Arizona,AZ,AZ-03,,False,False,46,senate; governor; state senate; state house,1,1,44,2588418,3938535,218379,6745332,39.66,60.34,49.26,-7.83,R+7.8,-3.83,-8.76,-10.91,0.334,0.333,0.333,house+statewide+senate
2010,2000s,Arizona,AZ,AZ-04,,False,False,46,senate; governor; state senate; state house,1,1,44,2588418,3938535,218379,6745332,39.66,60.34,49.26,1.1,D+1.1,22.98,-8.76,-10.91,0.334,0.333,0.333,house+statewide+senate
2010,2000s,Arizona,AZ,AZ-05,,False,False,46,senate; governor; state senate; state house,1,1,44,2588418,3938535,218379,6745332,39.66,60.34,49.26,-7.39,R+7.4,-2.49,-8.76,-10.91,0.334,0.333,0.333,house+statewide+senate
2010,2000s,Arizona,AZ,AZ-06,,False,False,46,senate; governor; state senate; state house,1,1,44,2588418,3938535,218379,6745332,39.66,60.34,49.26,-12.36,R+12.4,-17.4,-8.76,-10.91,0.334,0.333,0.333,house+statewide+senate
2010,2000s,Arizona,AZ,AZ-07,,False,False,46,senate; governor; state senate; state house,1,1,44,2588418,3938535,218379,6745332,39.66,60.34,49.26,-4.79,R+4.8,5.3,-8.76,-10.91,0.334,0.333,0.333,house+statewide+senate
2010,2000s,Arizona,AZ,AZ-08,,False,False,46,senate; governor; state senate; state house,1,1,44,2588418,3938535,218379,6745332,39.66,60.34,49.26,-5.6,R+5.6,2.88,-8.76,-10.91,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-01,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,11.09,D+11.1,19.07,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-02,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,3.06,D+3.1,-5.03,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-03,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,4.21,D+4.2,-1.57,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-04,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,0.08,D+0.1,-13.97,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-05,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,13.44,D+13.4,26.13,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-06,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,11.77,D+11.8,21.12,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-07,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,11.55,D+11.5,20.44,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-08,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,16.81,D+16.8,36.24,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-09,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,18.32,D+18.3,40.76,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-10,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,9.06,D+9.1,12.97,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-11,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,5.63,D+5.6,2.7,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-12,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,14.56,D+14.6,29.5,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-13,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,12.83,D+12.8,24.31,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-14,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,12.53,D+12.5,23.4,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-15,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,11.31,D+11.3,19.72,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-16,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,13.31,D+13.3,25.74,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-17,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,11.8,D+11.8,21.19,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-18,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,8.27,D+8.3,10.6,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-19,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,0.52,D+0.5,-12.62,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-20,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,6.01,D+6.0,3.83,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-21,,False,True,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,7.1,D+7.1,,6.86,7.33,0.0,0.5,0.5,statewide+senate
2010,2000s,California,CA,CA-22,,False,True,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,7.1,D+7.1,,6.86,7.33,0.0,0.5,0.5,statewide+senate
2010,2000s,California,CA,CA-23,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,8.96,D+9.0,12.7,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-24,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,2.13,D+2.1,-7.8,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-25,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,1.5,D+1.5,-9.71,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-26,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,2.2,D+2.2,-7.59,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-27,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,10.49,D+10.5,17.27,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-28,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,13.98,D+14.0,27.74,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-29,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,11.08,D+11.1,19.06,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-30,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,11.09,D+11.1,19.07,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-31,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,16.71,D+16.7,35.92,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-32,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,12.45,D+12.5,23.16,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-33,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,17.47,D+17.5,38.22,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-34,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,14.52,D+14.5,29.35,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-35,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,15.21,D+15.2,31.43,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-36,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,9.83,D+9.8,15.31,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-37,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,13.65,D+13.7,26.76,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-38,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,13.26,D+13.3,25.58,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-39,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,10.77,D+10.8,18.12,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-40,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,-0.16,R+0.2,-14.67,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-41,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,1.03,D+1.0,-11.1,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-42,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,0.07,D+0.1,-13.98,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-43,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,10.6,D+10.6,17.62,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-44,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,3.57,D+3.6,-3.49,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-45,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,3.77,D+3.8,-2.88,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-46,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,1.37,D+1.4,-10.09,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-47,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,7.92,D+7.9,9.55,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-48,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,1.38,D+1.4,-10.05,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-49,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,-0.09,R+0.1,-14.48,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-50,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,2.35,D+2.4,-7.13,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-51,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,8.79,D+8.8,12.17,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
2010,2000s,California,CA,CA-52,,False,False,95,senate; governor; state senate; state house,1,1,93,17668561,13949940,1356380,32974881,55.88,44.12,49.26,0.0,EVEN,-14.18,6.86,7.33,0.334,0.333,0.333,house+statewide+senate
